from_stop,AI,AL,AM,AP,BE,BF,BJ,BK,BL,BM,BU,BX,CC,CP,CT,CW,CY,DB,DL,DV,DW,EE,EG,ES,EV,EX,EY,EZ,FA,FB,FK,FX,FY,GE,GN,GP,GR,HA,HI,HN,HR,HX,IB,IC,IJ,IS,JB,JH,JQ,JS,JX,JZ,KE,KF,KG,KJ,KT,KX,LI,LN,LQ,LV,LX,MF,MG,MH,MN,MP,MT,NB,NL,NM,NR,NU,NV,NY,NZ,OD,OP,OS,OW,OZ,PD,PJ,PK,PT,PV,PW,PZ,QE,QF,QO,QR,QT,QV,RH,RK,RL,RN,RX,RZ,SB,SM,SN,SQ,SR,ST,TD,TF,TJ,TK,TO,TX,TZ,UD,UF,UM,UN,UO,UP,US,UU,VA,VK,VN,VO,VQ,VV,VY,VZ,WC,WF,WI,WN,WO,WT,WV,WW,WZ,XE,XH,XI,XJ,XV,YC,YW,YX,YZ,ZH,ZK,ZM,ZV
VQ,729.3,826.7,777.8,391.7,63.2,142.3,111.9,86.1,555.9,249.4,68.8,368.6,185.3,799.0,341.3,437.4,111.3,402.1,867.5,374.8,331.1,476.5,688.7,555.5,114.3,51.9,486.3,76.7,125.3,424.6,104.8,426.8,247.8,328.4,236.2,476.3,506.0,747.0,421.8,353.1,346.4,245.1,353.1,115.4,348.9,196.4,291.2,457.9,414.0,733.4,598.5,336.9,89.5,126.0,232.7,401.2,884.2,114.9,238.4,590.4,475.4,152.6,752.5,410.9,79.0,114.0,376.9,243.8,261.6,102.2,799.4,462.5,325.9,395.1,415.4,380.4,241.2,272.0,711.7,675.5,452.3,411.2,312.3,290.4,286.5,367.7,106.6,397.1,703.4,530.1,543.2,434.6,420.3,279.4,445.7,129.3,535.7,496.4,163.6,338.7,416.4,145.0,376.5,398.2,532.0,363.9,492.6,326.9,522.7,391.1,136.6,124.2,432.0,512.7,400.6,362.0,249.7,634.6,139.5,278.5,148.9,72.2,252.1,72.5,335.3,256.7,0.0,136.0,661.9,210.8,363.2,234.5,708.4,205.3,617.2,362.4,24.4,738.0,810.8,305.1,539.1,94.5,422.7,217.6,384.5,188.1,122.8,489.5,164.2,386.2,296.0,388.8
VV,801.3,898.7,853.1,359.4,203.1,93.0,169.9,226.5,532.8,216.8,146.0,336.0,162.2,874.3,305.4,404.8,178.0,477.4,942.8,342.2,298.5,453.4,764.0,563.9,104.9,109.2,561.6,143.1,71.7,401.5,244.7,394.2,215.2,405.2,203.6,453.2,482.9,822.3,395.4,330.0,313.8,218.7,330.0,125.5,425.7,173.3,268.4,425.3,387.6,808.7,673.8,412.2,156.5,260.8,308.0,368.6,959.5,195.4,313.7,665.7,442.8,242.3,824.5,378.6,159.8,180.7,452.2,211.2,230.1,177.8,874.7,423.4,303.1,362.5,391.2,344.5,208.6,248.9,787.0,750.8,419.7,378.6,268.2,239.0,361.8,443.0,178.6,374.0,778.7,605.4,567.8,408.2,387.7,234.8,521.0,208.3,547.4,463.8,165.5,410.7,383.8,158.8,343.9,375.1,543.7,314.1,469.5,289.5,598.0,466.4,177.0,199.5,399.4,489.6,377.8,437.3,325.0,709.9,213.4,255.4,132.0,144.2,328.9,71.3,410.6,233.9,139.8,0.0,737.6,187.7,330.6,208.1,783.7,182.2,692.5,327.3,119.4,813.3,882.8,272.5,516.0,161.2,390.1,294.4,456.5,260.1,189.5,466.4,191.1,353.6,261.7,352.9
VY,221.1,318.5,269.6,827.2,669.4,538.2,653.2,692.3,1002.7,700.1,652.0,859.8,645.5,290.8,793.1,878.1,657.2,472.0,373.2,853.6,781.5,935.5,180.5,223.4,566.0,592.5,383.4,626.4,568.4,916.8,711.0,862.3,698.5,505.8,686.9,899.5,952.8,238.8,882.0,813.3,797.1,705.3,816.6,608.8,553.4,656.6,751.4,898.6,874.2,225.2,217.3,409.4,635.4,730.4,499.0,836.7,376.0,690.1,468.7,248.4,901.2,721.2,244.3,846.4,662.2,659.9,370.9,694.5,705.1,612.0,291.2,898.0,786.1,835.8,877.8,815.9,691.9,732.2,164.9,170.1,892.8,832.6,754.8,722.3,539.3,437.6,608.4,857.3,195.2,348.1,310.9,909.3,861.0,721.4,383.4,656.6,241.2,880.2,648.8,408.6,851.9,642.1,819.3,858.4,187.4,840.1,915.8,819.3,322.0,461.0,660.3,526.6,867.5,959.5,860.8,382.5,480.0,107.0,696.7,738.7,615.3,665.7,535.8,589.4,381.6,716.9,637.9,606.8,0.0,671.0,802.7,694.7,200.2,665.5,215.3,803.1,617.5,229.8,302.6,755.8,985.9,640.4,856.2,571.1,454.4,529.7,668.7,936.3,674.4,825.0,745.0,836.5
VZ,868.8,966.2,917.3,223.9,267.3,210.7,139.6,290.2,403.9,86.1,190.8,192.4,91.0,938.5,178.0,274.0,179.5,504.5,888.5,198.6,154.9,336.7,828.2,628.3,222.6,158.6,588.7,165.2,189.4,303.6,308.9,263.5,84.5,294.5,72.9,300.7,354.0,886.5,292.7,208.0,170.3,179.1,208.0,126.0,315.0,62.6,139.7,294.5,284.9,872.9,738.0,439.3,201.6,330.1,397.3,237.9,910.8,120.9,389.6,729.9,312.1,309.9,892.0,247.6,201.0,176.8,479.3,75.8,167.3,256.3,938.9,299.2,180.8,231.7,287.5,217.1,77.9,177.7,813.0,815.0,289.0,247.9,121.4,88.9,451.1,470.1,252.7,259.2,842.9,632.5,628.9,310.5,256.9,74.3,548.1,293.9,608.5,333.1,102.4,441.1,253.1,159.3,213.2,275.0,604.8,185.7,317.0,142.7,625.1,493.5,123.2,170.9,268.7,360.7,262.7,464.4,389.2,774.1,183.1,136.2,101.7,263.6,218.2,188.7,419.7,115.9,204.0,201.3,801.4,0.0,196.7,168.5,847.9,139.3,756.7,190.9,183.6,877.5,917.5,130.6,387.1,196.4,259.4,183.7,486.9,352.7,217.7,337.5,80.4,222.9,108.9,215.3
WC,956.6,1054.0,1005.1,104.7,433.4,353.6,274.5,456.8,280.2,168.5,341.4,137.3,218.8,1026.3,33.1,94.9,304.4,629.4,1022.7,131.1,41.0,213.0,916.0,740.7,405.1,301.5,713.6,329.3,332.3,194.3,475.0,139.8,118.8,419.4,154.7,177.0,230.3,974.3,294.4,159.3,166.8,146.5,159.3,298.7,439.9,187.5,163.6,115.4,273.0,960.7,825.8,564.2,326.5,496.2,529.1,114.2,1045.0,245.8,514.5,817.7,132.9,434.8,979.8,123.9,351.6,301.7,604.2,145.5,152.1,418.5,1026.7,175.5,186.5,52.6,194.3,87.7,125.5,141.7,925.4,902.8,165.3,68.7,123.9,156.4,582.9,595.0,422.9,253.1,930.7,757.4,741.3,186.8,77.8,119.1,673.0,436.8,720.9,153.9,227.3,566.0,129.4,328.3,34.0,233.3,717.2,117.6,193.3,102.6,750.0,618.4,248.1,313.8,145.0,237.0,216.4,589.3,514.1,861.9,312.3,141.7,251.3,388.5,343.1,363.3,544.6,136.8,359.5,344.2,889.2,206.2,0.0,156.6,935.7,189.6,844.5,86.2,349.7,965.3,1038.1,62.8,263.4,321.3,135.7,308.6,611.8,541.3,342.6,213.8,205.3,81.1,183.5,114.0
WF,889.1,986.5,937.6,194.7,287.6,231.0,167.3,310.5,429.1,135.8,211.1,189.5,98.0,958.8,156.8,248.0,277.6,587.0,1052.4,183.3,128.6,326.1,848.5,648.6,242.9,178.9,671.2,185.5,209.7,274.2,329.2,248.0,92.0,392.6,131.5,325.9,379.2,906.8,322.3,211.0,173.1,10.5,211.0,146.3,413.1,160.7,176.9,268.5,327.9,893.2,758.3,521.8,299.7,348.6,417.6,222.4,1044.0,219.0,423.3,750.2,286.2,408.0,912.3,232.1,226.2,274.9,561.8,150.4,73.9,276.6,959.2,283.7,204.1,205.7,272.0,201.1,98.7,55.5,833.0,835.3,273.5,217.8,139.0,147.8,471.4,552.6,273.0,262.0,863.2,715.0,649.2,284.2,230.9,124.0,630.6,321.2,628.8,307.2,200.5,523.6,248.2,179.6,189.2,277.8,625.1,163.0,342.2,124.4,707.6,576.0,174.4,191.2,263.8,385.9,265.5,546.9,434.6,794.4,210.8,88.6,129.4,283.8,316.3,209.0,517.8,67.7,224.3,224.9,821.8,198.8,170.4,0.0,868.2,32.9,777.0,157.1,203.9,897.8,970.6,102.6,412.3,294.5,241.9,281.8,569.4,373.0,315.8,362.7,178.5,210.2,196.8,186.3
WI,20.8,200.1,151.2,959.6,801.8,670.6,785.6,824.7,1175.0,832.5,784.4,992.2,777.9,172.4,925.5,1010.5,789.6,435.7,254.8,986.0,913.9,1067.9,72.7,355.8,698.4,724.9,370.2,758.8,700.8,1043.7,843.4,994.7,830.9,583.1,819.3,1031.9,1125.1,31.3,1040.9,945.7,929.5,837.7,945.7,741.2,630.7,789.0,883.8,1031.0,1033.1,106.8,138.1,454.6,767.8,864.6,576.3,969.1,257.6,822.5,546.0,169.2,1033.6,853.6,125.9,978.8,794.6,792.3,416.1,826.9,854.2,744.4,172.8,1030.4,918.5,968.2,1034.5,948.3,824.3,864.6,144.3,203.9,1025.2,965.0,887.2,854.7,616.6,401.3,740.8,1016.2,5.2,298.6,288.1,1041.7,993.4,853.8,243.6,669.2,373.6,1012.6,781.2,353.2,984.3,774.5,951.7,1017.3,319.8,972.5,1048.2,951.7,291.2,323.6,792.7,659.0,999.9,1131.8,1019.7,427.7,557.3,140.8,829.1,871.1,747.7,799.8,613.1,723.3,458.9,849.3,770.3,735.9,132.2,803.4,935.1,827.1,0.0,797.9,136.1,941.1,749.9,111.4,184.2,888.2,1158.2,772.8,990.6,648.4,304.7,607.0,801.1,1108.6,806.8,954.1,877.4,968.9
WN,856.1,953.5,904.6,213.1,254.6,198.0,134.3,277.5,445.2,122.1,178.1,181.6,68.5,925.8,172.3,277.2,213.4,554.0,1019.4,187.8,157.8,342.2,815.5,615.6,209.9,145.9,638.2,152.5,176.7,292.7,296.2,257.8,78.3,378.9,117.8,342.0,395.3,873.8,308.6,197.3,159.4,39.7,197.3,113.3,399.4,147.0,163.2,297.7,314.2,860.2,725.3,488.8,231.6,317.4,384.6,232.2,1011.0,205.3,390.3,717.2,311.6,344.0,879.3,241.9,188.3,210.7,528.8,136.7,76.9,243.6,926.2,293.5,190.4,234.9,276.6,226.5,85.0,84.7,800.3,802.3,283.3,243.2,125.3,134.1,438.4,519.6,240.0,248.3,830.2,682.0,616.2,300.3,260.1,110.3,597.6,281.2,595.8,332.6,129.9,490.6,266.4,146.6,218.4,264.1,592.1,176.9,358.3,146.6,674.6,543.0,141.4,158.2,282.0,402.0,251.8,513.9,401.6,761.4,177.8,75.8,96.4,252.5,302.6,176.0,504.1,54.0,191.3,188.6,788.7,185.1,199.6,29.1,835.2,0.0,744.0,185.1,170.9,864.8,937.6,131.8,428.4,230.3,253.7,268.1,536.4,340.0,251.6,378.8,164.8,232.3,183.1,204.5
WO,166.5,263.9,215.0,964.2,806.4,675.2,790.2,829.3,1113.3,837.1,789.0,996.8,782.5,236.2,930.1,1015.1,794.2,374.0,318.6,990.6,918.5,1033.9,125.9,303.0,703.0,729.5,308.5,763.4,705.4,982.0,848.0,999.3,835.5,521.4,823.9,1033.7,1063.4,184.2,979.2,950.3,934.1,842.3,950.3,745.8,569.0,793.6,888.4,1035.6,971.4,170.6,31.1,392.9,772.4,869.2,514.6,973.7,321.4,827.1,484.3,107.5,1038.2,858.2,189.7,983.4,799.2,796.9,354.4,831.5,858.8,749.0,236.6,1035.0,923.1,972.8,972.8,952.9,828.9,869.2,148.9,128.9,1029.8,969.6,891.8,859.3,554.9,339.6,745.4,954.5,140.6,236.9,265.1,992.0,998.0,858.4,181.9,607.5,298.1,1017.2,785.8,291.5,988.9,779.1,956.3,955.6,324.4,977.1,1050.0,956.3,229.5,261.9,797.3,663.6,1004.5,1070.1,958.0,366.0,495.6,145.4,833.7,875.7,752.3,804.4,551.4,727.9,397.2,853.9,774.9,740.5,136.8,808.0,939.7,831.7,145.6,802.5,0.0,945.7,754.5,175.2,248.0,892.8,1096.5,777.4,995.2,586.7,243.0,545.3,805.7,1046.9,811.4,958.7,882.0,973.5
WT,962.0,1061.9,1004.9,71.7,430.8,352.3,274.3,453.7,244.4,168.3,338.8,86.6,200.5,1026.1,108.0,141.3,304.2,626.8,980.0,80.4,77.8,177.2,915.8,757.3,364.2,300.2,713.4,329.1,331.0,158.5,474.8,104.0,118.6,419.2,133.1,144.0,194.5,974.1,248.3,114.9,99.1,135.1,112.5,267.6,439.7,187.3,100.5,158.0,251.5,960.5,825.6,564.0,323.9,491.8,528.9,78.4,1002.3,245.6,514.3,817.5,142.7,432.2,977.2,88.1,349.0,301.5,604.0,123.9,151.5,395.5,1024.1,139.7,127.7,99.0,158.5,57.6,125.3,132.7,938.8,902.6,129.5,74.3,76.4,107.6,582.7,594.8,420.3,188.0,930.5,757.2,752.3,144.1,124.2,124.4,672.8,448.1,731.9,163.7,227.1,571.4,93.6,328.1,82.5,197.5,728.2,60.1,157.5,64.4,749.8,618.2,247.9,312.5,112.0,201.2,180.6,589.1,513.9,861.7,312.1,132.7,251.1,385.9,342.9,327.9,544.4,124.1,359.3,346.2,894.7,158.4,87.2,145.2,935.5,180.6,844.3,0.0,355.1,965.1,1009.6,71.8,227.6,321.1,99.9,308.4,609.2,491.9,340.0,178.0,205.1,66.7,108.4,81.0
WV,749.7,847.1,798.2,367.6,83.6,117.9,87.5,107.0,531.5,225.0,44.4,344.2,160.9,819.4,316.9,413.0,131.7,422.5,887.9,350.4,306.7,452.1,709.1,575.9,89.9,27.5,506.7,52.3,100.9,400.2,125.2,402.4,223.4,331.6,211.8,451.9,481.6,767.4,397.4,328.7,322.0,220.7,328.7,91.0,352.1,172.0,264.1,433.5,389.6,753.8,618.9,357.3,97.9,144.6,253.1,376.8,904.6,90.5,258.8,610.8,451.0,173.0,772.9,386.5,59.5,134.4,397.3,219.4,220.5,122.6,819.8,438.1,298.4,370.7,393.2,356.0,216.8,247.6,732.9,695.9,427.9,386.8,287.9,266.0,306.9,388.1,127.0,372.7,723.8,550.5,563.6,410.2,395.9,255.0,466.1,156.7,556.1,472.0,139.2,359.1,392.0,120.6,352.1,373.8,552.4,339.5,468.2,302.5,543.1,411.5,112.2,144.6,407.6,488.3,376.2,382.4,270.1,655.0,115.1,254.1,124.5,90.9,255.3,48.1,355.7,232.3,20.3,114.9,682.4,186.4,338.8,210.1,728.8,180.9,637.6,338.0,0.0,758.4,831.2,280.7,514.7,114.9,403.8,220.8,404.9,208.5,143.2,465.1,139.8,365.1,271.6,364.4
WW,130.3,185.4,136.5,1007.2,849.4,718.2,833.2,872.3,1222.6,880.1,832.0,1039.8,825.5,88.0,973.1,1058.1,837.2,483.3,240.1,1033.6,961.5,1115.5,120.3,403.4,746.0,772.5,417.8,806.4,748.4,1091.3,891.0,1042.3,878.5,630.7,866.9,1079.5,1172.7,148.0,1088.5,993.3,977.1,885.3,993.3,788.8,678.3,836.6,931.4,1078.6,1080.7,92.1,185.7,502.2,815.4,912.2,623.9,1016.7,242.9,870.1,593.6,216.8,1081.2,901.2,41.5,1026.4,842.2,839.9,463.7,874.5,901.8,792.0,88.4,1078.0,966.1,1015.8,1082.1,995.9,871.9,912.2,191.9,251.5,1072.8,1012.6,934.8,902.3,664.2,448.9,788.4,1063.8,104.4,346.2,335.7,1089.3,1041.0,901.4,291.2,716.8,421.2,1060.2,828.8,400.8,1031.9,822.1,999.3,1064.9,367.4,1020.1,1095.8,999.3,338.8,371.2,840.3,706.6,1047.5,1179.4,1067.3,475.3,604.9,188.4,876.7,918.7,795.3,847.4,660.7,770.9,506.5,896.9,817.9,783.5,179.8,851.0,982.7,874.7,109.4,845.5,183.7,988.7,797.5,0.0,169.5,935.8,1205.8,820.4,1038.2,696.0,352.3,654.6,848.7,1156.2,854.4,1001.7,925.0,1016.5
WZ,236.1,70.5,84.7,1113.3,955.2,824.0,939.0,978.1,1272.2,985.9,937.8,1145.6,931.3,243.5,1078.9,1163.9,943.0,589.1,205.8,1139.4,1067.3,1192.8,226.1,509.2,851.8,878.3,523.6,912.2,854.2,1140.9,996.8,1161.9,984.3,736.5,972.7,1192.6,1222.3,253.8,1138.1,1129.3,1082.9,991.1,1129.3,894.6,784.1,942.4,1034.5,1184.4,1130.3,160.1,291.5,608.0,920.4,1016.2,729.7,1122.5,128.0,975.9,699.4,322.6,1187.0,1007.0,197.0,1132.2,952.9,945.7,569.5,980.3,999.2,897.8,243.9,1162.8,1099.0,1121.6,1129.9,1101.7,977.7,1018.0,297.7,357.3,1178.6,1118.4,1040.6,1008.1,770.0,554.7,894.2,1113.4,210.2,452.0,441.5,1150.9,1146.8,1007.2,397.0,829.6,527.0,1166.0,934.6,506.6,1137.7,927.9,1105.1,1114.5,473.2,1125.9,1208.9,1105.1,444.6,477.0,946.1,812.4,1153.3,1229.0,1116.9,581.1,710.7,294.2,982.5,1024.5,901.1,919.3,766.5,875.2,612.3,1002.7,923.7,892.6,285.7,956.8,1088.5,980.5,215.2,951.3,289.5,1096.9,903.3,182.5,0.0,1041.6,1255.4,926.2,1144.0,801.8,458.1,760.4,954.5,1205.8,960.2,1110.8,1030.8,1122.3
XE,917.8,1015.2,966.3,108.5,394.6,328.0,235.7,418.0,284.0,129.7,302.6,103.1,155.9,987.5,99.2,161.0,265.6,590.6,1009.9,96.9,24.2,216.8,877.2,713.1,366.3,275.9,674.8,290.5,306.7,187.8,436.2,143.6,80.0,380.6,91.8,180.8,234.1,935.5,269.9,131.4,123.3,101.9,131.4,259.9,401.1,148.7,122.6,181.5,275.5,921.9,787.0,525.4,287.7,457.4,490.3,118.0,1032.2,207.0,475.7,778.9,182.3,396.0,941.0,127.7,312.8,262.9,565.4,82.6,107.5,379.7,987.9,179.3,154.3,118.7,178.6,97.2,86.7,97.1,900.2,864.0,169.1,113.9,59.3,91.8,544.1,556.2,384.1,212.2,891.9,718.6,713.7,190.6,143.9,56.2,634.2,411.2,693.3,203.3,188.5,527.2,133.2,289.5,100.1,226.8,689.6,76.6,197.1,38.0,711.2,579.6,209.3,288.2,148.8,240.8,200.7,550.5,475.3,823.1,273.5,94.2,212.5,349.7,304.3,324.5,505.8,73.9,320.7,318.6,850.4,143.3,66.0,112.0,896.9,143.8,805.7,73.5,310.9,926.5,999.3,0.0,267.2,282.5,139.5,269.8,573.0,502.5,303.8,217.6,166.5,103.0,135.7,99.9
XH,1104.9,1138.4,1091.8,214.9,628.5,548.7,469.6,651.4,16.7,363.6,536.5,247.5,407.8,1174.6,276.1,307.8,499.5,784.0,1054.7,241.3,254.1,175.5,1064.3,913.1,600.2,496.6,860.4,524.4,527.4,156.8,670.1,188.0,313.9,614.5,367.8,105.1,64.1,1122.6,256.9,248.7,280.6,350.8,248.7,493.8,635.0,382.6,294.6,248.4,235.5,1089.7,974.1,759.3,521.6,691.3,724.2,158.3,1077.0,440.9,709.6,966.0,203.8,629.9,1128.1,192.1,546.7,496.8,734.5,358.6,356.4,613.6,1175.0,138.0,275.9,267.1,203.1,204.4,320.6,346.0,1120.5,1037.6,158.6,221.1,291.9,324.4,778.0,743.3,618.0,215.6,1079.0,876.1,936.4,149.3,288.1,332.2,821.3,631.9,893.3,182.8,422.4,714.3,219.6,523.4,250.6,195.8,889.6,248.6,104.7,270.6,850.0,766.7,443.2,508.9,235.2,39.6,218.6,790.6,709.2,996.7,507.4,346.0,446.4,583.6,538.2,558.4,739.7,325.8,554.6,539.3,1024.0,397.0,255.3,360.9,1084.0,393.9,992.8,238.5,544.8,1113.6,1083.7,275.9,0.0,516.4,205.1,503.7,760.1,736.4,537.7,64.5,400.4,210.2,314.5,224.2
XI,724.2,821.6,772.7,350.8,110.1,150.7,136.8,133.0,536.7,208.5,56.4,327.7,217.0,793.9,300.4,396.5,16.7,397.0,862.4,333.9,290.2,457.3,683.6,550.4,136.4,90.1,481.2,83.6,129.4,405.4,151.7,385.9,206.9,233.8,195.3,457.1,486.8,741.9,402.6,343.4,305.5,276.8,343.4,140.3,254.3,141.9,285.9,417.0,394.8,728.3,593.4,331.8,5.1,172.9,227.6,360.3,879.1,139.8,233.3,585.3,434.5,80.7,747.4,370.0,44.8,19.4,371.8,202.9,293.3,97.1,794.3,421.6,327.0,354.2,396.2,339.5,200.3,303.7,706.6,670.4,411.4,370.3,271.4,249.5,281.4,362.6,101.5,377.9,698.3,525.0,566.9,415.4,379.4,238.5,440.6,124.2,530.6,455.5,188.5,333.6,375.5,169.9,335.6,379.0,526.9,323.0,473.4,286.0,517.6,386.0,161.5,119.1,391.1,493.5,381.4,356.9,244.6,629.5,58.8,258.6,173.8,67.1,157.5,76.6,359.0,238.3,38.1,140.1,656.8,197.4,322.3,266.2,703.3,237.0,612.1,321.5,62.5,732.9,805.7,264.2,519.9,0.0,381.8,123.0,379.4,183.0,28.2,470.3,123.3,345.3,255.1,347.9
XJ,1007.2,1059.3,1012.7,70.4,484.0,406.1,327.0,514.0,208.9,221.0,392.0,116.6,265.2,1078.8,138.7,165.2,356.9,680.0,975.6,110.4,111.5,165.0,968.5,793.2,457.6,354.0,766.1,381.8,384.8,141.1,527.5,92.9,171.3,471.9,238.7,121.9,159.0,1026.8,249.8,88.1,116.0,206.3,86.2,351.2,492.4,240.0,150.1,162.2,217.9,1011.3,883.5,616.7,377.1,545.0,581.6,61.0,997.9,298.3,567.0,875.4,146.9,492.5,1032.3,80.3,402.2,354.2,700.8,229.5,220.3,476.2,1084.4,122.3,113.4,124.5,156.7,67.0,178.0,203.4,977.9,958.5,43.1,78.5,154.5,181.8,635.4,647.5,480.6,188.1,983.2,809.9,793.8,138.8,145.5,194.8,725.5,494.4,773.4,167.9,279.8,616.6,71.6,380.8,108.0,180.1,769.7,106.0,140.1,128.0,802.5,670.9,300.6,371.5,40.0,165.7,180.6,641.8,566.6,917.6,364.8,203.4,303.8,439.1,395.6,413.9,597.1,188.4,412.0,400.0,937.0,246.8,112.7,216.4,988.2,251.3,897.0,95.9,400.3,1017.8,1010.1,133.3,192.1,373.8,0.0,361.1,664.3,593.8,393.2,142.5,257.8,69.0,175.9,98.6
XV,647.9,745.3,696.4,340.0,262.8,295.7,179.4,285.7,557.3,197.7,201.4,316.9,220.6,717.6,289.6,385.7,128.0,320.7,786.1,323.1,279.4,448.3,607.3,443.2,310.0,235.1,404.9,234.2,274.4,425.0,304.4,375.1,196.1,110.7,184.5,412.3,507.4,665.6,423.2,332.6,294.7,297.9,332.6,223.4,131.2,131.1,275.1,406.2,415.4,652.0,517.1,255.5,150.1,325.6,220.4,349.5,802.8,150.7,205.8,509.0,423.7,167.0,671.1,359.2,189.8,125.3,295.5,192.1,282.1,242.1,718.0,410.8,316.2,343.4,411.9,328.7,189.5,292.5,630.3,594.1,400.6,359.5,260.6,238.7,274.2,286.3,246.5,383.6,622.0,448.7,443.8,422.1,368.6,227.7,364.3,274.6,423.4,444.7,173.0,257.3,364.7,253.0,324.8,399.4,419.7,312.2,428.6,275.2,441.3,309.7,172.8,264.1,380.3,514.1,387.1,280.6,205.4,553.2,137.8,247.8,197.0,212.1,34.4,221.6,235.9,227.5,183.1,285.1,580.5,186.6,311.5,287.3,627.0,297.4,535.8,310.7,207.5,656.6,729.4,253.4,540.5,144.9,371.0,0.0,303.1,232.6,166.2,490.9,112.5,334.5,244.3,337.1
YC,344.7,442.1,393.2,888.2,446.6,598.9,713.9,469.5,909.0,560.4,477.4,679.6,706.2,414.4,652.3,748.4,434.4,130.9,496.8,685.8,642.1,903.6,304.1,291.2,626.7,653.2,101.7,687.1,629.1,851.7,488.2,872.7,558.8,297.3,547.2,805.8,859.1,362.4,848.9,840.1,657.4,766.0,840.1,669.5,344.9,493.8,635.1,768.9,841.1,348.8,213.9,254.6,411.8,507.6,311.2,897.4,499.6,513.4,296.6,205.8,961.9,498.4,367.9,858.0,465.8,437.1,216.1,554.8,765.8,401.7,414.8,873.6,809.8,706.1,840.7,876.6,552.2,792.9,327.9,290.9,953.5,893.3,623.3,601.4,365.0,96.5,402.8,824.2,318.8,145.5,197.0,861.7,731.3,590.4,61.1,372.4,271.3,940.9,709.5,48.4,912.6,702.8,687.5,825.3,268.5,674.9,822.1,637.9,138.1,18.8,721.0,587.3,928.2,865.8,827.7,227.7,307.9,250.0,476.5,610.5,676.0,459.9,327.3,437.4,370.4,590.2,428.6,664.2,277.4,731.7,674.2,755.4,323.8,726.2,232.6,673.4,453.0,353.4,426.2,616.1,892.2,417.6,924.4,362.6,0.0,323.4,445.9,842.6,475.2,885.7,607.0,699.8
YW,612.5,709.9,661.0,536.4,214.5,241.5,293.3,237.4,722.3,394.1,245.3,513.3,348.8,682.2,486.0,582.1,202.3,285.3,750.7,519.5,475.8,642.9,571.9,438.7,265.1,248.5,369.5,269.7,258.1,591.0,256.1,571.5,392.5,191.1,380.9,642.7,672.4,630.2,588.2,529.0,491.1,408.6,529.0,308.4,238.7,327.5,468.8,602.6,580.4,616.6,481.7,220.1,179.7,275.5,115.9,545.9,767.4,307.9,121.6,473.6,620.1,266.3,635.7,555.6,233.7,205.0,260.1,388.5,416.7,169.6,682.6,607.2,512.6,539.8,584.0,525.1,385.9,435.5,594.9,558.7,597.0,555.9,457.0,435.1,169.7,250.9,170.7,563.5,586.6,413.3,419.7,601.0,565.0,424.1,328.9,140.3,418.9,641.1,345.0,221.9,561.1,338.0,521.2,564.6,415.2,508.6,659.0,471.6,405.9,274.3,318.3,209.6,576.7,679.1,567.0,245.2,130.5,517.8,244.4,444.2,318.6,227.8,221.1,205.3,211.8,423.9,196.5,272.4,545.2,374.3,507.9,398.0,591.6,368.8,500.4,504.3,220.9,621.2,694.0,449.8,705.5,185.5,572.9,308.6,267.7,0.0,213.8,655.9,308.9,534.2,440.7,533.5
YX,784.1,881.5,832.6,363.9,116.2,190.8,120.8,139.0,549.8,221.6,96.5,340.8,234.7,853.8,313.5,409.6,29.8,456.9,922.3,347.0,303.3,470.4,743.5,579.4,176.5,130.2,541.1,123.7,169.5,418.5,157.8,399.0,220.0,246.9,208.4,470.2,499.9,801.8,415.7,356.5,318.6,321.8,356.5,137.1,267.4,155.0,296.3,430.1,407.9,788.2,653.3,391.7,45.2,177.2,267.7,373.4,939.0,141.8,342.0,645.2,447.6,125.8,807.3,383.1,79.4,32.5,431.7,216.0,289.3,137.2,854.2,434.7,337.0,367.3,407.5,352.6,213.4,316.4,766.2,730.3,424.5,383.4,284.5,262.6,321.5,422.5,141.6,391.0,758.2,584.9,580.0,428.5,392.5,251.6,500.5,171.3,559.6,468.6,172.5,393.5,388.6,166.7,348.7,392.1,555.9,336.1,486.5,299.1,577.5,445.9,145.8,159.2,404.2,506.6,394.5,416.8,341.6,689.4,71.9,271.7,157.8,73.7,170.6,116.7,372.1,251.4,78.2,180.2,716.8,210.5,335.4,311.2,763.2,254.7,672.0,331.8,102.6,792.8,865.6,277.3,533.0,40.0,392.9,136.1,439.3,223.1,0.0,483.4,136.4,361.7,268.2,361.0
