from_stop,AH,AI,AL,AM,AP,AZ,BD,BE,BF,BJ,BK,BL,BM,BU,BX,CC,CP,CT,CW,CY,DB,DE,DL,DV,DW,EB,EE,EG,ES,EV,EX,EY,EZ,FA,FB,FK,FN,FX,FY,GE,GN,GP,GR,HA,HE,HI,HN,HR,HS,HX,IB,IC,IJ,IS,IT,JB,JH,JQ,JS,JX,JZ,KC,KE,KF,KG,KJ,KT,KX,LI,LN,LQ,LV,LX,MD,MF,MG,MH,MN,MP,MT,NB,NC,NL,NM,NR,NU,NV,NW,NY,NZ,OD,ON,OP,OS,OW,OZ,PD,PJ,PK,PQ,PR,PT,PV,PW,PZ,QE,QF,QO,QR,QT,QV,RG,RH,RK,RL,RN,RT,RX,RZ,SB,SM,SN,SQ,SR,ST,SX,TD,TF,TJ,TK,TO,TX,TZ,UD,UF,UM,UN,UO,UP,US,UU,VA,VK,VN,VO,VQ,VV,VY,VZ,WC,WF,WI,WN,WO,WR,WT,WV,WW,WZ,XA,XE,XH,XI,XJ,XO,XV,YC,YH,YJ,YP,YQ,YW,YX,YZ,ZH,ZK,ZM,ZO,ZV
WI,1001.8,70.9,63.6,70.8,1031.5,1159.6,1156.7,455.3,349.8,478.0,465.4,1070.0,573.1,460.6,1067.9,496.1,8.3,1082.4,913.9,462.9,207.9,987.8,115.9,1067.5,913.7,992.2,1005.8,143.8,145.9,384.8,326.9,376.7,532.5,445.0,973.6,434.5,1151.7,985.2,592.1,194.5,642.9,1021.6,1001.7,43.1,1104.1,1065.1,932.7,972.9,1006.3,543.3,1073.5,480.5,253.0,402.9,1107.3,606.3,912.7,930.1,125.1,168.3,216.4,1191.4,489.7,558.3,400.0,987.1,97.2,452.4,374.3,129.3,924.1,435.1,78.2,1153.9,947.0,482.9,596.7,182.0,614.7,512.3,300.0,1140.0,6.7,989.9,1076.0,1048.6,1050.0,1015.0,707.0,595.2,492.2,1222.7,44.1,129.0,946.2,748.3,951.3,930.6,332.0,1119.5,992.5,277.9,476.3,1064.3,51.6,254.0,141.2,981.4,1012.1,972.7,308.3,1119.0,426.3,197.7,872.4,342.5,1136.5,284.8,974.2,344.9,1082.3,921.6,183.2,609.6,992.3,998.7,930.2,362.7,333.6,460.1,298.5,993.8,1030.8,986.5,238.8,352.4,68.9,486.6,495.7,353.8,313.3,159.1,420.9,212.0,507.7,483.2,431.8,53.3,547.3,1068.3,503.8,0.0,477.2,64.9,1078.1,685.3,391.3,115.8,153.1,1159.3,897.7,1022.7,520.4,950.9,1198.0,1437.1,322.5,1135.0,1159.3,1019.8,1129.6,416.5,483.2,972.7,421.9,932.0,929.0,1102.9,1073.4
WN,788.4,441.6,535.5,551.8,678.5,946.2,943.3,500.7,384.3,182.4,459.3,856.6,220.1,165.0,714.9,17.7,471.8,729.4,560.9,307.9,277.9,774.4,495.6,714.5,700.3,778.8,652.8,572.6,353.3,333.9,437.5,92.5,311.2,485.6,620.6,389.8,938.3,632.2,239.1,353.1,289.9,668.6,648.7,437.3,890.7,712.1,719.3,759.5,792.9,97.3,720.5,259.2,317.3,98.6,955.9,291.2,559.7,577.1,413.1,455.0,375.0,999.5,379.0,552.2,497.8,634.1,498.8,156.8,502.9,369.9,571.1,480.5,402.2,962.0,594.0,187.3,301.1,410.8,282.8,120.7,428.6,926.6,487.6,636.9,723.0,695.6,697.0,801.6,446.0,242.2,82.7,1009.3,519.6,436.5,593.2,395.3,737.9,717.2,501.3,906.1,779.1,227.0,586.9,711.3,427.5,253.2,358.0,628.4,659.1,752.2,157.4,967.6,536.9,293.9,519.4,220.8,944.6,233.9,621.2,344.7,729.3,568.6,316.0,340.6,639.3,785.3,716.8,254.6,248.5,163.3,390.2,640.8,677.8,766.0,461.3,481.0,494.2,191.0,104.1,302.9,423.9,335.7,462.6,358.3,154.7,593.8,472.4,510.8,102.1,715.3,11.4,480.9,0.0,414.5,906.7,424.3,463.1,403.8,441.1,945.9,684.3,669.7,409.7,597.9,1006.1,1713.0,222.8,921.6,945.9,806.4,916.2,527.1,308.2,619.7,117.6,579.0,718.3,1000.4,720.4
WO,1043.0,77.9,120.9,137.2,966.5,1200.8,1197.9,390.3,284.8,413.0,400.4,1111.2,508.1,395.6,1002.9,431.1,57.2,1017.4,848.9,397.9,142.9,1029.0,102.9,1002.5,954.9,1033.4,940.8,210.2,80.9,321.5,261.9,311.7,467.5,380.0,908.6,369.5,1192.9,920.2,527.1,129.5,577.9,956.6,936.7,22.7,1145.3,1000.1,973.9,1014.1,1047.5,478.3,1008.5,415.5,188.0,337.9,1148.5,541.3,847.7,865.1,60.1,103.3,151.4,1232.6,424.7,493.3,348.1,922.1,84.2,387.4,309.3,64.3,859.1,370.1,13.2,1195.1,882.0,417.9,531.7,117.0,549.7,447.3,235.0,1181.2,73.0,924.9,1011.0,983.6,985.0,1056.2,642.0,530.2,427.2,1263.9,110.5,195.4,881.2,683.3,992.5,971.8,280.1,1160.7,1033.7,214.6,411.3,999.3,12.9,189.0,76.2,916.4,947.1,1040.2,243.3,1160.2,361.3,208.1,807.4,277.5,1177.7,221.5,909.2,279.9,1017.3,856.6,118.2,544.6,927.3,1039.9,971.4,297.7,268.6,395.1,233.5,928.8,965.8,1054.0,211.6,287.4,135.3,421.6,430.7,333.8,248.3,94.1,355.9,147.0,442.7,418.2,366.8,119.7,482.3,1003.3,438.8,66.3,412.2,0.0,1119.3,620.3,287.5,50.8,88.1,1200.5,938.9,957.7,455.4,885.9,1239.2,1503.5,257.5,1176.2,1200.5,1061.0,1170.8,351.5,418.2,907.7,356.9,867.0,1006.3,1144.1,1008.4
WR,329.0,921.1,942.0,936.4,464.3,115.0,146.0,1104.0,1089.2,1014.5,1062.6,421.5,820.5,997.1,449.9,892.6,940.2,515.2,502.7,1077.2,937.7,339.3,1001.5,420.5,327.5,294.7,683.0,852.6,976.2,1025.2,1142.4,1003.5,1134.8,1088.9,644.0,993.1,122.9,662.4,873.2,1068.8,793.3,699.1,672.1,967.9,181.3,356.8,317.2,324.4,357.8,998.5,432.4,1097.6,1032.8,1009.6,49.1,839.6,514.7,600.5,1049.9,1077.9,1090.7,129.1,1005.0,1148.7,1143.0,657.5,977.9,988.9,1127.1,992.8,573.5,1077.0,1003.0,91.6,617.4,1019.4,1133.2,1067.4,831.0,980.2,1131.7,131.7,925.1,663.3,344.3,474.6,403.0,370.4,795.0,876.3,960.1,312.1,897.8,814.7,612.9,726.9,334.4,308.3,1216.8,251.1,344.0,924.7,1153.1,359.3,976.4,880.2,980.9,658.6,438.1,378.4,966.4,60.8,1146.2,844.5,542.8,981.7,70.4,931.6,644.6,1090.2,508.3,592.0,935.7,888.8,662.7,357.0,360.6,988.9,946.2,964.2,1135.7,667.8,708.0,385.4,1124.4,1112.0,872.4,1029.9,963.6,1000.6,1169.4,1056.8,1059.1,1073.8,893.9,1146.2,1068.9,889.0,1013.1,489.4,926.2,931.8,909.8,989.7,0.0,805.3,1208.6,1040.6,1046.0,172.1,306.2,693.1,1028.1,647.8,170.2,1468.1,980.6,224.4,115.2,371.3,236.3,1130.6,1010.5,644.1,991.7,641.4,327.9,130.0,445.7
WT,811.4,529.0,648.6,659.0,550.9,969.2,966.3,291.8,324.4,348.4,250.4,879.6,154.4,331.0,587.3,394.1,602.9,601.8,433.3,276.1,394.5,797.4,624.8,586.9,659.0,801.8,525.2,673.4,481.9,213.0,377.6,368.9,329.4,276.7,493.0,180.9,961.3,504.6,207.1,484.2,202.0,541.0,521.1,568.4,913.7,584.5,690.7,782.5,815.9,345.1,592.9,304.4,364.4,345.7,932.6,92.2,432.1,449.5,544.2,583.6,506.1,976.2,192.0,343.3,437.9,506.5,611.9,322.8,321.7,498.5,443.5,271.6,533.3,938.7,466.4,353.3,467.1,527.4,100.6,314.1,326.3,949.6,618.7,509.3,595.4,568.0,569.4,824.6,21.7,210.2,294.0,1032.3,607.6,524.5,465.6,165.5,727.3,706.6,459.5,929.1,802.1,327.7,527.0,583.7,558.6,405.9,486.6,500.8,531.5,624.6,433.8,944.3,477.0,407.0,391.8,368.8,921.3,320.0,493.6,284.8,601.7,441.0,444.6,95.5,511.7,808.3,675.5,513.0,306.4,298.1,330.3,513.2,550.2,638.4,566.2,299.8,582.2,357.0,297.5,253.1,364.0,464.4,253.7,405.4,221.0,533.9,263.5,598.8,474.1,587.7,355.3,612.0,366.8,545.6,883.4,0.0,403.2,534.9,572.2,968.9,643.0,542.1,222.7,470.3,982.8,1870.1,416.0,944.6,968.9,829.4,939.2,467.2,205.1,492.1,325.6,451.4,590.7,977.1,592.8
WV,1151.4,342.1,318.5,347.8,890.9,1149.3,1180.3,241.5,118.0,360.0,251.6,1219.6,454.7,322.1,927.3,522.5,321.4,941.8,773.3,231.1,307.7,1137.4,259.0,926.9,999.0,1141.8,865.2,427.2,303.5,195.8,25.5,410.3,300.7,231.2,833.0,220.7,1157.2,844.6,496.8,220.7,502.3,881.0,861.1,286.9,1221.0,924.5,1030.7,1122.5,1155.9,448.0,932.9,248.7,202.7,387.1,1094.8,392.5,772.1,789.5,262.7,325.9,242.6,1117.4,275.9,344.5,34.6,846.5,277.7,329.7,150.7,286.9,783.5,221.3,251.8,1079.9,806.4,308.5,406.2,261.8,400.9,417.0,86.2,1166.0,337.2,849.3,935.4,908.0,909.4,1164.6,493.2,499.9,396.9,1339.6,374.7,438.4,805.6,607.7,1067.3,1046.6,56.2,1278.6,1142.1,241.6,123.7,923.7,277.1,319.8,298.8,840.8,871.5,964.6,354.5,1132.7,73.7,320.9,731.8,247.2,1082.5,233.9,833.6,113.1,941.7,781.0,340.8,395.8,851.7,1148.3,1015.5,428.5,220.3,364.8,66.7,853.2,890.2,978.4,136.8,171.9,399.5,368.6,400.4,167.0,38.8,172.8,207.1,161.7,412.4,130.6,218.0,383.9,573.7,927.7,458.2,330.5,503.6,264.1,1090.6,471.5,0.0,253.4,290.7,1212.9,983.0,882.1,306.6,810.3,1124.0,1767.7,368.7,1251.9,1149.5,1169.4,1270.6,63.9,251.4,832.1,367.0,791.4,930.7,1100.9,932.8
WW,1079.7,114.6,151.2,173.9,961.6,1237.5,1234.6,385.4,279.9,408.1,395.5,1147.9,503.2,390.7,998.0,426.2,93.9,1012.5,844.0,393.0,138.0,1065.7,91.7,997.6,1069.7,1070.1,935.9,246.9,58.0,316.6,257.0,306.8,462.6,375.1,903.7,364.6,1229.6,915.3,522.2,124.6,573.0,951.7,931.8,59.4,1182.0,995.2,1010.6,1050.8,1084.2,473.4,1003.6,410.6,183.1,333.0,1185.2,536.4,842.8,860.2,9.2,80.4,146.5,1438.8,419.8,488.4,321.9,917.2,110.4,382.5,304.4,41.4,854.2,365.2,24.3,1401.3,877.1,413.0,526.8,112.1,544.8,442.4,230.1,1217.9,109.7,920.0,1006.1,978.7,980.1,1092.9,637.1,525.3,422.3,1300.6,147.2,232.1,876.3,678.4,1029.2,1008.5,253.9,1197.4,1070.4,209.7,406.4,994.4,49.6,166.1,53.3,911.5,942.2,1035.3,238.4,1196.9,356.4,185.2,802.5,272.6,1214.4,216.6,904.3,275.0,1012.4,851.7,95.3,539.7,922.4,1076.6,1086.2,274.8,263.7,390.2,228.6,923.9,960.9,1049.1,160.7,282.5,172.0,416.7,425.8,328.9,243.4,89.2,351.0,142.1,437.8,413.3,361.9,156.4,477.4,998.4,433.9,103.0,407.3,36.6,1156.0,615.4,313.2,0.0,37.2,1237.2,1053.7,952.8,450.5,881.0,1445.4,1540.2,252.6,1212.9,1237.2,1097.7,1207.5,346.6,413.3,902.8,352.0,862.1,1001.4,1180.8,1003.5
WZ,1115.3,150.2,113.9,143.2,997.2,1273.1,1270.2,421.0,315.5,443.7,431.1,1183.5,538.8,426.3,1033.6,461.8,129.5,1048.1,879.6,428.6,173.6,1101.3,54.4,1033.2,1105.3,1105.7,971.5,222.6,93.6,352.2,301.5,342.4,498.2,410.7,939.3,400.2,1265.2,950.9,557.8,160.2,608.6,987.3,967.4,95.0,1217.6,1030.8,1046.2,1086.4,1119.8,509.0,1039.2,446.2,218.7,368.6,1220.8,572.0,878.4,895.8,27.1,116.0,122.7,1401.5,455.4,524.0,284.6,952.8,73.1,418.1,340.0,77.0,889.8,400.8,59.9,1364.0,912.7,448.6,562.4,86.9,580.4,478.0,265.7,1253.5,145.3,955.6,1041.7,1014.3,1015.7,1128.5,672.7,560.9,457.9,1336.2,168.3,253.2,911.9,714.0,1064.8,1044.1,216.6,1233.0,1106.0,245.3,391.7,1030.0,85.2,201.7,88.9,947.1,977.8,1070.9,274.0,1232.5,341.7,220.8,838.1,308.2,1250.0,252.2,939.9,310.6,1048.0,887.3,130.9,575.3,958.0,1112.2,1121.8,310.4,299.3,425.8,264.2,959.5,996.5,1084.7,123.4,318.1,193.1,452.3,461.4,364.5,314.8,124.8,386.6,177.7,473.4,398.6,397.5,177.5,513.0,1034.0,469.5,138.6,442.9,72.2,1191.6,651.0,275.9,35.5,0.0,1272.8,1089.3,988.4,486.1,916.6,1408.1,1561.3,288.2,1248.5,1272.8,1133.3,1243.1,331.9,448.9,938.4,387.6,897.7,1037.0,1216.4,1039.1
XA,194.3,1006.4,1027.3,1021.7,489.1,62.0,77.1,1128.8,1161.4,1050.2,1091.5,358.2,856.2,1032.8,485.6,928.3,1025.5,544.1,531.6,1112.9,1023.0,222.1,1086.8,456.2,345.2,160.0,707.8,937.9,1061.5,1050.0,1218.7,1039.2,1170.5,1113.7,679.7,1017.9,54.1,691.3,908.9,1154.1,829.0,734.8,707.8,1053.2,46.6,392.5,328.1,307.0,292.3,1027.4,468.1,1122.9,1167.1,1045.3,224.8,875.3,539.5,636.2,1131.1,1163.2,1176.0,268.4,1040.7,1184.4,1279.0,693.2,1064.0,1024.6,1162.8,1074.0,609.2,1112.7,1088.3,230.9,653.1,1055.1,1168.9,1152.7,866.7,1015.9,1167.4,42.4,1010.4,699.0,380.0,510.3,438.7,258.5,830.7,912.0,995.8,170.6,983.1,900.0,648.6,762.6,352.1,326.0,1300.6,105.5,311.2,1010.0,1368.1,395.0,1057.6,961.4,1066.2,683.4,473.8,403.2,1051.7,236.5,1323.9,929.8,578.5,1070.6,209.7,1016.9,680.3,1125.9,544.0,627.7,1021.0,924.5,698.4,264.7,387.2,1074.2,1027.4,999.9,1171.4,703.5,736.9,421.1,1209.7,1136.8,957.7,1058.8,999.3,1094.2,1205.1,1138.0,1094.8,1208.1,922.8,1375.0,1104.6,970.2,1048.8,525.1,961.9,1017.1,945.5,1075.0,180.5,841.0,1244.3,1125.9,1131.3,0.0,323.9,728.8,1063.8,683.5,275.0,1553.4,1065.9,82.9,79.7,285.8,101.6,1308.3,1046.2,679.8,1027.4,677.1,363.6,269.3,481.4
XE,168.3,818.5,839.4,833.8,215.2,326.1,323.2,854.9,887.5,772.2,813.5,236.5,578.2,754.8,207.6,668.3,837.6,266.1,247.6,839.2,832.5,154.3,898.9,178.2,15.9,158.7,433.9,750.0,873.6,776.1,940.7,792.7,892.5,839.8,401.7,744.0,318.2,413.3,630.9,1037.0,551.0,449.7,429.8,865.3,270.6,114.5,47.6,139.4,172.8,768.9,190.1,849.0,889.1,769.5,343.9,597.1,265.6,358.2,947.3,975.3,1058.9,387.5,755.1,906.4,1001.0,415.2,880.2,746.6,884.8,890.2,331.2,834.7,900.4,350.0,375.1,777.1,890.9,965.4,588.7,737.9,889.4,306.5,822.5,418.0,102.0,232.3,160.7,181.5,552.7,634.0,717.8,389.2,795.2,712.1,374.3,484.6,84.2,63.5,1022.6,286.0,159.0,822.1,1090.1,117.0,873.8,777.6,878.3,409.5,195.8,129.3,857.6,355.6,1040.1,741.9,300.5,792.6,332.6,829.0,402.3,847.9,266.0,349.7,836.3,646.5,420.4,165.2,58.1,886.3,869.5,721.9,893.4,425.5,458.9,143.1,1090.9,862.9,769.8,780.8,721.3,816.2,927.1,989.1,816.8,930.1,644.8,1097.0,826.6,786.4,788.8,252.0,701.9,829.2,685.5,887.1,294.7,563.0,966.3,938.0,943.4,325.8,0.0,450.8,785.8,405.5,394.1,1473.3,878.0,301.5,325.8,186.3,296.1,1030.3,768.2,400.8,749.4,399.1,85.6,388.4,203.4
XH,628.7,980.7,1090.0,1106.3,368.2,786.5,783.6,743.5,776.1,660.8,702.1,696.9,466.8,643.4,404.6,706.5,1026.3,419.1,250.6,727.8,846.2,614.7,1050.1,404.2,476.3,619.1,71.5,1022.8,924.1,664.7,829.3,681.3,781.1,728.4,74.9,632.6,778.6,185.1,519.5,925.6,439.6,87.3,11.8,991.8,731.0,401.8,508.0,599.8,633.2,657.5,410.2,737.6,777.7,658.1,749.9,485.7,249.4,109.2,967.6,1025.8,947.5,793.5,643.7,795.0,889.6,187.0,1053.3,635.2,773.4,940.7,260.8,723.3,956.7,756.0,146.9,665.7,779.5,966.7,477.3,626.5,778.0,766.9,1042.1,59.1,412.7,385.3,386.7,641.9,441.3,522.6,606.4,849.6,1059.3,976.2,67.3,373.2,544.6,523.9,911.2,746.4,619.4,779.4,978.7,401.0,982.0,824.0,928.8,67.6,348.8,441.9,746.2,761.6,928.7,858.7,136.4,681.2,738.6,771.7,174.1,736.5,419.0,115.9,886.8,535.1,21.2,625.6,492.8,825.4,758.1,610.5,782.0,162.1,8.0,455.7,979.5,751.5,1033.9,669.4,609.9,704.8,815.7,877.7,705.4,818.7,533.4,985.6,715.2,1050.5,786.5,405.0,667.7,1035.4,679.2,969.0,700.7,451.6,854.9,958.3,995.6,786.2,460.3,0.0,674.4,119.2,800.1,1870.9,811.6,761.9,786.2,646.7,756.5,918.9,656.8,61.5,638.0,109.0,408.0,794.4,410.1
XI,1165.4,433.3,552.9,563.3,904.9,1323.2,1320.3,196.1,228.7,285.4,154.7,1233.6,448.3,247.5,941.3,447.9,507.2,955.8,787.3,138.5,298.8,1151.4,529.1,940.9,1013.0,1155.8,879.2,577.7,386.2,117.3,281.9,335.7,191.8,181.0,847.0,85.2,1315.3,858.6,467.3,388.5,516.3,895.0,875.1,472.7,1267.7,938.5,1044.7,1136.5,1169.9,418.5,946.9,166.8,268.7,312.5,1286.6,406.5,786.1,803.5,448.5,487.9,410.4,1387.3,21.8,247.6,342.2,860.5,516.2,255.1,226.0,402.8,797.5,175.9,437.6,1349.8,820.4,233.9,331.6,431.7,414.9,387.5,230.6,1303.6,523.0,863.3,949.4,922.0,923.4,1178.6,507.2,470.4,367.4,1386.3,511.9,428.8,819.6,621.7,1081.3,1060.6,363.8,1283.1,1156.1,232.0,431.3,937.7,462.9,310.2,390.9,854.8,885.5,978.6,306.1,1298.3,381.3,311.3,745.8,237.6,1275.3,224.3,847.6,189.1,955.7,795.0,348.9,409.8,865.7,1162.3,1029.5,418.9,210.7,335.3,234.6,867.2,904.2,992.4,470.5,204.1,486.5,294.0,370.9,157.4,268.3,368.7,158.0,309.7,382.9,438.2,167.8,503.1,499.1,941.7,428.7,516.3,429.0,449.9,1237.4,485.5,307.5,439.2,476.5,1322.9,997.0,896.1,0.0,824.3,1393.9,1774.4,320.3,1298.6,1322.9,1183.4,1293.2,371.5,67.5,846.1,292.4,805.4,944.7,1370.8,946.8
XJ,593.6,922.7,1032.0,1048.3,333.1,751.4,748.5,685.5,718.1,602.8,644.1,661.8,408.8,585.4,369.5,648.5,968.3,384.0,215.5,669.8,788.2,579.6,992.1,369.1,441.2,584.0,151.9,987.7,866.1,606.7,771.3,623.3,723.1,670.4,140.4,574.6,743.5,86.6,461.5,867.6,381.6,141.7,92.2,933.8,695.9,366.7,472.9,564.7,598.1,599.5,375.1,679.6,719.7,600.1,714.8,427.7,214.3,96.9,909.6,967.8,889.5,758.4,585.7,737.0,831.6,108.5,995.3,577.2,715.4,882.7,225.7,665.3,898.7,720.9,68.4,607.7,721.5,908.7,419.3,568.5,720.0,731.8,984.1,139.5,377.6,350.2,351.6,606.8,383.3,464.6,548.4,814.5,1001.3,918.2,131.0,315.2,509.5,488.8,853.2,711.3,584.3,721.4,920.7,365.9,924.0,766.0,870.8,148.0,313.7,406.8,688.2,726.5,870.7,800.7,101.3,623.2,703.5,713.7,75.6,678.5,383.9,88.4,828.8,477.1,101.6,590.5,457.7,767.4,700.1,552.5,724.0,42.8,106.4,420.6,921.5,693.5,975.9,611.4,551.9,646.8,757.7,819.7,647.4,760.7,475.4,927.6,657.2,992.5,728.5,369.9,609.7,977.4,621.2,911.0,665.6,393.6,796.9,900.3,937.6,751.1,425.2,98.3,616.4,0.0,765.0,1835.8,753.6,726.8,751.1,611.6,721.4,860.9,598.8,141.9,580.0,18.8,372.9,759.3,375.0
XO,391.2,1008.7,1029.6,1024.0,519.7,177.2,208.2,1159.4,1192.0,1076.7,1118.0,483.7,882.7,1059.3,512.1,954.8,1027.8,570.6,558.1,1139.4,1025.3,401.5,1089.1,482.7,389.7,356.9,738.4,940.2,1063.8,1080.6,1245.2,1065.7,1197.0,1144.3,706.2,1048.5,185.1,717.8,935.4,1156.4,855.5,761.3,734.3,1055.5,248.9,419.0,372.6,386.6,420.0,1053.9,494.6,1153.5,1193.6,1071.8,104.7,901.6,570.1,662.7,1137.5,1165.5,1178.3,54.0,1067.2,1210.9,1305.5,719.7,1070.4,1051.1,1189.3,1080.4,635.7,1139.2,1090.6,84.7,679.6,1081.6,1195.4,1155.6,893.2,1042.4,1193.9,193.9,1012.7,722.5,406.5,536.8,465.2,432.6,857.2,938.5,1022.3,367.5,985.4,902.3,675.1,789.1,396.6,370.5,1327.1,306.5,406.2,1012.3,1189.3,421.5,1064.0,967.8,1068.5,714.0,500.3,433.8,1054.0,142.6,1176.6,932.1,605.0,1097.1,88.6,1019.2,706.8,1152.4,570.5,654.2,1026.5,951.0,724.9,412.4,417.7,1076.5,1033.8,1026.4,1197.9,730.0,763.4,447.6,1212.0,1167.4,960.0,1085.3,1025.8,1120.7,1231.6,1144.4,1121.3,1234.6,949.3,1182.4,1131.1,976.6,1075.3,556.5,988.4,1019.4,972.0,1077.3,160.1,867.5,1270.8,1128.2,1133.6,240.8,368.4,755.3,1090.3,710.0,0.0,1555.7,1068.2,279.8,177.4,433.5,298.5,1166.8,1072.7,705.3,1053.9,703.6,390.1,166.2,507.9
XV,1744.1,1542.6,1481.0,1451.2,1765.7,1725.2,1756.2,1874.2,1821.5,1727.6,1832.8,1812.3,1840.7,1710.2,1793.3,1747.9,1480.0,1816.6,1747.3,1743.7,1593.9,1730.1,1540.5,1763.9,1656.0,1734.5,1933.6,1367.4,1617.6,1690.4,1841.5,1655.7,1813.3,1859.1,1901.4,1763.3,1733.1,1913.0,1859.7,1666.2,1910.5,1949.4,1929.5,1514.8,1846.4,1700.2,1675.0,1715.2,1748.6,1810.9,1775.8,1761.3,1724.7,1643.8,1714.6,1908.5,1765.3,1857.9,1596.8,1640.0,1662.7,1798.7,1791.9,1925.7,1824.6,1914.9,1521.8,1702.0,1846.0,1601.0,1830.9,1854.0,1549.9,1761.2,1874.8,1732.5,1846.3,1626.9,1903.4,1779.9,1771.7,1741.9,1464.9,1917.7,1687.7,1782.8,1746.4,1757.3,2052.4,1862.8,1759.8,1965.0,1437.6,1417.1,1874.0,1984.3,1693.6,1672.9,1756.6,1861.8,1734.8,1583.5,1931.7,1702.7,1523.3,1539.0,1612.9,1909.2,1746.3,1715.0,1625.2,1726.3,1881.7,1503.3,1800.2,1640.5,1743.8,1590.4,1902.0,1713.3,1816.5,1849.4,1597.7,1911.8,1920.1,1741.0,1672.5,1647.7,1605.0,1727.7,1770.2,1925.2,1958.6,1728.8,1663.4,1824.1,1412.2,1736.2,1763.3,1659.4,1785.0,1630.8,1836.1,1683.7,1775.3,1938.6,1845.9,1428.8,1799.1,1802.5,1755.6,1471.6,1729.0,1536.6,1685.4,1987.5,1815.9,1587.5,1585.0,1788.8,1640.0,1950.5,1822.6,1905.2,1805.3,0.0,1639.4,1877.3,1725.4,1762.1,1871.9,1871.9,1764.0,1900.5,1662.8,1898.8,1671.3,1710.2,1789.1
YC,1068.5,250.9,370.5,386.8,808.0,1226.3,1223.4,352.7,231.4,249.1,311.3,1136.7,349.6,231.7,844.4,251.4,306.8,858.9,696.4,217.9,116.4,1054.5,330.6,844.0,916.1,1058.9,782.3,395.3,203.8,168.9,284.6,132.0,291.8,337.6,750.1,241.8,1218.4,761.7,368.6,188.1,419.4,805.2,778.2,272.3,1170.8,841.6,947.8,1039.6,1073.0,319.8,850.0,239.8,170.1,165.3,1189.6,386.8,689.2,706.6,248.1,311.3,210.0,1233.2,278.0,404.2,344.9,763.6,333.8,223.5,382.6,220.4,700.6,332.5,237.2,1195.7,723.5,254.0,367.8,246.6,395.4,288.8,311.6,1206.7,322.6,769.4,852.5,825.1,826.5,1081.7,487.7,371.7,268.7,1289.4,360.1,246.4,722.7,524.8,984.4,963.7,356.7,1186.2,1059.2,62.0,434.0,840.8,262.5,127.8,208.5,757.9,788.6,881.7,63.6,1201.3,384.0,128.9,648.9,119.0,1178.3,68.9,750.7,191.8,858.8,698.1,163.3,390.3,768.8,1065.4,937.7,301.3,83.5,236.6,237.3,770.3,807.3,895.5,296.3,360.7,304.1,257.7,272.2,137.9,271.0,176.1,314.6,223.6,284.2,440.9,324.4,320.7,302.6,844.8,259.1,315.9,232.5,249.5,1145.3,466.0,310.2,238.8,276.1,1226.0,900.1,799.2,301.1,727.4,1239.8,1592.0,0.0,1201.7,1226.0,1086.5,1196.3,374.2,242.5,749.2,184.3,708.5,847.8,1234.1,849.9
YH,166.7,1050.9,1071.8,1066.2,465.6,99.9,97.0,1105.3,1137.9,1022.6,1063.9,330.6,828.6,1005.2,458.0,900.7,1070.0,516.5,504.0,1089.6,1064.9,194.5,1131.3,428.6,317.6,132.4,684.3,982.4,1106.0,1026.5,1191.1,1011.6,1142.9,1090.2,652.1,994.4,92.0,663.7,881.3,1198.6,801.4,707.2,680.2,1097.7,17.1,364.9,300.5,279.4,264.7,999.8,440.5,1099.4,1139.5,1017.7,262.6,847.7,516.0,608.6,1179.7,1207.7,1220.5,306.2,1013.1,1156.8,1251.4,665.6,1112.6,997.0,1135.2,1122.6,581.6,1085.1,1132.8,268.7,625.5,1027.5,1141.3,1197.8,839.1,988.3,1139.8,80.3,1054.9,668.4,352.4,482.7,411.1,227.0,803.1,884.4,968.2,119.8,1027.6,944.5,624.7,735.0,324.5,298.4,1273.0,64.9,283.6,1054.5,1340.5,367.4,1106.2,1010.0,1110.7,659.9,446.2,379.7,1076.5,274.3,1296.3,974.3,550.9,1043.0,251.3,1061.4,652.7,1098.3,516.4,600.1,1065.5,896.9,670.8,237.1,354.5,1118.7,1076.0,972.3,1143.8,675.9,709.3,393.5,1254.2,1113.3,1002.2,1031.2,971.7,1066.6,1177.5,1186.6,1067.2,1180.5,895.2,1347.4,1077.0,1018.8,1021.2,497.5,934.3,1061.6,917.9,1119.5,218.3,813.4,1216.7,1170.4,1175.8,99.6,296.3,701.2,1036.2,655.9,312.8,1591.2,1110.4,0.0,99.6,258.2,50.8,1280.7,1018.6,651.2,999.8,649.5,336.0,307.1,453.8
