from_stop,AF,AH,AO,AS,AT,BA,BM,BP,BQ,BS,BU,BX,CD,CH,CM,CX,DF,DH,DR,DT,DV,EB,EF,EH,EL,EO,EU,FI,FK,FL,FP,FQ,FS,FX,GK,GN,GU,HA,HD,HH,HN,HP,HX,IE,IK,IM,IN,IU,IZ,JD,JL,JP,JY,KA,KB,KH,KJ,KM,KR,KV,KX,LA,LE,LI,LQ,LR,LS,MC,MQ,MS,MT,MU,MZ,NA,NC,NI,NL,OG,OJ,OQ,OS,PB,PL,PV,PW,QA,QE,QF,QJ,QK,QP,QU,QY,RE,RF,RH,RO,RW,RX,RZ,SA,SB,SD,SK,SM,SP,TC,TF,TN,TQ,TW,UD,UQ,US,UY,UZ,VA,VO,VT,VU,VV,VY,VZ,WB,WI,WJ,WM,WP,WR,WV,WY,XA,XC,XG,XJ,XO,XU,YB,YC,YD,YL,YR,YV,ZA,ZB,ZF,ZG,ZM,ZN,ZV,ZW
WI,642.3,374.0,183.4,1634.2,1264.8,1375.6,360.0,1346.8,353.4,1392.5,314.7,401.0,277.0,1546.6,1317.6,397.6,1511.6,353.1,1499.0,1321.0,1311.4,1410.6,1572.1,1248.0,210.2,354.2,1388.4,333.5,246.0,352.2,341.8,2128.3,296.2,1317.4,1221.7,1480.5,245.9,316.5,373.7,264.8,302.8,256.2,1499.3,530.5,303.8,1570.9,1309.9,1365.3,1222.3,258.8,288.5,224.0,1285.3,1405.1,1440.0,1360.1,1136.9,1573.2,1236.0,298.2,282.1,1243.2,1372.6,1421.7,303.4,319.0,196.1,1565.8,1409.5,1279.0,1493.7,217.0,297.0,340.9,368.9,409.0,95.5,201.9,296.8,318.5,1225.4,1390.3,357.8,222.5,235.2,1431.1,57.5,1363.0,339.3,1606.2,354.6,1364.6,1355.4,1486.2,367.8,425.9,1370.9,1312.4,1336.6,361.5,1353.1,249.4,253.1,311.9,1329.2,172.1,1331.0,309.2,1496.0,1421.7,316.5,1337.4,1262.9,1635.2,1476.2,1430.7,270.0,235.5,1235.8,305.1,1204.0,1388.4,233.4,1460.1,0.0,200.5,1540.4,1137.0,1331.6,259.3,318.8,275.3,1484.6,96.4,1347.2,1358.5,307.9,187.8,423.6,1385.1,1435.4,317.1,233.3,331.2,1338.1,33.6,271.2,1420.9,1393.9,244.0,1447.2
WJ,779.4,267.8,214.1,1771.3,1401.9,1512.7,214.0,1485.2,227.5,1529.6,188.8,573.1,151.1,1683.7,1454.7,534.7,1648.7,246.9,1636.1,1458.1,1448.5,1547.7,1709.2,1385.1,84.3,491.3,1525.5,470.6,211.1,226.3,478.9,2013.0,433.3,1454.5,1356.8,1617.6,211.0,453.6,510.8,138.9,439.9,130.3,1636.4,620.4,177.9,1708.0,1447.0,1502.4,1359.4,229.9,162.6,189.1,1422.4,1542.2,1577.1,1497.2,1274.0,1710.3,1373.1,289.7,138.1,1380.3,1509.7,1558.8,478.9,193.1,70.2,1702.7,1546.6,1416.1,1630.8,182.1,190.3,478.0,262.7,546.1,186.8,167.0,170.9,289.4,1362.5,1527.4,490.0,187.6,109.3,1568.2,284.5,1500.1,233.1,1743.3,228.7,1501.7,1492.5,1623.3,241.9,563.0,1508.0,1449.5,1473.7,498.6,1505.5,214.5,135.6,449.0,1466.3,202.8,1464.5,183.3,1633.1,1559.2,453.6,1474.5,1400.0,1772.3,1613.3,1567.8,144.1,109.6,1372.9,179.2,1341.1,1525.5,198.5,1597.2,223.0,0.0,1677.5,1274.1,1468.7,128.0,455.9,149.4,1621.7,267.8,1484.3,1495.6,182.0,88.9,560.7,1522.2,1572.5,191.2,107.4,468.3,1475.2,260.6,236.3,1558.0,1531.0,118.1,1584.3
WM,1411.5,1790.8,1768.4,218.9,449.7,563.4,1724.9,531.7,1914.5,577.4,1757.3,1559.1,1806.4,131.3,502.5,1358.7,195.2,1792.9,146.4,557.4,566.6,595.5,359.6,432.9,1795.2,1420.3,573.3,1460.5,1831.0,1788.2,1407.5,1889.7,1338.5,502.3,491.5,46.4,1830.9,1443.5,1439.4,1791.8,1429.8,1763.5,84.0,1453.9,1864.9,358.4,626.8,550.2,551.7,1843.8,1869.6,1809.0,641.8,590.0,624.9,578.9,485.9,360.7,527.4,1792.9,1849.0,469.0,557.5,606.6,1540.6,1880.1,1781.1,25.3,594.4,599.0,239.2,1802.0,1788.5,1451.0,1808.7,1455.9,1721.1,1786.9,1877.9,1773.4,516.8,296.8,1423.5,1807.5,1785.4,218.6,1712.4,547.9,1779.1,393.7,1797.2,271.1,637.7,159.2,1928.9,1387.0,653.2,497.3,602.4,1427.6,633.3,1834.4,1820.7,1438.9,548.9,1757.1,515.9,1870.3,179.6,606.6,1382.2,522.3,447.8,219.9,169.2,615.6,1749.7,1820.5,527.2,1832.1,568.8,573.3,1818.4,185.3,1650.9,1785.5,0.0,486.0,516.5,1844.3,1409.0,1837.9,230.1,1747.4,253.7,543.4,1819.1,1772.8,1384.7,570.0,620.3,1830.5,1818.3,1396.9,655.0,1688.5,1856.2,605.8,592.5,1805.1,632.1
WP,1039.2,1418.5,1396.1,497.1,127.7,241.4,1355.5,210.5,1542.2,255.4,1385.0,1186.3,1434.1,409.5,180.5,985.9,374.5,1420.6,361.9,235.4,244.6,273.5,435.0,110.9,1422.9,1048.0,250.8,1088.2,1458.7,1415.4,1035.2,1630.3,965.7,179.8,197.8,342.9,1454.1,1070.7,1067.1,1419.5,1057.5,1391.2,361.7,1081.6,1492.6,433.8,304.8,228.2,333.1,1477.0,1497.3,1436.7,319.8,268.0,302.4,256.9,113.6,436.1,169.5,1420.1,1476.7,172.3,235.5,284.6,1168.3,1507.8,1408.8,428.5,272.4,277.0,356.6,1429.7,1415.7,1078.7,1436.4,1083.6,1348.8,1414.6,1506.8,1401.1,158.9,252.7,1046.3,1435.2,1413.1,294.0,1340.1,225.9,1406.3,468.6,1424.9,227.5,315.7,349.1,1556.2,1014.7,331.2,175.3,280.4,1055.3,325.5,1462.1,1474.1,1066.6,226.9,1384.8,190.3,1498.0,358.9,284.5,1009.9,200.3,125.3,498.1,339.1,293.1,1377.4,1448.2,168.8,1459.8,196.5,251.3,1446.1,323.0,1278.6,1412.7,403.3,0.0,194.5,1486.3,1036.7,1465.6,347.5,1374.6,210.1,221.4,1446.3,1400.5,1012.4,248.0,298.3,1457.7,1445.5,1024.6,332.5,1316.2,1483.9,283.8,270.5,1432.8,310.1
WR,1210.3,1589.6,1567.2,592.1,56.7,49.1,1523.7,40.0,1713.3,85.7,1556.1,1357.9,1605.2,504.5,13.9,1157.5,469.5,1591.7,456.9,102.7,111.9,103.8,530.0,73.5,1594.0,1219.1,59.0,1259.3,1629.8,1587.0,1206.3,1790.2,1137.3,51.7,272.3,438.4,1629.7,1242.3,1238.2,1590.6,1228.6,1562.3,457.2,1252.7,1663.7,528.8,112.5,35.9,196.7,1642.6,1668.4,1607.8,127.5,98.3,133.2,64.6,287.7,531.1,308.2,1591.7,1647.8,249.8,43.2,92.3,1339.4,1678.9,1579.9,523.7,80.1,144.3,451.6,1600.8,1587.3,1249.8,1607.5,1254.7,1519.9,1585.7,1676.7,1572.2,297.6,348.2,1222.3,1606.3,1584.2,389.0,1511.2,105.4,1577.9,564.1,1596.0,322.5,123.4,444.1,1727.7,1185.8,138.9,56.7,88.1,1226.4,119.0,1633.2,1619.5,1237.7,94.2,1555.9,61.2,1669.1,453.9,114.9,1181.0,67.6,58.6,593.1,434.1,123.9,1548.5,1619.3,308.0,1630.9,243.7,81.6,1617.2,418.0,1449.7,1584.3,498.3,287.8,0.0,1643.1,1207.8,1636.7,442.5,1546.2,305.1,29.1,1617.9,1571.6,1183.5,91.0,106.0,1629.3,1617.1,1195.7,140.7,1487.3,1655.0,91.5,78.2,1603.9,140.4
WV,857.9,232.2,234.4,1849.8,1480.4,1591.2,177.1,1549.0,189.2,1608.1,151.9,631.0,91.3,1762.2,1533.2,609.2,1727.2,211.3,1714.6,1536.6,1527.0,1611.5,1787.7,1463.6,157.2,569.8,1600.0,549.1,289.6,189.4,557.4,2090.3,513.2,1518.3,1435.3,1696.1,272.3,546.3,589.3,102.0,518.4,93.4,1700.2,697.7,139.6,1786.5,1525.5,1580.9,1437.9,293.8,102.8,254.9,1500.9,1620.7,1640.9,1575.7,1345.9,1788.8,1441.8,320.3,211.0,1444.1,1588.2,1637.3,557.4,154.8,74.6,1781.2,1610.4,1494.6,1709.3,260.6,154.7,556.5,227.1,624.6,261.8,245.5,112.3,251.1,1441.0,1601.9,568.5,253.4,72.4,1646.7,363.0,1568.8,195.6,1807.1,191.8,1580.2,1571.0,1701.8,203.2,641.5,1586.5,1528.0,1537.5,577.1,1569.3,293.0,205.4,527.5,1544.8,224.5,1543.0,145.0,1711.6,1633.7,532.1,1538.3,1474.5,1850.8,1691.8,1636.5,107.2,182.5,1441.6,142.3,1419.6,1604.0,277.0,1675.7,301.5,166.5,1756.0,1353.1,1547.2,0.0,534.4,65.3,1700.2,352.2,1562.8,1574.1,145.1,131.2,639.2,1600.7,1636.3,154.3,194.5,546.8,1539.0,339.1,302.1,1636.5,1609.5,79.8,1662.8
WY,411.1,648.3,457.7,1412.9,1043.5,1154.3,610.8,1125.5,627.7,1171.2,589.0,371.1,551.3,1325.3,1096.3,176.3,1290.3,627.4,1277.7,1099.7,1090.1,1189.3,1350.8,1026.7,484.5,35.3,1167.1,54.9,520.3,626.5,55.5,2205.1,74.9,1096.1,1000.4,1259.2,520.2,37.9,87.4,539.1,56.6,530.5,1278.0,357.6,578.1,1349.6,1088.6,1144.0,1001.0,533.1,562.8,498.3,1064.0,1183.8,1218.7,1138.8,915.6,1351.9,1014.7,572.5,538.3,1021.9,1151.3,1200.4,216.8,593.3,470.4,1344.5,1188.2,1057.7,1272.4,491.3,571.3,41.9,643.2,176.7,410.4,476.2,571.1,592.8,1004.1,1169.0,59.9,496.8,509.5,1209.8,401.7,1141.7,613.6,1384.9,628.9,1143.3,1134.1,1264.9,642.1,204.6,1149.6,1091.1,1115.3,42.6,1131.8,523.7,510.0,53.7,1107.9,446.4,1109.7,583.5,1274.7,1200.4,26.7,1116.1,1041.6,1413.9,1254.9,1209.4,544.3,509.8,1014.5,579.4,982.7,1167.1,507.7,1238.8,340.2,474.8,1319.1,915.7,1110.3,533.6,0.0,549.6,1263.3,436.7,1125.9,1137.2,582.2,462.1,202.3,1163.8,1214.1,591.4,507.6,44.9,1116.8,377.8,545.5,1199.6,1172.6,518.3,1225.9
XA,858.6,184.6,235.1,1811.8,1442.4,1553.2,152.3,1525.7,147.8,1570.1,127.1,602.8,43.7,1724.2,1495.2,613.9,1689.2,163.7,1676.6,1498.6,1489.0,1588.2,1749.7,1425.6,157.9,570.5,1566.0,549.8,290.3,164.6,558.1,2042.7,512.5,1495.0,1397.3,1658.1,224.7,532.8,590.0,77.2,519.1,68.6,1676.9,650.1,98.2,1748.5,1487.5,1542.9,1399.9,248.1,37.2,207.3,1462.9,1582.7,1617.6,1537.7,1314.5,1750.8,1413.6,306.8,211.7,1420.8,1550.2,1599.3,580.9,113.4,75.3,1743.2,1587.1,1456.6,1671.3,261.3,107.1,557.2,179.5,625.3,262.5,246.2,45.5,129.1,1403.0,1567.9,569.2,205.8,47.6,1608.7,363.7,1540.6,149.9,1783.8,167.0,1542.2,1533.0,1663.8,161.8,642.2,1548.5,1490.0,1514.2,577.8,1546.0,293.7,184.4,528.2,1506.8,223.8,1505.0,103.6,1673.6,1599.7,532.8,1515.0,1440.5,1812.8,1653.8,1608.3,82.4,183.2,1413.4,117.5,1381.6,1566.0,277.7,1637.7,302.2,173.8,1718.0,1314.6,1509.2,67.6,535.1,0.0,1662.2,343.5,1524.8,1536.1,120.3,138.5,639.9,1562.7,1613.0,129.5,181.0,547.5,1515.7,339.8,254.5,1598.5,1571.5,38.4,1624.8
XC,1365.0,1744.3,1721.9,243.2,403.2,516.9,1678.4,485.2,1868.0,530.9,1710.8,1512.6,1759.9,155.6,456.0,1312.2,291.5,1746.4,70.2,510.9,520.1,549.0,205.3,386.4,1748.7,1373.8,526.8,1414.0,1784.5,1741.7,1361.0,1843.2,1292.0,455.8,445.0,181.5,1784.4,1397.0,1392.9,1745.3,1383.3,1717.0,132.6,1407.4,1818.4,204.1,580.3,503.7,505.2,1797.3,1823.1,1762.5,595.3,543.5,578.4,532.4,439.4,206.4,480.9,1746.4,1802.5,422.5,511.0,560.1,1494.1,1833.6,1734.6,266.8,547.9,552.5,9.0,1755.5,1742.0,1404.5,1762.2,1409.4,1674.6,1740.4,1831.4,1726.9,470.3,174.7,1377.0,1761.0,1738.9,64.3,1665.9,501.4,1732.6,239.4,1750.7,136.2,591.2,57.4,1882.4,1340.5,606.7,450.8,555.9,1381.1,586.8,1787.9,1774.2,1392.4,502.4,1710.6,469.4,1823.8,275.9,560.1,1335.7,475.8,401.3,244.2,47.4,569.1,1703.2,1774.0,480.7,1785.6,522.3,526.8,1771.9,31.3,1604.4,1739.0,241.4,439.5,470.0,1797.8,1362.5,1791.4,0.0,1700.9,153.2,496.9,1772.6,1726.3,1338.2,523.5,573.8,1784.0,1771.8,1350.4,608.5,1642.0,1809.7,559.3,546.0,1758.6,585.6
XG,708.6,440.3,237.3,1700.5,1331.1,1441.9,429.7,1414.4,419.7,1458.8,381.0,424.0,343.3,1612.9,1383.9,463.9,1577.9,419.4,1565.3,1387.3,1377.7,1476.9,1638.4,1314.3,276.5,420.5,1454.7,399.8,312.3,418.5,408.1,2116.4,362.5,1383.7,1288.0,1546.8,312.2,382.8,440.0,331.1,369.1,322.5,1565.6,553.5,370.1,1637.2,1376.2,1431.6,1288.6,331.1,354.8,290.3,1351.6,1471.4,1506.3,1426.4,1203.2,1639.5,1302.3,352.1,318.6,1309.5,1438.9,1488.0,326.4,385.3,262.4,1632.1,1475.8,1345.3,1560.0,283.3,362.8,407.2,435.2,475.3,86.3,268.2,363.1,384.8,1291.7,1456.6,424.1,288.8,301.5,1497.4,123.8,1429.3,405.6,1672.5,420.9,1430.9,1421.7,1552.5,433.7,492.2,1437.2,1378.7,1402.9,427.8,1434.7,315.7,289.6,378.2,1395.5,226.0,1393.7,375.5,1562.3,1488.4,382.8,1403.7,1329.2,1701.5,1542.5,1497.0,336.3,301.8,1302.1,371.4,1270.3,1454.7,299.7,1526.4,66.2,266.8,1606.7,1203.3,1397.9,320.2,385.1,341.6,1550.9,0.0,1413.5,1424.8,374.2,254.1,489.9,1451.4,1501.7,383.4,299.6,397.5,1404.4,99.9,337.5,1487.2,1460.2,310.3,1513.5
XJ,1211.7,1591.0,1568.6,324.7,249.9,363.6,1525.1,331.9,1714.7,377.6,1557.5,1359.3,1606.6,237.1,302.7,1158.9,238.3,1593.1,151.7,357.6,366.8,395.7,224.8,233.1,1595.4,1220.5,373.5,1260.7,1631.2,1588.4,1207.7,1689.9,1138.7,302.5,291.7,207.2,1631.1,1243.7,1239.6,1592.0,1230.0,1563.7,214.1,1254.1,1665.1,223.6,427.0,350.4,351.9,1644.0,1669.8,1609.2,442.0,390.2,425.1,379.1,286.1,225.9,327.6,1593.1,1649.2,269.2,357.7,406.8,1340.8,1680.3,1581.3,292.5,394.6,399.2,146.4,1602.2,1588.7,1251.2,1608.9,1256.1,1521.3,1587.1,1678.1,1573.6,317.0,43.0,1223.7,1607.7,1585.6,83.8,1512.6,348.1,1579.3,258.9,1597.4,17.3,437.9,138.9,1729.1,1187.2,453.4,297.5,402.6,1227.8,433.5,1634.6,1620.9,1239.1,349.1,1557.3,316.1,1670.5,222.7,406.8,1182.4,322.5,248.0,325.7,128.9,415.8,1549.9,1620.7,327.4,1632.3,369.0,373.5,1618.6,112.8,1451.1,1585.7,267.1,286.2,316.7,1644.5,1209.2,1638.1,137.3,1547.6,0.0,343.6,1619.3,1573.0,1184.9,370.2,420.5,1630.7,1618.5,1197.1,455.2,1488.7,1656.4,406.0,392.7,1605.3,432.3
XO,1187.1,1566.4,1544.0,639.0,103.6,20.0,1500.5,49.3,1690.1,95.0,1532.9,1334.7,1582.0,551.4,63.1,1134.3,516.4,1568.5,503.8,151.9,161.1,113.1,576.9,120.4,1570.8,1195.9,43.7,1236.1,1606.6,1563.8,1183.1,1818.4,1114.1,61.0,319.2,485.3,1606.5,1219.1,1215.0,1567.4,1205.4,1539.1,504.1,1229.5,1640.5,575.7,83.3,6.7,167.5,1619.4,1645.2,1584.6,98.3,107.6,142.5,35.4,258.5,578.0,339.6,1568.5,1624.6,296.7,27.9,77.0,1316.2,1655.7,1556.7,570.6,64.8,130.0,498.5,1577.6,1564.1,1226.6,1584.3,1231.5,1496.7,1562.5,1653.5,1549.0,329.0,395.1,1199.1,1583.1,1561.0,435.9,1488.0,114.7,1554.7,611.0,1572.8,369.4,94.2,491.0,1704.5,1162.6,109.7,66.0,59.0,1203.2,103.7,1610.0,1596.3,1214.5,143.4,1532.7,110.4,1645.9,500.8,124.2,1157.8,116.8,105.5,640.0,481.0,119.6,1525.3,1596.1,339.4,1607.7,214.5,90.9,1594.0,464.9,1426.5,1561.1,545.2,258.6,49.1,1619.9,1184.6,1613.5,489.4,1523.0,352.0,0.0,1594.7,1548.4,1160.3,100.3,90.7,1606.1,1593.9,1172.5,111.5,1464.1,1631.8,76.2,62.9,1580.7,149.7
XU,896.2,217.3,272.7,1888.1,1518.7,1629.5,120.0,1602.0,203.4,1646.4,94.8,669.2,147.0,1800.5,1571.5,651.5,1765.5,214.9,1752.9,1574.9,1565.3,1664.5,1826.0,1501.9,195.5,608.1,1642.3,587.4,327.9,132.3,595.7,2133.7,550.1,1571.3,1473.6,1734.4,320.2,570.4,627.6,80.7,556.7,52.4,1753.2,741.1,153.8,1824.8,1563.8,1619.2,1476.2,339.1,158.5,298.3,1539.2,1659.0,1693.9,1614.0,1390.8,1827.1,1489.9,344.4,249.3,1497.1,1626.5,1675.6,595.7,169.0,112.9,1819.5,1663.4,1532.9,1747.6,298.9,210.0,594.8,230.7,662.9,300.1,283.8,168.0,195.4,1479.3,1644.2,611.7,296.8,74.3,1685.0,401.3,1616.9,201.1,1860.1,134.7,1618.5,1609.3,1740.1,217.8,679.8,1624.8,1566.3,1590.5,615.4,1622.3,331.3,234.3,565.8,1583.1,261.4,1584.9,159.2,1749.9,1676.0,570.4,1591.3,1516.8,1889.1,1730.1,1684.6,50.1,220.8,1489.7,121.0,1457.9,1642.3,315.3,1714.0,339.8,211.4,1794.3,1390.9,1585.5,144.3,572.7,145.3,1738.5,381.1,1601.1,1612.4,0.0,176.1,677.5,1639.0,1689.3,127.8,218.6,585.1,1592.0,377.4,345.5,1674.8,1647.8,94.0,1701.1
YB,775.5,241.8,210.2,1767.4,1398.0,1508.8,187.5,1481.3,201.0,1525.7,162.3,592.6,124.6,1679.8,1450.8,530.8,1644.8,220.9,1632.2,1454.2,1444.6,1543.8,1705.3,1381.2,74.8,487.4,1521.6,466.7,207.2,199.8,475.0,2032.5,429.4,1450.6,1352.9,1613.7,202.6,449.7,506.9,112.4,436.0,103.8,1632.5,639.9,151.4,1704.1,1443.1,1498.5,1355.5,226.0,136.1,185.2,1418.5,1538.3,1573.2,1493.3,1270.1,1706.4,1369.2,263.2,128.6,1376.4,1505.8,1554.9,475.0,166.6,43.7,1698.8,1542.7,1412.2,1626.9,178.2,164.3,474.1,236.7,542.2,182.9,163.1,144.4,262.9,1358.6,1523.5,491.0,183.7,82.8,1564.3,280.6,1496.2,207.1,1739.4,202.2,1497.8,1488.6,1619.4,215.0,559.1,1504.1,1445.6,1469.8,494.7,1501.6,210.6,139.6,445.1,1462.4,198.9,1464.2,156.8,1629.2,1555.3,449.7,1470.6,1396.1,1768.4,1609.4,1563.9,117.6,100.1,1369.0,152.7,1337.2,1521.6,194.6,1593.3,219.1,63.6,1673.6,1270.7,1464.8,97.8,452.0,122.9,1617.8,263.9,1480.4,1491.7,155.5,0.0,556.8,1518.3,1568.6,164.7,97.9,464.4,1471.3,256.7,232.4,1554.1,1527.1,91.6,1580.4
YC,464.5,761.3,570.7,1385.2,1015.8,1126.6,723.8,1097.8,740.7,1143.5,702.0,482.1,664.3,1297.6,1068.6,58.7,1262.6,740.4,1250.0,1072.0,1062.4,1161.6,1323.1,999.0,597.5,221.6,1139.4,263.1,633.3,739.5,241.8,2261.0,148.4,1068.4,972.7,1231.5,633.2,246.1,273.7,652.1,264.8,643.5,1250.3,413.5,691.1,1321.9,1060.9,1116.3,973.3,646.1,675.8,611.3,1036.3,1156.1,1191.0,1111.1,887.9,1324.2,987.0,685.5,651.3,994.2,1123.6,1172.7,327.8,706.3,583.4,1316.8,1160.5,1030.0,1244.7,604.3,684.3,250.1,756.2,210.3,523.4,589.2,684.1,705.8,976.4,1141.3,246.2,609.8,622.5,1182.1,514.7,1114.0,726.6,1357.2,741.9,1115.6,1106.4,1237.2,755.1,87.0,1121.9,1063.4,1087.6,228.9,1104.1,636.7,623.0,261.9,1080.2,559.4,1082.0,696.5,1247.0,1172.7,213.0,1088.4,1013.9,1386.2,1227.2,1181.7,657.3,622.8,986.8,692.4,955.0,1139.4,620.7,1211.1,453.2,587.8,1291.4,888.0,1082.6,646.6,208.1,662.6,1235.6,549.7,1098.2,1109.5,695.2,575.1,0.0,1136.1,1186.4,704.4,620.6,231.2,1089.1,490.8,658.5,1171.9,1144.9,631.3,1198.2
YD,1253.8,1633.1,1610.7,635.6,100.2,100.3,1567.2,40.9,1756.8,89.9,1599.6,1401.4,1648.7,548.0,85.0,1201.0,513.0,1635.2,500.4,173.8,183.0,108.0,573.5,117.0,1637.5,1262.6,110.2,1302.8,1673.3,1630.5,1249.8,1833.7,1180.8,60.3,315.8,481.9,1673.2,1285.8,1281.7,1634.1,1272.1,1605.8,500.7,1296.2,1707.2,572.3,163.7,87.1,247.9,1686.1,1711.9,1651.3,178.7,102.5,137.4,115.8,338.9,574.6,351.7,1635.2,1691.3,293.3,94.4,143.5,1382.9,1722.4,1623.4,567.2,131.3,210.4,495.1,1644.3,1630.8,1293.3,1651.0,1298.2,1563.4,1629.2,1720.2,1615.7,341.1,391.7,1265.8,1649.8,1627.7,432.5,1554.7,22.1,1621.4,607.6,1639.5,366.0,174.6,487.6,1771.2,1229.3,190.1,65.3,139.3,1269.9,170.2,1676.7,1663.0,1281.2,165.3,1599.4,132.3,1712.6,497.4,119.1,1224.5,138.7,102.1,636.6,477.6,128.1,1592.0,1662.8,351.5,1674.4,294.9,85.8,1660.7,461.5,1493.2,1627.8,541.8,339.0,71.0,1686.6,1251.3,1680.2,486.0,1589.7,348.6,80.3,1661.4,1615.1,1227.0,0.0,157.2,1672.8,1660.6,1239.2,191.9,1530.8,1698.5,142.7,129.4,1647.4,144.6
YL,1276.3,1655.6,1633.2,694.3,158.9,109.1,1593.1,105.9,1779.3,144.0,1622.1,1423.9,1671.2,606.7,118.4,1223.5,571.7,1657.7,559.1,207.2,216.4,97.8,632.2,175.7,1660.0,1285.1,92.0,1325.3,1695.8,1653.0,1272.3,1892.4,1203.3,116.3,377.0,540.6,1691.2,1308.3,1304.2,1656.6,1294.6,1628.3,559.4,1318.7,1729.7,631.0,172.5,95.9,256.7,1714.6,1734.4,1673.8,187.5,103.3,120.7,124.6,347.7,633.3,410.4,1657.7,1713.8,352.0,51.1,9.1,1405.4,1744.9,1645.9,625.9,17.2,219.2,553.8,1666.8,1652.8,1315.8,1673.5,1320.7,1585.9,1651.7,1742.7,1638.2,399.8,450.4,1288.3,1672.3,1650.2,491.2,1577.2,170.0,1643.9,666.3,1662.0,424.7,183.4,546.3,1793.7,1251.8,198.9,121.3,148.1,1292.4,166.2,1699.2,1697.8,1303.7,198.7,1621.9,162.1,1735.1,556.1,86.3,1247.0,172.1,160.8,695.3,536.3,77.7,1614.5,1685.3,410.2,1696.9,303.7,139.9,1683.2,520.2,1515.7,1650.3,600.5,347.8,104.4,1728.5,1273.8,1702.7,544.7,1612.2,407.3,89.1,1683.9,1637.6,1249.5,155.6,0.0,1695.3,1683.1,1261.7,200.7,1553.3,1721.0,34.3,111.2,1669.9,127.9
YR,895.7,255.2,272.2,1887.6,1518.2,1629.0,157.9,1601.5,202.9,1645.9,132.7,668.7,146.5,1800.0,1571.0,651.0,1765.0,252.8,1752.4,1574.4,1564.8,1664.0,1825.5,1501.4,195.0,607.6,1641.8,586.9,327.4,170.2,595.2,2133.2,549.6,1570.8,1473.1,1733.9,315.2,569.9,627.1,52.4,556.2,78.7,1752.7,740.6,153.3,1824.3,1563.3,1618.7,1475.7,338.6,158.0,297.8,1538.7,1658.5,1693.4,1613.5,1390.3,1826.6,1489.4,343.9,248.8,1496.6,1626.0,1675.1,595.2,168.5,112.4,1819.0,1662.9,1532.4,1747.1,298.4,248.4,594.3,268.6,662.4,299.6,283.3,166.3,233.3,1478.8,1643.7,611.2,296.3,73.8,1684.5,400.8,1616.4,239.0,1859.6,172.6,1618.0,1608.8,1739.6,216.9,679.3,1624.3,1565.8,1590.0,614.9,1621.8,330.8,233.8,565.3,1582.6,260.9,1584.4,158.7,1749.4,1675.5,569.9,1590.8,1516.3,1888.6,1729.6,1684.1,88.0,220.3,1489.2,12.0,1457.4,1641.8,314.8,1713.5,339.3,210.9,1793.8,1390.9,1585.0,143.8,572.2,144.8,1738.0,380.6,1600.6,1611.9,134.3,175.6,677.0,1638.5,1688.8,0.0,218.1,584.6,1591.5,376.9,345.0,1674.3,1647.3,93.5,1700.6
YV,786.6,289.9,221.3,1778.5,1409.1,1519.9,235.6,1492.4,249.1,1536.8,210.4,563.1,172.7,1690.9,1461.9,541.9,1655.9,269.0,1643.3,1465.3,1455.7,1554.9,1716.4,1392.3,46.7,498.5,1532.7,477.8,218.3,247.9,486.1,2080.6,440.5,1461.7,1364.0,1624.8,218.2,460.8,518.0,160.5,447.1,151.9,1643.6,688.0,199.5,1715.2,1454.2,1509.6,1366.6,237.1,184.2,196.3,1429.6,1549.4,1584.3,1504.4,1281.2,1717.5,1380.3,311.3,92.9,1387.5,1516.9,1566.0,486.1,214.7,91.8,1709.9,1553.8,1423.3,1638.0,189.3,212.4,485.2,284.8,553.3,194.0,174.2,192.5,311.0,1369.7,1534.6,497.2,194.8,130.9,1575.4,291.7,1507.3,255.2,1750.5,250.3,1508.9,1499.7,1630.5,263.1,570.2,1515.2,1456.7,1480.9,505.8,1512.7,221.7,90.4,456.2,1473.5,210.0,1475.3,204.9,1640.3,1566.4,460.8,1481.7,1407.2,1779.5,1620.5,1575.0,165.7,64.4,1380.1,200.8,1348.3,1532.7,205.7,1604.4,230.2,101.8,1684.7,1281.3,1475.9,173.2,463.1,171.0,1628.9,275.0,1491.5,1502.8,203.6,83.5,567.9,1529.4,1579.7,212.8,0.0,475.5,1482.4,267.8,243.5,1565.2,1538.2,139.7,1591.5
