from_stop,AA,AH,AK,AM,AO,AS,AU,BH,BT,BW,BZ,CB,CC,CI,CU,CY,CZ,DA,DB,DG,DH,DI,DK,DY,EC,EF,EJ,EL,ET,EX,EZ,FB,FI,FL,FM,FR,FU,FV,GA,GK,GL,GM,GO,GQ,GS,GX,GZ,HC,HU,HV,IC,IF,IH,II,IQ,IR,IS,IU,IV,JB,JF,JH,JN,JP,JU,KC,KE,KG,KR,KS,KU,KY,LE,LG,LP,LR,LS,LT,MG,MJ,MM,MP,NF,NL,NT,NX,OC,OE,OF,OH,OQ,PJ,PL,PP,PQ,PW,PX,QA,QN,QP,QR,QT,QW,QZ,RL,RN,RU,SH,SL,SM,SP,SR,SY,SZ,TB,TI,TN,TS,TU,TX,TY,TZ,UE,UG,UI,UU,VJ,VP,VV,VW,VX,WJ,WK,WL,WT,XB,XC,XG,XR,XV,XX,YD,YG,YM,YN,YS,YW,ZC,ZD,ZM,ZX
VX,352.9,331.8,354.5,346.8,300.1,300.0,292.2,377.2,235.3,627.6,200.6,438.2,563.3,352.3,307.4,622.2,270.5,313.8,394.3,258.9,253.9,276.4,285.7,398.2,411.5,319.5,185.1,366.4,357.2,554.0,637.6,431.8,315.1,456.1,305.3,281.5,308.6,2181.5,215.2,581.3,98.9,217.5,248.1,247.2,238.7,568.1,294.1,589.7,287.1,209.5,305.9,263.9,256.9,379.6,354.8,362.3,586.5,323.2,318.5,591.1,287.9,315.2,362.9,249.5,281.8,349.1,403.3,219.9,229.2,363.8,80.0,679.5,299.5,311.4,381.8,273.4,318.1,308.5,395.9,287.3,326.3,589.4,376.1,138.1,272.5,269.7,619.2,637.5,432.3,318.2,315.6,310.6,573.0,409.7,608.5,260.9,665.1,247.6,265.5,322.7,136.6,352.2,600.0,277.2,587.4,309.5,303.9,296.7,281.7,359.7,22.1,232.8,319.7,389.3,313.2,286.2,133.3,290.7,246.0,521.6,226.1,352.4,212.0,451.4,333.6,411.4,326.6,315.3,279.1,303.3,0.0,233.5,280.8,244.4,331.8,289.7,352.6,225.7,223.8,319.1,300.8,350.5,212.7,621.2,228.0,638.5,274.6,414.2,378.0,295.6,300.8
WJ,550.0,528.9,268.0,182.9,123.4,208.3,200.5,213.3,149.2,824.7,191.3,635.3,760.4,549.4,221.3,819.3,178.8,227.7,591.4,121.5,212.5,235.0,109.0,311.7,325.0,233.0,93.4,563.5,554.3,751.1,834.7,345.3,228.6,278.3,213.6,104.8,137.2,2263.3,123.5,778.4,265.6,156.1,14.5,444.3,435.8,765.2,202.4,786.8,195.4,168.1,129.2,172.2,252.6,576.7,551.9,559.4,783.6,159.3,141.8,788.2,210.8,88.9,560.0,15.9,195.7,546.2,316.8,178.5,143.1,560.9,246.7,876.6,295.2,78.7,295.3,96.7,231.6,131.8,593.0,201.2,234.6,786.5,212.2,128.8,231.1,228.3,816.3,834.6,629.4,91.9,89.3,218.9,770.1,606.8,805.6,27.3,862.2,155.9,179.4,519.8,303.3,549.3,797.1,235.8,784.5,83.2,70.3,210.2,48.1,195.8,273.1,429.9,516.8,586.4,136.5,483.3,124.0,204.2,159.9,718.7,184.7,549.5,21.4,273.6,247.1,247.5,100.3,512.4,237.7,299.0,250.9,0.0,104.1,152.7,245.3,285.4,126.3,164.3,420.9,233.0,298.5,124.2,409.8,818.3,5.4,835.6,471.7,611.3,575.1,254.2,68.1
WK,559.6,538.5,253.7,182.2,109.1,217.9,210.1,212.6,148.5,834.3,200.9,644.9,770.0,559.0,220.6,828.9,188.4,227.0,601.0,107.2,222.1,244.6,67.7,297.4,310.7,218.7,103.0,573.1,563.9,760.7,844.3,331.0,214.3,277.6,223.2,90.5,122.9,2272.9,133.1,788.0,275.2,165.7,101.0,453.9,445.4,774.8,212.0,796.4,205.0,177.7,114.9,181.8,262.2,586.3,561.5,569.0,793.2,158.6,127.5,797.8,210.1,106.2,569.6,102.4,195.0,555.8,302.5,188.1,142.4,570.5,256.3,886.2,304.8,102.4,281.0,82.4,217.3,27.7,602.6,200.5,244.2,796.1,211.5,138.4,240.7,237.9,825.9,844.2,639.0,109.2,106.6,228.5,779.7,616.4,815.2,96.4,871.8,165.5,178.7,529.4,312.9,558.9,806.7,245.4,794.1,100.5,139.4,195.9,73.7,195.1,282.7,439.5,526.4,596.0,122.2,492.9,133.6,189.9,159.2,728.3,194.3,559.1,64.9,272.9,232.8,246.8,117.6,522.0,247.3,308.6,260.5,86.4,0.0,162.3,231.0,295.0,143.6,173.9,430.5,232.3,308.1,141.5,419.4,827.9,80.9,845.2,481.3,620.9,584.7,263.8,91.8
WL,520.6,499.5,365.9,278.7,232.0,99.6,91.8,309.1,167.2,795.3,282.2,605.9,731.0,520.0,120.6,789.9,70.1,174.3,562.0,270.3,199.3,231.0,217.6,409.6,422.9,330.9,62.4,534.1,524.9,721.7,805.3,443.2,326.5,374.1,104.9,213.4,245.8,2305.8,39.1,749.0,377.0,228.9,180.0,414.9,406.4,735.8,93.7,757.4,86.7,207.5,237.8,74.6,143.9,547.3,522.5,530.0,754.2,255.1,250.4,758.8,151.0,247.1,530.6,184.2,146.2,516.8,414.7,217.9,161.1,530.3,358.1,847.2,186.5,243.3,393.2,205.3,329.5,240.4,563.6,161.0,125.9,757.1,308.0,219.6,220.0,212.7,786.9,805.2,600.0,250.1,247.5,110.2,740.7,577.4,776.2,192.8,832.8,47.2,160.0,490.4,414.7,519.9,767.7,215.7,755.1,241.4,235.8,308.1,210.7,291.6,334.1,400.5,487.4,557.0,245.1,453.9,214.8,302.1,139.4,689.3,175.9,520.1,143.9,369.4,345.0,343.3,258.5,483.0,226.6,190.3,311.9,165.4,212.7,0.0,343.2,176.7,284.5,237.1,391.5,179.6,189.8,282.4,380.4,788.9,159.9,806.2,442.3,581.9,545.7,245.4,232.7
WT,655.7,634.6,70.1,235.7,198.4,376.8,365.8,174.9,312.7,930.4,227.8,741.0,866.1,655.1,366.1,925.0,347.3,391.2,697.1,124.1,276.0,298.5,209.6,107.7,79.6,92.5,261.9,669.2,660.0,856.8,940.4,99.9,66.7,207.7,382.1,199.8,173.8,2414.0,292.0,884.1,347.1,174.5,259.9,550.0,541.5,870.9,370.9,892.5,270.8,231.6,175.6,340.7,279.0,682.4,657.6,665.1,889.3,251.2,188.2,893.9,310.0,216.7,665.7,261.3,359.2,651.9,71.4,242.0,306.6,666.6,328.2,982.3,321.6,279.3,49.9,164.9,13.7,253.3,698.7,320.0,310.0,892.2,169.0,210.3,294.6,291.8,922.0,940.3,735.1,213.7,242.6,294.3,875.8,712.5,911.3,272.7,967.9,324.4,342.9,625.5,384.8,655.0,902.8,299.3,890.2,221.4,315.7,69.7,250.6,213.5,354.6,535.6,622.5,692.1,184.7,589.0,205.5,63.7,323.4,824.4,248.2,655.2,223.8,203.0,85.2,198.7,253.6,618.1,301.2,325.4,332.4,245.3,228.7,321.2,0.0,311.8,254.6,182.7,526.6,396.5,322.9,225.1,515.5,924.0,239.8,941.3,577.4,717.0,680.8,317.7,268.7
XB,400.2,379.1,353.0,363.3,331.7,197.4,260.6,421.8,251.8,674.9,269.3,485.5,610.6,399.6,260.9,669.5,127.7,305.3,441.6,257.4,170.8,148.1,342.9,396.7,410.0,318.0,201.6,413.7,404.5,601.3,684.9,430.3,313.6,454.6,202.7,333.1,305.5,2246.8,231.7,628.6,256.6,216.0,264.6,294.5,286.0,615.4,191.5,637.0,105.5,194.6,308.9,121.1,109.9,426.9,402.1,409.6,633.8,339.7,321.5,638.4,204.8,350.0,410.2,266.0,273.3,396.4,401.8,205.0,245.7,409.9,237.7,726.8,93.4,327.9,380.3,298.2,316.6,325.0,443.2,214.8,144.7,636.7,415.9,206.7,189.4,136.6,666.5,684.8,479.6,347.0,375.9,129.0,620.3,457.0,655.8,277.4,712.4,130.7,282.0,370.0,294.3,399.5,647.3,59.1,634.7,354.7,320.4,295.8,298.2,376.2,213.7,280.1,367.0,436.6,318.0,333.5,201.9,289.2,262.5,568.9,93.0,396.2,228.5,449.9,332.1,445.6,386.9,362.6,196.0,97.2,191.5,250.0,297.3,260.9,330.3,0.0,387.9,224.2,271.1,310.6,33.2,358.4,260.0,668.5,244.5,685.8,321.9,461.5,425.3,162.5,317.3
XC,644.9,623.8,271.5,189.7,174.4,272.7,234.7,220.1,156.0,919.6,286.2,730.2,855.3,644.3,228.1,914.2,273.7,234.5,686.3,125.0,285.9,370.3,160.0,315.2,328.5,236.5,188.3,658.4,649.2,846.0,929.6,348.8,232.1,285.1,278.0,155.8,118.3,2312.6,218.4,873.3,360.5,246.3,121.1,539.2,530.7,860.1,266.8,881.7,290.3,303.4,110.3,267.1,347.5,671.6,646.8,654.3,878.5,166.1,97.9,883.1,217.6,42.7,654.9,122.5,202.5,641.1,320.3,313.8,149.9,655.8,341.6,971.5,390.1,91.9,298.8,142.0,235.1,164.8,687.9,208.0,329.5,881.4,219.0,223.7,306.6,363.6,911.2,929.5,724.3,45.7,48.1,313.8,865.0,701.7,900.5,85.9,957.1,250.8,186.2,614.7,398.2,644.2,892.0,371.1,879.4,22.9,128.9,213.7,63.2,202.6,368.0,524.8,611.7,681.3,161.8,578.2,218.9,207.7,166.7,813.6,320.0,644.4,122.3,280.4,250.6,254.3,59.1,607.3,313.2,393.9,345.8,100.8,137.1,247.6,248.8,380.3,0.0,254.5,515.8,239.8,393.4,78.0,504.7,913.2,106.3,930.5,566.6,706.2,670.0,389.5,81.3
XG,531.7,514.2,211.1,340.7,189.8,219.7,245.4,279.9,155.0,810.0,66.6,620.6,745.7,534.7,245.7,804.6,190.2,233.5,576.7,115.5,155.6,178.1,201.0,254.8,268.1,176.1,104.8,548.8,539.6,736.4,820.0,288.4,171.7,312.7,225.0,191.2,163.6,2293.6,134.9,763.7,226.7,13.3,251.3,429.6,421.1,750.5,213.8,772.1,150.4,111.2,167.0,194.7,158.6,562.0,537.2,544.7,768.9,242.9,179.6,773.5,189.6,208.1,545.3,252.7,201.5,531.5,259.9,121.6,148.9,545.0,207.8,861.9,201.2,270.7,238.4,156.3,176.8,244.7,578.3,199.6,189.6,771.8,274.0,89.9,174.2,171.4,801.6,819.9,614.7,205.1,234.0,173.9,755.4,592.1,790.9,264.1,847.5,167.3,185.2,505.1,264.4,534.6,782.4,178.9,769.8,212.8,307.1,153.3,242.0,318.5,234.2,415.2,502.1,571.7,176.1,468.6,85.1,147.3,165.7,704.0,127.8,531.3,215.2,308.0,190.2,303.7,245.0,497.7,180.8,205.0,212.0,236.7,220.1,164.1,188.4,191.4,246.0,0.0,406.2,238.8,202.5,216.5,395.1,803.6,231.2,820.9,457.0,596.6,560.4,197.3,260.1
XR,114.6,107.9,582.7,626.0,497.3,424.4,445.5,656.4,460.8,403.7,397.8,214.3,339.4,128.4,445.8,398.3,354.7,490.2,170.4,487.1,355.7,447.8,482.9,626.4,639.7,547.7,382.3,142.5,133.3,330.1,413.7,660.0,543.3,684.3,429.7,478.7,536.8,2233.0,390.1,357.4,296.1,445.7,445.3,37.5,29.0,344.2,418.5,365.8,332.5,406.7,538.6,348.1,311.3,155.7,130.9,138.4,362.6,602.4,551.2,367.2,389.7,512.4,139.0,446.7,458.2,125.2,631.5,417.1,466.9,139.9,277.2,455.6,353.9,508.6,610.0,470.6,546.3,505.7,172.0,399.7,371.7,365.5,655.3,335.3,374.3,436.3,395.3,413.6,208.4,515.4,512.8,356.0,349.1,185.8,384.6,458.1,441.2,357.7,462.7,98.8,333.8,128.3,376.1,342.3,363.5,506.7,501.1,524.9,478.9,638.9,253.2,49.1,110.0,165.4,547.7,76.5,330.5,518.9,443.2,297.7,392.7,128.5,409.2,679.6,561.8,690.6,523.8,105.6,380.9,357.7,231.0,430.7,478.0,415.0,560.0,303.3,549.8,453.9,0.0,495.5,316.4,588.1,10.3,397.3,425.2,414.6,64.9,190.3,154.1,462.2,498.0
XV,617.8,596.7,400.0,266.7,312.3,130.6,65.5,297.1,101.5,892.5,314.5,703.1,828.2,617.2,46.7,887.1,167.3,4.7,659.2,310.4,162.3,310.6,297.9,443.7,458.6,410.5,178.7,631.3,622.1,818.9,902.5,478.9,406.1,362.1,135.9,293.7,307.2,2311.8,142.5,846.2,388.8,308.5,235.2,512.1,503.6,833.0,124.7,854.6,183.9,287.1,299.2,160.7,241.1,644.5,619.7,627.2,851.4,243.1,286.8,856.0,94.0,231.6,627.8,236.6,45.0,614.0,450.4,297.5,107.6,628.7,369.9,944.4,283.7,247.8,430.8,285.6,409.1,302.7,660.8,84.4,223.1,854.3,296.0,252.0,183.0,299.1,884.1,902.4,697.2,234.6,232.0,207.4,837.9,674.6,873.4,241.8,930.0,144.4,140.8,587.6,426.5,617.1,864.9,306.6,852.3,225.9,284.8,387.7,219.1,279.6,431.3,497.7,584.6,654.2,325.4,551.1,247.2,381.7,120.2,786.5,255.5,617.3,199.1,357.4,424.6,331.3,243.0,580.2,189.6,287.5,409.1,220.6,275.0,167.4,422.8,273.9,269.0,316.7,488.7,0.0,287.0,266.9,477.6,886.1,215.1,903.4,539.5,679.1,642.9,325.0,237.2
XX,422.7,401.6,348.8,359.1,327.5,219.9,256.4,417.6,247.6,697.4,265.1,508.0,633.1,422.1,256.7,692.0,150.2,301.1,464.1,253.2,166.6,143.9,338.7,392.5,405.8,313.8,197.4,436.2,427.0,623.8,707.4,426.1,309.4,450.4,225.2,328.9,302.9,2269.3,227.5,651.1,279.1,211.8,260.4,317.0,308.5,637.9,214.0,659.5,128.0,190.4,304.7,143.6,76.6,449.4,424.6,432.1,656.3,335.5,317.3,660.9,200.6,345.8,432.7,261.8,269.1,418.9,397.6,200.8,241.5,433.6,260.2,749.3,60.1,323.7,376.1,294.0,312.4,320.8,465.7,210.6,167.2,659.2,411.7,202.5,185.2,132.4,689.0,707.3,502.1,342.8,371.7,151.5,642.8,479.5,678.3,273.2,734.9,153.2,277.8,392.5,316.8,422.0,669.8,25.8,657.2,350.5,316.2,291.0,294.0,372.0,236.2,302.6,389.5,459.1,313.8,356.0,197.7,285.0,258.3,591.4,88.8,422.2,224.3,445.7,327.9,441.4,382.7,385.1,191.8,63.9,214.0,245.8,293.1,256.7,326.1,22.6,383.7,220.0,293.6,306.4,0.0,354.2,282.5,691.0,240.3,708.3,344.4,484.0,447.8,158.3,313.1
YD,686.3,665.2,230.3,215.9,134.3,298.9,260.9,246.3,182.2,961.0,258.4,771.6,896.7,685.7,254.3,955.6,283.2,260.7,727.7,83.8,306.6,329.1,145.5,274.0,287.3,195.3,197.8,699.8,690.6,887.4,971.0,307.6,190.9,331.9,304.2,135.7,77.1,2338.8,227.9,914.7,370.0,205.1,147.3,580.6,572.1,901.5,293.0,923.1,299.8,262.2,69.1,276.6,309.6,713.0,688.2,695.7,919.9,192.3,56.7,924.5,243.8,48.4,696.3,148.7,228.7,682.5,279.1,272.6,176.1,697.2,351.1,1012.9,352.2,118.1,257.6,100.8,193.9,189.2,729.3,234.2,339.0,922.8,245.2,233.2,325.2,322.4,952.6,970.9,765.7,45.4,74.3,323.3,906.4,743.1,941.9,112.1,998.5,260.3,212.4,656.1,407.7,685.6,933.4,329.9,920.8,53.1,155.1,172.5,89.4,228.8,377.5,566.2,653.1,722.7,120.6,619.6,228.4,166.5,192.9,855.0,278.8,685.8,148.5,327.2,209.4,280.5,85.3,648.7,331.8,356.0,355.3,127.0,163.3,257.1,207.6,342.4,86.3,213.3,557.2,266.0,353.5,0.0,546.1,954.6,132.5,971.9,608.0,747.6,711.4,348.3,107.5
YG,104.2,119.0,572.3,615.6,486.9,414.0,435.1,646.0,450.4,414.8,387.4,225.4,350.5,139.5,435.4,409.4,344.3,479.8,181.5,476.7,345.3,437.4,472.5,616.0,629.3,537.3,371.9,153.6,144.4,341.2,424.8,649.6,532.9,673.9,419.3,468.3,526.4,2222.6,379.7,368.5,285.7,435.3,434.9,27.1,18.6,355.3,408.1,376.9,322.1,396.3,528.2,337.7,300.9,166.8,142.0,149.5,373.7,592.0,540.8,378.3,379.3,502.0,150.1,436.3,447.8,136.3,621.1,406.7,456.5,151.0,266.8,466.7,343.5,498.2,599.6,460.2,535.9,495.3,183.1,389.3,361.3,376.6,644.9,324.9,363.9,425.9,406.4,424.7,219.5,505.0,502.4,345.6,360.2,196.9,395.7,447.7,452.3,347.3,452.3,109.9,323.4,139.4,387.2,331.9,374.6,496.3,490.7,514.5,468.5,628.5,242.8,38.7,99.6,176.5,537.3,66.1,320.1,508.5,432.8,308.8,382.3,139.6,398.8,669.2,551.4,680.2,513.4,95.2,370.5,347.3,220.6,420.3,467.6,404.6,549.6,292.9,539.4,443.5,11.0,485.1,306.0,577.7,0.0,408.4,414.8,425.7,54.5,201.4,165.2,451.8,487.6
YM,384.2,293.3,975.3,1018.6,889.9,817.0,838.1,1049.0,853.4,121.5,790.4,322.3,39.9,363.6,838.4,131.8,747.3,882.8,240.0,879.7,748.3,840.4,875.5,1019.0,1032.3,940.3,774.9,327.9,338.1,194.8,232.0,1052.6,935.9,1076.9,822.3,871.3,929.4,2485.2,782.7,167.4,688.7,838.3,837.9,381.3,372.8,35.1,811.1,189.7,725.1,799.3,931.2,732.9,703.9,257.8,323.6,323.8,59.4,995.0,943.8,121.6,782.3,905.0,324.4,848.0,850.8,290.6,1024.1,809.7,859.5,328.0,669.8,100.0,746.5,901.2,1002.6,863.2,938.9,898.3,294.2,792.3,764.3,183.8,1047.9,727.9,766.9,828.9,213.6,131.4,280.9,908.0,905.4,748.6,175.7,419.2,141.5,850.7,145.5,750.3,855.3,334.0,726.4,329.8,72.9,734.9,120.4,899.3,893.7,917.5,868.6,1031.5,645.8,392.9,429.9,369.9,940.3,432.2,723.1,911.5,835.8,217.8,785.3,290.4,801.8,1072.2,954.4,1083.2,916.4,368.9,773.5,750.3,623.6,823.3,870.6,807.6,952.6,695.9,942.4,846.5,343.7,888.1,709.0,980.7,354.1,0.0,817.8,78.5,380.5,262.8,276.3,854.8,890.6
YN,544.5,523.4,262.5,188.4,117.9,202.8,195.0,218.8,154.7,819.2,185.8,629.8,754.9,543.9,223.8,813.8,173.3,233.2,585.9,116.0,207.0,229.5,103.5,306.2,319.5,227.5,87.9,558.0,548.8,745.6,829.2,339.8,223.1,283.8,208.1,99.3,131.7,2257.8,118.0,772.9,260.1,150.6,20.0,438.8,430.3,759.7,196.9,781.3,189.9,162.6,123.7,166.7,247.1,571.2,546.4,553.9,778.1,164.8,136.3,782.7,216.3,94.4,554.5,21.4,201.2,540.7,311.3,173.0,148.6,555.4,241.2,871.1,289.7,84.2,289.8,91.2,226.1,126.3,587.5,206.7,229.1,781.0,217.7,123.3,225.6,222.8,810.8,829.1,623.9,97.4,94.8,213.4,764.6,601.3,800.1,32.8,856.7,150.4,184.9,514.3,297.8,543.8,791.6,230.3,779.0,88.7,75.8,204.7,53.6,201.3,267.6,424.4,511.3,580.9,131.0,477.8,118.5,198.7,165.4,713.2,179.2,544.0,15.9,279.1,241.6,253.0,105.8,506.9,232.2,293.5,245.4,5.4,98.6,147.2,239.8,279.9,131.8,158.8,415.4,238.5,293.0,129.7,404.3,812.8,0.0,830.1,466.2,605.8,569.6,248.7,73.6
YS,394.5,307.2,989.2,1032.5,903.8,830.9,852.0,1062.9,867.3,42.9,804.3,336.2,76.2,377.5,852.3,53.2,761.2,896.7,256.8,893.6,762.2,854.3,889.4,1032.9,1046.2,954.2,788.8,341.8,352.0,226.7,263.9,1066.5,949.8,1090.8,836.2,885.2,941.7,2499.1,796.6,199.3,706.4,852.2,851.8,395.2,386.7,71.4,825.0,221.6,739.0,813.2,945.1,754.6,717.8,269.2,337.5,337.7,95.7,1008.9,957.7,37.3,796.2,918.9,338.3,856.0,864.7,304.5,1038.0,823.6,873.4,336.7,683.7,82.7,760.4,915.1,1016.5,877.1,952.8,912.2,308.1,806.2,778.2,215.7,1061.8,741.8,780.8,842.8,245.5,52.8,294.8,921.9,919.3,762.5,207.6,433.1,66.9,864.6,61.2,764.2,869.2,347.9,740.3,343.7,109.2,748.8,69.9,913.2,907.6,931.4,882.5,1045.4,659.7,406.8,443.8,383.8,954.2,446.1,737.0,925.4,849.7,214.0,799.2,304.3,815.7,1086.1,968.3,1097.1,930.3,382.8,787.4,764.2,637.5,837.2,884.5,821.5,966.5,709.8,956.3,860.4,357.6,902.0,722.9,994.6,368.0,58.0,831.7,0.0,394.4,276.7,290.2,868.7,904.5
YW,57.2,131.2,624.2,667.5,538.8,465.9,487.0,697.9,502.3,375.6,439.3,237.6,311.3,169.7,487.3,370.2,396.2,531.7,193.7,528.6,397.2,489.3,524.4,667.9,681.2,589.2,423.8,165.8,174.6,374.4,458.0,701.5,584.8,725.8,471.2,520.2,576.7,2274.5,431.6,401.7,337.6,487.2,486.8,27.3,35.8,316.1,460.0,410.1,374.0,448.2,580.1,381.8,352.8,179.0,172.2,161.7,334.5,643.9,592.7,339.1,431.2,553.9,162.3,488.2,499.7,148.5,673.0,458.6,508.4,176.0,318.7,427.5,395.4,550.1,651.5,512.1,587.8,547.2,195.3,441.2,413.2,409.8,696.8,376.8,415.8,477.8,439.6,385.5,231.7,556.9,554.3,397.5,393.4,232.2,356.5,499.6,413.1,399.2,504.2,140.1,375.3,169.6,348.0,383.8,335.4,548.2,542.6,566.4,520.4,680.4,294.7,90.6,45.0,206.7,589.2,51.6,372.0,560.4,484.7,342.0,434.2,148.3,450.7,721.1,603.3,732.1,565.3,40.6,422.4,399.2,272.5,472.2,519.5,456.5,601.5,344.8,591.3,495.4,106.0,537.0,357.9,629.6,64.5,369.2,466.7,386.5,0.0,213.6,177.4,503.7,539.5
ZC,255.9,122.4,755.6,798.9,670.2,597.3,618.4,829.3,633.7,273.9,570.7,132.0,209.6,192.7,618.7,268.5,527.6,663.1,52.6,660.0,528.6,620.7,655.8,799.3,812.6,720.6,555.2,157.0,156.5,282.9,363.3,832.9,716.2,857.2,602.6,651.6,709.7,2405.9,563.0,298.7,469.0,618.6,618.2,210.4,201.9,214.4,591.4,318.6,505.4,579.6,711.5,521.0,484.2,67.5,152.7,152.9,232.8,775.3,724.1,237.4,562.6,685.3,153.5,619.6,631.1,119.7,804.4,590.0,639.8,151.9,450.1,325.8,526.8,681.5,782.9,643.5,719.2,678.6,123.3,572.6,544.6,315.1,828.2,508.2,547.2,609.2,344.9,283.8,90.6,688.3,685.7,528.9,301.9,239.4,254.8,631.0,311.4,530.6,635.6,163.1,506.7,158.9,246.3,515.2,233.7,679.6,674.0,697.8,651.8,811.8,426.1,222.0,282.9,188.3,720.6,249.4,503.4,691.8,616.1,250.5,565.6,123.0,582.1,852.5,734.7,863.5,696.7,225.8,553.8,530.6,403.9,603.6,650.9,587.9,732.9,476.2,722.7,626.8,172.8,668.4,489.3,761.0,183.2,267.5,598.1,284.8,237.8,0.0,105.4,635.1,670.9
ZD,252.5,119.0,752.2,795.5,666.8,593.9,615.0,825.9,630.3,330.7,567.3,97.6,266.4,182.9,615.3,325.3,524.2,659.7,53.9,656.6,525.2,617.3,652.4,795.9,809.2,717.2,551.8,153.6,122.1,391.0,474.6,829.5,712.8,853.8,599.2,648.2,706.3,2402.5,559.6,355.5,465.6,615.2,614.8,207.0,198.5,271.2,588.0,426.7,502.0,576.2,708.1,517.6,480.8,39.0,149.3,149.5,289.6,771.9,720.7,294.2,559.2,681.9,150.1,616.2,627.7,116.3,801.0,586.6,636.4,148.5,446.7,382.6,523.4,678.1,779.5,640.1,715.8,675.2,17.8,569.2,541.2,426.4,824.8,504.8,543.8,605.8,456.2,340.6,91.8,684.9,682.3,525.5,410.0,205.0,311.6,627.6,368.2,527.2,632.2,159.7,503.3,155.5,303.1,511.8,290.5,676.2,670.6,694.4,648.4,808.4,422.7,218.6,279.5,153.9,717.2,246.0,500.0,688.4,612.7,358.6,562.2,119.6,578.7,849.1,731.3,860.1,693.3,222.4,550.4,527.2,400.5,600.2,647.5,584.5,729.5,472.8,719.3,623.4,169.4,665.0,485.9,757.6,179.8,324.3,594.7,341.6,234.4,109.3,0.0,631.7,667.5
ZM,573.5,552.4,343.3,353.6,322.0,306.8,283.6,412.1,242.1,848.2,259.6,658.8,783.9,572.9,283.9,842.8,277.3,320.6,614.9,247.7,193.8,62.3,333.2,387.0,400.3,308.3,191.9,587.0,577.8,774.6,858.2,420.6,303.9,444.9,312.1,323.4,297.4,2380.7,222.0,801.9,333.8,206.3,254.9,467.8,459.3,788.7,300.9,810.3,188.6,122.5,299.2,270.7,196.8,600.2,575.4,582.9,807.1,330.0,311.8,811.7,227.8,340.3,583.5,256.3,288.6,569.7,392.1,132.9,236.0,584.4,314.9,900.1,181.4,318.2,370.6,288.5,306.9,315.3,616.5,237.8,227.8,810.0,406.2,197.0,212.4,15.5,839.8,858.1,652.9,337.3,366.2,212.1,793.6,630.3,829.1,267.7,885.7,254.4,272.3,543.3,371.5,572.8,820.6,147.1,808.0,345.0,310.7,285.5,288.5,366.5,387.0,453.4,540.3,609.9,308.3,506.8,192.2,279.5,252.8,742.2,73.4,573.0,218.8,440.2,322.4,435.9,377.2,535.9,219.0,185.2,364.8,240.3,287.6,251.2,320.6,186.5,378.2,214.5,444.4,325.9,170.7,348.7,433.3,841.8,234.8,859.1,495.2,634.8,598.6,0.0,307.6
ZX,596.3,575.2,296.3,161.5,166.2,244.5,206.5,191.9,127.8,871.0,237.6,681.6,806.7,595.7,199.9,865.6,225.1,206.3,637.7,149.8,257.7,281.3,151.8,340.0,353.3,261.3,139.7,609.8,600.6,797.4,881.0,373.6,256.9,256.9,249.8,147.6,143.1,2284.4,169.8,824.7,311.9,202.4,66.5,490.6,482.1,811.5,238.6,833.1,241.7,214.4,135.1,218.5,298.9,623.0,598.2,605.7,829.9,137.9,122.7,834.5,189.4,67.5,606.3,67.9,174.3,592.5,345.1,224.8,121.7,607.2,293.0,922.9,341.5,10.6,323.6,139.5,259.9,156.6,639.3,179.8,280.9,832.8,190.8,175.1,278.4,274.6,862.6,880.9,675.7,70.5,67.9,265.2,816.4,653.1,851.9,31.3,908.5,202.2,158.0,566.1,349.6,595.6,843.4,282.1,830.8,61.8,74.3,238.5,26.7,174.4,319.4,476.2,563.1,632.7,179.3,529.6,170.3,232.5,138.5,765.0,231.0,595.8,67.7,252.2,275.4,226.1,78.9,558.7,285.0,345.3,297.2,46.2,128.9,199.0,273.6,331.7,104.9,210.6,467.2,211.6,344.8,102.8,456.1,864.6,51.7,881.9,518.0,657.6,621.4,300.5,0.0
