from_stop,AE,AI,AQ,AY,BA,BC,BG,BQ,BS,BX,CF,CL,CO,CT,CU,CW,DE,DI,DM,DP,DS,DX,DZ,ED,EF,EG,EJ,EL,EM,EO,EP,EQ,FA,FC,FG,FI,FJ,FL,FN,FV,GB,GE,GF,GG,HD,HE,HI,HJ,HK,HP,HU,IF,IK,IQ,IU,IX,JB,JD,JE,JI,JP,JX,KA,KE,KF,KL,KO,KP,KY,LC,LE,LN,LT,MF,ML,MS,MT,MU,MX,NC,ND,NE,NF,NI,NK,NQ,NT,OA,OC,OD,OE,OF,OL,OM,OQ,OZ,PB,PG,PK,PP,PQ,PR,PV,QH,QL,QM,QN,QO,QP,QT,QW,RA,RB,RF,RH,RJ,RL,RO,RX,SA,SB,SD,SH,SQ,SV,SY,SZ,TA,TC,TG,TI,TM,TQ,TU,TW,UA,UF,UG,UK,UM,UP,UQ,UY,UZ,VD,VF,VN,VP,VR,VS,VZ,WB,WF,WH,WL,WY,WZ,XG,XJ,XN,YA,YF,YJ,YL,YM,YY,ZA,ZB,ZD,ZK,ZL,ZQ,ZR,ZV,ZW,ZX,ZY
WF,249.1,159.6,1020.5,68.4,878.0,155.6,169.7,211.5,162.0,259.9,236.3,232.1,814.7,219.8,52.5,203.2,958.5,171.9,61.0,246.1,193.1,211.8,903.0,207.0,676.8,865.4,861.7,935.3,135.2,86.6,611.5,940.5,868.1,879.2,836.7,197.5,86.0,137.8,189.4,239.3,97.1,94.2,79.2,858.7,341.4,874.6,170.3,169.4,623.3,844.6,795.9,115.1,2611.6,191.2,251.7,112.2,922.9,178.4,70.3,235.0,862.0,163.7,571.1,216.3,193.8,850.6,137.3,824.9,197.2,568.2,103.7,175.2,161.7,97.8,213.6,144.5,799.2,294.2,185.6,141.2,118.2,849.1,215.0,865.7,882.2,377.1,119.9,172.7,174.3,777.0,819.1,76.9,922.6,810.6,165.6,170.8,851.0,126.9,830.3,926.1,981.8,175.7,168.9,898.5,126.4,568.9,816.5,123.7,916.3,214.9,272.1,165.6,133.6,882.9,250.4,888.8,879.8,838.2,228.2,188.1,87.2,841.0,783.9,846.3,790.0,84.1,837.5,109.6,839.8,107.5,79.1,156.3,832.6,845.5,56.6,229.4,159.3,850.0,158.7,835.0,133.2,201.7,175.0,171.1,71.0,226.5,150.6,160.3,835.6,65.4,151.4,92.5,0.0,144.7,154.0,251.4,841.9,790.7,87.0,151.2,231.6,908.0,192.3,877.0,975.8,822.4,182.1,171.2,153.2,545.9,121.7,175.4,869.7,796.4,821.8,835.8,199.3
WH,208.2,235.8,1096.7,201.6,954.2,10.8,192.4,170.6,190.7,229.2,197.8,254.8,890.9,242.5,172.9,279.4,1034.7,248.1,148.1,268.8,269.3,288.0,979.2,134.3,753.0,941.6,937.9,1011.5,55.9,116.3,641.9,1016.7,944.3,955.4,912.9,156.6,169.4,214.0,212.1,315.5,37.5,124.8,123.7,934.9,371.8,950.8,25.5,245.6,699.5,920.8,872.1,162.1,2687.8,247.9,221.0,22.4,999.1,254.6,189.7,311.2,938.2,239.9,647.3,292.5,270.0,926.8,198.2,901.1,124.5,644.4,115.3,251.4,16.9,231.0,236.3,103.6,875.4,263.5,40.8,205.9,174.9,925.3,271.7,941.9,958.4,407.5,59.0,144.0,83.5,853.2,895.3,179.4,998.8,886.8,134.9,48.3,927.2,183.6,906.5,1002.3,1058.0,53.2,197.6,974.7,152.2,645.1,892.7,80.2,992.5,291.1,348.3,134.9,132.6,959.1,209.5,965.0,956.0,914.4,197.5,210.8,103.4,917.2,860.1,922.5,866.2,124.0,913.7,88.6,916.0,164.2,109.8,232.5,908.8,921.7,132.3,252.1,92.7,926.2,234.9,911.2,110.3,277.9,52.5,247.3,116.3,124.7,226.8,69.5,911.8,123.5,145.1,99.2,133.1,0.0,37.1,327.6,918.1,866.9,152.6,110.3,307.8,984.2,151.4,953.2,1052.0,898.6,210.8,130.3,86.6,622.1,12.9,198.1,945.9,872.6,898.0,912.0,77.7
WL,205.6,263.0,1123.9,228.8,981.4,34.7,191.0,143.8,217.9,227.8,196.4,253.4,918.1,241.1,193.3,306.6,1061.9,275.3,168.5,267.4,296.5,315.2,1006.4,102.8,780.2,968.8,965.1,1038.7,18.7,143.5,640.5,1043.9,971.5,982.6,940.1,155.2,168.0,241.2,210.7,342.7,64.7,105.4,150.9,962.1,370.4,978.0,49.4,272.8,726.7,948.0,899.3,189.3,2715.0,246.5,219.6,49.6,1026.3,281.8,188.3,338.4,965.4,267.1,674.5,319.7,297.2,954.0,196.8,928.3,93.0,671.6,95.9,278.6,40.8,258.2,234.9,102.2,902.6,262.1,64.7,192.3,173.5,952.5,270.3,969.1,985.6,406.1,86.2,130.4,110.7,880.4,922.5,178.0,1026.0,914.0,133.5,75.5,954.4,182.2,933.7,1029.5,1085.2,80.4,224.8,1001.9,179.4,672.3,919.9,107.4,1019.7,318.3,375.5,133.5,159.8,986.3,208.1,992.2,983.2,941.6,196.1,209.4,130.6,944.4,887.3,949.7,893.4,115.5,940.9,115.8,943.2,162.8,137.0,259.7,936.0,948.9,159.5,250.7,119.9,953.4,262.1,938.4,90.9,305.1,79.7,274.5,143.5,122.3,254.0,96.7,939.0,150.7,143.7,126.4,160.3,27.1,0.0,354.8,945.3,894.1,179.8,108.9,335.0,1011.4,120.0,980.4,1079.2,925.8,238.0,128.9,113.8,649.3,40.1,196.7,973.1,899.8,925.2,939.2,95.1
WY,352.1,82.6,969.1,229.1,826.6,260.0,205.3,315.9,212.4,305.6,311.7,267.7,763.3,255.4,233.9,12.5,907.1,113.2,207.3,281.7,74.8,140.8,851.6,311.4,625.4,814.0,810.3,883.9,239.6,156.7,580.1,889.1,816.7,827.8,785.3,301.9,264.0,44.3,225.0,168.3,201.5,224.1,149.3,807.3,310.0,823.2,274.7,95.0,571.9,793.2,744.5,185.2,2560.2,369.2,327.1,216.6,871.5,89.4,248.3,160.6,810.6,89.4,519.7,145.3,84.8,799.2,271.9,773.5,301.6,516.8,233.6,59.2,266.1,241.8,249.2,248.9,747.8,339.9,290.0,253.4,296.2,797.7,393.0,814.3,830.8,345.7,224.3,289.3,254.0,725.6,767.7,256.3,871.2,759.2,241.0,272.4,799.6,304.9,778.9,874.7,930.4,277.3,219.3,847.1,196.5,517.5,765.1,203.4,864.9,114.8,43.3,241.0,203.7,831.5,353.4,837.4,828.4,786.8,303.6,223.7,209.6,789.6,732.5,794.9,738.6,214.0,786.1,194.8,788.4,285.5,187.8,20.6,781.2,794.1,179.0,265.0,239.0,798.6,84.3,783.6,255.6,64.4,279.4,96.7,193.4,330.9,91.6,240.0,784.2,187.8,290.4,214.9,181.3,249.1,258.4,0.0,790.5,739.3,157.1,255.6,5.1,856.6,296.7,825.6,924.4,771.0,212.5,275.6,232.9,494.5,226.1,211.0,818.3,745.0,770.4,784.4,303.7
WZ,960.1,754.2,331.2,853.3,221.7,886.0,813.3,941.9,838.4,913.6,919.7,875.7,42.4,863.4,858.4,797.8,287.9,691.2,833.3,889.7,787.7,800.6,246.7,937.4,408.9,317.5,181.8,307.0,865.6,782.7,853.4,269.9,211.8,222.9,280.2,927.9,872.0,732.4,833.0,828.1,827.5,850.1,775.3,111.9,814.7,318.1,900.7,753.2,554.8,296.7,275.6,811.2,2383.7,977.2,935.1,842.6,287.7,773.0,856.3,756.6,314.1,758.3,502.6,805.1,713.1,18.1,879.9,277.0,927.6,499.7,859.6,738.7,892.1,866.0,857.2,874.9,242.7,947.9,916.0,861.4,904.2,7.2,1001.0,309.2,138.7,850.4,850.3,897.7,880.0,220.5,152.7,864.3,266.3,38.3,849.0,898.4,194.7,912.9,26.4,269.8,325.5,903.3,845.3,242.2,822.5,384.4,15.1,829.4,260.0,734.2,793.7,849.0,829.7,203.0,961.4,332.3,323.3,40.7,911.6,831.7,835.6,284.5,227.4,289.8,242.1,840.0,65.2,820.8,134.5,893.5,813.8,750.9,285.8,98.7,805.0,873.0,865.0,302.1,715.1,129.7,881.6,796.3,905.4,702.2,819.4,956.9,745.2,866.0,287.7,813.8,898.8,840.9,807.3,875.1,884.4,805.0,0.0,234.2,783.1,881.6,810.1,251.7,922.7,365.4,319.5,265.9,838.5,901.6,858.9,477.4,852.1,819.0,321.8,239.9,148.8,287.9,929.7
XG,932.2,726.3,243.4,825.4,100.9,858.1,785.4,914.0,810.5,885.7,891.8,847.8,230.6,835.5,830.5,769.9,181.4,663.3,805.4,861.8,759.8,769.9,125.9,909.5,381.0,139.2,153.4,158.2,837.7,754.8,822.7,163.4,124.4,102.1,87.5,900.0,844.1,704.5,805.1,797.4,799.6,822.2,747.4,161.4,784.0,125.4,872.8,725.3,526.9,170.9,64.9,783.3,2373.8,949.3,907.2,814.7,145.8,745.1,828.4,728.7,194.2,730.4,474.7,774.4,685.2,224.3,852.0,157.1,899.7,471.8,831.7,710.8,864.2,838.1,829.3,847.0,8.4,920.0,888.1,833.5,876.3,213.4,973.1,116.5,173.9,819.7,822.4,869.8,852.1,9.8,110.8,835.0,145.5,226.5,821.1,870.5,107.3,885.0,189.5,149.0,204.7,875.4,817.4,121.4,794.6,356.5,203.3,801.5,139.2,706.3,765.8,821.1,801.8,169.6,933.5,139.6,130.6,234.7,883.7,803.8,807.7,91.8,16.7,97.1,63.8,812.1,253.4,792.9,195.4,865.6,785.9,723.0,93.1,174.6,777.1,845.1,837.1,123.8,687.2,210.9,853.7,805.1,877.5,674.3,791.5,929.0,717.3,838.1,109.4,785.9,870.9,813.0,779.4,847.2,856.5,777.1,206.2,0.0,755.2,853.7,782.2,130.9,894.8,150.8,198.7,55.2,810.6,873.7,831.0,449.5,824.2,791.1,143.5,47.2,246.3,109.6,901.8
XJ,266.0,162.2,1023.1,162.3,880.6,164.1,239.3,228.4,74.9,287.0,255.6,301.7,817.3,289.4,146.4,205.8,961.1,174.5,119.8,315.7,195.7,214.4,905.6,223.9,679.4,868.0,864.3,937.9,152.1,26.2,614.1,943.1,870.7,881.8,839.3,214.4,179.9,140.4,259.0,241.9,114.0,136.6,18.8,861.3,344.0,877.2,178.8,172.0,625.9,847.2,798.5,28.0,2614.2,285.1,278.8,129.1,925.5,181.0,164.2,237.6,864.6,166.3,573.7,218.9,196.4,853.2,231.2,827.5,214.1,570.8,146.1,177.8,170.2,180.9,283.2,161.4,801.8,321.3,194.1,235.1,212.1,851.7,308.9,868.3,884.8,379.7,136.8,201.8,123.5,779.6,821.7,170.8,925.2,813.2,192.7,141.9,853.6,220.8,832.9,928.7,984.4,146.8,81.8,901.1,39.3,571.5,819.1,72.9,918.9,217.5,274.7,192.7,58.6,885.5,267.3,891.4,882.4,840.8,255.3,257.7,93.6,843.6,786.5,848.9,792.6,126.5,840.1,64.3,842.4,201.4,100.3,158.9,835.2,848.1,91.5,299.0,108.5,852.6,161.3,837.6,168.1,204.3,168.5,173.7,105.9,243.4,153.2,109.5,838.2,100.3,202.9,89.4,93.8,153.2,170.9,254.0,844.5,793.3,0.0,168.1,234.2,910.6,209.2,879.6,978.4,825.0,95.0,188.1,102.4,548.5,138.6,245.0,872.3,799.0,824.4,838.4,216.2
XN,122.0,254.5,1114.8,220.3,972.3,136.0,140.1,60.2,256.9,176.9,145.5,202.5,909.0,190.2,155.9,298.1,1052.8,266.2,166.8,216.5,288.0,306.7,997.3,87.8,771.1,959.7,956.0,1029.6,82.4,181.5,589.6,1034.8,962.4,973.5,931.0,65.1,117.1,232.7,159.8,334.2,94.9,108.3,174.1,953.0,319.5,968.9,122.9,264.3,717.6,938.9,890.2,210.0,2705.9,195.6,168.7,110.0,1017.2,273.3,137.4,329.9,956.3,258.6,665.4,311.2,288.1,944.9,145.9,919.2,78.0,662.5,98.8,270.1,131.5,249.7,184.0,6.6,893.5,211.2,107.6,153.6,122.6,943.4,219.4,960.0,976.5,355.2,117.7,91.7,203.8,871.3,913.4,128.9,1016.9,904.9,82.6,168.6,945.3,131.3,924.6,1020.4,1076.1,173.5,263.8,992.8,221.3,663.2,910.8,200.5,1010.6,309.2,367.0,82.6,228.5,977.2,139.7,983.1,974.1,932.5,145.2,158.5,200.1,935.3,878.2,940.6,884.3,118.4,931.8,208.9,934.1,111.9,136.5,251.2,926.9,939.8,159.0,199.8,213.0,944.3,253.6,929.3,93.8,296.6,172.8,266.0,183.9,107.3,245.5,189.8,929.9,150.2,92.8,205.4,151.8,128.4,101.2,346.3,936.2,885.0,181.9,0.0,326.5,1002.3,41.0,971.3,1070.1,916.7,277.0,38.8,206.9,640.2,119.5,145.8,964.0,890.7,916.1,930.1,80.1
YA,347.0,77.5,964.0,224.0,821.5,254.9,200.2,310.8,207.3,300.5,306.6,262.6,758.2,250.3,228.8,7.3,902.0,108.1,202.2,276.6,69.7,135.7,846.5,306.3,620.3,808.9,805.2,878.8,234.5,151.6,575.0,884.0,811.6,822.7,780.2,296.8,258.9,39.2,219.9,163.2,196.4,219.0,144.2,802.2,304.9,818.1,269.6,89.9,566.8,788.1,739.4,180.1,2555.1,364.1,322.0,211.5,866.4,84.3,243.2,155.5,805.5,84.3,514.6,140.2,79.7,794.1,266.8,768.4,296.5,511.7,228.5,54.1,261.0,236.7,244.1,243.8,742.7,334.8,284.9,248.3,291.1,792.6,387.9,809.2,825.7,340.6,219.2,284.2,248.9,720.5,762.6,249.8,866.1,754.1,235.9,267.3,794.5,299.8,773.8,869.6,925.3,272.2,214.2,842.0,191.4,512.4,760.0,198.3,859.8,109.7,63.1,235.9,198.6,826.4,348.3,832.3,823.3,781.7,298.5,218.6,204.5,784.5,727.4,789.8,733.5,208.9,781.0,189.7,783.3,280.4,182.7,15.4,776.1,789.0,173.9,259.9,233.9,793.5,79.2,778.5,250.5,59.3,274.3,91.6,188.3,325.8,86.5,234.9,779.1,182.7,285.3,209.8,176.2,244.0,253.3,19.7,785.4,734.2,152.0,250.5,0.0,851.5,291.6,820.5,919.3,765.9,207.4,270.5,227.8,489.4,221.0,205.9,813.2,739.9,765.3,779.3,298.6
YF,1006.1,800.2,223.8,899.3,62.3,932.0,859.3,987.9,884.4,959.6,965.7,921.7,247.6,909.4,904.4,843.8,161.8,737.2,879.3,935.7,833.7,846.6,88.3,983.4,454.9,255.8,170.4,137.5,911.6,828.7,899.4,143.8,141.4,64.5,196.4,973.9,918.0,778.4,879.0,874.1,873.5,896.1,821.3,178.4,860.7,234.3,946.7,799.2,600.8,279.8,191.8,857.2,2402.1,1023.2,981.1,888.6,126.2,819.0,902.3,802.6,317.5,804.3,548.6,851.1,759.1,241.3,925.9,284.0,973.6,545.7,905.6,784.7,938.1,912.0,903.2,920.9,158.9,993.9,962.0,907.4,950.2,230.4,1047.0,225.4,190.9,896.4,896.3,943.7,926.0,136.7,127.8,908.9,125.9,243.5,895.0,944.4,124.3,958.9,206.5,128.3,167.1,949.3,891.3,100.7,868.5,430.4,220.3,875.4,118.5,780.2,839.7,895.0,875.7,186.6,1007.4,248.5,239.5,251.7,957.6,877.7,881.6,200.7,143.6,206.0,167.7,886.0,270.4,866.8,212.4,939.5,859.8,796.9,202.0,191.6,851.0,919.0,911.0,274.3,761.1,227.9,927.6,842.3,951.4,748.2,865.4,1002.9,791.2,912.0,226.0,859.8,944.8,886.9,853.3,921.1,930.4,851.0,223.2,150.4,829.1,927.6,856.1,0.0,968.7,306.0,161.1,182.1,884.5,947.6,904.9,523.4,898.1,865.0,298.7,156.1,263.3,213.5,975.7
YJ,143.0,297.4,1158.3,263.2,1015.8,132.4,198.8,81.2,299.8,235.6,202.7,261.2,952.5,248.9,214.6,341.0,1096.3,309.7,196.3,275.2,330.9,349.6,1040.8,84.2,814.6,1003.2,999.5,1073.1,78.8,224.4,648.3,1078.3,1005.9,1017.0,974.5,105.4,175.8,275.6,218.5,377.1,137.8,133.2,217.0,996.5,378.2,1012.4,119.3,307.2,761.1,982.4,933.7,252.9,2749.4,254.3,218.8,147.3,1060.7,316.2,196.1,372.8,999.8,301.5,708.9,354.1,331.6,988.4,204.6,962.7,74.4,706.0,123.7,313.0,127.9,292.6,242.7,65.3,937.0,269.9,104.0,212.3,181.3,986.9,278.1,1003.5,1020.0,413.9,160.6,150.4,208.4,914.8,956.9,185.8,1060.4,948.4,141.3,173.2,988.8,190.0,968.1,1063.9,1119.6,178.1,306.7,1036.3,264.2,706.7,954.3,205.1,1054.1,352.7,409.9,141.3,257.5,1020.7,160.7,1026.6,1017.6,976.0,203.9,217.2,228.3,978.8,921.7,984.1,927.8,143.3,975.3,213.5,977.6,170.6,179.4,294.1,970.4,983.3,201.9,258.5,217.6,987.8,296.5,972.8,118.7,339.5,177.4,308.9,226.8,103.7,288.4,194.4,973.4,193.1,151.5,224.1,194.7,124.8,97.6,389.2,979.7,928.5,224.8,58.6,369.4,1045.8,0.0,1014.8,1113.6,960.2,319.9,97.5,211.5,683.7,137.8,204.5,1007.5,934.2,959.6,973.6,76.5
YL,953.2,740.7,383.9,839.8,241.4,872.5,806.4,956.3,824.9,906.7,912.8,868.8,371.1,856.5,851.5,784.3,321.9,691.9,819.8,882.8,794.2,736.0,266.4,923.9,472.1,40.1,297.9,298.7,852.1,769.2,788.8,303.9,264.9,242.6,180.3,949.1,865.1,714.9,826.1,763.5,817.2,836.6,761.8,301.9,750.1,218.2,887.2,739.7,610.3,262.4,212.6,797.7,2416.2,970.3,928.2,828.5,286.3,767.9,849.4,743.1,292.0,749.9,558.1,740.5,699.6,364.8,873.0,254.9,914.1,558.1,849.6,725.2,878.6,852.5,850.3,897.8,170.5,941.0,902.5,854.5,897.3,353.9,994.1,209.3,314.4,785.8,836.8,890.8,866.5,168.3,251.3,856.0,286.0,367.0,842.1,884.9,247.8,906.0,330.0,289.5,345.2,889.8,831.8,261.9,809.0,447.6,343.8,815.9,279.7,720.7,778.1,842.1,816.2,310.1,954.5,232.4,223.4,375.2,904.7,824.8,822.1,184.6,175.2,126.4,86.9,825.6,393.9,807.3,335.9,886.6,800.3,737.4,185.9,315.1,791.5,866.1,851.5,36.9,701.6,351.4,900.0,771.2,891.9,688.7,805.9,943.4,763.0,852.5,151.8,800.3,891.9,827.4,793.8,861.6,870.9,791.5,346.7,162.0,769.6,904.5,796.6,271.4,945.6,0.0,339.2,213.7,819.2,924.5,845.4,532.9,838.6,812.1,7.2,140.0,386.8,51.1,916.2
YM,1062.7,856.8,207.9,955.9,160.1,988.6,915.9,1044.5,941.0,1016.2,1022.3,978.3,304.2,966.0,961.0,900.4,145.9,808.0,935.9,992.3,890.3,870.6,162.3,1040.0,511.5,239.9,227.0,62.1,968.2,885.3,923.4,127.9,198.0,138.5,253.0,1030.5,974.6,835.0,935.6,898.1,930.1,952.7,877.9,235.0,884.7,290.9,1003.3,855.8,657.4,336.4,248.4,913.8,2386.2,1079.8,1037.7,944.6,48.5,875.6,958.9,859.2,374.1,860.9,605.2,875.1,815.7,297.9,980.3,340.6,1030.2,605.2,962.2,841.3,994.7,968.6,959.8,977.5,215.5,1050.5,1018.6,964.0,1006.8,287.0,1103.6,282.0,247.5,920.4,952.9,1000.3,982.6,193.3,184.4,965.5,115.1,300.1,951.6,1001.0,180.9,1015.5,263.1,71.3,5.9,1005.9,947.9,98.9,925.1,487.0,276.9,932.0,81.1,836.8,896.3,951.6,932.3,243.2,1064.0,305.1,296.1,308.3,1014.2,934.3,938.2,257.3,200.2,253.3,224.3,941.7,327.0,923.4,269.0,996.1,916.4,853.5,258.6,248.2,907.6,975.6,967.6,258.4,817.7,284.5,984.2,898.9,1008.0,804.8,922.0,1059.5,847.8,968.6,210.1,916.4,1001.4,943.5,909.9,977.7,987.0,907.6,279.8,207.0,885.7,984.2,912.7,190.1,1025.3,290.1,0.0,238.7,935.3,1004.2,961.5,580.0,954.7,921.6,282.8,212.7,319.9,272.6,1032.3
YY,998.4,792.5,285.3,891.6,142.8,924.3,851.6,980.2,876.7,951.9,958.0,914.0,272.5,901.7,896.7,836.1,223.3,729.5,871.6,928.0,826.0,811.8,167.8,975.7,447.2,181.1,195.3,200.1,903.9,821.0,864.6,205.3,166.3,144.0,109.4,966.2,910.3,770.7,871.3,839.3,865.8,888.4,813.6,203.3,825.9,147.3,939.0,791.5,593.1,180.8,68.9,849.5,2415.7,1015.5,973.4,880.9,187.7,811.3,894.6,794.9,198.2,796.6,540.9,816.3,751.4,266.2,918.2,161.1,965.9,538.0,897.9,777.0,930.4,904.3,895.5,913.2,53.9,986.2,954.3,899.7,942.5,255.3,1039.3,138.4,215.8,861.6,888.6,936.0,918.3,34.9,152.7,901.2,187.4,268.4,887.3,936.7,149.2,951.2,231.4,190.9,246.6,941.6,883.6,163.3,860.8,422.7,245.2,867.7,181.1,772.5,832.0,887.3,868.0,211.5,999.7,161.5,152.5,276.6,949.9,870.0,873.9,113.7,27.7,119.0,105.7,878.3,295.3,859.1,237.3,931.8,852.1,789.2,105.6,216.5,843.3,911.3,903.3,165.7,753.4,252.8,919.9,834.6,943.7,740.5,857.7,995.2,783.5,904.3,151.3,852.1,937.1,879.2,845.6,913.4,922.7,843.3,248.1,45.4,821.4,919.9,848.4,172.8,961.0,192.7,240.6,0.0,876.8,939.9,897.2,515.7,890.4,857.3,185.4,69.1,288.2,151.5,968.0
ZA,344.0,209.1,1064.3,240.3,927.5,208.4,280.5,312.1,25.5,365.0,333.6,342.9,858.5,330.6,224.4,252.7,1018.4,227.6,197.8,356.9,242.6,261.3,946.8,307.6,720.6,909.2,905.5,979.1,230.1,104.2,661.0,984.3,917.6,923.0,880.5,298.1,263.6,187.3,300.2,288.8,192.0,220.3,96.8,908.2,385.2,924.1,228.8,218.9,667.1,888.4,845.4,65.9,2661.1,363.1,356.8,206.5,972.4,222.2,242.2,284.5,911.5,213.2,620.6,260.1,237.6,900.1,312.7,868.7,292.1,617.7,224.1,224.7,220.2,264.6,330.1,245.1,843.0,405.0,244.1,318.8,290.1,892.9,386.9,915.2,931.7,426.6,220.5,285.5,167.8,826.5,868.6,248.8,972.1,860.1,276.4,191.9,900.5,304.5,874.1,969.9,1025.6,196.8,32.4,948.0,56.0,612.7,866.0,117.2,965.8,264.4,321.6,276.4,58.2,932.4,345.3,938.3,929.3,882.0,339.0,304.6,143.6,884.8,833.4,880.8,833.8,203.6,881.3,108.6,883.6,285.1,184.0,205.8,882.1,889.3,175.2,345.9,152.8,899.5,202.5,884.5,251.8,245.5,218.5,220.6,156.5,321.4,200.1,159.5,885.1,184.0,280.9,139.4,177.5,197.5,240.4,300.9,891.4,834.5,83.6,246.1,281.1,951.8,292.9,920.8,1019.6,866.2,0.0,266.1,146.7,595.4,213.9,291.9,919.2,840.2,865.6,885.3,281.0
ZB,129.5,264.5,1124.8,230.3,982.3,161.4,150.1,79.1,266.9,186.9,155.5,212.5,919.0,200.2,165.9,308.1,1062.8,276.2,176.8,226.5,298.0,316.7,1007.3,136.7,781.1,969.7,966.0,1039.6,107.8,191.5,599.6,1044.8,972.4,983.5,941.0,21.2,127.1,242.7,169.8,344.2,104.9,118.3,184.1,963.0,329.5,978.9,171.8,274.3,727.6,948.9,900.2,220.0,2715.9,205.6,178.7,120.0,1027.2,283.3,147.4,339.9,966.3,268.6,675.4,321.2,298.1,954.9,155.9,929.2,126.9,672.5,108.8,280.1,167.5,259.7,194.0,42.1,903.5,221.2,156.5,163.6,132.6,953.4,229.4,970.0,986.5,365.2,127.7,101.7,213.8,881.3,923.4,137.1,1026.9,914.9,92.6,178.6,955.3,141.3,934.6,1030.4,1086.1,183.5,273.8,1002.8,231.3,673.2,920.8,210.5,1020.6,319.2,377.0,92.6,238.5,987.2,147.2,993.1,984.1,942.5,155.2,168.5,210.1,945.3,888.2,950.6,894.3,128.4,941.8,218.9,944.1,121.9,146.5,261.2,936.9,949.8,169.0,209.8,223.0,954.3,263.6,939.3,103.8,306.6,182.8,276.0,193.9,156.2,255.5,199.8,939.9,160.2,102.8,215.4,161.8,152.5,126.6,356.3,946.2,895.0,191.9,48.8,336.5,1012.3,89.9,981.3,1080.1,926.7,287.0,0.0,216.9,650.2,129.5,155.8,974.0,900.7,926.1,940.1,129.0
ZD,303.3,208.1,1069.0,196.1,926.5,108.2,285.2,265.7,130.6,324.3,292.9,347.6,863.2,335.3,180.2,251.7,1017.4,232.3,153.6,361.6,241.6,260.3,951.5,231.7,725.3,913.9,914.2,983.8,153.3,56.2,660.0,989.0,916.6,927.7,885.2,251.7,213.7,186.3,304.9,287.8,129.4,181.6,63.6,907.2,389.9,923.1,122.9,217.9,671.8,893.1,844.4,102.0,2660.1,318.9,316.1,117.5,971.4,226.9,198.0,283.5,910.5,212.2,619.6,264.8,242.3,899.1,265.0,873.4,221.9,619.6,194.6,223.7,114.3,225.5,329.1,198.7,847.7,358.6,138.2,268.9,245.9,897.6,342.7,914.2,930.7,425.6,154.1,239.1,38.3,825.5,867.6,204.6,971.1,859.1,230.0,69.2,899.5,254.6,878.8,974.6,1030.3,64.3,137.5,947.0,92.1,617.4,865.0,20.1,964.8,263.4,320.6,230.0,72.5,931.4,304.6,937.3,928.3,886.7,292.6,303.6,43.3,889.5,832.4,885.5,838.5,170.6,886.0,28.5,888.3,235.2,104.3,204.8,881.1,894.0,81.8,344.9,6.1,898.5,207.2,883.5,205.4,250.2,66.0,219.6,56.2,222.1,199.1,52.3,884.1,90.6,240.2,39.1,127.6,97.3,134.5,299.9,890.4,839.2,92.5,205.4,280.1,956.5,246.5,925.5,1024.3,870.9,144.9,225.4,0.0,594.4,108.0,290.9,918.2,844.9,870.3,884.3,175.1
ZK,681.6,475.7,719.6,574.8,577.1,607.5,534.8,663.4,559.9,635.1,641.2,597.2,513.8,584.9,579.9,519.3,657.6,412.7,554.8,611.2,509.2,522.1,602.1,658.9,295.0,564.5,560.8,634.4,587.1,504.2,574.9,639.6,567.2,578.3,535.8,649.4,593.5,453.9,554.5,549.6,549.0,571.6,496.8,557.8,536.2,573.7,622.2,474.7,77.3,543.7,495.0,532.7,2403.8,698.7,656.6,564.1,622.0,494.5,577.8,478.1,561.1,479.8,19.7,526.6,434.6,549.7,601.4,524.0,649.1,30.6,581.1,460.2,613.6,587.5,578.7,596.4,498.3,669.4,637.5,582.9,625.7,548.2,722.5,564.8,581.3,571.9,571.8,619.2,601.5,476.1,518.2,584.4,621.7,509.7,570.5,619.9,550.1,634.4,529.4,625.2,680.9,624.8,566.8,597.6,544.0,263.7,515.6,550.9,615.4,455.7,515.2,570.5,551.2,582.0,682.9,587.9,578.9,537.3,633.1,553.2,557.1,540.1,483.0,545.4,489.1,561.5,536.6,542.3,538.9,615.0,535.3,472.4,531.7,544.6,526.5,594.5,586.5,549.1,436.6,534.1,603.1,517.8,626.9,423.7,540.9,678.4,466.7,587.5,534.7,535.3,620.3,562.4,528.8,596.6,605.9,526.5,541.0,489.8,504.6,603.1,531.6,607.1,644.2,576.1,674.9,521.5,560.0,623.1,580.4,0.0,573.6,540.5,568.8,495.5,520.9,534.9,651.2
