from_stop,AL,AO,AV,BF,BI,BK,BM,BQ,BR,CH,CI,CR,CS,CT,CZ,DA,DD,DF,DK,DL,DN,DO,EB,EI,EJ,EK,EL,EO,ES,EU,FB,FF,FU,FW,FX,GC,GJ,GL,GS,GV,GX,HK,HR,HS,HU,HV,HZ,IG,IJ,IQ,JA,JE,JF,JZ,KF,KJ,KL,KM,KN,KU,KW,KX,KY,LB,LE,LG,LO,LR,LW,MA,MD,MJ,MM,MO,MR,MW,MY,NE,NO,NQ,NR,NT,NU,NW,OI,OQ,OX,OZ,PC,PH,PJ,PK,PQ,PR,PS,PZ,QD,QE,QG,QK,QN,RB,RC,RE,RH,RL,RT,RW,SA,SJ,SL,SM,SP,SQ,SX,SY,TC,TD,TE,TL,TU,UA,UB,UD,UF,UG,UN,UQ,UT,UZ,VE,VK,VL,VQ,VT,WF,WH,WL,WO,WP,WU,WV,XA,XD,XF,XH,XQ,XT,XX,YB,YH,YQ,YV,YY,YZ,ZB,ZP,ZV,ZX
UF,878.4,891.1,377.1,291.5,455.7,271.7,949.8,957.8,374.0,921.7,686.9,904.0,325.4,525.5,417.4,615.7,49.7,214.6,234.0,374.2,492.4,139.2,150.4,100.8,71.9,228.3,477.8,246.1,89.8,426.6,269.8,473.2,565.8,545.9,256.4,62.2,266.7,944.5,369.1,954.2,921.2,916.9,919.4,65.5,275.0,551.5,484.7,935.2,622.1,812.0,801.0,907.7,686.7,99.5,302.5,211.2,1528.5,243.8,239.3,789.0,513.6,862.6,339.1,617.0,360.4,131.9,731.6,838.0,685.7,842.8,911.3,855.3,101.8,651.4,638.0,875.8,828.7,103.7,917.8,104.5,147.7,802.8,524.2,400.9,246.8,862.2,788.8,240.0,386.2,125.4,203.9,677.8,533.0,60.1,943.0,855.1,704.7,797.5,519.2,289.9,711.6,567.0,868.5,390.8,483.9,263.4,695.1,963.4,899.3,837.3,160.6,845.6,158.1,857.8,122.9,218.1,454.7,799.5,955.3,645.6,76.9,787.6,835.5,494.8,0.0,114.4,212.4,86.7,924.0,407.9,190.8,505.0,161.4,535.0,642.8,906.7,938.7,891.0,241.5,827.3,447.5,120.4,250.6,459.8,951.2,870.4,222.1,777.5,105.5,934.2,370.2,680.2,560.6,858.5,810.6,145.3,920.8,375.7,839.2
UG,851.4,864.1,400.6,315.0,479.2,295.2,922.8,930.8,402.6,894.7,659.9,877.0,348.9,554.1,440.9,639.2,149.1,187.6,257.5,397.7,515.9,177.0,188.8,171.2,139.1,251.8,501.3,269.6,128.2,450.1,293.3,496.7,589.3,569.4,229.4,103.7,290.2,917.5,342.1,927.2,894.2,889.9,892.4,177.4,298.5,575.0,513.3,913.3,595.1,785.0,774.0,880.7,659.7,69.6,326.0,234.7,1501.5,272.4,212.3,762.0,537.1,835.6,362.6,590.0,383.9,124.1,704.6,811.0,658.7,815.8,884.3,833.4,140.4,624.4,611.0,848.8,801.7,102.7,890.8,146.0,122.3,775.8,547.7,424.4,224.9,835.2,761.8,263.5,409.7,61.9,194.5,650.8,556.5,172.0,916.0,828.1,677.3,770.5,542.7,262.9,684.6,587.6,841.5,419.4,507.4,286.9,673.2,936.4,872.3,810.3,135.2,818.6,195.3,830.8,146.4,191.1,483.3,772.5,928.3,669.1,118.4,760.6,808.5,518.3,111.8,0.0,185.4,128.2,897.0,431.4,163.8,528.5,184.9,558.5,615.8,879.7,911.7,864.0,265.0,800.3,468.1,16.4,223.6,483.3,924.2,843.4,245.6,750.5,141.0,904.3,393.7,653.2,584.1,836.6,788.7,168.8,893.8,399.2,812.2
UN,954.9,967.6,538.4,452.8,473.3,289.3,1026.3,950.6,535.3,998.2,763.4,980.5,486.7,502.0,491.3,633.3,335.7,150.2,395.3,535.0,510.0,328.2,246.6,350.7,346.8,389.6,495.4,407.4,186.0,444.2,431.1,490.8,583.4,563.5,78.2,241.5,284.3,929.0,445.6,1030.7,997.7,993.4,995.9,380.2,436.3,569.1,502.3,1011.7,617.8,888.5,877.5,984.2,763.2,153.9,463.8,372.5,1545.3,405.1,141.4,865.5,584.9,939.1,500.4,622.9,521.7,282.1,808.1,914.5,626.2,919.3,987.8,931.8,281.1,623.9,714.5,952.3,905.2,260.7,994.3,283.8,268.5,879.3,503.3,510.0,133.9,938.7,865.3,401.3,547.5,246.2,375.1,754.3,550.6,383.4,935.8,931.6,671.4,874.0,536.8,130.1,696.8,584.6,945.0,552.1,501.5,424.7,771.6,949.2,975.8,913.8,281.4,922.1,368.8,934.3,284.2,153.7,472.3,876.0,939.8,663.2,256.2,864.1,912.0,533.4,323.2,205.2,0.0,266.0,1000.5,459.7,18.1,523.2,322.7,552.6,719.3,983.2,923.2,967.5,402.8,903.8,465.1,211.2,72.4,477.4,944.0,946.9,383.4,854.0,242.9,1010.7,531.5,756.7,578.2,935.0,887.1,306.6,997.3,535.2,915.7
UQ,904.5,917.2,383.2,297.6,461.8,265.4,972.3,939.1,385.4,947.8,713.0,930.1,331.5,536.9,423.5,621.8,113.7,240.7,240.1,380.3,498.5,68.6,176.5,158.6,103.7,234.4,483.9,252.2,115.9,432.7,275.9,484.6,571.9,552.0,282.5,35.5,272.8,917.5,395.2,980.3,947.3,943.0,945.5,142.0,273.6,557.6,496.1,961.3,606.3,838.1,827.1,939.1,712.8,130.9,308.6,217.3,1622.6,249.9,265.4,815.1,519.7,888.7,345.2,611.4,366.5,154.3,757.7,864.1,614.7,868.9,937.4,881.4,9.5,612.4,664.1,901.9,854.8,219.6,949.2,45.2,234.0,828.9,530.3,407.0,272.9,888.3,814.9,246.1,392.3,151.5,135.5,703.9,539.1,136.6,924.3,877.6,659.9,828.9,525.3,242.7,685.3,578.4,894.6,402.2,490.0,269.5,721.2,937.7,925.4,868.7,223.1,871.7,111.9,883.9,129.0,244.2,466.1,825.6,928.3,651.7,9.8,819.0,866.9,500.9,76.4,129.9,238.5,0.0,950.1,414.0,216.9,511.1,174.7,541.1,668.9,932.8,911.7,922.4,247.6,853.4,458.9,146.5,276.7,465.9,932.5,896.5,228.2,803.6,200.7,960.3,376.3,706.3,572.0,889.9,842.0,156.7,946.9,381.8,865.3
UT,155.6,42.8,804.1,833.3,691.9,798.3,168.4,120.5,819.8,54.4,306.9,85.1,820.2,720.6,709.9,602.0,931.0,894.8,924.4,797.4,543.0,923.5,1000.6,946.0,942.1,892.9,714.0,936.5,940.0,518.2,850.7,510.6,544.3,456.6,881.4,939.0,797.9,50.8,687.8,23.0,140.9,98.0,47.2,975.5,1006.8,664.0,720.9,4.0,402.9,274.0,262.9,115.9,289.2,893.5,807.8,910.0,1212.7,864.6,870.1,152.2,803.5,73.8,784.9,397.8,768.7,966.8,266.4,186.9,466.5,308.8,131.0,205.9,937.5,432.2,344.5,112.0,157.6,938.6,28.7,971.5,957.6,291.9,721.9,728.6,862.6,149.0,206.4,933.1,795.0,935.3,970.4,404.8,688.4,978.7,105.7,178.9,485.5,217.7,516.6,829.5,419.8,722.4,318.9,798.8,499.7,1005.5,289.5,32.2,80.4,214.6,970.5,278.0,964.1,86.3,908.0,891.3,581.4,195.4,40.8,534.4,953.7,237.8,267.9,752.0,918.5,902.7,963.5,963.5,0.0,678.3,941.9,741.8,946.5,468.1,339.7,81.6,56.1,72.1,862.3,289.3,683.7,908.7,887.2,696.0,113.9,302.8,899.1,227.7,940.4,133.3,811.0,282.7,716.0,308.9,159.5,930.4,25.6,753.8,187.5
UZ,596.7,609.4,153.1,154.9,125.6,377.6,668.1,676.1,141.4,640.0,396.5,622.3,141.8,154.3,58.9,320.8,395.6,529.4,246.0,75.2,198.7,406.1,465.2,410.6,406.7,214.5,147.7,258.1,404.6,318.4,172.3,179.5,270.9,233.0,460.7,395.0,491.4,662.8,284.9,672.5,639.5,635.2,637.7,440.1,328.4,214.9,154.6,653.5,287.3,530.3,519.3,626.0,405.0,414.3,129.4,231.6,1382.6,186.2,449.4,507.3,237.2,580.9,106.5,292.4,117.7,446.7,449.9,556.3,295.7,561.1,629.6,573.6,420.1,293.4,347.6,594.1,547.0,418.5,636.1,437.3,462.5,521.1,155.6,77.6,441.9,580.5,507.1,254.7,144.0,440.2,453.0,387.4,239.3,443.3,661.3,573.4,340.9,515.8,225.5,408.8,366.3,273.3,586.8,147.8,190.2,327.1,413.4,681.7,617.6,555.6,475.4,563.9,446.7,576.1,306.5,532.9,161.0,517.8,673.6,295.5,409.7,505.9,553.8,185.7,383.1,429.2,527.2,419.5,642.3,0.0,505.6,175.5,329.9,222.1,352.4,625.0,657.0,609.3,183.9,545.6,117.4,435.2,466.5,129.7,669.5,588.7,220.7,495.8,420.3,652.5,160.0,398.5,266.9,576.8,528.9,297.5,639.1,102.8,557.5
VE,936.7,949.4,520.2,434.6,455.1,271.1,1008.1,932.4,517.1,980.0,745.2,962.3,468.5,483.8,473.1,615.1,317.5,132.0,377.1,516.8,491.8,310.0,228.4,332.5,328.6,371.4,477.2,389.2,167.8,426.0,412.9,472.6,565.2,545.3,60.0,223.3,266.1,910.8,427.4,1012.5,979.5,975.2,977.7,362.0,418.1,550.9,484.1,993.5,599.6,870.3,859.3,966.0,745.0,135.7,445.6,354.3,1527.1,386.9,123.2,847.3,566.7,920.9,482.2,604.7,503.5,263.9,789.9,896.3,608.0,901.1,969.6,913.6,262.9,605.7,696.3,934.1,887.0,242.5,976.1,265.6,250.3,861.1,485.1,491.8,115.7,920.5,847.1,383.1,529.3,228.0,356.9,736.1,532.4,365.2,917.6,913.4,653.2,855.8,518.6,111.9,678.6,566.4,926.8,533.9,483.3,406.5,753.4,931.0,957.6,895.6,263.2,903.9,350.6,916.1,266.0,135.5,454.1,857.8,921.6,645.0,238.0,845.9,893.8,515.2,305.0,187.0,21.6,247.8,982.3,441.5,0.0,505.0,304.5,534.4,701.1,965.0,905.0,949.3,384.6,885.6,446.9,193.0,54.2,459.2,925.8,928.7,365.2,835.8,224.7,992.5,513.3,738.5,560.0,916.8,868.9,288.4,979.1,517.0,897.5
VK,667.0,679.7,146.7,222.4,83.3,447.9,738.4,746.4,303.8,710.3,466.8,692.6,304.2,20.4,193.9,391.1,507.6,544.4,408.4,237.6,269.0,518.1,577.2,522.6,518.7,376.9,105.4,420.5,516.6,388.7,324.2,249.8,341.2,303.3,531.0,507.0,447.5,733.1,355.2,742.8,709.8,705.5,708.0,552.1,490.8,285.2,112.3,723.8,357.6,600.6,589.6,696.3,475.3,526.3,291.8,394.0,1452.9,298.2,519.7,577.6,61.6,651.2,268.9,362.7,164.2,558.7,520.2,626.6,366.0,631.4,699.9,643.9,532.1,363.7,417.9,664.4,617.3,530.5,706.4,549.3,574.5,591.4,19.1,204.7,512.2,650.8,577.4,417.1,137.6,552.2,565.0,457.7,309.6,555.3,731.6,643.7,411.2,586.1,295.8,479.1,436.6,343.6,657.1,124.1,260.5,355.8,483.7,752.0,687.9,625.9,587.4,634.2,558.7,646.4,418.5,540.9,231.3,588.1,743.9,347.8,521.7,576.2,624.1,10.2,495.1,541.2,639.2,531.5,712.6,162.3,617.6,0.0,457.0,292.4,422.7,695.3,727.3,679.6,295.9,615.9,75.1,547.2,536.8,42.2,739.8,659.0,383.1,566.1,532.3,722.8,153.6,468.8,337.2,647.1,599.2,440.9,709.4,179.5,627.8
VL,916.9,929.6,316.2,230.6,445.8,259.5,984.7,933.2,313.1,960.2,716.7,942.5,264.5,464.6,356.5,615.9,171.1,304.9,130.6,304.4,518.9,187.6,240.7,186.1,182.2,102.7,467.9,142.7,180.1,426.8,208.9,505.7,566.0,553.2,288.7,186.7,266.9,911.6,391.9,992.7,959.7,955.4,957.9,215.6,164.1,535.1,480.8,979.7,607.5,850.5,839.5,952.2,725.2,195.8,176.9,85.6,1527.9,188.9,277.4,827.5,452.7,901.1,278.2,612.6,299.5,222.2,770.1,876.5,615.9,881.3,949.8,899.8,201.6,613.6,667.8,914.3,867.2,195.9,962.3,212.8,238.0,841.3,463.3,340.0,275.9,900.7,827.3,114.4,325.3,215.7,228.5,707.6,559.5,218.8,918.4,890.0,661.1,842.0,545.7,236.8,686.5,593.5,907.0,329.9,510.4,202.5,739.6,937.8,937.8,881.8,250.9,884.1,223.6,896.3,46.1,308.4,481.2,838.0,922.4,615.7,185.2,832.1,880.0,433.9,158.6,194.1,302.7,200.5,962.5,320.1,281.1,444.1,0.0,542.3,672.6,945.2,905.8,929.5,180.6,865.8,443.6,210.7,294.5,449.9,926.6,908.9,96.5,816.0,185.8,972.7,315.3,718.7,593.1,903.0,849.1,25.7,959.3,314.8,877.7
VQ,374.5,387.2,343.2,372.4,231.0,367.7,445.9,453.9,358.9,417.8,174.3,400.1,359.3,259.7,249.0,133.8,500.4,464.2,463.5,292.7,160.0,492.9,570.0,515.4,511.5,432.0,253.1,475.6,509.4,122.1,389.8,42.4,83.9,10.8,450.8,499.8,367.3,440.6,219.6,450.3,417.3,413.0,415.5,544.9,545.9,156.2,260.0,431.3,65.1,308.1,297.1,403.8,182.8,519.1,346.9,449.1,1384.3,403.7,439.5,285.1,342.6,358.7,324.0,70.2,307.8,578.6,227.7,334.1,73.5,338.9,407.4,351.4,506.9,71.2,125.4,371.9,324.8,523.3,413.9,540.9,583.3,298.9,261.0,267.7,432.0,358.3,284.9,472.2,334.1,545.0,539.8,165.2,180.6,548.1,439.1,351.2,118.7,293.6,186.8,398.9,144.1,214.6,364.6,337.9,31.5,544.6,191.2,459.5,395.4,333.4,572.4,341.7,533.5,353.9,477.4,460.7,122.3,295.6,451.4,231.0,546.0,283.7,331.6,291.1,487.9,534.0,532.9,536.2,420.1,217.4,511.3,280.9,547.4,0.0,130.2,402.8,434.8,387.1,401.4,323.4,222.8,540.0,456.6,235.1,447.3,366.5,438.2,273.6,525.1,430.3,350.1,176.3,208.2,354.6,306.7,515.0,416.9,292.9,335.3
VT,267.4,280.1,480.0,509.2,367.8,504.5,338.8,346.8,495.7,310.7,44.0,293.0,496.1,396.5,385.8,294.4,637.2,601.0,600.3,429.5,296.8,629.7,706.8,652.2,648.3,568.8,389.9,612.4,646.2,251.5,526.6,179.2,204.5,125.2,587.6,635.9,504.1,333.5,356.4,343.2,310.2,305.9,308.4,681.7,682.7,293.0,396.8,324.2,71.5,219.0,208.0,296.7,62.2,590.4,483.7,585.9,1326.5,540.5,576.3,178.0,479.4,251.6,460.8,66.4,444.6,663.7,138.6,227.0,135.1,249.8,300.3,262.3,643.7,100.8,4.7,264.8,217.7,635.5,306.8,677.7,654.5,209.8,397.8,404.5,568.8,251.2,195.8,609.0,470.9,632.2,676.6,65.0,317.4,684.9,332.0,244.1,154.1,204.5,323.6,535.7,80.0,351.4,275.5,474.7,168.3,681.4,102.1,352.4,288.3,244.3,667.4,252.6,670.3,246.8,614.2,597.5,259.1,206.5,344.3,367.8,650.6,194.6,242.5,427.9,624.7,599.6,669.7,660.4,313.0,354.2,648.1,417.7,684.2,136.7,0.0,295.7,327.7,280.0,538.2,234.3,359.6,605.6,593.4,371.9,340.2,277.4,575.0,184.5,637.3,323.2,486.9,68.9,345.0,265.5,199.6,651.8,309.8,429.7,246.2
WF,170.4,126.0,774.5,803.7,662.3,799.0,240.6,192.7,790.2,76.0,270.0,138.9,790.6,691.0,680.3,565.1,931.7,895.5,894.8,724.0,643.5,924.2,943.4,946.7,942.8,863.3,684.4,906.9,882.8,481.3,821.1,473.7,507.4,419.7,882.1,902.1,798.6,151.7,650.9,123.9,194.7,151.8,148.1,976.2,977.2,587.5,691.3,104.9,366.0,237.1,226.0,169.7,252.3,856.6,778.2,880.4,1266.5,835.0,870.8,115.3,773.9,33.2,755.3,360.9,739.1,929.9,229.5,150.0,429.6,271.9,184.8,169.0,938.2,395.3,307.6,110.7,120.7,901.7,72.1,944.4,920.7,255.0,692.3,699.0,863.3,147.7,169.5,903.5,765.4,898.4,971.1,367.9,611.9,979.4,177.9,147.1,448.6,180.8,617.1,830.2,382.9,645.9,282.0,769.2,462.8,975.9,252.6,133.1,134.2,177.7,933.6,241.1,964.8,92.7,944.8,892.0,553.6,158.5,141.7,634.9,916.8,200.9,231.0,722.4,919.2,865.8,964.2,926.6,100.8,648.7,942.6,712.2,978.7,431.2,302.8,0.0,157.0,125.9,832.7,252.4,654.1,871.8,887.9,666.4,186.1,265.9,869.5,190.8,903.5,169.1,781.4,245.8,639.5,272.0,122.6,946.3,75.1,724.2,150.6
WH,178.9,90.8,747.9,777.1,635.7,742.1,112.2,64.3,763.6,115.3,312.2,108.4,764.0,664.4,653.7,607.3,874.8,838.6,868.2,741.2,486.8,867.3,944.4,889.8,885.9,836.7,657.8,880.3,883.8,523.5,794.5,515.9,549.6,461.9,825.2,874.2,741.7,5.7,649.4,35.9,164.2,121.3,95.2,919.3,950.6,607.8,664.7,56.6,408.2,279.3,268.2,139.2,294.5,893.5,751.6,853.8,1236.0,808.4,813.9,157.5,747.3,134.7,728.7,403.1,712.5,953.0,271.7,192.2,471.8,314.1,154.3,211.2,881.3,437.5,349.8,117.3,162.9,897.7,89.5,915.3,957.7,297.2,665.7,672.4,806.4,154.3,211.7,876.9,738.8,940.6,914.2,410.1,632.2,922.5,49.5,189.3,490.8,223.0,460.4,773.3,425.1,666.2,324.2,742.6,505.0,949.3,294.8,25.9,103.7,219.9,946.8,283.3,907.9,91.6,851.8,835.1,525.2,200.7,16.6,478.2,920.4,243.1,273.2,695.8,862.3,908.0,907.3,910.6,60.8,622.1,885.7,685.6,890.3,473.4,345.0,142.5,0.0,95.4,806.1,294.6,627.5,914.0,831.0,639.8,57.7,308.1,842.9,233.0,899.5,104.6,754.8,288.0,659.8,314.2,164.8,874.2,86.5,697.6,192.8
WL,83.4,27.9,747.1,776.3,634.9,771.6,115.3,112.6,762.8,115.3,242.6,12.9,763.2,663.6,652.9,537.7,904.3,868.1,867.4,696.6,563.4,896.8,916.0,919.3,915.4,835.9,657.0,879.5,855.4,453.9,793.7,446.3,480.0,392.3,854.7,874.7,771.2,99.3,623.5,91.0,68.7,25.8,56.2,948.8,949.8,560.1,663.9,72.0,338.6,209.7,198.6,43.7,224.9,829.2,750.8,853.0,1140.5,807.6,843.4,87.9,746.5,90.1,727.9,333.5,711.7,902.5,202.1,122.6,402.2,244.5,58.8,141.6,910.8,367.9,280.2,47.7,93.3,874.3,89.5,917.0,893.3,227.6,664.9,671.6,835.9,84.7,142.1,876.1,738.0,871.0,943.7,340.5,584.5,952.0,97.8,106.7,421.2,153.4,537.0,802.8,355.5,618.5,254.6,741.8,435.4,948.5,225.2,100.2,8.2,150.3,906.2,213.7,937.4,22.0,917.4,864.6,526.2,131.1,108.8,554.8,889.4,173.5,203.6,695.0,891.8,827.8,936.8,904.7,60.8,621.3,915.2,684.8,958.5,403.8,275.4,142.5,93.5,0.0,805.3,225.0,626.7,844.4,860.5,639.0,106.0,238.5,842.1,163.4,866.1,76.6,754.0,218.4,612.1,244.6,95.2,918.9,86.5,696.8,123.2
WO,785.6,798.3,177.0,72.4,314.5,354.9,857.0,865.0,154.9,828.9,585.4,811.2,106.3,306.4,198.3,509.7,254.1,387.9,168.1,155.1,387.6,264.6,323.7,269.1,265.2,136.6,336.6,180.2,263.1,509.8,28.2,368.4,459.8,421.9,371.7,253.5,349.9,851.7,474.9,861.4,828.4,824.1,826.6,298.6,250.5,403.8,343.5,842.4,476.2,719.2,708.2,814.9,593.9,272.8,71.0,153.7,1571.5,2.3,360.4,696.2,294.5,769.8,120.0,481.3,141.3,305.2,638.8,745.2,484.6,750.0,818.5,762.5,278.6,482.3,536.5,783.0,735.9,277.0,825.0,295.8,321.0,710.0,305.1,181.8,352.9,769.4,696.0,176.8,167.9,298.7,311.5,576.3,428.2,301.8,850.2,762.3,529.8,704.7,414.4,319.8,555.2,462.2,775.7,171.7,379.1,185.6,602.3,870.6,806.5,744.5,333.9,752.8,305.2,765.0,165.0,391.4,349.9,706.7,862.5,484.4,268.2,694.8,742.7,275.7,241.6,287.7,385.7,278.0,831.2,188.8,364.1,285.9,203.5,411.0,541.3,813.9,845.9,798.2,0.0,734.5,306.3,293.7,377.5,318.6,858.4,777.6,142.8,684.7,278.8,841.4,183.9,587.4,455.8,765.7,717.8,187.4,828.0,156.6,746.4
WP,238.6,218.6,678.3,707.5,566.1,702.8,310.0,285.3,694.0,249.2,191.8,231.5,694.4,594.8,584.1,468.9,835.5,799.3,798.6,627.8,495.1,828.0,847.2,850.5,846.6,767.1,588.2,810.7,786.6,421.5,724.9,377.5,429.2,323.5,785.9,805.9,702.4,272.0,554.7,281.7,281.4,244.4,246.9,880.0,881.0,491.3,595.1,262.7,269.8,15.2,25.4,262.3,174.1,760.4,682.0,784.2,1343.5,738.8,774.6,183.5,677.7,190.1,659.1,264.7,642.9,833.7,80.5,218.2,333.4,89.3,271.5,136.4,842.0,299.1,229.4,203.3,188.9,805.5,245.3,848.2,824.5,72.4,596.1,602.8,767.1,222.4,69.9,807.3,669.2,802.2,874.9,289.7,515.7,883.2,270.5,215.3,352.4,96.6,521.9,734.0,304.7,549.7,102.7,673.0,366.6,879.7,125.5,290.9,226.8,118.4,837.4,79.8,868.6,185.3,848.6,795.8,457.4,80.6,282.8,566.1,820.6,41.4,69.7,626.2,823.0,769.6,868.0,830.4,251.5,552.5,846.4,616.0,882.5,335.0,224.6,234.2,266.2,218.5,736.5,0.0,557.9,775.6,791.7,570.2,278.7,104.6,773.3,51.5,807.3,261.7,685.2,167.6,543.3,92.7,190.8,850.1,248.3,628.0,125.9
WU,605.4,618.1,226.5,255.7,8.2,386.3,673.2,684.8,242.2,648.7,405.2,631.0,242.6,70.4,132.3,329.5,496.4,482.8,346.8,176.0,207.4,506.9,566.0,511.4,507.5,315.3,30.3,358.9,505.4,327.1,273.1,188.2,279.6,241.7,469.4,512.0,385.9,671.5,293.6,681.2,648.2,643.9,646.4,540.9,429.2,223.6,37.1,662.2,296.0,539.0,528.0,634.7,413.7,515.1,230.2,332.4,1391.3,287.0,458.1,516.0,153.3,589.6,207.3,301.1,191.1,547.5,458.6,565.0,304.4,569.8,638.3,582.3,520.9,302.1,356.3,602.8,555.7,521.2,644.8,538.1,563.3,529.8,71.7,151.0,450.6,589.2,515.8,355.5,217.4,541.0,553.8,396.1,248.0,544.1,670.0,578.5,349.6,524.5,234.2,417.5,375.0,282.0,595.5,215.8,198.9,427.9,422.1,690.4,626.3,564.3,576.2,572.6,547.5,584.8,407.3,479.3,169.7,526.5,682.3,286.2,510.5,514.6,562.5,101.8,483.9,530.0,628.0,520.3,651.0,100.7,606.4,91.6,437.9,230.8,361.1,633.7,665.7,618.0,284.7,554.3,0.0,536.0,475.2,45.8,678.2,597.4,321.5,504.5,521.1,661.2,233.4,407.2,275.6,585.5,537.6,398.3,647.8,176.2,566.2
WV,849.7,862.4,398.9,313.3,477.5,293.5,921.1,929.1,395.8,893.0,658.2,875.3,347.2,547.3,439.2,637.5,147.4,185.9,255.8,396.0,514.2,178.2,172.3,169.5,137.4,250.1,499.6,267.9,111.7,448.4,291.6,495.0,587.6,567.7,227.7,102.0,288.5,915.8,340.4,925.5,892.5,888.2,890.7,175.7,296.8,573.3,506.5,906.5,593.4,783.3,772.3,879.0,658.0,70.8,324.3,233.0,1499.8,265.6,210.6,760.3,535.4,833.9,360.9,588.3,382.2,107.6,702.9,809.3,657.0,814.1,882.6,826.6,141.6,622.7,609.3,847.1,800.0,86.2,889.1,144.3,112.0,774.1,546.0,422.7,218.1,833.5,760.1,261.8,408.0,48.3,178.0,649.1,554.8,170.3,914.3,826.4,675.6,768.8,541.0,261.2,682.9,588.8,839.8,412.6,505.7,285.2,666.4,934.7,870.6,808.6,124.9,816.9,178.8,829.1,144.7,189.4,476.5,770.8,926.6,667.4,116.7,758.9,806.8,516.6,110.1,28.7,183.7,126.5,895.3,429.7,162.1,526.8,183.2,556.8,614.1,878.0,910.0,862.3,263.3,798.6,469.3,0.0,221.9,481.6,922.5,841.7,243.9,748.8,124.5,905.5,392.0,651.5,582.4,829.8,781.9,167.1,892.1,397.5,810.5
XA,854.7,867.4,494.4,408.8,400.8,216.8,926.1,878.1,491.3,898.0,654.5,880.3,442.7,429.5,418.8,560.8,263.2,93.6,351.3,462.5,437.5,255.7,268.6,278.2,274.3,345.6,422.9,363.4,208.0,371.7,387.1,418.3,510.9,491.0,5.7,262.6,211.8,856.5,336.8,930.5,897.5,893.2,895.7,307.7,392.3,496.6,429.8,911.5,545.3,788.3,777.3,884.0,663.0,175.9,419.8,328.5,1472.8,361.1,68.9,765.3,512.4,838.9,456.4,550.4,477.6,304.1,707.9,814.3,553.7,819.1,887.6,831.6,269.7,551.4,605.6,852.1,805.0,282.7,894.1,303.7,290.5,779.1,430.8,437.5,61.4,838.5,765.1,357.3,503.5,268.2,302.6,645.4,478.1,310.9,863.3,831.4,598.9,773.8,464.3,57.6,624.3,512.1,844.8,507.7,429.0,380.7,671.4,876.7,875.6,813.6,303.4,821.9,296.3,834.1,240.2,90.1,399.8,775.8,867.3,590.7,308.8,763.9,811.8,460.9,250.7,227.2,76.2,299.0,900.3,387.2,54.6,450.7,278.7,480.1,610.4,883.0,850.7,867.3,358.8,803.6,392.6,233.2,0.0,404.9,871.5,846.7,339.4,753.8,264.9,910.5,487.5,656.5,505.7,834.8,786.9,262.6,897.1,462.7,815.5
XD,624.7,637.4,192.5,268.2,41.0,405.6,696.1,704.1,261.5,668.0,424.5,650.3,261.9,24.5,151.6,348.8,515.7,502.1,366.1,195.3,226.7,526.2,585.3,530.7,526.8,334.6,63.1,378.2,524.7,346.4,292.4,207.5,298.9,261.0,488.7,515.1,405.2,690.8,312.9,700.5,667.5,663.2,665.7,560.2,448.5,242.9,70.0,681.5,315.3,558.3,547.3,654.0,433.0,534.4,249.5,351.7,1410.6,306.3,477.4,535.3,107.4,608.9,226.6,320.4,210.0,566.8,477.9,584.3,323.7,589.1,657.6,601.6,540.2,321.4,375.6,622.1,575.0,538.6,664.1,557.4,582.6,549.1,25.8,170.3,469.9,608.5,535.1,374.8,183.4,560.3,573.1,415.4,267.3,563.4,689.3,601.4,368.9,543.8,253.5,436.8,394.3,301.3,614.8,169.9,218.2,401.6,441.4,709.7,645.6,583.6,595.5,591.9,566.8,604.1,426.6,498.6,189.0,545.8,701.6,305.5,529.8,533.9,581.8,55.9,503.2,549.3,647.3,539.6,670.3,120.0,625.7,45.7,450.0,250.1,380.4,653.0,685.0,637.3,304.0,573.6,32.8,555.3,494.5,0.0,697.5,616.7,340.8,523.8,540.4,680.5,199.4,426.5,294.9,604.8,556.9,417.6,667.1,195.5,585.5
XF,128.0,107.0,808.2,837.4,696.0,781.9,54.4,6.5,823.9,172.1,303.7,99.9,824.3,724.7,714.0,598.8,914.6,878.4,928.5,757.7,526.6,907.1,984.2,929.6,925.7,897.0,718.1,940.6,923.6,515.0,854.8,507.4,541.1,453.4,865.0,935.8,781.5,62.5,684.6,92.6,131.3,112.8,95.7,959.1,1010.9,621.2,725.0,113.3,399.7,270.8,259.7,130.7,286.0,890.3,811.9,914.1,1203.1,868.7,853.7,149.0,807.6,151.2,789.0,394.6,772.8,963.6,263.2,183.7,463.3,305.6,121.4,202.7,921.1,429.0,341.3,108.8,154.4,935.4,146.3,978.1,954.4,288.7,726.0,732.7,846.2,145.8,203.2,937.2,799.1,932.1,954.0,401.6,645.6,962.3,8.2,151.3,482.3,214.5,500.2,813.1,416.6,679.6,315.7,802.9,496.5,1009.6,286.3,82.7,95.2,211.4,967.3,274.8,947.7,83.1,891.6,874.9,565.0,192.2,73.3,518.0,950.5,234.6,264.7,756.1,902.1,899.5,947.1,960.3,117.6,682.4,925.5,745.9,930.1,464.9,336.5,195.3,56.7,86.9,866.4,286.1,687.8,905.5,870.8,700.1,0.0,299.6,903.2,224.5,937.2,96.1,815.1,279.5,673.2,305.7,156.3,980.0,143.3,757.9,184.3
