from_stop,AD,AE,AH,AJ,AL,AO,AQ,AR,AX,AY,BH,BJ,BL,BO,BR,CB,CH,CJ,CK,CL,CP,CQ,CS,CY,DA,DH,DJ,DM,DN,DO,DT,DW,DX,EB,EC,EG,EH,EQ,EU,EX,EZ,FG,FM,FN,FO,FT,FU,GE,GG,GH,GI,GJ,GT,GV,HD,HG,HJ,HK,HQ,HR,HT,HY,IB,IC,ID,IN,IU,IV,IW,IX,JA,JK,JS,KJ,KL,KN,KS,KV,LF,LG,LJ,LM,LV,ME,MF,MH,MN,MY,NB,NC,NG,NH,NK,NL,NM,NO,NT,NW,NZ,OB,OE,OG,OI,OJ,OL,OP,OS,OT,OV,OY,PA,PE,PG,PH,PI,PO,PR,PS,PT,QG,QJ,QO,QP,QX,RB,RC,RJ,RM,RN,RP,RS,RT,RW,SA,SN,SS,ST,SU,SX,SY,SZ,TS,TT,TU,TW,TX,UB,UF,UJ,UQ,UT,UU,UX,VA,VK,VQ,VV,VZ,WI,WM,WN,WQ,WY,XH,XI,XN,XO,XQ,XZ,YG,YJ,YL,YN,YT,ZB,ZF,ZG,ZJ,ZQ,ZU
UX,335.9,909.9,221.6,945.9,974.2,150.0,1010.8,950.9,312.7,388.7,1560.1,1524.3,323.5,1520.3,291.6,1610.8,288.3,58.6,1041.9,231.5,344.6,293.3,2255.5,1463.5,321.4,498.9,1062.0,293.0,1593.6,266.8,1187.9,610.7,305.7,1474.0,74.3,895.5,373.0,1457.3,892.5,1488.2,901.8,224.0,426.6,927.2,298.0,538.4,255.9,300.7,973.5,1509.3,701.2,130.9,244.0,714.1,163.8,171.7,617.5,562.8,966.9,192.0,573.1,250.5,434.8,580.2,225.9,841.5,260.6,1605.8,614.5,1067.6,1107.0,277.2,617.4,48.8,1569.5,1128.2,1532.8,215.2,1555.9,1540.7,1145.6,1206.3,251.1,1606.8,361.7,338.2,1291.0,1019.8,1055.2,81.5,142.9,915.4,333.8,235.5,81.6,1391.5,271.8,84.2,1136.3,124.2,99.8,794.6,378.4,329.3,257.6,200.0,366.4,1027.2,47.6,724.2,730.5,1080.1,1511.8,843.4,1446.1,963.3,1079.0,388.1,8.4,8.9,1225.0,48.4,83.8,1503.1,614.5,199.8,1554.1,1619.0,1507.0,786.0,937.7,1011.5,271.7,694.0,600.0,331.7,325.3,1498.7,309.2,290.4,1545.6,1524.9,265.5,975.8,359.2,1525.2,227.6,329.7,613.2,534.4,899.2,295.4,0.0,856.2,76.9,288.6,1072.0,267.7,1537.5,999.5,595.3,1500.6,1529.9,1106.7,375.9,1434.6,397.4,868.4,321.5,1512.4,243.4,405.5,102.9,1561.4,1141.8,807.1,1085.5,1485.7,725.5,1561.5
VA,747.1,604.2,777.8,640.8,686.5,977.5,852.6,663.2,652.4,918.0,976.3,970.9,733.3,936.5,840.4,1057.4,676.8,921.6,809.0,989.9,1102.9,698.7,1801.7,879.7,669.6,428.5,756.3,1039.5,1040.2,694.6,778.1,443.5,733.5,890.2,937.3,321.9,615.3,873.5,429.2,904.4,455.4,737.4,468.6,366.7,770.6,414.0,907.8,746.7,665.7,955.9,328.8,996.7,746.9,276.9,755.4,966.4,244.9,413.5,679.2,852.1,431.2,884.4,417.3,376.0,763.6,14.6,708.6,1052.4,290.8,828.1,706.2,739.8,406.3,911.8,943.9,730.6,979.0,791.8,930.3,956.9,794.1,805.5,874.6,1053.4,880.7,737.3,689.8,861.6,400.7,944.5,794.2,630.0,1080.3,982.0,944.6,807.7,853.6,947.2,736.9,949.6,816.8,312.9,907.0,688.3,661.0,781.5,760.6,747.5,910.6,189.5,263.7,817.6,928.0,447.8,862.3,705.1,785.0,507.2,871.4,853.6,824.2,911.4,946.8,919.3,290.8,851.7,1000.7,1070.1,923.2,104.4,632.0,723.8,905.2,191.6,407.4,722.8,825.2,914.9,686.8,872.2,961.8,941.1,927.9,231.0,592.9,971.4,906.4,1084.7,409.0,387.2,593.5,1041.9,862.9,0.0,939.9,985.9,789.7,1006.1,953.7,691.7,368.5,916.8,946.1,758.0,770.1,850.8,529.3,266.7,1068.0,928.6,720.0,537.2,850.4,945.1,485.9,296.1,803.2,901.9,212.2,935.9
VK,396.2,983.6,295.3,1020.2,1047.9,190.4,1051.2,1024.6,386.4,429.1,1633.8,1598.0,363.8,1594.0,332.0,1684.5,362.0,99.0,1082.3,271.9,385.0,333.6,2329.2,1537.2,364.5,572.6,1102.4,333.4,1667.3,340.5,1228.3,684.4,379.4,1547.7,114.7,969.2,446.7,1531.0,966.2,1561.9,975.5,297.7,500.3,1000.9,358.3,612.1,326.9,341.0,1047.2,1583.0,774.9,171.8,304.3,787.8,224.1,212.1,691.2,636.5,1040.6,232.4,646.8,310.8,508.5,653.9,286.2,915.2,334.3,1679.5,688.2,1108.1,1147.4,317.5,691.1,89.2,1643.2,1168.6,1606.5,275.5,1629.6,1614.4,1186.0,1246.7,291.5,1680.5,402.1,398.5,1365.9,1060.2,1128.9,121.9,216.6,989.1,374.2,275.9,122.0,1465.2,312.2,124.6,1116.3,164.6,173.5,868.3,418.8,369.6,331.3,273.7,406.8,1096.6,88.0,797.9,798.0,1120.5,1585.5,917.1,1519.8,1037.0,1119.4,461.8,65.4,82.6,1265.4,88.8,124.2,1576.8,688.2,257.3,1627.8,1692.7,1580.7,859.7,1011.4,1085.2,312.1,767.7,673.7,372.0,365.7,1572.4,369.5,330.8,1619.3,1598.6,305.9,1049.5,432.9,1598.9,268.0,370.1,686.9,608.1,972.9,335.8,73.6,929.9,0.0,329.0,1112.4,308.1,1611.2,1073.2,669.0,1574.3,1603.6,1147.1,416.3,1508.3,471.1,942.1,361.9,1586.1,317.1,479.2,176.6,1635.1,1215.5,880.8,1125.9,1559.4,799.2,1635.2
VQ,291.9,985.3,509.4,1061.6,1065.2,282.2,914.4,1107.7,486.3,190.9,1547.7,1615.6,455.6,1507.9,145.2,1702.1,461.9,263.7,945.5,74.1,257.7,425.4,2254.0,1451.1,456.3,608.2,965.6,206.1,1684.9,450.3,1091.5,702.0,489.2,1461.6,248.0,1004.8,519.4,1444.9,1001.8,1475.8,1011.1,443.0,517.9,1036.5,319.8,629.7,270.9,432.8,1067.8,1600.6,786.6,301.4,311.4,805.4,295.9,213.2,726.8,672.1,1100.6,141.2,664.4,309.7,544.1,689.5,293.3,950.8,434.2,1697.1,723.8,971.3,1010.6,409.3,708.7,273.5,1568.0,1031.8,1531.3,300.6,1554.4,1528.3,1049.2,1109.9,120.6,1698.1,163.2,311.7,1242.1,923.4,1164.5,240.8,423.4,938.2,246.9,275.1,240.7,1379.1,120.6,238.0,1039.9,254.3,339.2,903.9,179.9,461.4,441.1,487.8,254.0,1094.1,274.7,833.5,776.8,983.7,1499.4,952.7,1433.7,1120.1,982.6,479.4,315.0,332.2,1128.6,273.9,238.5,1490.7,723.8,201.3,1645.4,1606.6,1494.6,895.3,956.0,1071.0,86.8,803.3,691.3,463.8,263.8,1486.3,337.9,102.0,1533.2,1512.5,67.0,1084.9,545.6,1523.7,122.4,233.3,697.3,625.7,995.7,220.1,323.2,965.5,346.9,0.0,975.6,56.5,1609.5,1040.8,704.6,1488.2,1601.9,1010.3,243.2,1422.2,483.2,977.7,234.6,1500.0,425.6,496.8,426.2,1559.9,1137.0,916.4,989.1,1473.3,816.8,1560.0
VV,957.1,226.3,991.6,195.7,189.3,1084.0,76.4,202.5,885.0,923.1,865.0,829.3,965.9,825.2,972.7,915.7,909.4,1084.8,57.1,976.2,982.7,919.1,1568.7,768.4,892.8,630.9,38.7,1019.6,898.5,915.0,172.0,791.7,953.9,778.9,1069.1,560.5,847.9,762.2,470.7,793.1,384.6,951.2,747.2,482.7,969.9,721.4,1107.1,979.3,174.4,814.2,859.2,1064.9,946.2,949.8,975.8,1034.3,767.8,641.4,169.0,1017.2,728.4,1083.7,637.7,730.2,962.9,820.9,922.4,910.7,656.6,67.0,142.5,953.6,834.7,1094.6,882.7,140.1,846.0,991.1,869.1,845.6,223.0,168.2,1039.7,911.7,961.1,940.8,481.1,85.4,560.6,1059.6,1014.6,292.5,1012.8,1056.0,1061.8,696.4,1018.7,1059.1,132.3,1088.8,1035.9,534.0,933.1,920.9,881.4,995.3,922.3,138.6,1095.8,819.4,890.0,56.6,816.7,507.0,751.0,177.3,144.6,785.8,1091.8,1074.0,186.9,1095.0,1059.6,808.0,656.6,1051.0,859.0,923.9,811.9,840.0,254.1,168.3,1044.6,756.1,763.9,955.4,1035.2,803.6,886.1,1003.4,850.5,829.8,1008.3,767.1,853.5,838.4,1071.5,1046.8,779.3,784.0,215.6,1033.6,1083.3,835.6,1168.0,1066.3,0.0,1012.4,842.4,200.4,637.4,805.5,834.8,232.5,911.5,739.5,749.7,533.4,1010.6,817.3,933.8,815.8,1070.8,874.6,429.0,571.6,13.4,790.6,950.5,874.7
VZ,308.1,1004.8,528.9,1088.1,1040.3,301.7,889.5,1082.8,505.8,207.1,1522.8,1590.8,475.1,1483.0,161.4,1677.2,481.4,238.8,920.6,31.2,232.8,444.9,2229.1,1426.2,473.0,624.4,940.7,181.2,1660.0,469.8,1066.6,718.2,508.7,1436.7,223.1,1021.0,535.6,1420.0,1018.0,1450.9,1027.3,462.5,534.1,1052.7,336.0,645.9,290.4,452.3,1042.9,1575.7,802.8,218.9,330.9,821.6,315.4,188.3,743.3,688.3,1075.7,157.4,680.6,329.2,560.3,705.7,312.8,967.0,453.7,1672.2,740.0,946.3,985.7,428.8,724.9,248.6,1543.1,1006.9,1506.4,320.1,1529.5,1503.4,1024.3,1085.0,136.8,1673.2,179.4,327.9,1216.0,898.5,1180.7,213.6,442.9,957.7,222.0,210.0,215.8,1354.2,140.1,213.1,1015.0,273.8,357.4,920.1,196.1,480.9,460.6,507.3,270.2,1073.5,249.8,849.7,793.0,958.8,1474.5,968.9,1408.8,1095.2,957.7,495.6,290.1,307.1,1103.7,249.0,213.6,1465.8,740.0,220.8,1620.5,1581.7,1469.7,911.5,975.5,1046.1,103.0,819.5,707.5,483.3,280.0,1461.4,354.1,121.5,1508.3,1487.6,83.2,1101.1,565.1,1498.8,138.6,208.4,713.5,641.9,1015.2,195.2,298.3,981.7,322.0,72.0,950.7,0.0,1584.6,1015.9,720.8,1463.3,1577.0,985.4,259.4,1397.3,499.4,993.9,209.7,1475.1,445.1,513.0,401.3,1535.0,1112.1,932.6,964.2,1448.4,833.0,1535.1
WI,1505.5,899.7,1537.4,918.8,798.8,1642.4,746.9,863.3,1445.5,1362.8,169.9,187.6,1526.4,17.1,1412.4,246.2,1469.9,1543.0,778.0,1415.9,1422.4,1492.0,1578.0,161.3,1462.9,1166.7,848.2,1459.3,229.0,1487.9,828.6,1201.9,1526.8,150.3,1508.8,799.1,1408.4,170.7,799.2,59.2,750.9,1495.8,1227.0,710.4,1529.0,1172.4,1666.2,1535.7,897.5,151.9,1042.7,1505.1,1505.3,1053.0,1548.7,1474.0,1000.4,1183.1,829.8,1456.9,1189.6,1642.8,1172.8,1207.1,1522.0,985.5,1467.0,241.2,1060.4,920.0,747.7,1498.2,1208.6,1533.2,51.4,881.7,259.4,1550.2,75.0,150.5,782.8,847.0,1479.4,270.1,1400.8,1495.7,532.7,755.9,769.4,1501.6,1498.9,884.0,1452.5,1507.8,1501.5,227.1,1458.4,1498.8,855.4,1608.6,1540.4,878.2,1372.8,1481.4,1454.3,1515.8,1362.0,820.5,1532.0,959.1,1087.6,909.5,70.0,904.5,181.9,875.7,815.1,1265.6,1492.8,1475.0,865.7,1532.8,1499.3,61.3,1060.4,1610.1,189.5,228.8,39.5,991.8,927.5,829.1,1484.3,961.2,1191.2,1515.9,1583.6,85.8,1445.2,1443.1,155.4,60.1,1448.0,870.3,1351.3,251.8,1511.2,1490.4,1240.0,1145.6,889.0,1516.2,1484.3,1000.2,1561.3,1506.0,881.6,1452.1,0.0,923.5,1138.1,110.4,7.6,743.9,1351.2,196.9,1353.2,743.9,1450.3,162.6,1478.4,1295.6,1424.5,67.6,586.7,915.8,895.1,135.9,1053.7,67.1
WM,837.9,123.5,872.4,92.9,188.9,1057.6,211.7,147.3,765.8,986.7,943.5,907.7,846.7,903.7,941.6,994.2,790.2,1022.8,242.8,1074.2,1059.0,799.9,1645.0,846.9,773.6,511.7,182.2,1140.7,977.0,795.8,272.4,672.5,834.7,857.4,1038.5,457.7,728.7,840.7,367.9,871.6,281.8,832.0,628.0,379.9,850.7,602.2,987.9,860.1,25.9,892.7,740.0,1076.8,827.0,844.5,856.6,1067.6,648.3,522.2,186.6,953.3,609.2,964.5,518.5,611.0,843.7,716.0,803.2,989.2,537.4,268.6,239.0,834.4,715.5,1013.0,959.0,156.5,922.3,871.9,945.4,924.1,307.6,264.7,975.8,990.2,965.0,821.6,560.8,220.7,457.8,1048.0,895.4,142.3,1089.1,1083.2,1045.8,774.9,954.8,1048.4,162.8,1029.7,916.7,431.2,994.6,801.7,762.2,876.1,861.8,169.2,1011.8,667.1,803.1,243.5,895.2,387.8,829.5,131.0,210.9,666.6,968.3,954.8,283.4,1012.6,1048.0,886.5,537.4,931.8,937.5,1002.4,890.4,702.7,151.3,200.1,1006.4,636.9,644.7,836.2,916.0,882.1,766.9,973.4,929.0,908.3,1012.2,752.2,734.3,914.7,1007.6,1123.1,660.1,664.8,112.8,1143.1,964.1,730.7,1041.1,1070.2,215.6,1090.4,920.9,0.0,518.2,884.0,913.3,329.0,871.3,818.0,630.5,430.6,1086.9,895.8,814.6,696.6,951.6,950.9,455.3,468.8,229.1,869.1,846.6,951.0
WN,454.0,423.8,476.3,460.4,488.1,673.7,651.9,464.8,369.7,602.8,1148.8,1113.0,450.6,1109.0,557.7,1199.5,394.1,638.9,628.6,690.3,808.4,416.0,1904.4,1052.2,386.9,127.8,575.9,756.8,1182.3,411.9,579.7,288.6,450.8,1062.7,654.6,409.4,332.6,1046.0,406.4,1076.9,415.7,435.9,244.1,441.1,466.8,218.3,604.0,464.0,487.4,1098.0,356.0,692.9,443.1,411.7,472.7,683.7,254.7,138.3,480.8,569.4,225.3,580.6,134.6,244.0,459.8,357.7,407.1,1194.5,88.6,647.7,507.8,438.3,320.5,629.1,1116.4,550.2,1159.4,488.0,1102.8,1129.4,595.7,607.1,591.9,1195.5,581.1,437.7,806.1,660.9,569.1,661.8,511.5,429.3,797.6,699.3,661.9,980.2,570.9,664.5,556.5,645.8,534.1,308.5,610.7,405.6,378.3,480.0,477.9,536.8,627.9,218.3,361.8,637.2,1100.5,357.3,1034.8,477.2,604.6,282.7,588.7,570.9,625.8,628.7,664.1,1091.8,88.6,547.9,1142.8,1207.7,1095.7,300.0,451.6,525.4,622.5,188.1,260.8,440.1,532.1,1087.4,383.0,589.5,1134.3,1113.6,628.3,515.5,350.4,1151.8,623.7,802.0,276.2,280.9,413.1,759.2,580.2,372.4,657.2,686.3,609.3,706.5,1126.2,513.4,0.0,1089.3,1118.6,559.6,487.4,1023.3,246.6,382.3,785.3,1101.1,418.5,312.7,567.7,1117.6,666.3,321.0,622.8,1074.4,442.9,1108.4
WQ,1437.4,831.6,1469.3,850.7,730.7,1574.3,678.8,795.2,1377.4,1294.7,80.7,77.1,1458.3,82.0,1344.3,145.2,1401.8,1474.9,709.9,1347.8,1354.3,1423.9,1509.9,162.6,1394.8,1098.6,780.1,1391.2,128.0,1419.8,760.5,1133.8,1458.7,136.9,1440.7,731.0,1340.3,156.4,731.1,49.9,682.8,1427.7,1158.9,642.3,1460.9,1104.3,1598.1,1467.6,829.4,41.4,974.6,1437.0,1437.2,984.9,1480.6,1405.9,932.3,1115.0,761.7,1388.8,1121.5,1574.7,1104.7,1139.0,1453.9,917.4,1398.9,140.2,992.3,851.9,679.6,1430.1,1140.5,1465.1,117.1,813.6,191.3,1482.1,96.4,61.3,714.7,778.9,1411.3,159.6,1332.7,1427.6,464.6,687.8,701.3,1433.5,1430.8,815.9,1384.4,1439.7,1433.4,159.0,1390.3,1430.7,787.3,1540.5,1472.3,810.1,1304.7,1413.3,1386.2,1447.7,1293.9,752.4,1463.9,891.0,1019.5,841.4,91.5,836.4,145.2,807.6,747.0,1197.5,1424.7,1406.9,797.6,1464.7,1431.2,82.8,992.3,1542.0,88.5,139.6,68.7,923.7,859.4,761.0,1416.2,893.1,1123.1,1447.8,1515.5,60.4,1377.1,1375.0,66.2,104.6,1379.9,802.2,1283.2,183.7,1443.1,1422.3,1171.9,1077.5,820.9,1448.1,1416.2,932.1,1493.2,1437.9,813.5,1384.0,99.2,855.4,1070.0,0.0,91.6,675.8,1283.1,133.7,1285.1,675.8,1382.2,149.2,1410.3,1227.5,1356.4,90.6,518.6,847.7,827.0,122.5,985.6,139.1
WY,1497.9,892.1,1529.8,911.2,791.2,1634.8,739.3,855.7,1437.9,1355.2,162.3,180.0,1518.8,9.5,1404.8,238.6,1462.3,1535.4,770.4,1408.3,1414.8,1484.4,1570.4,153.7,1455.3,1159.1,840.6,1451.7,221.4,1480.3,821.0,1194.3,1519.2,142.7,1501.2,791.5,1400.8,163.1,791.6,51.6,743.3,1488.2,1219.4,702.8,1521.4,1164.8,1658.6,1528.1,889.9,144.3,1035.1,1497.5,1497.7,1045.4,1541.1,1466.4,992.8,1175.5,822.2,1449.3,1182.0,1635.2,1165.2,1199.5,1514.4,977.9,1459.4,233.6,1052.8,912.4,740.1,1490.6,1201.0,1525.6,43.8,874.1,251.8,1542.6,67.4,142.9,775.2,839.4,1471.8,262.5,1393.2,1488.1,525.1,748.3,761.8,1494.0,1491.3,876.4,1444.9,1500.2,1493.9,219.5,1450.8,1491.2,847.8,1601.0,1532.8,870.6,1365.2,1473.8,1446.7,1508.2,1354.4,812.9,1524.4,951.5,1080.0,901.9,62.4,896.9,174.3,868.1,807.5,1258.0,1485.2,1467.4,858.1,1525.2,1491.7,53.7,1052.8,1602.5,181.9,221.2,31.9,984.2,919.9,821.5,1476.7,953.6,1183.6,1508.3,1576.0,78.2,1437.6,1435.5,147.8,67.7,1440.4,862.7,1343.7,244.2,1503.6,1482.8,1232.4,1138.0,881.4,1508.6,1476.7,992.6,1553.7,1498.4,874.0,1444.5,7.6,915.9,1130.5,102.8,0.0,736.3,1343.6,189.3,1345.6,736.3,1442.7,155.0,1470.8,1288.0,1416.9,60.0,579.1,908.2,887.5,128.3,1046.1,74.7
XH,887.0,341.5,921.5,312.9,192.9,1106.7,264.0,198.0,814.9,1035.8,835.9,800.1,895.8,796.1,990.7,886.6,839.3,1071.9,241.4,1123.3,1170.3,849.0,1571.5,739.3,819.9,560.8,182.9,1189.8,869.4,844.9,163.3,721.6,883.8,749.8,1087.6,529.3,777.8,733.1,439.5,764.0,353.4,881.1,677.1,451.5,899.8,651.3,1037.0,909.2,305.5,785.1,789.1,1125.9,876.1,893.6,905.7,1116.7,697.4,571.3,164.5,1002.4,658.3,1013.6,567.6,660.1,892.8,765.1,852.3,881.6,586.5,254.7,82.4,883.5,764.6,1062.1,803.5,275.8,856.6,921.0,789.9,816.5,127.2,181.7,1024.9,882.6,1014.1,870.7,473.2,273.0,529.4,1094.8,944.5,435.0,1230.6,1132.3,1094.9,667.3,1003.9,1097.5,249.5,1078.8,967.1,502.8,1043.7,850.8,811.3,925.2,910.9,155.2,1060.9,756.3,846.0,244.2,787.6,436.9,721.9,210.4,330.2,715.7,1021.7,1003.9,200.4,1061.7,1097.1,778.9,586.5,980.9,829.9,894.8,782.8,776.9,369.3,163.8,1055.5,686.0,693.8,885.3,965.1,774.5,816.0,1022.5,821.4,800.7,1061.3,801.3,783.4,849.0,1056.7,1235.0,709.2,713.9,330.8,1192.2,1013.2,779.8,1090.2,1119.3,216.3,1139.5,813.3,331.5,567.3,776.4,805.7,0.0,920.4,710.4,679.6,541.1,1218.3,788.2,863.7,745.7,1000.7,804.7,365.9,540.4,229.8,761.5,895.7,795.5
XI,131.9,871.6,492.7,885.4,938.4,265.9,787.6,889.8,359.9,179.7,1420.9,1488.8,415.4,1381.1,154.0,1575.3,384.3,344.9,818.7,251.6,419.1,335.7,2127.2,1324.3,306.6,437.8,838.8,367.5,1558.1,331.6,964.7,531.6,370.5,1334.8,329.2,834.4,349.0,1318.1,831.4,1349.0,840.7,451.3,347.5,866.1,159.8,459.3,294.7,428.8,941.0,1473.8,616.2,285.1,227.6,635.0,319.7,294.4,556.4,501.7,973.8,180.1,494.0,365.1,373.7,519.1,244.3,780.4,416.1,1570.3,553.4,844.5,883.8,435.1,538.3,354.7,1441.2,905.0,1404.5,272.5,1427.6,1401.5,922.4,983.1,202.6,1571.3,142.4,170.6,1115.3,796.6,994.1,322.0,431.2,824.5,408.3,310.0,321.9,1252.3,181.6,319.2,913.1,278.1,363.0,733.5,168.7,370.4,298.0,496.1,10.7,967.3,355.9,663.1,606.4,856.9,1372.6,782.3,1306.9,902.2,855.8,309.0,396.2,413.4,1001.8,355.1,319.7,1363.9,553.4,225.1,1518.6,1479.8,1367.8,724.9,842.3,944.2,225.9,632.9,520.9,404.9,159.1,1359.5,167.5,184.7,1406.4,1385.7,189.6,914.5,481.2,1396.9,234.4,412.7,526.9,455.3,882.0,369.9,404.4,795.1,428.1,247.6,848.8,267.8,1482.7,914.0,534.2,1361.4,1475.1,883.5,0.0,1295.4,312.8,807.3,396.0,1373.2,433.9,326.4,487.4,1433.1,1010.2,746.0,862.3,1346.5,646.4,1433.2
XN,1288.2,786.8,1491.3,805.9,685.9,1410.8,634.0,750.4,1307.9,1249.9,191.3,155.5,1388.8,151.5,1299.5,242.0,1332.3,1411.6,665.1,1303.0,1309.5,1445.9,1531.9,28.8,1416.8,1053.8,735.3,1346.4,224.8,1441.8,715.7,1064.4,1480.7,39.3,1395.9,686.2,1270.8,39.4,686.3,119.4,638.0,1374.1,1180.9,597.5,1318.6,1126.3,1458.6,1402.2,784.6,140.5,929.8,1392.2,1335.4,1006.9,1502.6,1361.1,887.5,1070.2,716.9,1344.0,1143.5,1472.9,1059.9,1018.6,1352.1,847.7,1345.3,237.0,947.5,807.1,634.8,1376.5,1053.0,1421.4,148.1,768.8,213.3,1380.3,134.5,171.9,669.9,734.1,1366.5,238.0,1287.9,1278.4,419.8,643.0,639.9,1388.7,1452.8,771.1,1339.6,1382.8,1388.6,54.4,1345.5,1385.9,742.5,1415.6,1494.3,765.3,1259.9,1343.8,1408.2,1469.7,1249.1,707.6,1422.6,846.2,910.6,796.6,143.0,791.6,28.2,762.8,702.2,1219.5,1446.7,1428.9,752.8,1421.8,1386.4,134.3,947.5,1389.0,185.3,250.2,138.2,945.7,814.6,716.2,1371.4,848.3,1036.1,1378.3,1352.2,129.9,1275.3,1330.2,176.8,156.1,1335.1,824.2,1305.2,205.7,1398.3,1373.6,1051.6,1099.5,776.1,1360.4,1438.2,862.4,1494.8,1393.1,768.7,1339.2,168.7,810.6,1025.2,131.8,161.1,631.0,1238.3,0.0,1171.9,631.0,1337.4,110.2,1356.7,1249.5,1378.4,140.0,473.8,802.9,782.2,83.1,1007.6,140.1
XO,234.8,570.3,282.6,606.3,634.6,465.2,798.4,611.3,176.0,405.7,1292.6,1287.3,256.9,1252.8,380.0,1373.7,200.4,444.2,771.8,477.6,590.6,221.3,2050.9,1196.0,195.0,159.3,722.4,553.2,1356.5,217.2,726.2,306.7,256.1,1206.5,459.9,555.9,138.9,1189.8,552.9,1220.7,562.2,242.2,137.2,587.6,258.3,249.8,395.5,270.3,633.9,1272.2,361.6,484.4,234.6,424.7,278.0,480.1,277.9,223.2,627.3,365.8,257.3,372.1,95.2,240.6,251.3,501.9,213.4,1368.7,274.9,794.2,654.3,244.6,326.1,434.4,1260.2,696.7,1295.3,279.5,1246.6,1273.2,742.2,753.6,388.3,1369.7,368.4,225.0,952.6,807.4,715.6,467.1,316.8,575.8,594.0,495.7,467.2,1124.0,367.3,469.8,703.0,437.3,338.1,455.0,394.7,211.9,183.6,286.3,274.3,683.3,433.2,384.6,378.8,783.7,1244.3,503.8,1178.6,623.7,751.1,98.7,394.0,376.2,772.3,434.0,469.4,1235.6,274.9,339.4,1317.0,1386.4,1239.5,446.4,598.1,671.9,418.9,354.4,278.9,246.4,312.9,1231.2,174.5,385.9,1278.1,1257.4,415.6,636.2,271.1,1287.7,420.1,598.4,273.6,245.0,559.6,555.6,385.5,516.6,462.5,473.6,755.8,493.8,1270.0,659.9,255.7,1233.1,1262.4,706.1,283.8,1167.1,0.0,528.8,581.7,1244.9,224.8,116.1,373.0,1261.4,802.2,467.5,769.3,1218.2,451.3,1252.2
XQ,720.2,342.6,754.7,379.2,440.0,939.9,585.8,416.7,648.1,869.0,780.3,774.9,729.0,740.5,823.9,861.4,672.5,905.1,547.4,1043.8,1074.6,682.2,1605.7,683.7,653.1,394.0,494.7,1023.0,844.2,678.1,531.6,478.1,717.0,694.2,920.8,55.1,611.0,677.5,162.4,708.4,193.8,714.3,522.5,99.9,733.0,467.9,870.2,742.4,404.1,759.9,343.5,959.1,709.3,374.2,738.9,949.9,301.2,404.5,432.7,835.6,485.1,846.8,400.8,432.3,726.0,261.4,685.5,856.4,361.2,566.5,459.7,716.7,466.7,895.3,747.9,469.0,783.0,754.2,734.3,760.9,547.6,559.0,858.1,857.4,934.6,791.2,493.8,594.8,186.7,928.0,777.7,363.2,1063.8,965.5,928.1,611.7,837.1,930.7,475.3,912.0,800.3,134.2,876.9,684.0,644.5,758.4,744.1,485.9,894.1,259.9,324.3,556.0,732.0,181.0,666.3,429.1,523.4,561.1,854.9,837.1,577.7,894.9,930.3,723.3,361.2,814.1,804.7,874.1,727.2,280.5,370.4,477.3,888.7,262.0,449.8,718.5,798.3,718.9,649.2,855.7,765.8,745.1,981.8,302.3,616.6,775.4,889.9,1068.2,465.3,441.1,331.9,1025.4,846.4,276.1,923.4,1039.8,528.1,1060.0,757.7,485.7,438.9,720.8,750.1,511.5,753.6,654.8,512.8,0.0,1051.5,732.6,696.9,591.1,833.9,749.1,289.9,171.8,541.6,705.9,374.0,739.9
XZ,440.8,1066.5,592.8,1086.6,1039.4,306.5,888.6,1081.9,644.9,252.5,1521.9,1589.9,602.9,1482.1,313.9,1676.3,609.2,307.3,923.0,214.3,49.9,572.7,2228.2,1425.3,594.4,719.9,939.8,60.1,1659.1,597.6,1065.7,816.6,636.5,1435.8,291.6,1116.5,634.0,1419.1,1113.5,1450.0,1122.8,590.3,632.5,1148.2,468.7,744.3,418.2,580.1,1042.0,1574.8,901.2,287.4,458.7,920.0,443.2,256.8,838.8,783.8,1074.8,231.9,779.0,457.0,655.8,801.2,440.6,1062.5,581.5,1671.3,835.5,945.5,984.8,556.6,823.3,317.1,1542.2,1006.0,1505.5,447.9,1528.6,1502.5,1023.4,1084.1,290.3,1672.3,323.1,455.6,1216.3,897.6,1276.2,282.1,509.8,1019.4,41.0,123.1,284.3,1353.3,267.9,281.6,1014.1,311.3,485.2,1015.6,262.5,608.7,583.0,571.2,420.9,1072.6,318.3,945.2,897.6,957.9,1473.6,1064.4,1407.9,1094.3,956.8,594.0,362.7,375.6,1102.8,317.5,282.1,1464.9,835.5,348.6,1619.6,1580.8,1468.8,1007.0,1037.2,1045.2,308.5,915.0,805.9,611.1,365.2,1460.5,452.5,249.3,1507.4,1486.7,272.2,1196.8,692.9,1497.9,266.8,120.0,811.9,740.3,1076.9,106.8,366.8,1077.2,390.5,297.5,949.8,250.5,1583.7,1015.0,816.3,1462.4,1576.1,984.5,410.1,1396.4,597.8,1089.4,0.0,1474.2,572.9,611.4,469.8,1534.1,1111.2,1028.1,963.3,1447.5,931.4,1534.2
