from_stop,AA,AF,AN,AO,AX,AY,AZ,BA,BB,BC,BJ,BO,BU,CC,CF,CS,CT,DD,DH,DL,DN,DO,DU,EC,EL,EN,EO,EX,EZ,FH,FN,FP,FQ,FX,GB,GD,GE,GJ,GK,GW,GY,HC,HK,HM,HP,HX,IH,II,IO,IP,IW,JV,JW,JY,KB,KD,KF,KJ,KK,KM,KR,KZ,LI,LR,LS,LV,LZ,MD,MH,MM,MR,MU,MV,MZ,NA,NC,NI,OK,OT,OY,PL,PM,PP,PR,PY,QC,QH,QL,QS,RA,RB,RG,RL,RQ,RR,RY,SF,SK,SM,SN,SO,TG,TI,TK,TL,TN,TP,TV,UD,UE,UF,UM,UP,UQ,US,UY,VC,VQ,VR,VV,VW,VY,WA,WD,WE,WI,WJ,WM,WS,WT,XA,XE,XH,XI,XJ,XK,XR,XU,XX,YH,YO,YW,YZ,ZC,ZF,ZJ,ZK,ZY
XA,1456.5,103.7,458.0,35.6,453.1,989.7,276.4,1182.6,70.8,109.6,470.2,156.8,1032.0,287.3,1030.8,332.9,875.5,927.2,91.7,1049.6,1347.8,474.6,105.9,78.4,1400.0,1208.5,882.0,113.3,996.5,1136.5,149.3,1050.6,1052.9,1397.3,1047.8,130.3,1058.9,1113.8,97.1,283.3,1107.1,129.2,395.1,1388.1,969.3,1147.2,1396.3,1247.7,108.5,254.7,498.4,1399.0,938.1,101.9,1062.7,1091.3,425.6,330.8,1269.2,1079.2,737.9,1082.2,182.7,419.1,446.3,984.6,1037.8,1129.0,986.9,977.7,1056.4,586.3,971.9,167.7,1340.7,1078.9,1104.7,1440.2,1130.7,1108.9,443.9,360.3,1142.5,95.0,121.2,1228.9,1087.7,887.4,450.0,282.9,1091.3,497.6,1027.6,238.2,71.5,1087.3,906.8,1201.0,898.1,132.7,572.4,513.9,1085.7,175.1,247.5,942.5,1095.3,1002.9,54.5,160.5,1187.7,1128.6,286.1,1069.6,210.9,1103.9,141.0,15.1,1173.1,1235.5,1180.1,547.3,1110.5,494.1,1056.5,1134.1,162.7,1008.6,1005.1,846.2,0.0,91.1,845.8,70.9,1042.4,46.0,245.2,1140.2,956.1,72.0,1027.2,225.5,2633.3,819.5,992.6,316.5,956.5,1033.2
XE,1515.7,187.0,444.5,93.5,439.6,1048.9,359.7,1241.8,20.3,134.1,456.7,181.3,1091.2,370.6,1090.0,416.2,934.7,986.4,78.2,1108.8,1407.0,399.5,189.2,144.5,1459.2,1267.7,806.9,166.4,1055.7,1195.7,232.6,1109.8,1112.1,1456.5,1107.0,213.6,1118.1,1173.0,6.0,366.6,1166.3,212.5,478.4,1447.3,1028.5,1206.4,1455.5,1306.9,191.8,338.0,484.9,1458.2,997.3,185.2,1121.9,1150.5,350.5,317.3,1328.4,1138.4,821.2,1141.4,169.2,344.0,371.2,1043.8,1097.0,1188.2,1046.1,1036.9,1115.6,669.6,1031.1,154.2,1399.9,1138.1,1163.9,1499.4,1214.0,1168.1,430.4,346.8,1201.7,119.5,204.5,1288.1,1146.9,970.7,374.9,366.2,1150.5,422.5,1086.8,321.5,76.0,1146.5,990.1,1260.2,981.4,119.2,655.7,442.6,1144.9,258.4,330.8,1001.7,1154.5,1062.1,87.4,147.0,1246.9,1187.8,369.4,1128.8,294.2,1163.1,128.3,98.4,1232.3,1294.7,1239.3,630.6,1169.7,577.4,1115.7,1193.3,187.2,1067.8,1064.3,905.4,83.2,0.0,905.0,148.8,1101.6,129.3,328.5,1199.4,1015.3,155.3,1086.4,250.0,2716.6,902.8,1051.8,399.8,1039.8,1092.4
XH,655.9,795.1,1270.4,877.0,1250.2,193.1,836.0,382.0,899.7,951.5,1267.3,998.7,231.4,985.1,230.2,815.4,74.9,81.3,951.6,249.0,547.2,1074.7,777.3,869.1,599.4,407.9,1482.1,891.0,195.9,335.9,847.1,250.0,252.3,596.7,247.2,828.1,258.3,313.2,873.4,880.3,306.5,827.0,1013.5,587.5,168.7,346.6,595.7,447.1,824.3,952.5,1310.8,598.4,137.5,733.4,262.1,290.7,1025.7,1147.8,468.6,278.6,1015.1,281.6,976.0,1019.2,1046.4,184.0,237.2,328.4,186.3,177.1,255.8,1235.9,171.3,942.9,540.1,278.3,304.1,639.6,1053.8,308.3,1241.0,1125.7,341.9,936.9,837.0,428.3,287.1,909.0,1050.1,879.9,290.7,1097.7,227.0,936.0,852.7,286.7,1070.2,400.4,898.3,992.6,1222.0,1117.8,285.1,859.3,945.3,96.6,294.7,202.3,922.8,990.9,387.1,328.0,826.6,269.0,908.7,303.3,850.7,827.0,372.5,434.9,379.5,1196.9,309.9,1143.7,255.9,333.5,1004.6,208.0,204.5,46.2,841.3,879.4,0.0,912.3,241.8,797.8,873.0,339.6,155.5,762.5,226.6,1067.4,2685.7,875.2,192.0,913.5,879.6,232.6
XI,1526.5,173.7,502.6,62.2,497.7,1059.7,346.4,1252.6,115.4,108.0,514.8,155.2,1102.0,357.3,1100.8,402.9,945.5,997.2,136.3,1119.6,1417.8,508.2,175.9,120.3,1470.0,1278.5,915.6,155.2,1066.5,1206.5,219.3,1120.6,1122.9,1467.3,1117.8,200.3,1128.9,1183.8,141.7,353.3,1177.1,199.2,465.1,1458.1,1039.3,1217.2,1466.3,1317.7,178.5,324.7,543.0,1469.0,1008.1,171.9,1132.7,1161.3,459.2,375.4,1339.2,1149.2,807.9,1152.2,227.3,452.7,479.9,1054.6,1107.8,1199.0,1056.9,1047.7,1126.4,656.3,1041.9,212.3,1410.7,1148.9,1174.7,1510.2,1200.7,1178.9,488.5,404.9,1212.5,93.4,191.2,1298.9,1157.7,957.4,483.6,352.9,1161.3,531.2,1097.6,308.2,104.9,1157.3,976.8,1271.0,968.1,177.3,642.4,551.3,1155.7,245.1,317.5,1012.5,1165.3,1072.9,99.1,205.1,1257.7,1198.6,356.1,1139.6,280.9,1173.9,174.4,85.1,1243.1,1305.5,1250.1,617.3,1180.5,564.1,1126.5,1204.1,161.1,1078.6,1075.1,916.2,69.9,135.7,915.8,0.0,1112.4,116.0,315.2,1210.2,1026.1,142.0,1097.2,223.9,2703.3,889.5,1062.6,386.5,1026.5,1103.2
XJ,640.7,984.9,1460.2,1066.8,1440.0,266.9,1025.8,366.8,1089.5,1141.3,1457.1,1188.5,100.1,1174.9,159.5,1005.2,149.8,296.4,1141.4,57.9,532.0,1264.5,967.1,1058.9,584.2,392.7,1671.9,1080.8,144.1,266.7,1036.9,179.3,128.3,581.5,74.1,1017.9,243.1,296.1,1063.2,1070.1,291.3,1016.8,1203.3,572.3,130.2,214.5,580.5,431.9,1014.1,1142.3,1500.6,583.2,63.5,923.2,192.9,221.5,1215.5,1337.6,453.4,120.7,999.9,108.5,1165.8,1209.0,1236.2,125.5,133.2,236.7,35.5,118.6,143.6,1221.5,112.8,1132.7,524.9,115.3,192.3,624.4,1038.6,239.1,1430.8,1315.5,209.8,1126.7,1026.8,317.3,271.9,893.8,1239.9,1069.7,221.5,1287.5,15.1,1125.8,1042.5,154.6,1055.0,385.2,883.1,1182.4,1183.1,1307.6,112.0,1049.1,1135.1,301.9,162.6,41.9,1112.6,1180.7,371.9,195.9,1016.4,160.2,1098.5,234.1,1040.5,1016.8,357.3,323.9,268.5,1139.6,240.7,1303.2,145.2,201.4,1194.4,36.6,138.3,236.0,1031.1,1069.2,215.0,1102.1,0.0,987.6,1066.9,207.5,117.0,952.3,104.9,1257.2,2708.4,860.0,133.5,1103.3,864.4,41.5
XK,1410.4,57.6,501.5,79.1,496.6,943.6,230.3,1136.5,114.3,153.1,513.7,200.3,985.9,241.2,984.7,286.8,829.4,881.1,135.2,1003.5,1301.7,483.4,59.8,111.9,1353.9,1162.4,890.8,146.8,950.4,1090.4,103.2,1004.5,1006.8,1351.2,1001.7,84.2,1012.8,1067.7,140.6,237.2,1061.0,83.1,349.0,1342.0,923.2,1101.1,1350.2,1201.6,62.4,208.6,541.9,1352.9,892.0,55.8,1016.6,1045.2,434.4,374.3,1223.1,1033.1,691.8,1036.1,226.2,427.9,455.1,938.5,991.7,1082.9,940.8,931.6,1010.3,540.2,925.8,211.2,1294.6,1032.8,1058.6,1394.1,1084.6,1062.8,487.4,403.8,1096.4,138.5,75.1,1182.8,1041.6,841.3,458.8,236.8,1045.2,506.4,981.5,192.1,115.0,1041.2,860.7,1154.9,852.0,176.2,526.3,526.5,1039.6,129.0,201.4,896.4,1049.2,956.8,98.0,204.0,1141.6,1082.5,240.0,1023.5,164.8,1057.8,184.5,29.2,1127.0,1189.4,1134.0,501.2,1064.4,448.0,1010.4,1088.0,206.2,962.5,959.0,800.1,43.4,134.6,799.7,114.4,996.3,0.0,199.1,1094.1,910.0,25.9,981.1,269.0,2587.2,773.4,946.5,270.4,910.4,987.1
XR,1469.8,216.6,576.3,272.1,577.3,1003.0,35.3,1195.9,311.8,354.7,594.4,401.9,1045.3,97.2,1044.1,242.4,888.8,940.5,332.7,1062.9,1361.1,646.9,223.3,309.4,1413.3,1304.7,1054.3,344.3,1009.8,1149.8,177.7,1063.9,1070.8,1410.6,1061.1,123.4,1072.2,1127.1,338.1,42.2,1120.4,153.5,309.1,1401.4,978.4,1160.5,1409.6,1261.0,213.2,94.5,616.7,1408.1,951.4,219.3,1076.0,1104.6,597.9,562.6,1315.4,1092.5,651.9,1095.5,423.7,591.4,618.6,997.9,1051.1,1142.3,1000.2,991.0,1069.7,500.3,985.2,408.7,1354.0,1092.2,1118.0,1449.3,1048.8,1122.2,568.1,556.7,1155.8,336.0,250.5,1242.2,1101.0,801.4,622.3,41.8,1104.6,665.4,1040.9,78.0,312.5,1100.6,824.9,1297.9,812.1,373.7,486.4,690.0,1099.0,185.8,161.5,955.8,1108.6,1016.2,295.5,401.5,1284.6,1141.9,45.0,1082.9,24.6,1117.2,377.5,226.6,1186.4,1248.8,1193.4,456.8,1123.8,408.1,1069.8,1152.0,403.7,1021.9,1018.4,864.1,240.9,332.1,859.1,311.9,1051.5,197.4,0.0,1153.5,969.4,189.4,1040.5,466.5,2750.7,737.6,1005.9,75.4,870.5,1046.5
XU,691.5,1118.2,1593.5,1200.1,1573.3,400.2,1159.1,417.6,1222.8,1274.6,1590.4,1321.8,211.4,1308.2,249.8,1138.5,283.1,429.7,1274.7,187.2,582.8,1397.8,1100.4,1192.2,635.0,443.5,1805.2,1214.1,234.4,105.5,1170.2,169.8,222.2,632.3,185.4,1151.2,293.9,346.9,1196.5,1203.4,342.1,1150.1,1336.6,623.1,261.6,37.6,631.3,482.7,1147.4,1275.6,1633.9,634.0,196.8,1056.5,130.8,92.4,1348.8,1470.9,504.2,232.0,1050.7,219.8,1299.1,1342.3,1369.5,258.8,238.8,59.8,211.1,251.9,206.2,1272.3,246.1,1266.0,575.7,226.6,223.9,675.2,1089.4,104.9,1564.1,1448.8,32.9,1260.0,1160.1,140.4,322.7,944.6,1373.2,1203.0,92.4,1420.8,195.2,1259.1,1175.8,184.6,1105.8,436.0,933.9,1315.7,1233.9,1440.9,223.3,1182.4,1268.4,435.2,133.5,140.5,1245.9,1314.0,422.7,74.4,1149.7,188.8,1231.8,81.5,1173.8,1150.1,408.1,147.0,91.6,1190.4,75.9,1354.0,206.3,24.5,1327.7,146.2,249.6,369.3,1164.4,1202.5,348.3,1235.4,180.0,1120.9,1200.2,0.0,250.3,1085.6,216.2,1390.5,2759.2,910.8,262.5,1236.6,915.2,170.8
XX,609.2,950.5,1425.8,1032.4,1405.6,232.5,991.4,335.3,1055.1,1106.9,1422.7,1154.1,180.3,1140.5,87.7,970.8,115.4,262.0,1107.0,156.1,500.5,1230.1,932.7,1024.5,552.7,361.2,1637.5,1046.4,53.4,289.2,1002.5,203.3,205.6,550.0,154.3,983.5,211.6,266.5,1028.8,1035.7,259.8,982.4,1168.9,540.8,26.2,253.7,549.0,400.4,979.7,1107.9,1466.2,551.7,44.6,888.8,215.4,244.0,1181.1,1303.2,421.9,194.6,968.4,182.4,1131.4,1174.6,1201.8,73.1,190.5,275.9,93.4,66.2,209.1,1190.0,60.4,1098.3,493.4,195.5,257.4,592.9,1007.1,261.6,1396.4,1281.1,249.0,1092.3,992.4,356.5,240.4,862.3,1205.5,1035.3,244.0,1253.1,134.1,1091.4,1008.1,193.8,1023.5,353.7,851.6,1148.0,1151.6,1273.2,185.9,1014.7,1100.7,267.5,201.8,109.4,1078.2,1146.3,340.4,235.1,982.0,222.3,1064.1,256.6,1006.1,982.4,325.8,363.1,307.7,1108.1,263.2,1299.1,209.2,240.6,1160.0,115.1,93.6,201.6,996.7,1034.8,180.6,1067.7,148.9,953.2,1028.4,246.7,0.0,917.9,179.9,1222.8,2676.9,828.5,81.1,1068.9,832.9,139.7
YH,1384.4,31.6,519.4,114.4,520.4,917.6,211.6,1110.5,149.6,188.4,537.5,235.6,959.9,222.5,958.7,268.1,803.4,855.1,170.5,977.5,1275.7,457.4,33.8,147.2,1327.9,1136.4,864.8,182.1,924.4,1064.4,84.5,978.5,980.8,1325.2,975.7,65.5,986.8,1041.7,175.9,218.5,1035.0,64.4,330.3,1316.0,897.2,1075.1,1324.2,1175.6,61.7,189.9,559.8,1326.9,866.0,29.8,990.6,1019.2,408.4,409.6,1336.6,1007.1,673.1,1010.1,261.5,401.9,429.1,912.5,965.7,1056.9,914.8,905.6,984.3,521.5,899.8,246.5,1268.6,1006.8,1032.6,1368.1,1065.9,1036.8,511.2,439.1,1070.4,173.8,74.4,1156.8,1015.6,822.6,432.8,218.1,1019.2,480.4,955.5,173.4,150.3,1015.2,842.0,1128.9,833.3,211.5,507.6,500.5,1013.6,96.7,182.7,870.4,1023.2,930.8,133.3,239.3,1115.6,1056.5,221.3,997.5,146.1,1031.8,233.4,64.4,1101.0,1163.4,1108.0,482.5,1038.4,429.3,984.4,1062.0,241.5,936.5,933.0,774.1,78.7,169.9,773.7,149.7,970.3,35.2,180.4,1068.1,884.0,0.0,955.1,304.3,2561.2,754.7,920.5,251.7,891.7,961.1
YO,535.7,1013.4,1488.7,1095.3,1468.5,295.4,1054.3,261.8,1118.0,1169.8,1485.6,1217.0,4.8,1203.4,191.9,1033.7,178.3,324.9,1169.9,108.3,427.0,1293.0,995.6,1087.4,479.2,287.7,1700.4,1109.3,176.5,161.7,1065.4,75.8,23.3,476.5,30.5,1046.4,138.1,193.0,1091.7,1098.6,186.3,1045.3,1231.8,467.3,200.2,194.5,475.5,326.9,1042.6,1170.8,1529.1,478.2,138.9,951.7,87.9,116.5,1244.0,1366.1,348.4,49.6,894.9,95.3,1194.3,1237.5,1264.7,124.3,28.2,154.2,116.6,129.9,56.4,1116.5,134.5,1161.2,419.9,51.6,129.9,519.4,933.6,134.1,1459.3,1344.0,189.8,1155.2,1055.3,254.1,166.9,788.8,1268.4,1098.2,116.5,1316.0,96.3,1154.3,1071.0,187.0,950.0,280.2,778.1,1210.9,1078.1,1336.1,98.8,1077.6,1163.6,330.4,195.0,74.3,1141.1,1209.2,266.9,228.3,1044.9,94.8,1127.0,129.1,1069.0,1045.3,252.3,260.7,205.3,1034.6,134.0,1198.2,40.2,182.0,1222.9,69.0,105.1,264.5,1059.6,1097.7,243.5,1130.6,81.1,1016.1,1152.5,220.4,187.0,980.8,0.0,1285.7,2603.4,755.0,118.0,1131.8,759.4,91.9
YW,1674.6,321.8,597.3,228.3,592.4,1207.8,494.5,1400.7,210.1,90.5,609.5,57.8,1250.1,505.4,1248.9,551.0,1093.6,1145.3,231.0,1267.7,1565.9,596.1,324.0,261.3,1618.1,1426.6,1003.5,283.2,1214.6,1354.6,367.4,1268.7,1271.0,1615.4,1265.9,348.4,1277.0,1331.9,236.4,501.4,1325.2,347.3,613.2,1606.2,1187.4,1365.3,1614.4,1465.8,326.6,472.8,637.7,1617.1,1156.2,320.0,1280.8,1309.4,547.1,470.1,1487.3,1297.3,956.0,1300.3,322.0,540.6,567.8,1202.7,1255.9,1347.1,1205.0,1195.8,1274.5,804.4,1190.0,307.0,1558.8,1297.0,1322.8,1658.3,1348.8,1327.0,583.2,499.6,1360.6,103.4,339.3,1447.0,1305.8,1105.5,571.5,501.0,1309.4,619.1,1245.7,456.3,192.8,1305.4,1124.9,1419.1,1116.2,272.0,790.5,639.2,1303.8,393.2,465.6,1160.6,1313.4,1221.0,222.2,299.8,1405.8,1346.7,504.2,1287.7,429.0,1322.0,262.3,233.2,1391.2,1453.6,1398.2,765.4,1328.6,712.2,1274.6,1352.2,47.8,1226.7,1223.2,1064.3,218.0,230.4,1063.9,236.0,1260.5,264.1,463.3,1358.3,1174.2,290.1,1245.3,0.0,2851.4,1037.6,1210.7,534.6,1174.6,1251.3
YZ,2188.5,2540.4,3027.3,2622.3,3013.5,2704.0,2719.5,2271.8,2657.5,2696.3,3030.6,2743.5,2539.8,2730.4,2675.0,2776.0,2586.9,2741.0,2678.4,2643.4,2231.5,2838.0,2522.6,2632.4,2106.4,2467.3,3245.4,2654.3,2640.7,2644.3,2592.4,2558.4,2560.7,2281.0,2565.6,2573.4,2432.4,2401.2,2636.7,2726.4,2436.1,2572.3,2838.2,2271.8,2613.5,2677.1,2261.6,2204.8,2569.6,2697.8,3067.7,2282.7,2582.3,2478.7,2570.5,2599.1,2789.0,2911.1,2528.0,2587.0,3074.5,2612.0,2739.3,2782.5,2809.7,2628.8,2545.6,2636.8,2631.1,2621.9,2564.2,3029.4,2616.1,2706.2,2224.4,2586.7,2612.5,2267.8,3113.2,2616.7,3004.3,2889.0,2672.4,2681.7,2582.3,2736.7,2455.5,2968.4,2813.4,2726.0,2599.1,2861.0,2631.4,2681.3,2616.0,2722.1,3129.6,2459.8,2957.7,2719.4,3015.5,2881.1,2615.5,2604.6,2690.6,2756.3,2730.1,2609.4,2641.2,2747.2,2446.5,2726.8,2729.2,2577.4,2654.0,2611.7,2614.0,2572.3,2281.3,2743.3,2687.9,2990.4,2618.3,2937.2,2564.3,2664.6,2749.4,2604.1,2640.2,2660.0,2586.6,2642.7,2659.6,2657.6,2616.2,2543.1,2688.3,2703.0,2600.3,2507.8,2535.0,2812.2,0.0,2934.6,2636.8,2759.6,2939.0,2627.0
ZC,922.4,781.7,1136.9,837.2,1137.9,891.1,771.0,648.5,872.4,911.2,1155.0,958.4,726.9,781.9,862.1,650.3,774.0,920.6,893.3,830.5,813.7,1207.5,783.9,870.0,865.9,571.1,1614.9,904.9,827.8,831.4,734.2,745.5,747.8,863.2,752.7,684.0,619.5,624.2,898.7,777.9,623.2,714.1,712.5,854.0,800.6,864.2,862.2,713.6,773.8,749.3,1177.3,864.9,769.4,779.9,757.6,786.2,1158.5,1127.7,581.8,774.1,139.8,799.1,984.3,1152.0,1179.2,815.9,732.7,823.9,818.2,809.0,751.3,361.4,803.2,969.3,806.6,773.8,799.6,906.1,311.1,803.8,1128.7,1117.3,859.5,896.6,815.6,923.8,642.6,112.5,1182.9,777.5,786.2,1230.5,818.5,732.8,873.1,909.2,223.3,564.3,101.8,934.3,323.0,1250.6,802.6,746.4,568.2,926.1,917.2,796.5,856.1,962.1,551.0,913.9,780.7,764.5,705.5,798.8,942.6,787.2,639.0,930.4,875.0,279.5,803.7,443.1,751.4,851.7,964.3,791.2,827.3,860.2,801.5,892.7,839.2,872.5,803.3,758.0,739.8,890.1,787.4,750.0,722.1,1027.1,2990.1,0.0,823.9,811.1,136.9,814.1
ZF,613.5,954.8,1430.1,1036.7,1409.9,236.8,995.7,339.6,1059.4,1111.2,1427.0,1158.4,110.8,1144.8,143.6,975.1,119.7,266.3,1111.3,132.2,504.8,1234.4,937.0,1028.8,557.0,365.5,1641.8,1050.7,109.3,274.8,1006.8,172.0,134.7,554.3,84.8,987.8,215.9,270.8,1033.1,1040.0,264.1,986.7,1173.2,545.1,82.1,270.8,553.3,404.7,984.0,1112.2,1470.5,556.0,68.9,893.1,201.0,229.6,1185.4,1307.5,426.2,113.4,972.7,101.2,1135.7,1178.9,1206.1,6.3,143.9,267.3,117.7,11.9,136.3,1194.3,16.5,1102.6,497.7,126.0,185.0,597.2,1011.4,247.2,1400.7,1285.4,266.1,1096.6,996.7,367.2,244.7,866.6,1209.8,1039.6,229.6,1257.4,120.2,1095.7,1012.4,210.9,1027.8,358.0,855.9,1152.3,1155.9,1277.5,104.7,1019.0,1105.0,271.8,218.9,98.2,1082.5,1150.6,344.7,252.2,986.3,152.9,1068.4,242.2,1010.4,986.7,330.1,373.8,318.4,1112.4,248.8,1303.4,155.5,257.7,1164.3,92.9,12.4,205.9,1001.0,1039.1,184.9,1072.0,105.0,957.5,1032.7,263.8,68.9,922.2,115.6,1227.1,2681.2,832.8,0.0,1073.2,837.2,115.8
ZJ,1516.0,286.4,641.6,341.9,642.6,1049.2,81.5,1242.1,377.1,415.9,659.7,463.1,1091.5,43.6,1090.3,312.2,935.0,986.7,398.0,1109.1,1407.3,712.2,288.6,374.7,1459.5,1370.0,1119.6,409.6,1056.0,1196.0,238.9,1110.1,1112.4,1456.8,1107.3,188.7,1118.4,1173.3,403.4,33.1,1166.6,218.8,374.4,1447.6,1028.8,1206.7,1455.8,1307.2,278.5,148.1,682.0,1458.5,997.6,284.6,1122.2,1150.8,663.2,632.4,1380.7,1138.7,717.2,1141.7,489.0,656.7,683.9,1044.1,1097.3,1188.5,1046.4,1037.2,1115.9,565.6,1031.4,474.0,1400.2,1138.4,1164.2,1499.7,1110.0,1168.4,633.4,622.0,1202.0,401.3,320.3,1288.4,1147.2,866.7,687.6,33.5,1150.8,735.2,1087.1,131.6,377.8,1146.8,886.1,1363.2,877.4,439.0,551.7,755.3,1145.2,251.1,226.8,1002.0,1154.8,1062.4,360.8,466.8,1349.9,1188.1,91.2,1129.1,94.3,1163.4,447.3,291.9,1232.6,1295.0,1239.6,526.6,1170.0,473.4,1116.0,1193.6,469.0,1068.1,1064.6,905.7,306.2,397.4,905.3,377.2,1101.9,262.7,61.1,1199.7,1015.6,254.7,1086.7,531.8,2816.0,798.8,1052.1,0.0,935.8,1092.7
ZK,921.0,932.9,1288.1,988.4,1289.1,889.7,922.2,647.1,1023.6,1062.4,1306.2,1109.6,725.5,933.1,860.7,801.5,772.6,919.2,1044.5,829.1,812.3,1358.7,935.1,1021.2,864.5,569.7,1766.1,1056.1,826.4,830.0,885.4,744.1,746.4,861.8,751.3,835.2,618.1,619.9,1049.9,929.1,621.8,865.3,863.7,852.6,799.2,862.8,860.8,712.2,925.0,900.5,1328.5,863.5,768.0,931.1,756.2,784.8,1309.7,1278.9,580.4,772.7,291.0,797.7,1135.5,1303.2,1330.4,814.5,731.3,822.5,816.8,807.6,749.9,512.6,801.8,1120.5,805.2,772.4,798.2,904.7,282.3,802.4,1279.9,1268.5,858.1,1047.8,966.8,922.4,641.2,184.9,1334.1,928.7,784.8,1381.7,817.1,884.0,1024.3,907.8,346.1,562.9,174.2,1085.5,474.2,1401.8,801.2,897.6,719.4,924.7,915.8,795.1,1007.3,1113.3,549.6,912.5,931.9,763.1,856.7,797.4,1093.8,938.4,637.6,929.0,873.6,430.7,804.0,594.3,750.0,850.3,1115.5,789.8,825.9,858.8,952.7,1043.9,837.8,1023.7,801.9,909.2,891.0,888.7,786.0,901.2,720.7,1178.3,2988.7,151.1,822.5,962.3,0.0,812.7
ZY,611.4,1006.4,1481.7,1088.3,1461.5,288.4,1047.3,337.5,1111.0,1162.8,1478.6,1210.0,70.8,1196.4,150.2,1026.7,171.3,317.9,1162.9,16.3,502.7,1286.0,988.6,1080.4,554.9,363.4,1693.4,1102.3,134.8,237.4,1058.4,150.0,99.0,552.2,44.8,1039.4,213.8,268.7,1084.7,1091.6,262.0,1038.3,1224.8,543.0,151.7,205.2,551.2,402.6,1035.6,1163.8,1522.1,553.9,85.0,944.7,163.6,192.2,1237.0,1359.1,424.1,91.4,970.6,79.2,1187.3,1230.5,1257.7,128.2,103.9,227.4,56.9,133.8,114.3,1192.2,134.3,1154.2,495.6,86.0,163.0,595.1,1009.3,209.8,1452.3,1337.0,200.5,1148.2,1048.3,308.0,242.6,864.5,1261.4,1091.2,192.2,1309.0,36.6,1147.3,1064.0,145.3,1025.7,355.9,853.8,1203.9,1153.8,1329.1,82.7,1070.6,1156.6,323.4,153.3,32.6,1134.1,1202.2,342.6,186.6,1037.9,130.9,1120.0,204.8,1062.0,1038.3,328.0,314.6,259.2,1110.3,211.4,1273.9,115.9,192.1,1215.9,27.3,109.0,257.5,1052.6,1090.7,236.5,1123.6,21.4,1009.1,1084.3,198.2,138.5,973.8,75.6,1278.7,2679.1,830.7,121.9,1124.8,835.1,0.0
