from_stop,AB,AG,AH,AJ,AL,AP,AS,BJ,BR,BW,BY,CB,CE,CF,CI,CN,DB,DC,DK,DQ,DZ,EE,EG,EI,EK,EL,EM,EN,ER,FB,FC,FH,FJ,GA,GH,GI,GM,GN,GQ,GY,HA,HC,HF,HH,HO,HP,HS,IE,IH,IJ,IL,IM,IQ,IR,JB,JI,JK,JO,KF,KJ,KW,KY,LA,LB,LE,LF,LH,LL,LM,LQ,LR,LW,MA,MF,MI,MJ,ML,MN,MS,NC,ND,NH,NO,NQ,NU,NV,NZ,OD,OE,OT,OW,PD,PH,PI,PN,PP,PQ,PU,PW,QC,QE,QG,QI,QL,QM,QQ,RC,RJ,RL,RS,RX,RY,RZ,SD,SG,ST,TE,TI,UA,UF,UK,UO,UP,UU,UW,VG,VR,VU,WG,WH,WM,WS,WT,WV,XC,XG,XH,XI,XK,XO,XT,XU,YA,YE,YK,YP,YR,YU,ZA,ZE,ZF,ZH,ZT
WM,272.7,1553.4,1568.2,1410.9,182.6,243.1,1110.4,1392.0,1644.4,1135.8,184.1,202.2,191.0,1157.8,1573.1,204.5,1658.0,870.4,1440.2,1138.6,609.9,628.5,1513.2,187.1,55.8,398.2,64.5,1345.0,440.7,1533.8,655.6,1658.7,770.7,1150.6,884.7,257.0,1092.5,1483.5,1207.3,1368.0,1609.8,1341.0,1252.2,1561.7,809.6,198.3,1404.2,1356.7,1133.6,213.0,1331.0,662.6,1546.1,279.0,86.3,1084.7,888.7,87.6,1622.0,220.4,1579.1,1163.2,1143.1,227.5,169.3,1111.6,1457.3,377.2,79.0,1466.0,1334.2,108.4,1105.1,208.7,1548.0,1450.0,811.3,872.0,706.1,630.7,1486.0,264.8,1376.0,1596.0,1389.8,2739.7,1287.6,213.5,612.6,834.2,1147.5,436.8,240.0,195.6,716.7,1123.7,878.5,867.4,737.9,1602.5,1032.1,1409.3,32.2,210.2,1130.5,1163.4,1028.2,563.3,162.0,155.4,699.8,1142.9,1221.2,807.8,1587.2,1529.3,446.8,278.7,1349.9,1471.7,620.6,174.8,441.8,34.0,206.8,1165.6,921.3,900.9,581.8,1574.2,0.0,1496.4,875.9,237.9,56.2,1515.6,597.2,640.7,1457.5,1564.6,111.3,27.9,662.8,1597.5,57.8,729.4,199.7,614.5,197.8,836.2,87.8,406.8,169.4
WS,1435.7,173.8,188.6,253.0,1521.8,1411.3,508.0,192.4,260.7,632.9,1403.5,1452.2,1359.2,587.6,126.9,1453.7,274.3,1124.9,120.8,528.9,1172.7,1138.6,193.8,1539.9,1478.7,1478.8,1468.6,187.1,1091.8,72.9,1178.9,231.8,815.7,616.0,688.3,1440.0,522.3,164.1,704.4,210.1,227.7,565.0,476.2,115.5,882.4,1451.2,183.2,218.8,531.2,1436.6,555.0,1167.9,60.6,1482.6,1551.7,550.1,688.5,1553.0,205.0,1470.4,132.9,628.6,640.2,1446.9,1419.3,509.2,137.9,1478.4,1585.2,62.9,440.7,1573.8,502.7,1376.9,51.5,130.6,1065.8,1126.5,1158.8,1140.8,82.9,1468.4,218.1,216.4,231.9,1936.7,511.6,1564.0,1122.7,1088.7,644.6,1538.0,1473.0,1410.7,924.9,610.4,694.5,648.4,1165.6,156.3,604.4,172.2,1491.5,1479.4,627.6,593.2,639.0,1073.4,1572.4,1400.3,856.9,572.7,560.8,809.4,141.0,77.4,1592.4,1516.9,573.9,152.3,1130.7,1394.2,1092.9,1546.8,1456.8,595.4,649.8,819.0,1091.9,186.4,1512.7,0.0,1130.4,1489.4,1467.5,60.7,912.1,1068.4,27.3,185.0,1412.4,1517.9,1212.0,151.3,1523.2,983.9,1468.9,1124.6,1447.8,841.4,1441.0,1105.0,1451.3
WT,797.2,1141.7,1156.5,999.2,883.3,772.8,724.2,980.3,1232.7,749.6,765.0,813.7,720.7,771.6,1161.4,815.2,1246.3,64.4,1023.4,745.1,352.1,400.8,1101.5,901.4,840.2,876.5,830.3,933.3,453.3,1122.1,358.3,1247.0,434.9,764.4,429.1,801.5,706.3,1071.8,821.1,956.3,1198.1,929.3,840.5,1150.0,485.8,812.7,992.5,945.0,750.4,798.1,919.3,347.3,1134.4,844.1,913.2,698.5,433.1,914.5,1210.3,837.6,1167.4,777.0,756.9,808.4,780.8,725.4,1045.6,855.5,946.7,1054.3,948.0,935.3,718.9,738.4,1136.3,1042.0,57.5,100.4,338.2,470.9,1074.3,829.9,964.3,1184.3,978.1,2403.9,875.9,925.5,452.8,157.8,761.3,915.1,834.5,772.2,188.4,737.5,422.9,471.8,345.0,1191.7,601.0,997.6,853.0,840.9,737.5,777.2,635.6,412.9,933.9,766.9,244.2,756.7,835.0,472.0,1175.5,1117.6,925.1,878.4,938.2,1060.0,460.8,755.7,454.4,908.3,818.3,779.4,465.7,445.3,420.9,1162.5,874.2,1084.7,0.0,854.4,829.0,1103.9,297.1,247.8,1045.8,1152.9,773.9,879.4,391.4,1185.8,884.7,129.4,830.4,386.8,809.3,500.4,802.5,466.5,812.8
WV,148.3,1509.1,1523.9,1366.6,119.4,116.2,1066.1,1352.1,1600.1,1091.5,133.2,140.6,110.0,1113.5,1528.8,33.3,1613.7,826.1,1395.9,1094.3,565.6,584.2,1468.9,137.5,225.1,273.8,215.0,1304.2,396.4,1489.5,611.3,1614.4,726.4,1106.3,840.4,132.6,1048.2,1442.7,1163.0,1321.7,1563.0,1296.7,1211.4,1517.4,765.3,86.1,1359.9,1312.4,1089.3,59.8,1286.7,618.3,1501.8,125.8,163.6,1040.4,844.4,222.6,1587.6,113.2,1534.8,1118.9,1098.8,79.8,110.7,1067.3,1413.0,252.8,330.9,1425.2,1289.9,208.0,1060.8,91.9,1507.2,1405.7,767.0,827.7,661.8,586.4,1441.7,111.6,1331.7,1551.7,1345.5,2695.4,1243.3,161.6,568.3,789.9,1106.7,312.4,73.2,123.4,672.4,1079.4,834.2,823.1,693.6,1558.2,987.8,1368.5,237.9,10.8,1086.2,1122.6,983.9,519.0,170.0,129.8,655.5,1098.6,1176.9,763.5,1542.9,1485.0,322.4,166.5,1305.6,1427.4,576.3,146.0,397.5,259.9,72.7,1121.3,877.0,856.6,537.5,1529.9,251.8,1452.1,831.6,0.0,213.9,1471.3,552.9,596.4,1413.2,1520.3,158.8,221.5,618.5,1553.2,192.1,685.1,16.2,570.2,108.9,795.4,187.4,362.5,48.9
XC,265.2,1497.1,1511.9,1354.6,227.8,186.8,1054.1,1335.7,1588.1,1079.5,127.8,145.9,134.7,1101.5,1516.8,220.0,1601.7,814.1,1378.8,1075.0,555.6,572.2,1456.9,232.3,69.2,344.5,59.3,1288.7,384.4,1477.5,599.3,1602.4,714.4,1094.3,828.4,269.5,1036.2,1427.2,1151.0,1311.7,1553.5,1284.7,1195.9,1505.4,765.3,243.5,1347.9,1300.4,1080.3,191.7,1274.7,606.3,1489.8,258.0,131.5,1028.4,832.4,132.8,1565.7,169.8,1522.8,1106.9,1086.8,171.2,113.0,1055.3,1401.0,323.5,117.6,1409.7,1277.9,153.6,1048.8,152.4,1491.7,1397.4,755.0,815.7,649.8,574.4,1429.7,243.8,1319.7,1539.7,1333.5,2683.4,1231.3,258.7,556.3,777.9,1091.2,383.1,259.9,139.3,660.4,1067.4,822.2,811.1,681.6,1547.1,975.8,1353.0,23.9,197.5,1067.4,1107.1,971.9,507.0,207.2,99.1,643.5,1086.6,1164.9,751.5,1530.9,1473.0,393.1,323.9,1293.6,1415.4,564.3,118.5,385.5,79.2,150.5,1109.3,865.0,844.6,525.5,1517.9,45.1,1440.1,819.6,186.6,0.0,1459.3,540.9,584.4,1401.2,1508.3,55.0,74.2,606.5,1541.2,103.0,673.1,202.9,558.2,141.5,779.9,31.5,350.5,214.6
XG,1454.2,192.3,207.1,271.5,1540.3,1429.8,526.5,216.3,283.3,651.4,1422.0,1470.7,1377.7,606.1,167.0,1472.2,296.9,1143.4,134.2,547.4,1191.2,1157.1,212.3,1558.4,1497.2,1497.3,1487.3,205.6,1110.3,113.0,1197.4,271.9,834.2,634.5,706.8,1458.5,540.8,182.6,722.9,228.6,248.7,583.5,494.7,155.6,912.9,1469.7,201.7,237.3,559.3,1455.1,573.5,1186.4,100.7,1501.1,1570.2,568.6,707.0,1571.5,235.2,1494.6,173.0,647.1,658.7,1465.4,1437.8,527.7,156.4,1496.9,1603.7,81.4,459.2,1592.3,521.2,1395.4,91.6,152.8,1084.3,1145.0,1177.3,1159.3,101.4,1486.9,236.6,234.9,250.4,1955.2,530.1,1582.5,1141.2,1107.2,663.1,1556.5,1491.5,1429.2,943.4,628.9,713.0,666.9,1184.1,197.3,622.9,190.7,1510.0,1497.9,639.3,611.7,657.5,1091.9,1590.9,1423.9,875.4,591.2,579.3,827.9,181.1,117.5,1610.9,1535.4,592.4,170.8,1149.2,1412.7,1111.4,1565.3,1475.3,613.9,668.3,837.5,1110.4,213.1,1531.2,40.0,1148.9,1511.4,1486.0,0.0,930.6,1086.9,45.8,203.5,1430.9,1536.4,1230.5,191.4,1541.7,1002.4,1487.4,1143.1,1466.3,859.9,1459.5,1123.5,1469.8
XH,523.5,956.1,970.9,813.6,609.6,499.1,513.1,794.7,1047.1,538.5,491.3,540.0,447.0,560.5,975.8,541.5,1060.7,319.4,837.8,534.0,191.2,226.4,915.9,627.7,566.5,602.8,556.6,747.7,179.6,936.5,197.4,1061.4,173.4,553.3,287.4,527.8,495.2,886.2,610.0,770.7,1012.5,743.7,654.9,964.4,224.3,539.0,806.9,759.4,539.3,524.4,733.7,186.4,948.8,570.4,639.5,487.4,291.4,640.8,1024.7,563.9,981.8,565.9,545.8,534.7,507.1,514.3,860.0,581.8,673.0,868.7,736.9,661.6,507.8,464.7,950.7,856.4,260.3,321.0,177.3,228.6,888.7,556.2,778.7,998.7,792.5,2142.4,690.3,651.8,210.5,283.2,550.2,641.4,560.8,498.5,119.4,526.4,281.2,270.1,184.1,1006.1,434.8,812.0,579.3,567.2,526.4,566.1,430.9,161.2,660.2,493.2,102.5,545.6,623.9,210.5,989.9,932.0,651.4,604.7,752.6,874.4,218.5,482.0,180.7,634.6,544.6,568.3,324.0,303.6,179.7,976.9,600.5,899.1,324.9,580.7,555.3,918.3,0.0,86.9,860.2,967.3,500.2,605.7,230.5,1000.2,611.0,178.4,556.7,212.4,535.6,238.9,528.8,192.8,539.1
XI,580.8,1036.9,1051.7,894.4,666.9,556.4,593.9,875.5,1127.9,619.3,548.6,597.3,504.3,641.3,1056.6,598.8,1141.5,241.1,918.6,614.8,104.2,152.9,996.7,685.0,623.8,660.1,613.9,828.5,236.9,1017.3,110.4,1142.2,254.2,634.1,368.2,585.1,576.0,967.0,690.8,851.5,1093.3,824.5,735.7,1045.2,305.1,596.3,887.7,840.2,620.1,581.7,814.5,99.4,1029.6,627.7,696.8,568.2,372.2,698.1,1105.5,621.2,1062.6,646.7,626.6,592.0,564.4,595.1,940.8,639.1,730.3,949.5,817.7,718.9,588.6,522.0,1031.5,937.2,182.0,242.7,90.3,223.0,969.5,613.5,859.5,1079.5,873.3,2223.2,771.1,709.1,204.9,204.9,631.0,698.7,618.1,555.8,145.2,607.2,362.0,350.9,97.1,1086.9,515.6,892.8,636.6,624.5,607.2,646.9,511.7,165.0,717.5,550.5,183.3,626.4,704.7,291.3,1070.7,1012.8,708.7,662.0,833.4,955.2,212.9,539.3,238.0,691.9,601.9,649.1,404.8,384.4,173.0,1057.7,657.8,979.9,246.6,638.0,612.6,999.1,80.7,0.0,941.0,1048.1,557.5,663.0,143.5,1081.0,668.3,100.1,614.0,138.9,592.9,319.7,586.1,250.1,596.4
XK,1408.3,146.4,161.2,225.6,1494.4,1383.9,480.6,170.4,237.4,605.5,1376.1,1424.8,1331.8,560.2,165.8,1426.3,251.0,1097.5,88.3,501.5,1145.3,1111.2,166.4,1512.5,1451.3,1451.4,1441.4,159.7,1064.4,111.8,1151.5,251.7,788.3,588.6,660.9,1412.6,494.9,136.7,677.0,182.7,202.8,537.6,448.8,154.4,867.0,1423.8,155.8,191.4,513.4,1409.2,527.6,1140.5,99.5,1455.2,1524.3,522.7,661.1,1525.6,215.0,1448.7,171.8,601.2,612.8,1419.5,1391.9,481.8,110.5,1451.0,1557.8,35.5,413.3,1546.4,475.3,1349.5,90.4,106.9,1038.4,1099.1,1131.4,1113.4,55.5,1441.0,190.7,189.0,204.5,1909.3,484.2,1536.6,1095.3,1061.3,617.2,1510.6,1445.6,1383.3,897.5,583.0,667.1,621.0,1138.2,196.1,577.0,144.8,1464.1,1452.0,593.4,565.8,611.6,1046.0,1545.0,1378.0,829.5,545.3,533.4,782.0,179.9,116.3,1565.0,1489.5,546.5,124.9,1103.3,1366.8,1065.5,1519.4,1429.4,568.0,622.4,791.6,1064.5,167.2,1485.3,38.8,1103.0,1465.5,1440.1,58.0,884.7,1041.0,0.0,157.6,1385.0,1490.5,1184.6,190.2,1495.8,956.5,1441.5,1097.2,1420.4,814.0,1413.6,1077.6,1423.9
XO,1520.8,11.1,84.4,338.1,1606.9,1496.4,593.1,282.9,122.9,718.0,1488.6,1537.3,1444.3,672.7,59.0,1538.8,136.5,1210.0,200.8,614.0,1257.8,1223.7,278.9,1625.0,1563.8,1563.9,1553.9,272.2,1176.9,103.0,1264.0,94.0,900.8,701.1,773.4,1525.1,607.4,249.2,789.5,295.2,111.4,650.1,561.3,87.1,979.5,1536.3,268.3,303.9,625.9,1521.7,640.1,1253.0,115.3,1567.7,1636.8,635.2,773.6,1638.1,57.3,1561.2,104.5,713.7,725.3,1532.0,1504.4,594.3,223.0,1563.5,1670.3,191.5,525.8,1658.9,587.8,1462.0,219.9,219.4,1150.9,1211.6,1243.9,1225.9,211.5,1553.5,303.2,112.2,317.0,1902.9,596.7,1649.1,1207.8,1173.8,729.7,1623.1,1558.1,1495.8,1010.0,695.5,779.6,733.5,1250.7,130.6,689.5,257.3,1576.6,1564.5,705.9,678.3,724.1,1158.5,1657.5,1490.5,942.0,657.8,645.9,894.5,114.4,98.5,1677.5,1602.0,659.0,237.4,1215.8,1479.3,1178.0,1631.9,1541.9,680.5,734.9,904.1,1177.0,9.6,1597.8,185.9,1215.5,1578.0,1552.6,246.7,997.2,1153.5,183.0,0.0,1497.5,1603.0,1297.1,124.7,1608.3,1069.0,1554.0,1209.7,1532.9,773.9,1526.1,1190.1,1536.4
XT,210.1,1442.0,1456.8,1299.5,235.5,131.7,999.0,1280.6,1533.0,1024.4,72.7,90.8,79.6,1046.4,1461.7,164.9,1546.6,759.0,1323.7,1019.9,500.5,517.1,1401.8,240.0,66.2,289.4,56.3,1233.6,329.3,1422.4,544.2,1547.3,659.3,1039.2,773.3,214.4,981.1,1372.1,1095.9,1256.6,1498.4,1229.6,1140.8,1450.3,710.2,208.9,1292.8,1245.3,1025.2,136.6,1219.6,551.2,1434.7,202.9,139.2,973.3,777.3,140.5,1510.6,114.7,1467.7,1051.8,1031.7,116.1,57.9,1000.2,1345.9,268.4,172.7,1354.6,1222.8,161.3,993.7,97.3,1436.6,1342.3,699.9,760.6,594.7,519.3,1374.6,188.7,1264.6,1484.6,1278.4,2628.3,1176.2,266.4,501.2,722.8,1036.1,328.0,204.8,84.2,605.3,1012.3,767.1,756.0,626.5,1492.0,920.7,1297.9,79.0,142.4,1012.3,1052.0,916.8,451.9,214.9,44.0,588.4,1031.5,1109.8,696.4,1475.8,1417.9,338.0,289.3,1238.5,1360.3,509.2,63.4,330.4,134.3,95.4,1054.2,809.9,789.5,470.4,1462.8,100.2,1385.0,764.5,131.5,55.0,1404.2,485.8,529.3,1346.1,1453.2,0.0,105.4,551.4,1486.1,110.7,618.0,147.8,503.1,86.4,724.8,28.5,295.4,171.7
XU,243.6,1539.8,1554.6,1397.3,153.5,232.9,1096.8,1382.8,1630.8,1122.2,170.5,188.6,177.4,1144.2,1559.5,175.4,1644.4,856.8,1426.6,1125.0,596.3,614.9,1499.6,158.0,26.7,369.1,35.4,1331.4,427.1,1520.2,642.0,1645.1,757.1,1137.0,871.1,227.9,1078.9,1469.9,1193.7,1352.4,1593.7,1327.4,1238.6,1548.1,796.0,169.2,1390.6,1343.1,1120.0,183.9,1317.4,649.0,1532.5,249.9,57.2,1072.2,875.1,58.5,1618.3,206.8,1565.5,1149.6,1129.5,203.9,155.7,1098.0,1443.7,348.1,110.4,1452.4,1320.6,79.3,1091.5,195.1,1534.4,1436.4,797.7,858.4,692.5,617.1,1472.4,235.7,1362.4,1582.4,1376.2,2726.1,1274.0,184.4,600.1,820.6,1133.9,407.7,210.9,182.0,703.1,1110.1,864.9,853.8,724.3,1588.9,1018.5,1395.7,63.6,181.1,1116.9,1149.8,1014.6,549.7,132.9,136.7,686.2,1129.3,1207.6,794.2,1573.6,1515.7,417.7,249.6,1336.3,1458.1,607.0,161.2,428.2,39.4,193.2,1152.0,907.7,887.3,568.2,1560.6,30.2,1482.8,862.3,208.8,80.7,1502.0,583.6,627.1,1443.9,1551.0,97.7,0.0,649.2,1583.9,28.7,715.8,170.6,600.9,184.2,822.6,59.3,393.2,140.3
YA,606.6,1172.8,1187.6,1030.3,692.7,582.2,729.8,1011.4,1263.8,755.2,574.4,623.1,530.1,777.2,1192.5,624.6,1277.4,377.0,1054.5,750.7,65.2,113.9,1132.6,710.8,649.6,685.9,639.7,964.4,262.7,1153.2,21.5,1278.1,390.1,770.0,504.1,610.9,711.9,1102.9,826.7,987.4,1229.2,960.4,871.6,1181.1,441.0,622.1,1023.6,976.1,756.0,607.5,950.4,78.4,1165.5,653.5,722.6,704.1,508.1,723.9,1241.4,647.0,1198.5,782.6,762.5,617.8,590.2,731.0,1076.7,664.9,756.1,1085.4,953.6,744.7,724.5,547.8,1167.4,1073.1,317.9,378.6,101.9,118.9,1105.4,639.3,995.4,1215.4,1009.2,2359.1,907.0,734.9,100.8,340.8,766.9,724.5,643.9,581.6,281.1,743.1,497.9,486.8,142.7,1222.8,651.5,1028.7,662.4,650.3,743.1,782.8,647.6,100.1,743.3,576.3,319.2,762.3,840.6,427.2,1206.6,1148.7,734.5,687.8,969.3,1091.1,108.8,565.1,263.8,717.7,627.7,785.0,540.7,520.3,68.9,1193.6,683.6,1115.8,382.5,663.8,638.4,1135.0,216.6,135.8,1076.9,1184.0,583.3,688.8,0.0,1216.9,694.1,236.0,639.8,99.9,618.7,455.6,611.9,275.9,622.2
YE,1518.1,149.3,189.2,335.4,1604.2,1493.7,590.4,280.2,202.8,715.3,1485.9,1534.6,1441.6,670.0,69.0,1536.1,216.4,1207.3,198.1,611.3,1255.1,1221.0,276.2,1622.3,1561.1,1561.2,1551.2,269.5,1174.2,51.7,1261.3,173.9,898.1,698.4,770.7,1522.4,604.7,246.5,786.8,292.5,191.3,647.4,558.6,57.6,976.8,1533.6,265.6,301.2,623.2,1519.0,637.4,1250.3,64.0,1565.0,1634.1,632.5,770.9,1635.4,137.2,1558.5,75.0,711.0,722.6,1529.3,1501.7,591.6,220.3,1560.8,1667.6,197.6,523.1,1656.2,585.1,1459.3,168.6,216.7,1148.2,1208.9,1241.2,1223.2,217.6,1550.8,300.5,212.1,314.3,1949.8,594.0,1646.4,1205.1,1171.1,727.0,1620.4,1555.4,1493.1,1007.3,692.8,776.9,730.8,1248.0,5.8,686.8,254.6,1573.9,1561.8,703.2,675.6,721.4,1155.8,1654.8,1487.8,939.3,655.1,643.2,891.8,6.0,47.2,1674.8,1599.3,656.3,234.7,1213.1,1476.6,1175.3,1629.2,1539.2,677.8,732.2,901.4,1174.3,128.5,1595.1,134.6,1212.8,1575.3,1549.9,195.4,994.5,1150.8,162.0,138.1,1494.8,1600.3,1294.4,0.0,1605.6,1066.3,1551.3,1207.0,1530.2,820.8,1523.4,1187.4,1533.7
YK,214.8,1564.6,1579.4,1422.1,124.7,208.1,1121.6,1403.2,1655.6,1147.0,195.3,213.4,202.2,1169.0,1584.3,146.6,1669.2,881.6,1446.3,1142.5,623.1,639.7,1524.4,129.2,51.5,340.3,60.1,1356.2,451.9,1545.0,666.8,1669.9,781.9,1161.8,895.9,199.1,1103.7,1494.7,1218.5,1379.2,1621.0,1352.2,1263.4,1572.9,832.8,140.4,1415.4,1367.9,1147.8,155.1,1342.2,673.8,1557.3,221.1,28.4,1095.9,899.9,30.4,1633.2,232.7,1590.3,1174.4,1154.3,175.1,180.5,1122.8,1468.5,319.3,138.7,1477.2,1345.4,50.5,1116.3,187.2,1559.2,1464.9,822.5,883.2,717.3,641.9,1497.2,206.9,1387.2,1607.2,1401.0,2750.9,1298.8,155.6,623.8,845.4,1158.7,378.9,182.1,206.8,727.9,1134.9,889.7,878.6,749.1,1614.6,1043.3,1420.5,91.9,152.3,1134.9,1174.6,1039.4,574.5,104.1,166.6,711.0,1154.1,1232.4,819.0,1598.4,1540.5,388.9,220.8,1361.1,1482.9,631.8,186.0,453.0,67.7,218.0,1176.8,932.5,912.1,593.0,1585.4,59.6,1507.6,887.1,173.3,105.5,1526.8,608.4,651.9,1468.7,1575.8,122.5,28.2,674.0,1608.7,0.0,740.6,141.8,625.7,204.2,847.4,84.1,418.0,111.5
YP,667.7,1012.2,1027.0,869.7,753.8,643.3,594.7,850.8,1103.2,620.1,635.5,684.2,591.2,642.1,1031.9,685.7,1116.8,140.9,893.9,615.6,222.6,271.3,972.0,771.9,710.7,747.0,700.8,803.8,323.8,992.6,228.8,1117.5,305.4,634.9,299.6,672.0,576.8,942.3,691.6,826.8,1068.6,799.8,711.0,1020.5,356.3,683.2,863.0,815.5,620.9,668.6,789.8,217.8,1004.9,714.6,783.7,569.0,303.6,785.0,1080.8,708.1,1037.9,647.5,627.4,678.9,651.3,595.9,916.1,726.0,817.2,924.8,818.5,805.8,589.4,608.9,1006.8,912.5,81.8,142.5,208.7,341.4,944.8,700.4,834.8,1054.8,848.6,2274.4,746.4,796.0,323.3,104.7,631.8,785.6,705.0,642.7,58.9,608.0,293.4,342.3,215.5,1062.2,471.5,868.1,723.5,711.4,608.0,647.7,506.1,283.4,804.4,637.4,114.7,627.2,705.5,342.5,1046.0,988.1,795.6,748.9,808.7,930.5,331.3,626.2,324.9,778.8,688.8,649.9,336.2,315.8,291.4,1033.0,744.7,955.2,146.4,724.9,699.5,974.4,167.6,118.3,916.3,1023.4,644.4,749.9,261.9,1056.3,755.2,0.0,700.9,257.3,679.8,370.9,673.0,337.0,683.3
YR,132.0,1492.8,1507.6,1350.3,103.1,96.5,1049.8,1331.4,1583.8,1075.2,116.9,160.8,93.7,1097.2,1512.5,17.0,1597.4,809.8,1379.6,1078.0,549.3,567.9,1452.6,121.2,227.4,257.5,219.8,1284.4,380.1,1473.2,595.0,1598.1,710.1,1090.0,824.1,116.3,1031.9,1422.9,1146.7,1305.4,1546.7,1280.4,1191.6,1501.1,761.0,69.8,1343.6,1296.1,1073.0,43.5,1270.4,602.0,1485.5,109.5,147.3,1024.1,828.1,206.3,1561.4,115.4,1518.5,1102.6,1082.5,63.5,130.9,1051.0,1396.7,236.5,314.6,1405.4,1273.6,191.7,1044.5,75.6,1487.4,1393.1,750.7,811.4,645.5,570.1,1425.4,95.3,1315.4,1535.4,1329.2,2679.1,1227.0,145.3,552.0,773.6,1086.9,296.1,56.9,107.1,656.1,1063.1,817.9,806.8,677.3,1541.9,971.5,1348.7,242.7,10.4,1069.9,1102.8,967.6,502.7,153.7,144.9,639.2,1082.3,1160.6,747.2,1526.6,1468.7,306.1,150.2,1289.3,1411.1,560.0,126.2,381.2,243.6,104.2,1105.0,860.7,840.3,521.2,1513.6,235.5,1435.8,815.3,38.2,218.7,1455.0,536.6,580.1,1396.9,1504.0,163.6,204.1,602.2,1536.9,175.8,668.8,0.0,553.9,92.6,775.6,192.2,346.2,32.6
YU,551.1,1158.9,1173.7,1016.4,637.2,526.7,715.9,997.5,1249.9,741.3,518.9,567.6,474.6,763.3,1178.6,569.1,1263.5,408.6,1040.6,736.8,39.3,13.9,1118.7,655.3,594.1,630.4,584.2,950.5,207.2,1139.3,83.0,1264.2,376.2,756.1,490.2,555.4,698.0,1089.0,812.8,973.5,1215.3,946.5,857.7,1167.2,427.1,566.6,1009.7,962.2,742.1,552.0,936.5,90.0,1151.6,598.0,667.1,690.2,494.2,668.4,1227.5,591.5,1184.6,768.7,748.6,562.3,534.7,717.1,1062.8,609.4,700.6,1071.5,939.7,689.2,710.6,492.3,1153.5,1059.2,349.5,410.2,133.5,132.0,1091.5,583.8,981.5,1201.5,995.3,2345.2,893.1,679.4,113.9,372.4,753.0,669.0,588.4,526.1,312.7,729.2,484.0,472.9,174.3,1208.9,637.6,1014.8,606.9,594.8,729.2,768.9,633.7,48.0,687.8,520.8,305.3,748.4,826.7,413.3,1192.7,1134.8,679.0,632.3,955.4,1077.2,121.9,509.6,208.3,662.2,572.2,771.1,526.8,506.4,83.1,1179.7,628.1,1101.9,414.1,608.3,582.9,1121.1,202.7,167.4,1063.0,1170.1,527.8,633.3,116.1,1203.0,638.6,267.6,584.3,0.0,563.2,441.7,556.4,220.4,566.7
ZA,194.1,1497.3,1512.1,1354.8,176.4,124.2,1054.3,1340.3,1588.3,1079.7,57.1,68.1,121.4,1101.7,1517.0,96.6,1601.9,814.3,1384.1,1082.5,553.8,572.4,1457.1,194.5,152.6,337.1,142.5,1288.9,384.6,1477.7,599.5,1602.6,714.6,1094.5,828.6,162.5,1036.4,1427.4,1151.2,1309.9,1553.7,1284.9,1196.1,1505.6,753.5,143.1,1348.1,1300.6,1077.5,52.9,1274.9,606.5,1490.0,119.2,220.6,1028.6,832.6,226.9,1565.9,22.7,1523.0,1107.1,1087.0,32.4,38.2,1055.5,1401.2,316.1,259.1,1409.9,1278.1,247.7,1049.0,103.3,1491.9,1393.9,755.2,815.9,650.0,574.6,1429.9,105.0,1319.9,1539.9,1333.7,2683.6,1231.5,218.6,556.5,778.1,1091.4,375.7,136.5,89.5,660.6,1067.6,822.4,811.3,681.8,1546.4,976.0,1353.2,165.4,74.1,1074.4,1107.3,972.1,507.2,227.0,57.3,643.7,1086.8,1165.1,751.7,1531.1,1473.2,385.7,223.5,1293.8,1415.6,564.5,66.4,385.7,220.7,27.1,1109.5,865.2,844.8,525.7,1518.1,186.6,1440.3,819.8,59.7,141.4,1459.5,541.1,584.6,1401.4,1508.5,86.3,192.9,606.7,1541.4,197.1,673.3,79.5,558.4,0.0,780.1,114.9,350.7,105.9
ZE,744.1,743.6,758.4,702.3,830.2,723.1,388.8,683.4,834.6,414.2,711.9,760.6,667.6,436.2,812.9,762.1,848.2,496.0,731.6,409.7,411.8,447.0,804.6,848.3,787.1,823.4,777.0,636.4,400.2,773.6,418.0,848.9,259.1,429.0,292.4,748.4,370.9,774.9,485.7,657.4,800.0,652.0,563.2,801.5,298.0,759.6,695.6,648.1,412.0,745.0,642.0,407.0,785.9,791.0,860.1,363.1,387.0,861.4,812.2,778.8,818.9,441.6,421.5,755.3,727.7,390.0,748.7,802.4,893.6,775.1,612.6,882.2,383.5,685.3,857.1,745.1,436.9,497.6,397.9,449.2,795.1,776.8,667.4,786.2,681.2,1903.4,598.6,872.4,431.1,459.8,425.9,862.0,781.4,719.1,296.0,402.1,298.6,256.4,404.7,842.3,310.5,700.7,799.9,787.8,408.9,441.8,306.6,381.8,880.8,713.8,279.1,421.3,499.6,196.8,827.0,769.1,872.0,825.3,660.9,763.1,439.1,702.6,401.3,855.2,765.2,444.0,440.5,480.2,400.3,764.4,821.1,805.5,501.5,801.3,775.9,824.7,220.5,307.5,766.6,754.8,720.8,826.3,451.1,837.3,831.6,355.0,777.3,433.0,756.2,0.0,749.4,413.4,759.7
