from_stop,AA,AE,AN,AY,BG,BH,BK,BM,BN,BP,BS,BT,CE,CG,CI,CM,CT,CU,DA,DD,DG,DJ,DQ,DS,DT,EA,EC,ED,EE,EF,EH,EI,EP,EQ,ES,EW,EX,EZ,FB,FL,FM,FP,FT,GA,GB,GE,GF,GI,GK,GL,GO,GR,GT,GU,GY,HA,HH,HK,HM,HN,HO,HV,IB,IE,IF,II,IV,IX,JA,JB,JK,JL,JM,JN,JQ,JS,JZ,KG,KH,KI,KN,KP,KR,KS,KW,LD,LE,LF,LG,LL,LT,LX,LY,LZ,MB,MD,MG,MJ,MO,MS,MT,MW,MZ,NE,NG,NI,NJ,NR,NU,NW,NZ,OH,OL,OP,OX,OY,PC,PD,PF,PH,PI,PJ,PK,PL,PM,PO,PP,PR,QB,QG,QH,QI,QN,QQ,QT,QX,RI,RK,RM,RS,RX,SC,SE,SH,SM,SQ,SV,SW,SX,SZ,TE,TL,TW,TX,UC,UN,UO,UZ,VE,VL,VP,VZ,WA,WH,WI,WJ,WS,WV,XC,XG,XJ,XK,XO,XP,XU,YD,YE,YG,YI,YJ,YK,YM,YT,YV,YZ,ZA,ZB,ZH,ZI,ZN,ZV
WA,322.4,292.4,202.3,248.6,115.5,141.7,112.7,170.9,55.2,145.3,174.7,164.5,51.1,106.0,147.0,300.2,116.8,190.2,206.2,292.2,91.5,157.8,455.1,229.1,100.6,218.2,234.5,141.5,320.2,272.2,100.8,166.7,120.8,176.2,214.0,296.1,187.2,126.9,272.2,112.5,2.5,212.4,256.2,84.9,118.2,394.4,192.6,188.5,213.2,89.7,319.3,275.3,117.4,22.4,259.4,174.7,196.4,191.4,225.9,210.7,203.7,222.4,113.6,43.5,109.2,158.0,126.4,1212.3,217.8,186.0,81.7,327.9,179.7,99.2,131.1,171.8,358.0,99.6,251.6,147.7,92.7,169.2,347.7,171.9,95.9,311.8,177.2,217.4,233.9,187.5,96.9,95.6,207.8,125.5,156.9,387.3,145.2,228.7,141.6,156.1,126.0,219.9,185.5,150.7,84.1,242.5,56.5,62.3,50.4,80.1,180.3,332.9,241.7,72.8,91.7,379.4,176.0,359.4,149.4,301.2,136.1,220.8,62.2,74.2,137.5,106.2,195.8,172.3,303.9,39.3,135.6,130.2,164.6,141.2,160.1,201.1,310.4,69.7,236.9,122.4,58.1,397.4,266.2,277.1,315.7,126.1,150.6,67.7,159.8,167.5,133.8,177.5,235.9,186.5,339.8,94.3,448.7,305.5,152.7,119.9,171.3,121.7,0.0,139.4,270.0,127.4,247.3,179.9,270.9,144.1,181.6,210.1,153.7,155.4,178.1,184.4,254.1,252.7,179.4,184.1,34.3,193.8,217.6,375.7,176.2,183.0,204.4,204.0,401.0,148.9,151.6
WH,300.0,307.4,208.9,159.3,255.3,281.5,109.7,156.3,125.4,208.2,105.4,93.2,124.2,245.8,57.7,231.3,256.6,330.0,203.2,224.5,124.0,297.6,386.2,368.9,134.1,358.0,236.8,281.3,329.9,203.3,240.6,77.4,169.9,127.8,145.1,227.2,184.2,141.9,262.5,68.5,137.2,143.5,289.7,224.7,258.0,336.4,189.6,99.2,201.5,175.7,234.0,290.3,203.4,131.7,274.4,314.5,203.0,122.5,157.0,225.7,210.6,335.2,186.7,107.6,249.0,297.8,98.0,1144.5,199.6,325.8,167.7,342.9,108.4,239.0,163.5,311.6,373.0,172.7,182.7,287.5,232.5,79.9,362.7,32.4,235.7,326.8,317.0,357.2,156.4,184.5,236.7,235.4,260.1,187.3,296.7,314.0,181.4,368.5,142.5,170.5,13.4,130.6,328.7,290.5,223.9,173.6,184.3,160.9,191.5,113.6,177.3,347.9,381.5,99.8,172.3,397.7,283.3,374.4,68.5,316.2,133.1,328.1,202.0,172.7,277.3,50.6,126.9,204.7,235.0,102.2,186.6,203.3,161.2,174.7,90.8,340.9,312.0,110.9,298.9,142.3,158.0,368.6,176.9,292.1,246.8,257.8,290.4,148.3,192.2,307.3,148.8,174.5,150.6,213.1,263.8,222.6,379.8,316.9,215.6,262.6,235.4,61.1,139.7,0.0,180.7,213.2,262.3,111.0,202.0,215.0,185.8,207.1,44.7,188.9,188.2,192.6,215.8,163.4,319.2,242.7,174.1,99.3,269.9,342.1,201.7,322.8,115.1,343.8,332.1,113.1,214.5
WI,125.5,211.9,221.0,31.3,381.0,417.5,200.2,246.8,251.1,314.9,159.7,182.2,260.2,371.5,149.5,82.3,376.0,466.0,203.8,89.1,215.8,433.6,211.7,494.6,206.9,494.0,260.9,396.8,227.1,100.3,366.3,130.7,281.7,139.9,124.4,94.4,259.6,150.0,129.7,159.0,273.2,72.2,344.5,360.7,394.0,161.9,280.1,125.2,231.6,339.0,53.2,155.0,366.7,295.0,178.9,450.5,222.4,123.7,83.0,130.2,208.9,446.1,304.9,263.8,385.0,425.4,194.4,963.7,48.8,451.5,331.0,247.4,167.0,375.0,197.2,431.0,223.5,308.7,49.9,406.9,368.5,114.4,267.2,212.4,371.7,175.8,436.4,493.2,74.3,240.6,372.7,361.1,371.0,308.5,432.7,139.5,271.9,504.5,176.2,261.0,212.2,89.1,464.7,426.5,359.9,75.3,320.3,284.2,327.5,226.2,219.2,229.8,507.2,204.1,316.4,261.9,394.2,223.4,179.8,220.7,223.6,418.5,338.0,308.7,403.0,232.9,119.8,238.4,102.2,238.2,301.9,333.4,251.7,225.3,170.9,476.9,137.5,236.6,332.6,154.0,294.0,194.1,33.0,196.6,99.7,393.8,416.1,311.6,225.9,426.7,143.1,265.0,102.5,303.6,89.3,370.1,205.3,142.4,307.0,398.6,269.1,156.3,275.7,198.8,0.0,317.7,166.8,104.3,69.2,248.7,276.3,199.8,203.6,239.5,186.5,216.5,83.0,54.1,455.2,276.4,310.1,139.7,380.8,167.6,213.8,458.8,108.4,469.5,157.6,191.3,308.1
WJ,414.0,409.7,203.8,311.3,199.9,214.0,233.9,288.2,120.8,242.9,195.0,166.0,151.6,190.4,210.8,371.0,201.2,262.5,323.5,380.7,93.0,230.1,466.3,313.5,102.1,282.5,235.8,106.3,437.5,360.7,185.2,210.2,42.9,184.1,302.5,384.6,304.5,244.2,389.5,205.0,119.7,300.9,197.2,157.2,220.6,450.6,309.9,251.2,214.7,80.5,341.9,392.6,108.2,111.2,376.7,239.0,313.7,279.9,314.4,328.0,321.0,155.6,214.1,131.8,174.9,230.3,175.9,1220.2,340.1,270.4,72.5,445.2,193.3,201.6,128.8,256.2,475.3,200.1,340.1,232.1,177.1,231.9,465.0,186.3,198.3,429.1,261.6,289.7,306.8,304.8,169.2,180.0,80.5,214.7,222.7,432.6,234.4,303.9,149.5,245.3,189.1,257.1,257.8,223.0,168.5,331.0,140.9,109.5,140.8,107.3,297.6,450.2,324.4,191.1,70.0,496.7,103.7,476.7,169.7,418.5,253.4,148.5,146.6,178.9,221.9,169.3,284.3,145.1,392.4,156.6,25.9,230.7,281.9,145.2,180.4,265.4,427.7,117.7,162.4,239.7,158.1,482.8,271.2,394.4,388.2,119.1,235.0,84.7,101.0,251.9,251.1,292.2,302.6,284.1,385.1,109.0,494.0,422.8,246.8,222.5,96.8,210.2,117.4,202.5,314.5,0.0,364.6,268.4,359.4,69.6,279.2,327.4,173.8,159.3,295.4,301.7,371.4,297.4,243.7,56.8,136.7,217.4,92.7,456.3,177.7,247.3,241.4,288.4,452.5,150.4,249.2
WS,75.0,45.0,395.2,194.6,381.9,409.9,201.1,247.7,276.7,315.8,324.3,350.2,252.6,372.4,255.4,132.0,376.9,458.4,196.2,138.8,312.0,426.0,213.1,495.5,322.1,486.4,434.5,409.7,67.5,197.3,367.2,275.1,357.9,314.1,235.0,98.5,255.6,142.4,72.7,222.7,265.6,169.2,479.6,353.1,386.4,147.0,281.0,286.7,399.2,357.9,145.6,31.3,385.6,289.5,12.0,442.9,219.5,242.2,212.5,56.5,255.5,490.6,305.8,265.0,377.4,426.2,234.8,1082.8,149.7,452.4,349.9,80.5,341.2,367.4,352.6,431.9,110.6,301.1,132.2,407.8,360.9,277.6,100.3,294.9,364.1,64.4,437.3,485.6,220.5,237.7,365.1,362.0,448.1,309.4,425.1,140.9,272.8,496.9,350.4,261.9,294.7,272.2,457.1,418.9,352.3,197.6,312.7,329.4,319.9,301.6,215.2,85.5,508.1,196.5,358.8,135.3,444.2,112.0,331.0,53.8,224.5,489.0,330.4,301.1,403.9,281.6,216.8,393.8,122.6,230.6,374.6,331.7,252.6,362.7,309.7,469.3,63.0,291.2,488.0,179.1,286.4,150.0,216.1,29.7,134.1,386.2,417.0,334.8,381.3,427.6,135.5,265.9,256.9,304.5,143.7,362.5,206.7,58.1,307.9,391.0,424.5,230.1,268.1,281.3,188.9,395.4,0.0,201.3,112.9,411.2,277.2,192.2,307.2,376.9,233.1,212.5,116.6,237.2,447.6,424.4,302.5,297.0,457.9,128.3,388.0,451.2,291.5,470.4,170.5,344.1,309.0
WV,188.9,241.8,235.4,99.3,276.6,322.6,95.8,142.4,175.5,210.5,153.1,179.0,165.3,267.1,84.2,120.2,271.6,371.1,140.7,113.4,212.6,338.7,275.1,390.2,221.3,399.1,263.3,322.4,264.3,92.2,261.9,103.9,247.3,154.3,34.0,116.1,155.2,76.3,151.4,54.6,178.3,32.4,340.9,265.8,299.1,225.3,175.7,85.3,228.0,234.6,139.3,186.0,262.3,190.6,208.8,355.6,145.4,40.8,45.9,160.1,104.5,403.3,200.5,166.5,290.1,321.0,90.0,1063.0,88.5,347.1,226.6,277.3,181.4,280.1,211.6,326.6,285.7,204.5,71.6,302.5,273.6,85.8,297.1,123.7,276.8,238.0,332.0,398.3,53.9,145.4,277.8,256.7,348.6,204.1,337.8,202.9,167.5,409.6,190.6,156.6,123.5,95.8,369.8,331.6,263.2,62.5,225.4,219.8,232.6,191.0,114.8,282.3,402.8,109.2,231.2,324.1,356.9,285.6,159.8,250.6,119.2,401.7,243.1,213.8,298.6,160.8,15.8,252.8,123.9,143.3,275.1,229.0,147.3,239.7,138.5,382.0,200.9,188.3,347.0,49.6,199.1,257.5,132.3,226.5,135.7,298.9,311.7,207.2,240.3,322.3,83.2,160.6,55.9,199.2,152.7,275.2,268.7,205.8,202.6,303.7,283.5,58.9,180.8,110.1,99.2,272.1,196.7,0.0,90.9,263.1,171.9,144.6,136.0,253.9,82.1,112.1,104.7,110.2,360.3,290.8,215.2,125.8,358.4,231.0,228.2,363.9,101.2,365.1,221.0,200.6,203.7
XC,127.9,163.6,302.6,81.6,365.0,411.0,184.2,230.8,263.9,298.9,241.3,263.8,253.7,355.5,172.6,65.7,360.0,459.5,196.9,58.9,297.4,427.1,155.8,478.6,288.5,487.5,342.5,410.8,186.1,84.3,350.3,192.3,335.7,221.5,122.0,25.1,243.6,152.0,60.4,143.0,266.7,56.2,426.1,354.2,387.5,164.3,264.1,173.7,313.2,323.0,84.8,95.6,350.7,279.0,124.9,444.0,224.4,129.2,99.5,120.3,192.9,491.7,288.9,254.9,378.5,409.4,178.4,1029.8,50.8,435.5,315.0,199.1,248.6,368.5,278.8,415.0,195.3,292.9,19.2,390.9,362.0,164.7,218.9,212.1,365.2,147.6,420.4,486.7,107.5,233.8,366.2,345.1,437.0,292.5,426.2,141.9,255.9,498.0,257.8,245.0,211.9,170.7,458.2,420.0,351.6,84.6,313.8,308.2,321.0,279.4,203.2,201.6,491.2,197.6,319.6,233.7,445.3,195.2,248.2,172.4,207.6,490.1,331.5,302.2,387.0,249.2,103.8,320.0,32.9,231.7,363.5,317.4,235.7,306.9,226.9,470.4,139.9,276.7,414.2,138.0,287.5,196.5,114.6,148.3,44.7,387.3,400.1,295.6,307.5,410.7,145.1,249.0,143.9,287.6,73.7,363.6,207.7,141.3,291.0,392.1,350.7,147.3,269.2,198.5,81.5,360.5,137.0,88.3,0.0,330.3,260.3,192.9,224.4,321.1,170.5,200.5,30.2,135.7,448.7,358.0,303.6,214.2,446.8,170.0,295.4,452.3,189.6,453.5,142.0,272.9,292.1
XG,364.9,414.0,158.5,293.6,248.0,260.1,234.3,280.9,122.2,238.7,174.4,141.6,154.7,238.5,193.1,321.7,249.3,308.6,327.8,328.5,82.0,276.2,396.6,361.6,92.1,328.6,190.7,152.4,436.5,360.6,233.3,174.3,32.9,114.4,302.4,359.7,308.8,248.5,395.0,224.9,165.1,300.8,127.5,203.3,268.7,401.3,312.4,233.5,169.4,149.5,292.6,396.9,163.0,135.1,381.0,285.1,327.6,275.3,299.4,332.3,325.3,201.7,217.2,134.9,221.2,276.4,199.8,1150.5,314.1,318.5,141.5,449.5,123.6,249.7,59.1,304.3,462.9,203.2,315.2,280.2,225.2,214.2,469.3,176.3,246.4,415.2,309.7,335.8,290.7,309.1,215.3,228.1,126.6,217.8,268.8,378.9,237.5,339.1,79.8,248.4,185.4,233.9,307.3,269.1,216.6,325.3,189.0,99.5,185.6,97.3,301.9,469.2,370.1,194.4,67.6,501.3,149.8,462.8,167.8,422.8,257.7,194.6,194.7,202.8,270.0,158.1,284.2,75.4,349.8,160.9,53.1,233.8,285.8,97.4,170.4,311.5,376.9,107.7,92.7,248.9,186.7,433.5,248.2,398.7,339.1,172.3,283.1,88.7,31.3,300.0,255.4,288.0,284.9,279.9,328.7,155.1,444.7,381.8,246.1,273.3,29.2,218.4,165.3,198.8,265.2,68.9,368.9,268.3,334.5,0.0,275.0,331.7,164.0,111.6,302.9,302.3,348.3,274.2,289.8,54.5,184.8,152.9,136.4,407.0,132.4,293.4,218.2,336.5,382.8,119.7,245.0
XJ,328.1,298.1,285.9,236.3,143.9,197.4,63.9,66.2,161.3,37.5,203.6,229.5,130.5,162.2,134.7,287.9,98.6,252.4,132.9,281.1,196.6,220.0,442.8,219.8,206.7,304.8,313.8,304.9,320.6,259.9,157.0,154.4,242.5,204.8,201.7,283.8,52.8,132.6,277.9,102.0,160.8,200.1,362.3,248.3,257.7,393.0,78.7,176.2,278.5,241.1,307.0,281.0,268.8,184.7,265.1,270.3,66.4,179.1,213.6,216.4,209.4,357.9,103.5,149.6,272.6,181.6,114.1,1221.5,223.5,192.4,233.1,333.6,231.9,238.7,237.2,153.6,363.7,81.4,239.3,129.5,181.9,156.9,353.4,174.2,193.7,317.5,159.0,279.6,221.6,47.9,254.3,151.8,332.7,89.1,219.1,370.6,91.3,316.6,241.1,80.4,174.0,207.6,251.1,212.9,118.3,230.2,167.7,224.6,215.1,186.2,107.0,338.6,281.4,93.8,237.7,388.4,339.4,365.1,210.3,306.9,39.9,381.7,158.5,135.2,193.7,158.8,183.5,278.4,291.6,125.8,259.2,56.0,42.6,247.3,189.0,296.7,316.1,175.8,382.9,133.0,140.0,403.1,253.9,282.8,303.4,281.4,190.3,213.7,265.9,149.3,139.5,11.9,223.6,26.2,320.4,257.7,436.4,311.2,29.6,223.5,319.4,109.4,163.3,160.6,257.7,278.6,253.0,167.6,258.6,290.1,0.0,136.8,186.5,261.5,187.0,71.0,259.8,240.4,275.0,309.0,197.7,176.3,342.5,381.4,278.7,278.6,192.1,207.9,388.7,221.3,30.7
XK,248.6,218.6,337.6,194.6,237.5,297.7,119.0,103.3,207.7,179.7,255.3,281.2,183.6,228.0,186.4,226.7,240.8,345.7,3.9,219.9,243.0,320.3,381.6,351.1,253.1,405.1,365.5,340.7,241.1,198.7,222.8,206.1,288.9,256.5,174.9,222.6,82.5,73.4,198.4,153.7,196.6,138.9,408.7,284.1,317.4,320.6,136.6,226.6,330.2,288.9,245.8,201.5,316.6,220.5,185.6,370.6,90.7,182.1,134.4,136.9,179.5,421.6,161.4,196.0,308.4,281.9,165.8,1160.6,144.0,308.0,280.9,254.1,283.6,298.4,283.6,295.8,284.2,165.4,178.1,271.7,265.7,208.6,273.9,225.9,259.5,238.0,301.2,379.9,142.4,90.7,296.1,217.6,379.1,165.0,319.4,309.4,128.4,398.9,292.8,117.5,225.7,230.7,351.4,313.2,224.1,169.0,243.7,260.4,250.9,232.6,30.9,259.1,363.7,127.5,289.8,308.9,375.2,285.6,262.0,227.4,98.1,420.0,236.2,206.5,259.5,212.6,156.7,324.8,230.4,161.6,305.6,196.0,126.2,293.7,240.7,397.0,236.6,222.2,419.0,107.6,213.0,323.6,229.8,203.3,242.2,317.2,272.6,265.8,312.3,291.5,66.5,129.8,196.8,168.4,259.2,293.5,375.2,231.7,171.8,289.3,355.5,161.1,199.1,212.3,196.8,326.4,173.5,141.2,197.4,342.2,141.1,0.0,238.2,307.9,157.1,57.4,180.3,198.7,369.5,355.4,233.5,228.0,388.9,301.9,330.4,378.9,242.5,326.0,327.5,275.1,172.9
XO,314.6,323.3,195.3,175.2,251.7,288.4,129.5,172.2,80.6,197.1,60.6,48.4,113.1,242.2,73.6,247.2,252.8,336.9,219.1,240.4,80.2,304.5,400.8,365.3,89.3,364.9,235.2,241.1,345.8,219.2,237.0,75.8,125.1,99.3,161.0,243.1,200.1,157.8,278.4,82.2,144.1,159.4,244.9,231.6,264.9,351.0,205.5,115.1,199.9,179.4,242.3,306.2,207.1,135.4,290.3,321.4,209.3,138.4,172.9,241.6,226.5,290.4,175.6,93.3,255.9,296.1,119.8,1135.4,210.9,322.2,171.4,358.8,63.6,245.9,118.7,307.8,388.9,161.6,198.6,283.7,231.1,95.8,378.6,12.2,242.6,342.7,313.2,364.1,170.7,200.4,243.6,231.8,215.3,176.2,303.6,328.6,195.9,386.3,97.7,186.4,68.1,146.5,332.2,297.4,230.8,189.5,173.2,126.3,197.1,68.8,193.2,363.8,377.9,122.4,158.3,410.3,238.5,390.3,17.3,332.1,149.0,283.3,194.1,161.6,273.7,45.7,142.8,159.9,250.9,119.3,141.8,192.2,177.1,129.9,46.0,347.8,326.6,66.1,254.1,153.3,146.9,383.2,171.8,308.0,262.7,254.1,286.8,152.0,147.4,303.5,164.7,190.4,166.5,229.0,285.5,226.3,394.4,331.5,201.0,266.6,188.5,77.0,146.6,54.7,196.6,157.6,278.2,126.9,217.9,170.2,201.7,223.0,0.0,144.1,200.9,208.5,231.7,179.3,326.1,197.9,181.0,97.7,225.1,356.7,188.1,329.7,131.0,340.2,346.7,86.3,203.4
XP,337.8,390.9,101.0,266.5,270.2,306.9,215.1,269.4,99.1,217.5,146.7,114.2,131.6,260.7,166.0,294.6,271.3,355.4,304.7,302.6,64.6,323.0,369.5,383.8,53.9,383.4,133.2,240.8,418.7,333.5,255.5,147.2,124.8,87.3,275.3,332.6,285.7,225.4,367.9,196.5,162.6,273.7,100.7,250.1,283.4,374.2,289.3,206.4,111.9,197.9,265.5,373.8,225.6,153.9,357.9,339.9,294.9,248.2,272.3,309.2,302.2,290.1,194.1,113.7,274.4,314.6,173.9,1119.6,282.4,340.7,189.9,426.4,96.5,264.4,62.2,326.3,435.8,180.1,288.1,302.2,249.6,187.1,448.1,153.2,261.1,388.1,331.7,382.6,262.0,286.0,262.1,250.3,215.0,194.7,322.1,356.2,214.4,404.8,52.7,225.3,162.3,205.3,352.6,315.9,249.3,298.2,191.7,132.2,215.6,74.2,280.7,431.4,400.2,172.3,158.0,477.9,238.2,435.7,136.6,399.7,234.6,274.6,212.6,180.1,292.2,135.0,257.1,103.4,322.7,137.8,141.5,210.7,263.1,10.4,147.3,366.3,349.8,84.6,137.6,225.8,170.4,406.4,221.5,375.6,312.0,253.8,305.3,170.5,90.9,322.0,232.3,264.9,257.8,256.8,308.7,243.5,417.6,354.7,219.5,285.1,132.0,191.3,165.1,175.7,238.1,157.1,345.8,241.2,307.4,113.7,251.9,308.6,140.9,0.0,276.6,282.9,321.2,245.6,344.6,141.4,201.4,120.6,227.2,379.9,74.9,348.2,189.6,358.7,355.7,92.6,221.9
XU,265.5,250.5,289.7,178.6,308.2,336.2,131.3,185.6,203.0,242.1,207.4,233.3,178.9,298.7,138.5,199.5,303.2,384.7,149.4,191.5,236.6,352.3,354.4,421.8,248.4,412.7,314.9,336.0,278.3,171.5,293.5,158.2,284.2,208.6,113.3,192.7,161.2,85.0,230.3,106.7,191.9,111.7,395.2,279.4,310.0,304.6,207.3,139.6,282.3,284.2,218.6,233.4,311.9,215.8,217.5,369.2,144.5,95.1,122.5,168.8,22.4,416.9,232.1,188.6,301.0,352.5,144.3,1142.3,163.2,378.7,276.2,286.0,235.7,293.7,265.9,358.2,316.1,224.7,148.2,334.1,287.2,140.1,305.8,178.0,290.4,269.9,363.6,411.9,134.7,154.1,291.4,288.3,374.4,235.7,351.4,286.6,199.1,434.1,244.9,188.2,177.8,150.1,377.3,345.2,275.9,141.8,239.0,255.7,244.9,227.9,120.8,291.0,438.2,121.8,285.1,337.5,370.5,317.5,205.0,259.3,150.8,415.3,256.7,224.7,330.2,207.9,95.1,307.1,200.5,156.9,300.9,258.0,179.3,291.5,192.8,395.6,268.5,217.5,401.3,63.2,226.8,336.8,208.9,235.2,212.3,317.9,343.3,258.4,294.6,353.9,91.9,192.2,132.5,230.8,239.1,288.8,348.0,263.6,237.7,314.4,335.7,113.2,194.4,164.4,178.5,321.9,205.4,79.2,170.2,317.4,203.5,153.3,187.6,305.6,0.0,124.5,184.0,189.5,373.9,345.1,228.8,185.3,386.6,310.3,282.5,377.5,155.5,396.7,300.3,254.9,235.3
YD,280.2,246.5,312.6,224.8,211.3,271.5,88.9,88.7,179.0,122.2,226.6,252.5,154.9,201.8,157.7,246.1,183.3,323.2,61.8,238.1,219.0,294.1,401.0,304.5,224.4,378.9,336.8,312.0,274.3,218.1,196.6,177.4,260.2,227.8,159.9,242.0,56.3,81.0,226.3,127.2,167.9,158.3,380.0,255.4,288.7,348.5,110.4,186.2,301.5,260.2,265.2,229.4,287.9,191.8,213.5,344.4,23.6,141.7,171.8,168.5,139.8,392.9,135.2,171.0,283.4,255.7,137.1,1188.5,176.9,277.1,252.2,282.0,254.9,269.7,254.9,238.3,312.1,139.2,201.2,214.2,239.5,179.9,305.5,197.2,233.3,265.9,243.7,353.7,181.3,33.2,267.4,191.4,350.4,138.8,293.2,333.2,102.2,361.8,264.1,91.3,197.0,196.7,321.8,287.0,197.9,188.4,215.0,231.7,220.9,203.9,35.9,287.0,341.3,97.8,261.1,333.5,346.5,313.5,226.9,255.3,71.9,391.3,210.0,184.0,233.3,183.9,141.7,296.1,249.8,132.9,276.9,140.7,77.4,267.5,212.0,370.8,264.5,193.5,390.3,58.5,202.8,351.5,257.8,231.2,265.3,296.6,246.4,240.8,283.6,234.0,87.9,72.3,181.8,110.9,285.7,264.8,394.6,259.6,117.8,266.0,324.7,132.4,170.4,183.6,224.7,297.9,201.4,125.8,216.8,313.5,83.6,65.7,209.5,281.6,114.2,0.0,208.2,236.1,343.3,326.7,208.5,204.5,362.6,329.8,305.4,352.7,202.1,292.6,346.9,246.4,115.4
YE,117.7,149.2,303.9,82.9,366.3,412.3,185.5,232.1,265.2,300.2,242.6,265.1,255.0,356.8,173.9,49.0,361.3,460.8,198.2,42.2,298.7,428.4,203.9,479.9,289.8,488.8,343.8,412.1,171.7,85.6,351.6,193.6,337.0,222.8,123.3,62.9,244.9,145.2,79.7,144.3,268.0,57.5,427.4,355.5,388.8,154.1,265.4,175.0,314.5,324.3,68.1,81.2,352.0,280.3,110.5,445.3,225.7,130.5,100.8,90.0,194.2,493.0,290.2,256.2,379.8,410.7,179.7,1037.6,52.1,436.8,316.3,184.7,249.9,369.8,280.1,416.3,180.9,294.2,20.5,392.2,363.3,166.0,204.5,213.4,366.5,133.2,421.7,488.0,108.8,235.1,367.5,346.4,438.3,293.8,427.5,131.7,257.2,499.3,259.1,246.3,213.2,172.0,459.5,421.3,352.9,85.9,315.1,309.5,322.3,280.7,204.5,187.2,492.5,198.9,320.9,219.3,446.6,180.8,249.5,158.0,208.9,491.4,332.8,303.5,388.3,250.5,105.1,321.3,70.7,233.0,364.8,318.7,237.0,308.2,228.2,471.7,129.7,278.0,415.5,139.3,288.8,186.3,115.9,133.9,82.5,388.6,401.4,296.9,308.8,412.0,138.3,250.3,145.2,288.9,81.5,364.9,197.5,126.9,292.3,393.4,352.0,148.6,270.5,199.8,82.8,361.8,122.6,89.6,37.7,331.6,261.6,194.2,225.7,322.4,171.8,201.8,0.0,137.0,450.0,359.3,304.9,215.5,448.1,159.8,296.7,453.6,190.9,454.8,149.8,274.2,293.4
YG,173.8,269.2,239.5,47.1,368.4,414.4,187.6,234.2,234.0,302.3,142.6,165.1,257.1,358.9,132.4,130.6,363.4,462.9,213.3,137.4,198.7,430.5,260.0,482.0,205.2,490.9,267.4,375.7,275.4,157.2,353.7,113.6,259.7,158.4,107.1,151.7,262.1,177.5,187.0,146.4,270.1,100.4,345.0,357.6,390.9,210.2,267.5,108.1,232.1,326.4,101.5,212.3,354.1,282.4,236.2,447.4,250.5,106.4,65.7,187.5,227.3,425.0,292.3,246.7,381.9,412.8,181.8,1002.6,106.1,438.9,318.4,304.7,180.3,371.9,215.7,418.4,271.8,296.3,107.2,394.3,365.4,97.1,324.5,195.1,368.6,224.1,423.8,490.1,57.0,262.4,369.6,348.5,349.9,295.9,429.6,187.8,259.3,501.4,194.7,248.4,194.9,72.0,461.6,423.4,355.0,78.8,317.2,267.1,324.4,209.1,237.6,278.1,494.6,201.0,292.9,310.2,373.1,271.7,162.7,278.0,211.0,417.9,334.9,305.6,390.4,215.8,125.3,256.9,158.7,235.1,276.4,320.8,239.1,243.8,153.8,473.8,185.8,219.5,351.1,172.4,290.9,242.4,31.0,253.9,148.0,390.7,403.5,299.0,244.4,414.1,170.6,252.4,85.2,291.0,137.6,367.0,253.6,190.7,294.4,395.5,287.6,139.0,272.6,181.5,68.5,292.2,224.1,122.7,126.5,267.2,263.7,209.3,186.5,258.0,204.9,234.9,140.3,0.0,452.1,294.9,307.0,129.9,359.7,215.9,232.3,455.7,91.3,456.9,205.9,186.7,295.5
YI,512.3,482.3,392.2,438.5,179.0,93.4,302.6,349.2,245.1,248.0,364.6,354.4,241.0,145.4,336.9,490.1,188.0,33.0,396.1,483.3,280.4,60.1,645.0,141.6,290.5,67.4,424.4,142.6,504.8,462.1,150.6,356.6,309.2,366.1,403.9,486.0,338.2,316.8,462.1,304.2,192.3,402.3,322.5,129.2,143.3,584.3,321.7,378.4,403.1,200.1,509.2,465.2,172.4,212.3,449.3,23.9,351.8,381.3,415.8,400.6,393.6,156.5,291.5,233.4,79.9,109.7,316.3,1321.3,407.7,138.7,208.1,517.8,369.6,162.3,321.0,177.2,547.9,266.5,441.5,152.9,193.3,359.1,537.6,361.8,153.6,501.7,159.3,92.6,423.8,333.3,123.8,155.8,223.8,294.3,72.6,572.8,314.0,77.9,331.5,324.9,315.9,409.8,82.8,74.4,199.4,432.4,229.0,252.2,135.3,270.0,370.2,522.8,113.1,262.7,265.5,572.6,145.6,549.3,345.7,491.1,325.3,180.3,210.5,243.0,113.4,296.1,385.7,362.2,493.8,229.2,296.7,261.1,328.0,331.1,350.0,50.3,500.3,259.6,407.9,317.2,248.0,587.3,456.1,467.0,505.6,119.1,100.6,241.5,349.3,143.2,323.7,297.3,425.8,289.2,522.6,142.4,638.6,495.4,255.4,143.4,347.2,311.6,189.8,329.3,459.9,270.7,437.2,369.8,460.8,317.9,284.3,400.0,343.6,345.3,371.2,356.4,444.0,442.6,0.0,327.6,152.7,378.5,233.6,565.6,366.1,32.2,394.3,128.3,590.9,338.8,254.3
