from_stop,AC,AG,AI,AV,AZ,BB,BF,BJ,BP,BQ,CL,CP,CQ,CR,CT,CU,CZ,DI,DL,DZ,EB,EE,EI,EJ,EN,EP,ET,FC,FJ,FL,FP,FW,GB,GE,GG,GN,GO,GS,GT,HI,HJ,HV,IA,IB,ID,IE,IG,II,IK,IL,IR,IS,IW,JA,JC,JG,JI,JK,JP,KE,KI,KK,KM,KQ,KX,KY,LB,LG,LI,LJ,LY,MF,MP,MS,MT,MZ,NB,ND,NE,NF,NM,NN,NY,NZ,OA,OD,OE,OI,OK,ON,OT,OW,OZ,PA,PD,PJ,PN,PO,PQ,PR,PU,PV,PW,QD,QP,QR,QV,RA,RC,RF,RK,RO,RQ,RR,RS,RV,SD,SI,SL,SM,SN,TA,TC,TJ,TL,TV,UD,UE,UF,UJ,UL,UM,UN,UQ,UZ,VA,VD,VE,VG,VQ,VV,WC,WD,WE,WL,WT,XA,XJ,XL,XP,XT,YA,YL,YM,YN,YT,YV,ZO,ZW,ZX
SN,665.7,142.9,113.4,395.8,713.0,638.2,258.4,152.5,652.4,183.4,151.8,726.0,218.3,553.1,692.3,703.0,473.7,238.4,591.5,221.8,620.5,250.8,631.6,604.5,193.2,560.1,700.2,590.0,648.0,164.1,134.2,171.8,663.8,533.2,757.0,733.4,300.3,329.1,104.8,528.8,766.3,631.0,231.8,62.4,210.3,262.7,147.0,549.4,499.2,710.5,290.9,303.7,590.5,135.6,694.8,643.4,264.4,155.5,233.6,577.9,461.2,284.7,341.8,689.4,669.3,187.6,542.5,619.1,207.2,359.4,467.9,200.9,128.9,612.6,667.1,172.1,241.4,287.8,305.0,601.4,416.1,216.3,212.8,613.0,576.0,649.5,294.7,347.0,144.5,637.2,222.7,191.1,334.4,138.3,247.3,388.6,709.2,142.6,615.4,605.7,599.6,30.1,160.4,645.3,644.6,73.3,226.5,720.6,189.6,652.7,207.7,684.9,643.4,497.9,206.4,249.5,270.9,640.6,1800.9,557.1,0.0,664.9,438.1,84.2,684.8,73.3,460.8,618.1,658.7,474.7,651.2,84.3,244.2,150.8,504.8,124.6,209.0,131.1,114.5,467.2,227.8,222.3,789.5,616.0,229.8,516.5,660.2,203.0,591.3,370.4,189.8,752.6,656.0,498.2,134.9,605.5,610.3,526.2,301.9,367.8
TA,27.4,643.1,680.9,341.3,74.7,157.9,795.6,707.7,172.1,720.6,707.0,266.4,755.5,266.1,232.8,211.9,328.0,791.6,144.8,759.0,221.6,788.0,250.2,252.1,730.4,261.0,229.1,243.6,147.7,559.0,561.9,709.0,183.5,250.4,173.2,164.0,566.1,494.7,656.2,329.9,128.0,229.6,769.0,665.6,747.5,799.9,586.9,168.0,446.5,72.2,843.2,455.1,209.1,659.0,141.5,226.6,503.5,692.7,770.8,196.5,352.7,821.9,907.4,284.8,232.2,815.6,276.0,231.1,677.2,399.3,322.2,602.9,684.1,244.7,262.5,636.6,545.9,533.0,515.9,220.0,416.1,753.5,750.0,132.7,240.7,169.5,572.7,498.4,614.5,181.8,759.9,661.1,496.5,635.0,784.5,404.0,183.0,679.8,115.1,203.3,251.0,627.6,697.6,234.8,201.9,648.1,763.7,228.1,654.1,248.1,744.9,161.7,226.6,322.2,743.6,786.7,808.1,238.4,2004.1,175.7,646.2,0.0,230.3,621.4,101.0,629.3,368.5,216.7,158.4,340.1,249.8,651.8,781.4,688.0,171.8,651.7,746.2,571.0,743.6,385.8,781.0,759.5,205.7,213.4,767.0,250.0,194.4,740.2,209.9,442.5,727.0,114.3,223.4,178.4,672.1,214.8,203.1,302.9,854.2,439.9
TC,227.5,412.7,450.5,110.9,274.8,200.0,565.2,477.3,214.2,490.2,476.6,328.5,525.1,136.6,364.4,281.3,97.6,561.2,153.3,528.6,184.8,557.6,193.4,260.5,500.0,143.6,278.5,206.8,209.8,328.6,331.5,478.6,225.6,95.0,318.8,339.0,335.7,264.3,425.8,139.3,328.1,192.8,538.6,435.2,517.1,569.5,356.5,111.2,216.1,272.3,609.3,224.7,152.3,428.6,287.1,221.7,273.1,462.3,540.4,139.7,130.5,591.5,673.5,361.5,341.4,496.1,104.3,273.2,446.8,168.9,91.8,372.5,453.7,230.5,339.2,406.2,315.5,302.6,285.5,163.2,185.7,523.1,519.6,174.8,159.5,220.4,342.3,268.0,384.1,208.1,529.5,430.7,266.1,404.6,554.1,173.6,383.1,449.4,177.2,226.7,197.8,397.2,467.2,263.2,243.2,417.7,533.3,392.7,423.7,324.8,514.5,223.8,221.7,104.3,513.2,556.3,577.7,202.4,1992.9,118.9,415.8,226.7,0.0,391.0,246.6,398.9,138.1,179.9,220.5,109.7,213.0,421.4,551.0,457.6,66.6,421.3,515.8,340.6,468.7,155.4,550.6,529.1,351.3,288.1,536.6,78.3,231.1,509.8,153.1,212.1,496.6,314.4,273.5,60.0,441.7,183.8,172.1,131.2,620.3,209.5
TJ,611.7,171.0,168.2,341.8,659.0,584.2,174.1,116.5,598.4,99.1,115.8,672.0,134.0,499.1,638.3,649.0,419.7,154.9,537.5,137.5,566.5,166.5,577.6,550.5,108.9,506.1,646.2,536.0,594.0,146.0,148.9,87.5,609.8,479.2,703.0,679.4,213.4,275.1,130.3,474.8,712.3,577.0,147.5,94.4,126.0,178.4,93.0,495.4,445.2,656.5,206.6,249.7,536.5,37.5,640.8,589.4,210.4,71.2,149.3,523.9,407.2,200.4,257.5,635.4,615.3,105.0,488.5,565.1,264.2,305.4,413.9,189.9,92.9,558.6,613.1,201.1,187.4,200.9,251.0,547.4,362.1,132.0,128.5,559.0,522.0,595.5,207.8,293.0,201.5,583.2,138.4,248.1,280.4,109.1,163.0,334.6,655.2,58.3,561.4,551.7,545.6,56.4,76.1,591.3,590.6,76.9,142.2,666.6,218.6,598.7,123.4,630.9,589.4,443.9,122.1,165.2,186.6,586.6,1718.3,503.1,75.0,610.9,384.1,0.0,630.8,128.1,406.8,564.1,604.7,420.7,597.2,139.1,159.9,66.5,450.8,125.8,124.7,77.1,78.5,413.2,144.3,138.0,735.5,562.0,145.5,462.5,606.2,118.7,537.3,316.4,105.5,698.6,602.0,444.2,50.6,551.5,556.3,472.2,217.6,313.8
TL,81.1,662.3,700.1,362.6,128.4,177.1,814.8,748.3,191.3,739.8,742.6,285.6,850.2,307.1,131.7,218.9,347.2,777.6,164.0,797.3,240.8,805.0,269.4,172.2,749.6,302.0,182.7,262.8,166.9,578.2,581.1,728.2,202.7,269.6,72.1,92.3,579.9,508.5,675.4,370.9,181.7,248.8,788.2,684.8,766.7,819.1,606.1,187.2,383.9,125.9,780.8,468.9,228.3,731.4,40.4,267.6,517.3,711.9,790.0,215.7,381.1,872.4,845.0,174.5,108.7,753.2,278.2,155.9,696.4,369.7,341.4,622.1,748.7,263.9,152.2,655.8,559.7,546.8,529.7,239.2,386.5,772.7,769.2,151.9,281.7,188.7,586.5,512.2,633.7,201.0,779.1,680.3,488.9,654.2,803.7,425.3,148.6,699.0,134.3,222.5,263.7,646.8,716.8,254.0,212.3,667.3,782.9,160.0,673.3,137.8,764.1,180.9,267.6,363.2,757.2,844.1,827.3,235.9,2001.0,194.9,665.4,80.3,249.5,640.6,0.0,648.5,387.7,235.9,177.6,359.3,269.0,671.0,848.1,707.2,191.0,670.9,801.1,590.2,681.2,382.6,767.0,817.8,104.6,112.3,786.2,303.8,213.6,759.4,229.1,416.3,772.2,168.0,152.1,197.6,691.3,255.8,222.3,286.2,791.8,432.3
TV,629.1,69.5,51.5,359.2,676.4,601.6,301.5,202.4,615.8,226.5,201.7,689.4,261.4,516.5,655.7,666.4,437.1,288.3,554.9,264.9,583.9,293.9,595.0,567.9,236.3,523.5,663.6,553.4,611.4,90.7,60.8,214.9,627.2,496.6,720.4,696.8,226.8,292.5,31.4,492.2,729.7,594.4,274.9,112.3,253.4,305.8,169.5,512.8,462.6,673.9,334.0,267.1,553.9,185.5,658.2,606.8,227.8,198.6,276.7,541.3,424.6,327.8,384.9,652.8,632.7,232.4,505.9,582.5,133.8,322.8,431.3,127.5,178.8,576.0,630.5,93.2,204.8,214.3,268.4,564.8,379.5,259.4,255.9,576.4,539.4,612.9,221.2,310.4,71.1,600.6,265.8,117.7,297.8,64.9,290.4,352.0,672.6,185.7,578.8,569.1,563.0,80.0,203.5,608.7,608.0,123.2,269.6,684.0,110.7,616.1,250.8,648.3,606.8,461.3,249.5,292.6,314.0,604.0,1845.7,520.5,90.1,628.3,401.5,127.3,648.2,0.0,424.2,581.5,622.1,438.1,614.6,22.4,287.3,193.9,468.2,51.2,252.1,153.6,164.4,430.6,277.7,265.4,752.9,579.4,272.9,479.9,623.6,246.1,554.7,333.8,232.9,716.0,619.4,461.6,178.0,568.9,573.7,489.6,345.0,331.2
UD,376.0,465.7,503.5,139.1,423.3,348.5,618.2,530.3,362.7,543.2,558.3,477.0,578.1,246.3,437.4,396.2,95.3,589.4,301.8,627.1,333.3,616.8,341.9,349.6,553.0,253.3,393.4,355.3,358.3,381.6,384.5,531.6,374.1,243.5,467.3,487.5,363.9,292.5,478.8,229.6,476.6,341.3,591.6,488.2,570.1,622.5,409.5,259.7,244.3,420.8,637.5,252.9,300.8,481.6,435.6,336.6,301.3,515.3,593.4,288.2,162.0,684.2,701.7,434.5,414.4,589.0,252.8,364.2,499.8,197.1,101.9,425.5,506.7,379.0,412.2,459.2,343.7,330.8,313.7,311.7,213.9,576.1,572.6,323.3,269.2,368.9,370.5,296.2,437.1,356.6,582.5,483.7,294.3,457.6,607.1,201.8,454.3,502.4,325.7,375.2,292.8,450.2,520.2,411.7,376.1,470.7,586.3,465.7,476.7,397.8,567.5,372.3,336.6,198.7,587.0,609.3,630.7,335.3,2088.7,267.4,468.8,375.2,148.4,444.0,395.1,451.9,0.0,328.4,369.0,83.0,361.5,474.4,604.0,510.6,215.1,474.3,568.8,393.6,496.9,183.6,578.8,582.1,499.8,361.1,589.6,226.8,379.6,562.8,301.6,240.3,549.6,462.9,401.1,208.5,494.7,298.7,320.6,258.1,648.5,237.7
UE,208.2,567.0,604.8,265.2,255.5,180.7,719.5,631.6,194.9,644.5,630.9,237.2,679.4,175.6,353.5,244.0,251.9,715.5,134.0,682.9,78.1,711.9,156.1,223.2,654.3,170.5,241.2,100.1,176.5,482.9,485.8,632.9,206.3,156.3,299.5,319.7,490.0,418.6,580.1,239.4,308.8,86.1,692.9,589.5,671.4,723.8,510.8,73.9,370.4,253.0,763.6,379.0,115.0,582.9,267.8,184.4,427.4,616.6,694.7,102.4,262.2,745.8,827.8,342.9,330.5,650.4,199.9,262.3,601.1,323.2,246.1,526.8,608.0,123.8,320.6,560.5,469.8,456.9,439.8,125.9,340.0,677.4,673.9,155.5,150.2,113.7,496.6,422.3,538.4,101.4,683.8,585.0,420.4,558.9,708.4,327.9,363.8,603.7,159.0,120.0,160.5,551.5,621.5,156.5,205.9,572.0,687.6,381.8,578.0,306.2,668.8,149.1,184.4,231.7,667.5,710.6,732.0,165.1,2088.5,81.6,570.1,207.4,154.2,545.3,227.3,553.2,292.4,0.0,141.0,264.0,106.3,575.7,705.3,611.9,95.7,575.6,670.1,494.9,623.0,309.7,704.9,683.4,332.0,277.2,690.9,216.3,124.4,664.1,115.8,366.4,650.9,295.1,262.6,102.3,596.0,146.5,152.8,226.8,774.6,363.8
UF,168.7,626.4,664.2,324.6,216.0,114.3,778.9,691.0,137.4,699.7,697.4,107.9,738.8,231.4,287.6,196.1,311.3,774.9,128.1,742.3,114.8,771.3,244.9,217.4,713.7,226.3,193.3,98.4,80.9,542.3,545.2,692.3,148.8,245.1,260.0,280.2,549.4,478.0,639.5,295.2,269.3,104.8,752.3,648.9,730.8,783.2,570.2,162.7,442.4,213.5,823.0,438.4,203.8,642.3,228.3,191.9,485.0,676.0,754.1,191.2,318.0,805.2,887.2,284.7,264.6,709.8,259.3,196.4,660.5,382.6,305.5,586.2,667.4,101.0,262.4,619.9,529.2,516.3,499.2,214.7,399.4,736.8,733.3,98.0,213.4,25.8,556.0,480.1,597.8,38.1,743.2,644.4,479.8,618.3,767.8,387.3,304.5,663.1,52.7,59.6,216.3,610.9,680.9,76.3,167.2,631.4,747.0,315.9,657.5,248.0,728.2,91.7,191.9,299.2,726.9,769.4,791.4,203.7,2147.9,170.4,629.5,167.9,213.6,604.7,187.8,612.6,351.8,142.0,0.0,323.4,91.5,635.1,764.7,671.3,155.1,635.0,729.5,554.3,682.4,369.1,764.3,742.8,292.5,210.7,750.3,272.1,67.0,723.5,204.6,425.8,710.3,255.6,196.7,161.7,655.4,180.1,186.4,344.7,834.0,423.2
UJ,337.2,417.7,455.5,56.0,384.5,309.7,574.2,501.0,323.9,499.2,475.2,438.2,534.1,163.2,354.3,313.1,12.2,506.3,263.0,544.0,294.5,533.7,303.1,266.5,509.0,170.2,310.3,316.5,319.5,333.6,336.5,487.6,335.3,202.6,428.5,395.4,280.8,209.4,434.8,146.5,437.8,302.5,547.6,444.2,526.1,578.5,365.5,220.9,161.2,382.0,554.4,169.8,233.6,437.6,356.8,253.5,218.2,471.3,549.4,249.4,78.9,601.1,618.6,351.4,331.3,505.9,163.8,281.1,451.8,114.0,18.8,377.5,462.7,340.2,329.1,411.2,260.6,247.7,230.6,272.9,130.8,532.1,528.6,284.5,186.1,330.1,287.4,213.1,389.1,317.8,538.5,435.7,211.2,413.6,563.1,118.7,371.2,458.4,286.9,336.4,209.7,406.2,476.2,372.9,293.0,426.7,542.3,382.6,428.7,314.7,523.5,333.5,253.5,115.6,503.9,565.3,586.7,252.2,2005.6,228.6,424.8,336.4,109.6,400.0,356.3,403.9,75.5,289.6,330.2,0.0,322.7,426.4,560.0,466.6,176.3,430.3,547.8,349.6,413.8,100.5,495.7,538.1,461.0,278.0,545.6,188.0,340.8,518.8,232.9,157.2,518.9,424.1,318.0,169.7,450.7,215.6,281.8,175.0,565.4,154.6
UL,215.3,630.9,668.7,329.1,262.6,169.8,783.4,695.5,184.0,708.4,694.8,189.3,743.3,239.5,334.2,242.7,315.8,779.4,174.7,746.8,89.9,775.8,220.0,264.0,718.2,234.4,239.9,99.1,116.8,546.8,549.7,696.8,195.4,220.2,306.6,326.8,553.9,482.5,644.0,303.3,315.9,79.9,756.8,653.4,735.3,787.7,574.7,137.8,434.3,260.1,827.5,442.9,178.9,646.8,274.9,238.5,491.3,680.5,758.6,166.3,326.1,809.7,891.7,331.3,311.2,714.3,263.8,243.0,665.0,387.1,310.0,590.7,671.9,101.7,309.0,624.4,533.7,520.8,503.7,189.8,403.9,741.3,737.8,144.6,214.1,54.0,560.5,486.2,602.3,41.7,747.7,648.9,484.3,622.8,772.3,391.8,351.1,667.6,99.3,60.3,224.4,615.4,685.4,134.4,213.8,635.9,751.5,362.5,641.9,294.6,732.7,89.4,238.5,295.6,731.4,774.5,795.9,229.0,2152.4,145.5,634.0,214.5,218.1,609.2,234.4,617.1,356.3,117.1,81.3,327.9,0.0,639.6,769.2,675.8,159.6,639.5,734.0,558.8,686.9,373.6,768.8,747.3,339.1,257.9,754.8,280.2,64.7,728.0,179.7,430.3,714.8,302.2,243.3,166.2,659.9,210.4,216.7,290.7,838.5,427.7
UM,662.2,102.6,29.1,392.3,709.5,634.7,309.9,204.0,648.9,232.7,203.3,722.5,269.8,549.6,688.8,699.5,470.2,289.9,588.0,273.3,617.0,302.3,628.1,601.0,244.7,556.6,696.7,586.5,644.5,123.8,93.9,223.3,660.3,529.7,753.5,729.9,259.9,325.6,64.5,525.3,762.8,627.5,283.3,113.9,261.8,314.2,202.6,545.9,495.7,707.0,342.4,300.2,587.0,187.1,691.3,639.9,260.9,207.0,285.1,574.4,457.7,336.2,393.3,685.9,665.8,239.1,539.0,615.6,166.9,355.9,464.4,160.6,180.4,609.1,663.6,126.3,237.9,247.4,301.5,597.9,412.6,267.8,264.3,609.5,572.5,646.0,254.3,343.5,104.2,633.7,274.2,150.8,330.9,98.0,298.8,385.1,705.7,194.1,611.9,602.2,596.1,81.6,211.9,641.8,641.1,124.8,278.0,717.1,143.8,649.2,259.2,681.4,639.9,494.4,257.9,301.0,322.4,637.1,1852.4,553.6,91.7,661.4,434.6,135.7,681.3,33.0,457.3,614.6,655.2,471.2,647.7,0.0,295.7,202.3,501.3,84.3,260.5,186.7,166.0,463.7,279.3,273.8,786.0,612.5,281.3,513.0,656.7,254.5,587.8,366.9,241.3,749.1,652.5,494.7,186.4,602.0,606.8,522.7,353.4,364.3
UN,776.1,335.4,332.6,506.2,823.4,739.7,119.0,202.4,762.8,286.7,280.2,836.4,44.0,663.5,802.7,813.4,584.1,95.7,701.9,95.8,730.9,56.9,742.0,714.9,145.7,670.5,810.6,700.4,758.4,310.4,313.3,89.7,774.2,643.6,867.4,843.8,357.1,439.5,294.7,639.2,876.7,741.4,131.6,258.8,45.2,162.5,257.4,659.8,609.6,820.9,164.9,414.1,700.9,169.3,805.2,753.8,373.0,108.0,133.4,688.3,571.6,90.8,189.9,799.8,779.7,236.8,652.9,729.5,428.6,469.8,578.3,354.3,257.3,723.0,777.5,364.7,351.8,344.6,415.4,711.8,526.5,116.7,73.4,723.4,680.8,759.9,351.5,457.4,365.9,747.6,122.5,412.5,444.8,273.5,147.1,499.0,786.1,210.1,725.8,716.1,710.0,220.8,86.3,755.7,755.0,241.3,126.3,831.0,402.3,763.1,124.5,795.3,753.8,608.3,80.4,9.6,131.5,751.0,1773.5,667.5,239.4,775.3,548.5,164.3,795.2,292.5,571.2,728.5,769.1,585.1,761.6,303.5,0.0,218.3,615.2,290.2,99.6,241.5,242.9,577.6,104.6,28.7,899.9,725.8,72.4,626.9,770.6,76.6,701.7,480.8,63.8,863.0,768.7,608.6,177.1,715.9,720.7,636.6,175.9,478.2
UQ,673.4,196.7,229.9,403.5,720.7,637.0,203.2,81.7,660.1,74.7,184.6,733.7,163.1,560.8,700.0,710.7,481.4,168.0,599.2,166.6,628.2,195.4,639.3,612.2,138.0,567.8,707.9,597.7,655.7,207.7,210.6,116.6,671.5,540.9,764.7,741.1,295.5,336.8,192.0,536.5,774.0,638.7,176.6,156.1,155.1,207.5,154.7,557.1,506.9,718.2,235.7,311.4,598.2,48.6,702.5,651.1,272.1,100.3,178.4,585.6,468.9,229.5,286.6,697.1,677.0,116.1,550.2,626.8,288.5,367.1,475.6,251.6,154.6,620.3,674.8,180.9,249.1,283.0,312.7,609.1,423.8,161.1,157.6,616.9,578.1,657.2,289.9,353.1,193.1,644.9,167.5,272.4,342.1,170.8,192.1,396.3,716.9,33.2,623.1,613.4,607.3,118.1,105.2,653.0,652.3,138.6,171.3,728.3,218.5,665.2,152.5,692.6,651.1,505.6,165.6,193.7,215.7,648.3,1729.4,564.8,136.7,672.6,445.8,61.6,692.5,195.3,468.5,625.8,666.4,482.4,658.9,200.8,189.0,0.0,512.5,187.5,153.8,138.8,145.2,474.9,157.4,167.1,797.2,623.1,174.6,524.2,667.9,147.8,599.0,378.1,134.6,760.3,666.0,505.9,79.7,613.2,618.0,533.9,246.7,375.5
UZ,160.8,471.2,509.0,169.4,208.1,133.3,623.7,535.8,147.5,548.7,535.1,261.8,583.6,146.2,297.7,214.6,156.1,619.7,86.6,587.1,118.1,616.1,126.7,193.8,558.5,141.1,211.8,140.1,143.1,387.1,390.0,537.1,158.9,126.9,252.1,272.3,394.2,322.8,484.3,139.1,261.4,126.1,597.1,493.7,575.6,628.0,415.0,44.5,274.6,205.6,667.8,283.2,85.6,487.1,220.4,155.0,331.6,520.8,598.9,73.0,189.0,650.0,732.0,294.8,274.7,554.6,104.1,206.5,505.3,227.4,150.3,431.0,512.2,163.8,272.5,464.7,374.0,361.1,344.0,96.5,244.2,581.6,578.1,108.1,120.8,153.7,400.8,326.5,442.6,141.4,588.0,489.2,324.6,463.1,612.6,232.1,316.4,507.9,110.5,160.0,131.1,455.7,525.7,196.5,176.5,476.2,591.8,326.0,482.2,258.1,573.0,157.1,155.0,131.4,571.7,614.8,636.2,135.7,1992.7,52.2,474.3,160.0,58.4,449.5,179.9,457.4,196.6,113.2,153.8,168.2,146.3,479.9,609.5,516.1,0.0,479.8,574.3,399.1,527.2,213.9,609.1,587.6,284.6,221.4,595.1,78.1,164.4,568.3,86.4,270.6,555.1,247.7,206.8,6.5,500.2,117.1,105.4,131.0,678.8,268.0
VA,656.1,104.6,123.3,386.2,703.4,628.6,289.7,201.8,642.8,214.7,201.1,716.4,249.6,543.5,682.7,693.4,464.1,270.5,581.9,253.1,610.9,282.1,622.0,594.9,224.5,550.5,690.6,580.4,638.4,117.7,87.8,203.1,654.2,523.6,747.4,723.8,253.8,319.5,63.9,519.2,756.7,621.4,263.1,159.7,241.6,294.0,133.0,539.8,489.6,700.9,322.2,294.1,580.9,153.1,685.2,633.8,254.8,186.8,264.9,568.3,451.6,316.0,373.1,679.8,659.7,220.6,532.9,609.5,186.9,349.8,458.3,154.5,178.2,603.0,657.5,146.6,231.8,241.3,295.4,591.8,406.5,247.6,244.1,603.4,566.4,639.9,248.2,337.4,124.2,627.6,254.0,170.8,324.8,53.1,278.6,379.0,699.6,173.9,605.8,596.1,590.0,121.7,191.7,635.7,635.0,142.2,257.8,711.0,164.1,643.1,239.0,675.3,633.8,488.3,237.7,280.8,302.2,631.0,1833.9,547.5,140.3,655.3,428.5,115.5,675.2,71.7,451.2,608.5,649.1,465.1,641.6,94.2,275.5,182.1,495.2,0.0,240.3,117.1,163.8,457.6,259.9,253.6,779.9,606.4,261.1,506.9,650.6,234.3,581.7,360.8,221.1,743.0,646.4,488.6,166.2,595.9,600.7,516.6,333.2,358.2
VD,721.0,280.3,277.5,451.1,768.3,684.6,168.2,147.3,707.7,191.6,232.2,781.3,145.2,608.4,747.6,758.3,529.0,89.1,646.8,71.7,675.8,116.5,686.9,659.8,85.0,615.4,755.5,645.3,703.3,255.3,258.2,29.0,719.1,588.5,812.3,788.7,333.0,384.4,239.6,584.1,821.6,686.3,141.6,203.7,94.0,172.5,202.3,604.7,554.5,765.8,140.8,359.0,645.8,114.2,750.1,698.7,317.9,47.3,143.4,633.2,516.5,159.6,251.6,744.7,724.6,181.7,597.8,674.4,373.5,414.7,523.2,299.2,202.2,667.9,722.4,332.9,296.7,320.5,360.3,656.7,471.4,108.1,122.6,664.5,625.7,704.8,327.4,400.7,310.8,692.5,132.5,357.4,389.7,218.4,157.1,443.9,764.5,155.0,670.7,661.0,654.9,165.7,70.2,700.6,699.9,186.2,136.3,775.9,370.5,712.8,99.5,740.2,698.7,553.2,56.3,105.8,180.7,695.9,1795.0,612.4,184.3,720.2,493.4,109.2,740.1,237.4,516.1,673.4,714.0,530.0,706.5,248.4,101.1,163.2,560.1,235.1,0.0,186.4,192.8,522.5,80.5,72.2,844.8,670.7,139.6,571.8,715.5,112.8,646.6,425.7,39.7,807.9,713.6,553.5,122.0,660.8,665.6,581.5,151.8,423.1
VE,576.4,147.7,166.4,306.5,623.7,548.9,246.4,158.5,563.1,171.4,157.8,636.7,206.3,463.8,603.0,613.7,384.4,227.2,502.2,209.8,531.2,238.8,542.3,515.2,181.2,470.8,610.9,500.7,558.7,110.7,121.3,159.8,574.5,443.9,667.7,644.1,178.1,239.8,107.0,439.5,677.0,541.7,219.8,116.4,198.3,250.7,15.8,460.1,409.9,621.2,278.9,214.4,501.2,109.8,605.5,554.1,175.1,143.5,221.6,488.6,371.9,272.7,329.8,600.1,580.0,177.3,453.2,529.8,228.9,270.1,378.6,154.6,134.9,523.3,577.8,189.7,152.1,165.6,215.7,512.1,326.8,204.3,200.8,523.7,486.7,560.2,172.5,257.7,166.2,547.9,210.7,212.8,245.1,85.8,235.3,299.3,619.9,130.6,526.1,516.4,510.3,78.4,148.4,556.0,555.3,98.9,214.5,631.3,207.2,563.4,195.7,595.6,554.1,408.6,194.4,237.5,258.9,551.3,1790.6,467.8,97.0,575.6,348.8,72.2,595.5,114.8,371.5,528.8,569.4,385.4,561.9,137.3,232.2,138.8,415.5,102.5,197.0,0.0,120.5,377.9,216.6,210.3,700.2,526.7,217.8,427.2,570.9,191.0,502.0,281.1,177.8,663.3,566.7,408.9,122.9,516.2,521.0,436.9,289.9,278.5
VG,656.8,224.8,195.3,386.9,704.1,620.4,269.5,113.9,643.5,185.4,68.4,717.1,221.3,544.2,655.6,694.1,464.8,123.8,582.6,161.5,611.6,151.2,622.7,567.8,211.4,551.2,691.3,581.1,639.1,191.1,194.0,155.4,659.2,524.3,748.1,696.7,185.7,320.2,175.4,519.9,732.7,626.4,242.9,121.5,189.1,273.8,134.2,544.8,490.3,701.6,193.5,263.4,581.6,97.0,658.1,634.5,253.7,173.7,244.7,569.0,452.3,218.6,337.4,652.7,632.6,123.4,534.4,582.4,289.1,354.8,459.0,235.0,67.4,608.0,630.4,254.0,232.5,173.2,209.9,592.5,407.2,234.5,223.9,600.3,561.5,640.6,180.1,300.4,226.4,628.3,233.8,273.0,279.0,154.2,258.4,379.7,627.9,148.8,610.8,596.8,590.7,83.5,171.5,636.4,607.9,104.0,237.6,683.9,291.6,620.8,225.9,676.0,634.5,459.7,121.4,211.9,282.0,631.7,1703.2,552.5,102.1,656.0,429.2,95.3,675.9,155.2,451.9,609.2,649.8,465.8,642.3,166.2,209.2,156.6,495.9,170.9,160.3,122.2,0.0,458.3,115.2,190.6,780.6,578.7,249.7,507.6,651.3,214.1,582.4,361.5,136.4,743.7,621.6,489.3,146.0,596.6,601.4,509.7,204.5,313.9
VQ,377.3,447.3,485.1,86.7,424.6,340.9,603.8,508.1,364.0,524.6,509.5,478.3,610.0,189.5,340.5,339.4,102.8,535.9,303.1,557.1,334.6,563.3,275.1,252.7,538.6,196.5,336.6,356.6,359.6,363.2,366.1,517.2,375.4,203.7,413.4,381.6,310.4,239.0,464.4,172.8,477.9,342.6,577.2,473.8,555.7,608.1,395.1,261.0,147.4,422.1,540.6,199.4,259.9,491.2,343.0,279.8,246.0,500.9,579.0,289.5,105.2,630.7,604.8,337.6,317.5,513.0,190.9,267.3,481.4,100.2,97.0,407.1,508.5,380.3,315.3,440.8,290.2,277.3,260.2,233.7,117.0,561.7,558.2,320.8,212.4,370.2,317.0,241.1,418.7,357.9,568.1,465.3,219.4,443.2,592.7,185.0,357.4,488.0,327.0,376.5,236.0,435.8,505.8,413.0,292.8,456.3,571.9,368.8,458.3,305.7,553.1,373.6,279.8,112.6,517.0,600.6,616.3,278.5,1991.8,268.7,454.4,376.5,149.7,429.6,396.4,433.5,190.5,329.7,370.3,114.9,362.8,456.0,607.9,496.2,216.4,459.9,560.9,379.2,441.0,0.0,525.3,577.6,445.9,264.2,575.2,178.8,380.9,548.4,259.2,146.8,532.0,464.2,304.2,209.8,480.3,241.9,321.9,161.2,551.6,162.8
