from_stop,AI,AQ,AR,AY,BA,BE,BJ,BK,BM,BR,BS,BW,BX,CB,CE,CL,CM,CO,CR,CV,CW,DA,DE,DG,DL,DT,DW,EE,EO,FA,FH,FJ,FK,FL,FS,FU,FY,FZ,GB,GL,GN,GS,GW,GX,HJ,HL,HN,HS,HU,HY,IA,IE,IF,IR,IS,IT,IV,IY,JI,JO,JR,JT,JU,JW,KH,KT,LB,LC,LE,LF,LV,ML,MN,MS,MV,MW,MY,ND,NE,NG,NN,NO,NR,OG,OH,OM,OW,PF,PH,PK,PP,QA,QT,QU,QW,QX,QY,QZ,RA,RB,RI,SA,SC,SJ,SL,SS,SU,SV,SY,TB,TC,TI,TK,TL,TN,TP,TR,UE,UG,UH,UJ,UL,UO,UX,VF,VH,VI,VK,VM,VW,VX,VZ,WD,WI,WJ,WL,WO,WS,WX,XG,XH,XI,XJ,XP,XY,YJ,YO,YT,ZH,ZI,ZK,ZN
VX,650.0,10.3,789.6,697.1,733.3,379.1,207.6,711.7,680.9,809.8,755.9,376.7,220.8,130.1,164.3,46.3,132.3,333.1,83.4,535.7,118.0,404.0,593.4,689.5,835.8,167.0,665.9,399.3,440.1,234.4,838.2,817.7,422.0,665.9,479.7,269.4,64.6,476.6,136.0,801.6,734.9,187.0,161.6,774.8,564.6,708.4,463.0,373.9,234.9,124.9,721.5,130.6,782.2,54.3,178.1,825.4,134.8,48.5,570.3,689.9,814.8,322.2,132.4,142.5,86.4,265.4,293.2,417.2,273.9,143.2,226.1,805.5,598.3,776.8,738.6,824.5,338.1,134.2,838.2,666.0,674.6,173.4,460.3,218.3,446.5,840.2,455.9,674.4,615.6,132.6,712.9,802.9,647.2,838.6,147.0,144.4,632.5,317.0,758.7,801.6,1763.9,761.9,219.7,719.2,793.4,249.8,770.4,253.0,799.7,221.0,117.3,386.1,289.7,838.6,705.3,168.8,744.1,460.2,430.8,619.5,648.2,75.6,134.6,799.4,712.5,428.7,735.1,773.8,78.4,626.0,0.0,128.0,98.2,675.4,805.0,158.6,753.7,146.7,596.0,569.2,104.9,704.5,608.4,361.8,821.5,693.7,108.2,634.2,90.3,916.0,695.3,644.3
VZ,623.4,80.5,763.0,670.5,706.7,308.8,181.0,685.1,654.3,783.5,729.3,392.2,194.2,144.7,195.0,116.5,163.0,306.5,132.1,509.1,73.4,377.4,562.7,662.9,809.2,75.3,639.3,372.7,413.5,207.8,811.6,791.1,395.4,639.3,453.1,242.8,38.0,450.0,128.4,777.9,708.3,160.4,45.9,748.2,538.0,681.8,434.3,290.8,209.6,116.6,694.9,122.3,755.6,85.0,151.5,798.8,149.4,27.9,543.7,663.3,788.2,239.4,163.1,115.9,41.8,238.8,266.6,390.6,279.1,116.6,199.5,778.9,571.7,750.2,720.5,796.7,292.9,107.6,811.6,639.4,648.0,146.8,433.7,191.7,419.9,813.2,429.3,647.8,589.0,163.0,686.3,776.3,620.6,812.0,120.4,99.8,605.9,245.4,732.1,775.0,1803.0,735.3,193.1,692.6,766.8,223.2,743.8,226.4,773.1,194.4,148.0,303.0,263.1,812.0,678.7,145.8,717.5,433.6,404.2,592.9,621.6,106.3,149.2,772.8,685.9,402.1,708.5,747.2,109.1,599.4,70.1,0.0,128.9,648.8,778.4,189.3,727.1,171.0,569.4,542.6,74.1,677.9,581.8,344.3,794.9,667.1,143.1,607.6,121.0,889.4,668.7,617.7
WD,700.1,119.9,839.7,747.2,783.4,385.5,257.7,761.8,731.0,859.9,806.0,447.5,270.9,144.4,112.7,163.7,80.7,383.2,151.5,585.8,168.1,454.1,643.5,739.6,885.9,202.5,708.2,449.4,490.2,284.5,888.3,867.8,472.1,716.0,529.8,319.5,114.7,526.7,205.1,851.7,785.0,237.1,180.7,824.9,614.7,758.5,511.0,367.5,257.8,218.6,771.6,213.7,832.3,68.6,228.2,875.5,149.1,98.6,620.4,740.0,864.9,316.1,80.8,192.6,136.5,315.5,343.3,467.3,345.4,193.3,276.2,855.6,648.4,826.9,797.2,873.4,388.2,184.3,888.3,716.1,724.7,223.5,510.4,268.4,514.0,892.6,506.0,724.5,665.7,80.7,763.0,853.0,697.3,888.7,197.1,194.5,682.6,322.1,808.8,851.7,1801.7,812.0,269.8,769.3,843.5,299.9,820.5,303.1,849.8,271.1,65.7,379.7,339.8,888.7,755.4,183.1,794.2,496.3,480.9,669.6,698.3,98.5,148.9,849.5,762.6,478.8,785.2,823.9,26.8,676.1,109.5,133.7,0.0,725.5,855.1,107.0,803.8,214.8,646.1,619.3,168.8,754.6,658.5,421.0,871.6,743.8,160.8,684.3,113.2,966.1,745.4,694.4
WI,60.4,707.5,130.6,109.2,74.3,541.0,590.3,116.3,93.0,263.3,80.4,395.0,588.6,787.8,775.4,751.3,739.7,424.3,720.4,144.1,703.8,342.1,316.1,50.4,309.7,732.8,88.2,292.2,342.6,508.7,307.2,278.9,280.8,40.1,269.8,591.9,638.3,249.8,659.6,142.6,156.1,620.8,675.9,204.9,230.5,49.4,666.5,622.7,638.4,673.1,90.1,668.2,243.4,712.0,672.4,255.5,792.5,654.9,293.0,197.3,288.7,571.0,796.3,598.5,686.8,539.7,438.0,366.0,597.1,719.5,613.9,235.6,134.0,212.9,204.2,297.2,466.2,710.5,307.2,96.1,209.4,667.7,319.1,579.6,322.7,272.6,270.0,0.9,97.0,739.7,132.6,233.0,28.1,306.8,623.8,745.4,109.3,565.8,144.5,262.8,2000.9,215.4,587.5,60.2,254.6,627.2,111.4,575.5,229.8,511.5,775.0,634.9,612.2,306.8,135.4,826.5,165.3,395.0,289.6,217.5,128.8,733.3,792.3,229.5,173.7,272.9,165.2,213.1,736.1,149.9,697.1,664.0,755.9,0.0,278.9,801.5,183.8,737.9,91.9,261.6,699.1,65.4,143.2,576.5,295.4,29.1,804.2,114.1,748.0,346.1,167.2,68.7
WJ,291.8,834.5,173.0,290.4,257.4,668.0,685.6,194.9,274.2,194.8,204.1,522.0,715.6,914.8,837.3,870.5,801.6,551.3,782.3,307.3,803.0,469.1,378.0,253.5,30.7,867.4,253.4,419.2,448.2,635.7,33.1,138.5,386.5,271.5,404.3,718.9,765.3,333.4,758.8,192.3,258.6,682.7,802.9,65.3,380.6,231.8,793.5,749.7,765.4,772.3,358.0,767.4,121.5,839.0,734.3,216.3,919.5,781.9,354.9,204.2,9.7,698.0,858.2,725.5,813.8,666.7,565.0,471.6,724.1,800.7,727.8,158.9,365.4,268.0,144.2,18.2,593.2,791.7,33.1,185.5,372.6,729.6,406.1,674.9,443.0,166.0,353.6,268.8,284.4,800.3,180.5,193.8,260.5,33.5,750.8,844.6,272.5,692.8,123.7,84.0,1972.3,146.9,714.5,221.0,132.7,722.5,193.3,702.5,94.7,638.5,895.1,761.9,739.2,33.5,199.7,953.5,285.6,514.6,377.7,279.4,292.0,860.3,919.3,40.8,136.0,394.5,257.2,268.2,853.7,337.3,824.1,791.0,896.6,267.8,0.0,863.4,275.8,799.8,255.1,411.7,806.7,238.5,306.4,703.5,16.4,297.0,931.2,265.0,875.0,97.1,288.2,336.6
WL,765.5,185.3,905.1,812.6,848.8,450.9,323.1,827.2,796.4,925.3,871.4,512.9,336.3,209.8,84.9,224.7,52.9,448.6,216.9,651.2,233.5,519.5,704.8,805.0,951.3,275.5,781.4,514.8,555.6,349.9,953.7,823.4,537.5,781.4,595.2,384.9,180.1,592.1,270.5,920.0,850.4,302.5,246.1,890.3,680.1,823.9,576.4,432.9,323.2,284.0,837.0,279.1,897.7,134.0,293.6,940.9,214.5,164.0,685.8,805.4,930.3,381.5,93.6,258.0,201.9,380.9,408.7,532.7,410.8,258.7,341.6,921.0,713.8,892.3,854.1,938.8,435.0,249.7,953.7,781.5,790.1,288.9,575.8,333.8,562.0,955.3,571.4,789.9,731.1,52.9,828.4,918.4,762.7,954.1,262.5,259.9,748.0,387.5,874.2,917.1,1773.9,877.4,335.2,834.7,908.9,365.3,885.9,368.5,915.2,336.5,130.5,445.1,405.2,954.1,820.8,248.5,859.6,561.7,546.3,735.0,763.7,163.9,214.3,914.9,828.0,544.2,850.6,889.3,89.1,741.5,174.9,199.1,132.0,790.9,920.5,0.0,869.2,280.2,711.5,684.7,234.2,820.0,723.9,486.4,937.0,809.2,226.2,749.7,178.6,1031.5,810.8,759.8
WO,176.4,760.6,142.9,197.2,142.0,598.1,704.4,56.9,183.2,265.3,132.2,490.3,641.7,840.9,856.1,800.0,820.4,540.3,801.1,216.3,819.8,458.1,392.7,166.4,283.0,793.5,162.4,408.2,458.6,561.8,280.5,273.2,396.8,156.1,385.8,645.0,691.4,352.2,778.8,154.9,149.6,701.5,729.0,178.2,346.5,116.4,723.6,679.8,691.5,789.1,245.5,784.2,237.7,765.1,753.1,228.8,845.6,708.0,373.7,223.0,262.0,628.1,877.0,651.6,739.9,592.8,554.0,482.0,654.2,819.5,667.0,208.9,250.0,159.0,194.1,270.5,563.6,810.5,280.5,94.5,281.6,748.4,424.9,693.7,453.4,243.6,372.4,156.3,213.0,819.1,144.4,206.3,183.5,280.1,676.9,797.9,181.5,622.9,156.8,257.1,2116.9,217.4,640.6,105.6,248.9,741.3,123.7,628.6,203.1,564.6,828.1,692.0,665.3,280.1,90.7,879.6,176.6,525.0,396.5,298.2,201.0,786.4,845.4,202.8,168.0,388.9,13.6,159.2,789.2,265.9,750.2,717.1,809.0,155.3,252.2,882.2,0.0,818.6,164.1,377.6,752.2,181.4,215.4,633.6,268.7,184.5,857.3,230.1,801.1,319.4,179.2,224.1
WS,689.6,141.7,784.3,780.2,772.9,418.5,219.2,794.8,764.0,812.2,738.9,401.3,308.7,240.0,197.1,185.5,161.4,416.2,79.6,618.8,84.0,433.1,612.1,704.1,838.2,223.4,741.2,446.5,428.1,317.5,831.8,727.9,469.2,705.5,526.9,352.5,153.6,523.8,79.9,824.9,818.0,170.8,201.6,857.9,608.0,748.0,544.0,405.3,279.2,65.2,804.6,70.9,784.6,164.2,222.4,908.5,244.7,138.4,589.0,692.3,817.2,353.9,218.0,225.6,114.9,348.5,376.3,425.2,378.4,166.4,261.4,853.6,647.4,859.9,749.5,825.7,421.2,157.4,831.8,749.1,757.7,217.7,507.5,208.5,461.0,863.4,503.1,757.5,647.1,161.4,715.3,886.0,730.3,831.4,230.1,125.6,715.6,359.9,761.1,804.0,1744.3,764.3,307.6,758.8,795.8,256.1,793.7,336.1,882.8,304.1,254.9,417.5,372.8,831.4,788.4,242.3,827.2,454.2,478.0,642.1,731.3,185.5,244.5,804.4,714.9,475.9,818.2,856.9,213.5,709.1,131.3,154.6,208.1,758.5,807.4,223.2,836.8,0.0,679.1,652.3,116.0,689.1,691.5,454.0,823.9,776.8,239.6,627.7,200.2,870.7,778.4,702.4
WX,139.8,596.4,210.0,101.0,153.7,433.9,484.3,115.6,84.8,324.0,159.8,347.8,477.5,676.7,735.8,640.2,700.1,377.1,680.8,52.1,607.3,294.9,280.2,129.8,283.5,621.7,62.0,245.0,295.4,397.6,281.0,302.4,233.6,119.5,222.6,480.8,527.2,202.6,612.4,222.0,147.9,560.3,564.8,178.7,169.5,128.8,559.4,515.6,527.3,625.9,125.4,621.0,296.4,600.9,533.3,229.3,681.4,543.8,257.1,276.7,262.5,463.9,679.0,487.4,575.7,428.6,390.8,318.8,490.0,585.4,502.8,209.4,151.7,177.5,261.3,271.0,419.0,576.4,281.0,69.9,117.4,528.6,271.9,495.0,275.5,246.4,222.8,78.3,88.6,700.1,203.1,206.8,51.1,280.6,512.7,633.7,36.4,458.7,223.9,272.9,1994.0,276.1,476.4,139.6,307.6,526.5,190.8,464.4,203.6,400.4,663.9,527.8,501.1,280.6,109.2,715.4,157.1,347.8,242.4,135.7,52.1,622.2,681.2,203.3,226.7,225.7,139.0,177.7,625.0,99.0,586.0,552.9,644.8,79.3,252.7,705.2,157.6,698.3,0.0,200.6,588.0,144.8,51.2,469.4,269.2,97.6,693.1,107.2,636.9,319.9,159.0,104.0
XG,207.6,583.0,347.2,316.1,290.9,416.5,465.8,330.7,299.9,419.3,315.0,249.8,464.1,663.3,658.5,626.8,622.8,299.8,603.5,154.7,579.3,217.6,202.9,247.1,445.3,615.9,284.9,167.7,218.1,384.2,447.7,427.2,156.3,223.5,145.3,467.4,513.8,125.3,538.3,362.1,363.0,483.0,551.4,393.8,37.3,266.0,542.0,498.2,513.9,548.6,340.5,543.7,391.7,587.5,534.6,444.4,668.0,530.4,179.8,299.4,424.3,446.5,679.4,474.0,562.3,415.2,313.5,241.5,472.6,595.0,489.4,424.5,165.4,392.6,356.6,432.8,323.1,586.0,447.7,285.0,293.6,529.9,194.6,455.1,212.9,458.8,145.5,276.9,234.6,621.5,322.4,421.9,266.2,448.1,499.3,620.9,251.5,441.3,361.1,411.1,2043.0,371.4,463.0,276.8,402.9,502.7,328.0,451.0,418.7,387.0,650.5,510.4,487.7,448.1,324.3,702.0,372.2,284.5,165.1,215.8,267.2,608.8,667.8,418.4,322.0,148.4,354.1,392.8,611.6,245.0,572.6,539.5,631.4,275.9,414.5,684.6,372.7,621.0,215.0,0.0,574.6,262.1,227.4,452.0,431.0,312.7,679.7,203.0,623.5,535.0,374.1,261.2
XH,647.9,102.2,787.5,695.0,731.2,333.3,205.5,709.6,678.8,807.7,753.8,395.3,218.7,205.3,222.2,146.0,186.5,331.0,99.8,533.6,44.2,401.9,591.3,687.4,833.7,132.3,656.0,397.2,416.6,232.3,836.1,727.5,419.9,663.8,477.6,267.3,62.5,474.5,75.0,799.5,732.8,184.9,110.5,772.7,562.5,706.3,458.8,315.3,205.6,88.5,719.4,83.6,780.1,129.5,176.0,823.3,210.0,72.4,568.2,687.8,812.7,263.9,207.6,140.4,23.8,263.3,291.1,415.1,293.2,79.8,224.0,803.4,596.2,774.7,745.0,821.2,336.0,70.8,836.1,663.9,672.5,171.3,458.2,216.2,461.8,840.4,453.8,672.3,613.5,186.5,710.8,800.8,645.1,836.5,144.9,70.6,630.4,269.9,756.6,799.5,1743.9,759.8,217.6,717.1,791.3,247.7,768.3,250.9,797.6,218.9,192.5,327.5,287.6,836.5,703.2,210.4,742.0,444.1,428.7,617.4,646.1,150.8,209.8,797.3,710.4,426.6,733.0,771.7,153.6,623.9,91.8,63.5,173.4,673.3,802.9,233.8,751.6,141.8,593.9,567.1,0.0,702.4,606.3,368.8,819.4,691.6,207.7,632.1,165.5,913.9,693.2,642.2
XI,67.8,707.1,137.9,175.9,81.6,540.6,558.2,123.6,159.7,254.2,105.7,416.0,588.2,787.4,709.9,746.5,674.2,423.9,654.9,196.2,675.6,341.7,250.6,14.9,280.2,740.0,162.7,291.8,320.8,508.3,282.6,262.1,259.1,47.5,276.9,591.5,637.9,206.0,634.6,152.8,222.8,555.3,675.5,271.6,237.9,56.7,666.1,622.3,638.0,644.9,156.8,640.0,226.6,711.6,606.9,322.2,792.1,654.5,227.5,134.3,259.2,570.6,730.8,598.1,686.4,539.3,437.6,344.2,596.7,673.3,600.4,302.3,141.4,244.6,183.0,267.7,465.8,664.3,282.6,162.8,243.5,602.2,278.7,547.5,315.6,336.6,226.2,67.6,104.4,672.9,157.4,299.7,94.8,283.0,623.4,717.2,176.0,565.4,151.8,246.0,1975.5,206.3,587.1,67.5,237.8,595.1,118.7,575.1,296.5,511.1,767.7,634.5,611.8,283.0,176.3,826.1,232.0,387.2,250.3,152.0,195.5,732.9,791.9,246.4,156.9,267.1,185.9,244.8,726.3,157.3,696.7,663.6,769.2,66.6,249.4,736.0,204.5,672.4,158.6,269.0,679.3,0.0,177.3,576.1,265.9,95.8,803.8,137.6,747.6,346.6,233.9,135.4
XJ,202.5,600.2,272.7,163.7,216.4,437.7,488.1,178.3,147.5,386.7,222.5,351.6,481.3,680.5,739.6,644.0,703.9,380.9,684.6,55.9,611.1,298.7,284.0,192.5,346.2,625.5,124.7,248.8,299.2,401.4,343.7,365.1,237.4,182.2,226.4,484.6,531.0,206.4,616.2,284.7,210.6,564.1,568.6,241.4,173.3,191.5,563.2,519.4,531.1,629.7,188.1,624.8,359.1,604.7,537.1,292.0,685.2,547.6,260.9,339.4,325.2,467.7,682.8,491.2,579.5,432.4,394.6,322.6,493.8,589.2,506.6,272.1,155.5,240.2,324.0,333.7,422.8,580.2,343.7,132.6,66.1,532.4,275.7,498.8,279.3,309.1,226.6,141.0,92.4,703.9,265.8,269.5,113.8,343.3,516.5,637.5,99.1,462.5,286.6,335.6,1997.8,338.8,480.2,202.3,370.3,530.3,253.5,468.2,266.3,404.2,667.7,531.6,504.9,343.3,171.9,719.2,219.8,351.6,246.2,139.5,114.8,626.0,685.0,266.0,289.4,229.5,201.7,240.4,628.8,102.8,589.8,556.7,648.6,142.0,315.4,709.0,220.3,702.1,62.6,204.4,591.8,207.5,0.0,473.2,331.9,160.3,696.9,111.0,640.7,382.6,221.7,166.7
XP,537.8,354.5,677.4,584.9,621.1,86.2,229.9,599.5,568.7,697.6,643.7,285.2,203.5,434.8,469.0,398.3,437.0,220.9,406.1,423.5,365.4,291.8,481.2,577.3,723.6,379.8,545.9,287.1,327.9,165.1,726.0,705.5,309.8,553.7,367.5,132.5,285.3,364.4,360.0,689.4,622.7,307.9,322.9,662.6,452.4,596.2,178.9,137.1,285.4,373.5,609.3,368.6,670.0,359.0,278.9,713.2,439.5,301.9,458.1,577.7,702.6,85.4,437.1,245.5,333.8,196.1,181.0,305.0,111.5,343.5,248.4,693.3,486.1,664.6,634.9,711.1,225.9,334.5,726.0,553.8,562.4,274.2,348.1,240.6,351.7,730.3,343.7,562.2,503.4,437.0,600.7,690.7,535.0,726.4,270.8,391.8,520.3,80.2,646.5,689.4,1927.3,649.7,140.9,607.0,681.2,272.1,658.2,146.5,687.5,167.9,422.0,149.3,152.8,726.4,593.1,435.1,631.9,334.0,318.6,507.3,536.0,380.3,439.3,687.2,600.3,316.5,622.9,661.6,383.1,513.8,344.1,311.0,402.9,563.2,692.8,463.3,641.5,444.8,483.8,457.0,346.1,592.3,496.2,0.0,709.3,581.5,432.4,522.0,395.0,803.8,583.1,532.1
XY,308.3,851.0,189.5,306.9,273.9,684.5,709.9,211.4,290.7,211.3,220.6,538.5,732.1,931.3,861.6,894.8,825.9,567.8,806.6,323.8,827.3,485.6,394.5,270.0,45.9,876.3,262.1,435.7,464.7,652.2,16.6,122.0,403.0,288.0,420.8,735.4,781.8,349.9,783.1,205.9,275.1,707.0,819.4,81.8,397.1,248.3,810.0,766.2,781.9,796.6,374.5,791.7,138.0,855.5,758.6,178.9,936.0,798.4,371.4,220.7,6.6,714.5,882.5,742.0,854.9,683.2,581.5,488.1,740.6,825.0,752.1,142.4,381.9,284.5,152.2,1.8,609.7,816.0,16.6,202.0,389.1,753.9,422.6,699.2,444.8,152.2,370.1,285.3,300.9,825.9,197.0,156.4,277.0,17.0,767.3,868.9,289.0,709.3,140.2,100.5,1955.8,163.4,731.0,237.5,149.2,746.8,209.8,719.0,111.2,655.0,919.4,778.4,755.7,17.0,216.2,970.0,302.1,517.1,394.2,295.9,308.5,876.8,935.8,57.3,152.5,411.0,273.7,284.7,878.0,353.8,840.6,807.5,920.9,284.3,16.4,887.7,292.3,824.1,271.6,428.2,831.0,255.0,322.9,720.0,0.0,313.5,947.7,281.5,891.5,80.6,304.7,353.1
YJ,99.6,696.7,169.8,117.5,113.5,534.2,629.5,150.1,101.3,302.5,119.6,434.2,577.8,777.0,814.6,740.5,778.9,463.5,759.6,152.4,743.0,381.3,355.3,89.6,318.0,722.0,96.5,331.4,381.8,497.9,315.5,318.1,320.0,79.3,309.0,581.1,627.5,289.0,698.8,181.8,164.4,660.0,665.1,213.2,269.7,88.6,659.7,615.9,627.6,712.3,98.4,707.4,282.6,701.2,633.6,263.8,781.7,644.1,332.2,236.5,297.0,564.2,835.5,587.7,676.0,528.9,477.2,405.2,590.3,685.7,603.1,243.9,173.2,221.2,243.4,305.5,505.4,676.7,315.5,104.4,217.7,628.9,358.3,618.8,361.9,280.9,309.2,38.1,136.2,778.9,171.8,241.3,36.4,315.1,613.0,734.0,117.6,559.0,183.7,307.4,2040.1,254.6,576.7,99.4,293.8,666.4,150.6,564.7,238.1,500.7,764.2,628.1,601.4,315.1,143.7,815.7,173.6,434.2,328.8,256.7,137.1,722.5,781.5,237.8,212.9,312.1,173.5,221.4,725.3,189.1,686.3,653.2,745.1,39.1,287.2,840.7,192.1,777.1,100.2,300.8,688.3,104.6,151.5,569.7,303.7,0.0,793.4,153.3,737.2,354.4,175.5,77.0
YO,751.1,83.2,890.7,798.2,834.4,410.9,308.7,812.8,782.0,910.9,857.0,498.5,321.9,24.3,209.6,123.8,177.6,434.2,177.4,636.8,203.8,505.1,694.5,790.6,936.9,160.7,759.2,500.4,541.2,335.5,939.3,881.7,523.1,767.0,580.8,383.1,165.7,577.7,269.6,902.7,836.0,271.7,162.9,875.9,665.7,809.5,494.8,405.7,236.2,247.0,822.6,252.7,883.3,91.7,262.8,926.5,29.0,158.3,671.4,791.0,915.9,354.0,177.7,250.5,172.2,366.5,394.3,518.3,305.7,257.8,327.2,906.6,699.4,877.9,848.2,924.4,439.2,248.8,939.3,767.1,775.7,258.1,561.4,319.4,565.0,943.6,557.0,775.5,716.7,177.6,814.0,904.0,748.3,939.7,275.8,230.2,733.6,348.8,859.8,902.7,1857.9,863.0,320.8,820.3,894.5,350.9,871.5,354.1,900.8,322.1,162.6,417.9,403.4,939.7,806.4,45.0,845.2,547.3,531.9,720.6,749.3,149.5,28.8,900.5,813.6,529.8,836.2,874.9,123.7,727.1,93.9,129.3,143.5,776.5,906.1,203.9,854.8,240.7,697.1,670.3,204.5,805.6,709.5,393.6,922.6,794.8,0.0,735.3,164.2,1017.1,796.4,745.4
YT,37.9,610.8,177.5,195.3,121.2,444.3,488.1,163.2,179.1,310.2,145.3,298.3,491.9,691.1,639.8,654.6,604.1,327.6,584.8,110.0,605.5,245.4,178.7,77.4,293.1,636.1,156.3,195.5,230.2,412.0,295.5,275.0,168.5,53.8,173.1,495.2,541.6,115.4,561.3,189.5,242.2,485.2,579.2,273.0,149.4,96.3,569.8,526.0,541.7,574.8,123.7,569.9,239.5,615.3,536.8,323.6,695.8,558.2,155.6,147.2,272.1,474.3,660.7,501.8,590.1,443.0,341.3,253.6,500.4,603.2,530.3,303.7,73.2,271.8,204.4,280.6,369.5,594.2,295.5,164.2,157.3,532.1,188.1,477.4,210.3,340.7,135.6,107.2,18.2,604.1,197.0,301.1,134.4,295.9,527.1,647.1,130.7,469.1,191.4,258.9,1885.6,262.3,490.8,107.1,250.7,525.0,158.3,478.8,297.9,414.8,697.6,538.2,515.5,295.9,203.5,729.8,251.4,282.6,159.7,27.3,146.4,636.6,695.6,297.6,169.8,176.2,233.3,272.0,656.2,71.1,600.4,567.3,699.1,106.2,262.3,665.9,251.9,602.3,94.2,180.5,609.2,92.4,91.1,479.8,278.8,135.4,707.5,0.0,651.3,414.2,253.3,73.5
ZH,683.1,102.9,822.7,730.2,766.4,368.5,240.7,744.8,714.0,842.9,789.0,409.8,253.9,156.0,190.2,146.7,158.2,366.2,134.5,568.8,151.1,437.1,626.5,722.6,868.9,193.1,691.2,432.4,473.2,267.5,871.3,850.8,455.1,699.0,512.8,302.5,97.7,509.7,192.6,834.7,768.0,220.1,163.7,807.9,597.7,741.5,494.0,350.5,240.8,201.6,754.6,196.7,815.3,80.2,211.2,858.5,160.7,81.6,603.4,723.0,847.9,299.1,158.3,175.6,119.5,298.5,326.3,450.3,328.4,176.3,259.2,838.6,631.4,809.9,771.7,856.4,352.6,167.3,871.3,699.1,707.7,206.5,493.4,251.4,479.6,872.9,489.0,707.5,648.7,158.5,746.0,836.0,680.3,871.7,180.1,177.5,665.6,305.1,791.8,834.7,1815.0,795.0,252.8,752.3,826.5,282.9,803.5,286.1,832.8,254.1,143.2,362.7,322.8,871.7,738.4,194.7,777.2,493.3,463.9,652.6,681.3,49.9,160.5,832.5,745.6,461.8,768.2,806.9,104.3,659.1,92.5,116.7,124.1,708.5,838.1,184.5,786.8,197.8,629.1,602.3,151.8,737.6,641.5,404.0,854.6,726.8,172.4,667.3,0.0,949.1,728.4,677.4
ZI,399.0,894.7,280.2,366.7,364.6,752.0,711.9,302.1,350.5,302.0,311.3,606.0,799.6,998.8,863.6,938.5,827.9,658.5,808.6,383.6,829.3,551.7,485.2,360.7,136.6,943.8,321.9,526.4,546.7,719.7,73.7,124.0,493.7,378.7,511.5,802.9,849.3,440.6,785.1,296.6,334.9,709.0,868.3,172.5,487.8,339.0,877.5,833.7,817.4,798.6,411.1,793.7,213.4,923.0,760.6,180.9,1003.5,865.9,462.1,311.4,97.3,782.0,884.5,809.5,856.9,750.7,672.2,543.8,808.1,827.0,754.1,144.4,472.6,344.3,242.9,88.8,700.4,818.0,73.7,261.8,448.9,755.9,513.3,701.2,535.5,154.2,460.8,376.0,391.6,827.9,287.7,158.4,336.8,73.3,834.8,870.9,348.8,776.8,230.9,191.2,1957.8,254.1,798.5,328.2,224.6,748.8,300.5,786.5,201.9,722.5,921.4,845.9,823.2,73.3,276.0,1037.5,361.9,572.8,484.9,386.6,368.3,954.8,1003.3,148.0,243.2,501.7,325.8,344.5,880.0,444.5,884.3,875.0,922.9,375.0,107.1,889.7,344.4,826.1,331.4,518.9,833.0,345.7,382.7,787.5,90.6,404.2,1015.2,372.2,969.5,0.0,364.5,389.7
ZK,230.0,750.4,229.4,48.6,228.5,587.9,638.3,143.4,147.2,351.8,218.7,501.8,631.5,830.7,889.8,794.2,854.1,531.1,834.8,206.1,761.3,448.9,434.2,220.0,329.3,775.7,170.2,399.0,449.4,551.6,326.8,348.2,387.6,209.7,376.6,634.8,681.2,356.6,766.4,241.4,39.5,714.3,718.8,224.5,323.5,202.9,713.4,669.6,681.3,779.9,215.6,775.0,324.2,754.9,687.3,275.1,835.4,697.8,411.1,309.5,308.3,617.9,833.0,641.4,729.7,582.6,544.8,472.8,644.0,739.4,656.8,255.2,303.6,96.3,289.1,316.8,573.0,730.4,326.8,120.8,271.4,682.6,425.9,649.0,429.5,292.2,376.8,168.5,266.6,854.1,230.9,252.6,141.3,326.4,666.7,787.7,171.3,612.7,243.3,318.7,2148.0,303.9,630.4,192.1,335.4,680.5,210.2,618.4,249.4,554.4,817.9,681.8,655.1,326.4,89.3,869.4,48.7,501.8,396.4,289.7,190.8,776.2,835.2,249.1,254.5,379.7,166.8,96.5,779.0,253.0,740.0,706.9,798.8,169.5,298.5,859.2,185.4,852.3,153.9,354.6,742.0,235.0,205.2,623.4,315.0,187.8,847.1,261.2,790.9,365.7,0.0,194.2
ZN,119.3,659.8,189.5,144.0,133.2,497.3,547.7,176.6,127.8,322.2,139.3,432.6,540.9,740.1,729.9,695.8,694.2,440.5,674.9,115.5,670.7,358.3,264.7,109.3,344.5,692.7,130.8,308.4,320.3,461.0,342.0,337.8,258.6,99.0,286.0,544.2,590.6,205.5,651.4,201.5,190.9,575.3,628.2,239.7,232.9,108.3,622.8,579.0,590.7,664.9,50.1,660.0,302.3,664.3,596.7,290.3,744.8,607.2,245.7,256.2,323.5,527.3,750.8,550.8,639.1,492.0,454.2,343.7,553.4,693.3,566.2,270.4,126.8,247.7,271.6,332.0,482.4,684.3,342.0,130.9,162.8,592.0,278.2,567.5,315.1,304.7,225.7,57.8,70.3,692.9,191.5,267.8,62.9,341.6,576.1,697.1,136.2,522.1,203.4,333.9,1975.7,274.3,539.8,119.1,313.5,615.1,170.3,527.8,264.6,463.8,727.3,591.2,564.5,341.6,170.2,778.8,200.1,386.7,249.8,117.4,151.9,685.6,744.6,264.3,232.6,289.1,200.0,247.9,688.4,80.7,649.4,616.3,708.2,58.8,313.7,756.0,218.6,692.4,99.7,264.0,651.4,124.3,96.6,532.8,330.2,77.1,756.5,88.9,700.3,380.9,202.0,0.0
