from_stop,AC,AH,AP,AS,AT,AW,BG,BN,BT,BU,BX,BZ,CO,CP,CQ,CS,CT,CV,DC,DG,DK,DO,DV,DZ,EE,EI,EO,EP,EQ,ER,ES,EW,EZ,FJ,FK,FM,FN,FQ,FZ,GE,GF,GI,GL,GO,GU,HA,HD,HE,HP,HW,IB,IO,JF,KG,KL,KM,KN,KS,LF,LH,LL,LM,LO,LU,LX,MA,MB,MD,MJ,NA,NF,NJ,NN,NT,NV,NW,OB,OC,OF,OG,OP,OR,OW,OZ,PB,PF,PH,PO,PU,PV,PX,QC,QL,QM,QR,RC,RD,RJ,RM,RO,RP,RT,SB,SD,SF,SG,SS,ST,SW,TB,TC,TF,TS,TU,UG,UH,UM,VB,VF,VH,VU,VW,WB,WK,WM,WO,WT,WU,WV,XA,XD,XE,XH,XI,XR,YA,YB,YJ,YK,YN,YV,YZ,ZA,ZD,ZG,ZM,ZP,ZU,ZV,ZY
XE,350.9,235.4,208.7,350.8,322.6,377.8,97.4,381.3,383.0,479.9,363.4,316.8,190.6,491.1,439.1,55.2,116.3,372.4,277.3,267.5,179.4,121.6,490.8,418.6,259.6,297.4,465.3,272.5,301.2,206.2,353.9,475.5,356.7,380.4,315.7,368.3,197.3,309.1,375.4,234.9,75.9,297.5,465.0,163.1,383.9,242.5,142.9,190.9,206.6,519.2,89.9,125.1,338.6,100.1,381.6,118.8,283.1,413.4,86.2,292.8,171.2,82.7,375.4,395.2,408.4,105.9,98.0,516.0,200.0,236.3,251.1,161.1,454.1,461.6,260.2,351.7,248.9,349.7,138.5,261.5,393.1,219.1,264.0,449.2,96.2,402.8,134.4,365.3,139.0,132.1,117.5,502.0,401.8,443.7,299.0,256.1,377.0,250.3,24.2,138.9,342.2,197.6,321.2,500.3,126.4,284.4,291.2,394.6,105.8,272.9,281.7,322.0,317.2,490.8,336.0,210.9,201.9,383.1,198.2,499.1,277.0,254.7,353.0,138.0,433.6,319.7,3129.3,369.1,208.5,122.5,258.6,0.0,166.3,476.3,163.4,318.1,150.4,348.6,326.2,432.2,137.8,415.4,53.2,333.5,19.3,326.4,121.1,390.5,282.0,340.4
XH,332.0,407.9,215.3,523.3,221.5,550.3,208.1,553.8,240.7,652.4,345.5,309.8,104.8,372.9,335.7,221.7,288.8,544.9,449.8,440.0,343.8,306.1,415.1,591.1,432.1,469.9,637.8,115.2,163.9,116.6,275.1,356.9,529.2,552.9,488.2,540.8,203.9,151.8,547.9,292.2,168.1,470.0,361.6,197.0,556.4,299.8,72.4,441.5,263.9,691.7,141.7,300.2,511.1,242.3,554.1,54.1,249.0,585.9,178.4,273.9,343.7,272.9,249.2,309.0,295.5,60.4,220.2,688.5,110.4,164.8,423.6,107.3,626.6,634.1,202.5,332.8,421.4,522.2,311.0,434.0,289.7,276.4,321.3,621.7,286.4,575.3,176.0,537.8,314.1,307.2,169.3,420.9,574.3,616.2,161.7,257.9,274.4,307.6,168.5,172.8,284.4,132.9,264.7,672.8,325.3,174.3,196.4,296.3,248.0,115.6,454.2,494.5,374.5,663.3,317.1,190.2,259.2,304.3,133.5,671.6,449.5,97.4,525.5,55.3,414.7,492.2,3077.0,265.7,381.0,373.1,219.2,172.4,0.0,361.1,327.8,490.6,139.3,521.1,498.7,330.3,48.2,352.6,193.6,506.0,218.3,383.7,296.2,563.0,124.7,512.9
XI,174.6,587.4,271.1,702.8,111.6,729.8,441.9,733.3,91.4,831.9,173.7,167.0,261.3,109.7,49.0,472.7,483.3,724.4,629.3,619.5,437.1,393.5,151.9,770.6,611.6,649.4,817.3,266.5,156.3,326.7,68.3,51.6,708.7,732.4,667.7,720.3,248.5,233.2,727.4,184.0,360.6,649.5,118.8,382.0,735.9,218.8,378.8,534.8,210.2,871.2,381.1,534.0,690.6,476.1,733.6,382.3,181.6,765.4,370.9,198.0,538.2,506.7,123.6,123.5,75.5,366.8,431.0,868.0,278.4,232.4,603.1,401.7,806.1,813.6,283.8,185.6,600.9,701.7,524.9,613.5,49.8,310.6,236.1,801.2,520.2,754.8,409.8,717.3,547.9,541.0,352.4,127.7,753.8,795.7,170.6,233.4,150.0,162.1,451.7,406.2,90.2,264.5,126.5,852.3,418.6,308.0,166.4,89.9,481.8,238.9,633.7,674.0,250.2,842.8,149.7,257.8,215.0,66.8,343.7,851.1,629.0,248.7,705.0,349.8,260.8,671.7,2992.8,77.3,560.5,466.4,154.9,433.8,306.3,0.0,421.1,670.1,340.1,700.6,678.2,93.4,328.1,222.5,455.0,685.5,453.2,221.4,530.0,742.5,199.5,692.4
XR,509.9,283.6,367.7,399.0,388.2,426.0,246.4,429.5,407.4,528.1,522.4,475.8,349.6,474.6,437.4,170.9,164.5,420.6,325.5,315.7,16.0,77.3,516.8,466.8,307.8,345.6,513.5,353.3,460.2,242.1,376.8,458.6,404.9,428.6,363.9,416.5,356.3,339.6,423.6,393.9,234.9,345.7,463.3,279.0,432.1,401.5,301.9,115.7,365.6,567.4,248.9,244.2,386.8,231.1,429.8,277.8,442.1,461.6,245.2,451.8,219.4,236.1,448.3,554.2,458.4,264.9,213.7,564.2,254.3,395.3,299.3,320.1,502.3,509.8,296.1,510.7,297.1,397.9,186.7,309.7,391.4,378.1,423.0,497.4,249.6,451.0,279.9,413.5,238.1,253.7,276.5,522.6,450.0,491.9,458.0,415.1,536.0,409.3,183.2,254.8,386.1,232.7,480.2,548.5,46.5,320.3,450.2,472.8,236.8,333.9,329.9,370.2,476.2,539.0,495.0,369.9,360.9,406.0,357.2,547.3,325.2,368.4,401.2,297.0,592.6,367.9,3288.3,367.4,256.7,47.3,417.6,158.9,325.3,416.9,0.0,366.3,309.4,396.8,374.4,432.0,296.8,413.7,212.2,381.7,172.7,485.4,242.7,438.7,371.5,388.6
YA,640.4,79.9,498.2,144.9,535.0,171.9,376.9,175.4,554.2,274.0,652.9,606.3,480.1,621.4,584.2,301.4,263.6,136.1,71.4,38.5,338.1,257.6,663.6,212.7,136.1,112.5,259.4,500.1,590.7,388.9,523.6,605.4,76.2,99.9,111.4,162.4,486.8,486.4,94.9,524.4,365.4,156.0,610.1,353.5,178.0,532.0,432.4,349.6,496.1,313.3,379.4,374.7,132.7,361.6,175.7,408.3,572.6,132.9,375.7,582.3,318.5,366.6,595.1,643.1,605.2,395.4,344.2,310.1,401.1,525.8,64.6,450.6,248.2,255.7,442.9,641.2,93.1,104.3,305.2,55.6,538.2,508.6,553.5,243.3,380.1,134.6,428.7,84.8,368.6,384.2,407.0,669.4,195.9,196.4,550.6,545.6,620.3,539.8,313.7,385.3,532.9,379.5,610.7,294.4,285.1,467.1,580.7,619.6,367.3,480.7,84.2,99.7,606.7,284.9,625.5,500.4,491.4,552.8,487.7,293.2,65.0,515.2,143.0,427.5,723.1,134.8,3002.0,514.2,155.5,281.2,548.1,289.4,449.6,563.7,322.1,0.0,439.9,50.1,27.7,578.8,417.0,560.5,342.7,148.6,303.2,615.9,373.2,110.0,518.3,134.5
YB,395.5,368.5,331.3,483.9,264.2,510.9,253.1,514.4,283.4,613.0,409.0,344.8,192.4,350.6,313.4,173.5,264.4,505.5,410.4,400.6,218.2,180.5,392.8,551.7,392.7,430.5,598.4,209.0,257.7,81.2,252.8,334.6,489.8,513.5,448.8,501.4,319.9,178.7,508.5,357.5,198.5,430.6,339.3,76.2,517.0,365.1,109.8,315.9,329.2,652.3,103.5,313.7,471.7,237.8,514.7,142.5,324.1,546.5,208.8,337.4,319.3,274.3,324.3,372.3,334.4,67.4,131.8,649.1,90.1,258.6,384.2,61.5,587.2,594.7,135.2,396.3,382.0,482.8,303.6,394.6,267.4,341.7,386.6,582.3,287.8,535.9,286.6,498.4,327.6,320.7,74.8,398.6,534.9,576.8,239.6,378.7,349.5,301.5,161.1,100.4,262.1,71.8,339.8,633.4,199.7,159.4,290.2,348.8,243.5,152.0,414.8,455.1,439.8,623.9,380.6,284.0,324.5,282.0,221.9,632.2,410.1,191.2,486.1,197.2,478.2,452.8,3170.8,243.4,341.6,247.5,294.3,165.0,127.8,338.8,202.2,451.2,0.0,481.7,459.3,308.0,115.7,330.3,186.2,466.6,210.9,449.0,309.7,523.6,218.5,473.5
YJ,688.3,127.8,546.1,192.8,582.9,187.5,424.8,223.3,602.1,321.9,700.8,654.2,528.0,669.3,632.1,349.3,311.5,164.0,119.3,86.4,386.0,305.5,711.5,260.6,164.0,140.4,307.3,548.0,638.6,436.8,571.5,653.3,124.1,127.8,139.3,197.0,534.7,534.3,122.8,572.3,413.3,183.9,658.0,401.4,225.9,579.9,480.3,397.5,544.0,321.3,427.3,422.6,180.6,409.5,234.6,456.2,620.5,160.8,423.6,630.2,366.4,414.5,643.0,691.0,653.1,443.3,392.1,358.0,449.0,573.7,112.5,498.5,296.1,303.6,490.8,689.1,141.0,132.2,353.1,103.5,586.1,556.5,601.4,291.2,428.0,162.5,476.6,132.7,416.5,432.1,454.9,717.3,243.8,224.3,598.5,593.5,668.2,587.7,361.6,433.2,580.8,427.4,658.6,342.3,333.0,515.0,628.6,667.5,415.2,528.6,132.1,127.6,654.6,332.8,673.4,548.3,539.3,600.7,535.6,275.5,112.9,563.1,170.9,475.4,771.0,162.7,3027.1,562.1,183.4,329.1,596.0,337.3,497.5,611.6,370.0,47.5,487.8,0.0,20.4,626.7,464.9,608.4,390.6,176.5,351.1,663.8,421.1,137.9,566.2,182.4
YK,667.8,107.3,525.6,172.3,562.4,167.0,404.3,202.8,581.6,301.4,680.3,633.7,507.5,648.8,611.6,328.8,291.0,143.5,98.8,65.9,365.5,290.9,691.0,240.1,143.5,119.9,286.8,527.5,618.1,416.3,551.0,632.8,103.6,107.3,118.8,176.5,514.2,513.8,102.3,551.8,392.8,163.4,637.5,380.9,205.4,559.4,459.8,377.0,523.5,300.8,406.8,402.1,160.1,389.0,214.1,435.7,600.0,140.3,403.1,609.7,345.9,394.0,622.5,670.5,632.6,422.8,371.6,337.5,428.5,553.2,92.0,478.0,275.6,283.1,470.3,668.6,120.5,111.7,332.6,83.0,565.6,536.0,580.9,270.7,407.5,142.0,456.1,112.2,396.0,411.6,434.4,696.8,223.3,203.8,578.0,573.0,647.7,567.2,341.1,412.7,560.3,406.9,638.1,321.8,312.5,494.5,608.1,647.0,394.7,508.1,111.6,107.1,634.1,312.3,652.9,527.8,518.8,580.2,515.1,255.0,92.4,542.6,150.4,454.9,750.5,142.2,3006.6,541.6,162.9,308.6,575.5,316.8,477.0,591.1,349.5,27.0,467.3,22.3,0.0,606.2,444.4,587.9,370.1,156.0,330.6,643.3,400.6,117.4,545.7,161.9
YN,147.5,631.2,233.0,746.6,81.5,773.6,403.8,777.1,61.3,875.7,150.7,136.9,223.2,111.3,96.1,440.6,512.1,768.2,673.1,663.3,415.2,377.5,153.5,814.4,655.4,693.2,861.1,228.4,118.2,287.5,70.0,104.6,752.5,776.2,711.5,764.1,210.4,195.1,771.2,145.9,322.5,693.3,153.8,343.3,779.7,180.7,340.7,512.9,172.1,915.0,370.6,495.9,734.4,438.0,777.4,344.2,146.6,809.2,332.8,159.9,567.0,468.6,93.5,100.2,45.7,328.7,398.9,911.8,240.3,194.3,646.9,356.7,849.9,857.4,261.8,155.8,644.7,745.5,534.3,657.3,84.8,272.5,206.0,845.0,482.1,798.6,371.7,761.1,509.8,502.9,341.9,175.2,797.6,839.5,132.5,195.3,120.2,124.0,425.2,367.5,42.1,242.5,96.4,896.1,396.7,217.6,128.3,60.1,443.7,200.8,677.5,717.8,222.9,886.6,119.9,219.7,176.9,58.6,305.6,894.9,672.8,210.6,748.8,311.7,237.7,715.5,3055.5,112.3,604.3,444.5,116.8,395.7,268.2,81.8,399.2,713.9,329.6,744.4,722.0,0.0,290.0,257.5,416.9,729.3,415.1,191.6,491.9,786.3,161.4,736.2
YV,408.2,403.6,266.0,519.0,277.0,546.0,208.1,549.5,296.2,648.1,420.7,374.1,104.8,363.4,326.2,208.6,287.8,540.6,445.5,435.7,253.3,209.7,405.6,586.8,427.8,465.6,633.5,147.8,196.5,68.3,265.6,347.4,524.9,548.6,483.9,536.5,254.6,184.4,543.6,292.2,126.8,465.7,352.1,111.3,552.1,299.8,72.1,351.0,263.9,687.4,138.6,300.2,506.8,242.3,549.8,54.1,281.6,581.6,137.1,350.1,342.7,272.9,281.8,341.6,347.2,73.8,166.9,684.2,62.1,197.4,419.3,74.6,622.3,629.8,122.3,409.0,417.1,517.9,310.0,429.7,280.2,276.4,321.3,617.4,286.4,571.0,176.0,533.5,314.1,307.2,109.9,411.4,570.0,611.9,194.3,313.4,307.0,307.6,167.5,135.5,274.9,84.6,378.5,668.5,234.8,146.5,229.0,328.9,248.0,148.2,449.9,490.2,374.5,659.0,393.3,222.8,259.2,294.8,133.5,667.3,445.2,130.0,521.2,101.9,490.9,487.9,3109.6,256.2,376.7,282.6,315.9,171.4,32.5,351.6,237.3,486.3,85.6,516.8,494.4,320.8,0.0,343.1,192.6,501.7,217.3,383.7,296.2,558.7,157.3,508.6
YZ,328.0,558.6,343.0,674.0,196.7,701.4,513.8,704.5,215.9,803.1,322.5,277.3,333.2,264.7,203.6,443.9,454.5,695.6,600.5,590.7,408.3,364.7,306.9,741.8,582.8,620.6,788.5,338.4,228.2,335.7,185.3,224.8,679.9,703.6,638.9,686.8,320.4,336.3,698.6,255.9,432.5,620.7,229.5,353.2,707.1,290.7,418.3,506.0,282.1,842.4,388.0,599.5,661.8,548.0,704.8,407.8,256.6,736.6,442.8,269.9,509.4,554.2,256.8,278.7,237.7,406.3,402.2,839.2,346.9,304.3,574.3,410.7,777.3,784.8,292.8,328.8,572.1,672.9,496.1,584.7,157.6,382.5,349.7,772.4,567.7,726.0,481.7,688.5,559.5,606.5,361.4,288.8,725.0,766.9,242.5,305.3,282.0,234.0,460.7,377.4,194.6,273.5,272.3,823.5,389.8,314.9,238.3,252.1,553.7,310.8,604.9,645.2,390.8,814.0,311.9,329.7,286.9,214.5,418.8,822.3,600.2,320.6,676.2,455.6,343.8,642.9,3128.3,133.6,531.7,437.6,226.8,480.3,386.2,176.9,392.3,641.3,349.1,671.8,649.4,240.5,353.6,0.0,526.9,656.7,490.8,389.8,595.5,713.7,271.4,663.6
ZA,375.0,271.6,232.8,387.0,346.7,414.0,108.8,417.5,407.1,516.1,387.5,340.9,214.7,512.5,475.3,91.4,152.5,408.6,313.5,303.7,215.6,157.8,514.9,454.8,295.8,333.6,501.5,296.6,325.3,230.3,414.7,496.5,392.9,416.6,351.9,404.5,221.4,333.2,411.6,259.0,100.0,333.7,501.2,181.8,420.1,266.6,167.0,227.1,230.7,555.4,131.3,161.3,374.8,93.5,417.8,142.9,307.2,449.6,110.3,316.9,207.4,118.9,399.5,419.3,432.5,130.0,134.2,552.2,224.1,260.4,287.3,185.2,490.3,497.8,284.3,375.8,285.1,385.9,174.7,297.7,429.3,243.2,288.1,485.4,132.4,439.0,142.3,401.5,175.2,168.3,158.9,526.1,438.0,479.9,323.1,280.2,401.1,274.4,65.6,157.6,424.0,239.0,345.3,536.5,162.6,308.5,315.3,418.7,99.2,297.0,317.9,358.2,341.3,527.0,360.1,235.0,226.0,443.9,222.3,535.3,313.2,278.8,389.2,162.1,457.7,355.9,3153.4,405.3,244.7,158.7,282.7,36.1,190.4,454.8,199.6,354.3,174.5,384.8,362.4,469.9,161.9,451.6,0.0,369.7,55.5,350.5,157.3,426.7,306.1,376.6
ZD,711.6,212.9,569.4,263.1,606.2,193.9,502.2,262.5,625.4,250.6,724.1,677.5,551.3,692.6,655.4,372.6,334.8,140.8,204.4,171.5,409.3,328.8,734.8,230.7,161.5,37.5,271.2,571.3,661.9,460.1,594.8,676.6,209.2,135.6,84.1,203.4,558.0,557.6,206.7,595.6,436.6,141.3,681.3,424.7,311.0,603.2,503.6,420.8,567.3,185.4,450.6,445.9,265.7,432.8,241.0,479.5,643.8,153.0,446.9,653.5,389.7,437.8,666.3,714.3,676.4,466.6,415.4,242.5,472.3,597.0,197.6,521.8,366.4,255.7,514.1,712.4,226.1,118.1,376.4,188.6,609.4,579.8,624.7,243.3,451.3,168.9,448.4,217.8,439.8,455.4,478.2,740.6,302.4,230.7,621.8,616.8,691.5,611.0,384.9,456.5,604.1,450.7,681.9,201.6,356.3,538.3,651.9,690.8,438.5,551.9,217.2,90.4,677.9,238.0,696.7,571.6,562.6,624.0,558.9,139.6,198.0,586.4,121.4,498.7,794.3,14.3,2891.2,585.4,140.8,352.4,619.3,360.6,520.8,634.9,393.3,150.6,511.1,201.1,178.7,650.0,488.2,631.7,413.9,0.0,374.4,687.1,444.4,145.7,589.5,231.3
ZG,379.0,237.9,236.8,353.3,392.4,380.3,78.0,383.8,411.6,482.4,391.5,344.9,218.7,478.8,441.6,98.8,118.8,374.9,279.8,270.0,181.9,124.1,521.0,421.1,262.1,299.9,467.8,328.4,329.3,223.0,381.0,462.8,359.2,382.9,318.2,370.8,225.4,365.0,377.9,263.0,104.0,300.0,467.5,130.1,386.4,270.6,204.2,193.4,234.7,521.7,127.5,108.6,341.1,80.7,384.1,146.9,311.2,415.9,114.3,320.9,173.7,63.3,403.5,423.3,436.5,161.8,97.3,518.5,235.2,264.4,253.6,217.0,456.6,464.1,277.0,379.8,251.4,352.2,141.0,264.0,395.6,247.2,292.1,451.7,76.8,405.3,115.0,367.8,122.5,115.6,155.1,526.8,404.3,446.2,327.1,284.2,405.1,278.4,52.3,105.9,390.3,213.6,349.3,502.8,128.9,301.2,319.3,422.7,86.4,328.8,284.2,324.5,345.3,493.3,364.1,239.0,230.0,410.2,226.3,501.6,279.5,310.6,355.5,291.6,461.7,322.2,3157.4,371.6,211.0,125.0,286.7,28.0,222.2,421.1,165.9,320.6,206.3,351.1,328.7,436.2,210.1,417.9,81.3,336.0,0.0,354.5,104.6,393.0,337.9,342.9
ZM,95.3,559.6,216.5,675.0,212.4,702.4,379.2,709.7,192.2,809.7,67.6,126.0,334.5,201.4,208.6,376.2,440.5,696.6,602.7,591.7,503.6,451.4,237.2,748.4,589.4,621.6,789.5,352.1,210.4,457.5,224.3,179.7,680.9,704.6,639.9,687.8,193.9,365.1,705.2,147.4,370.3,621.7,245.3,513.3,708.1,178.0,457.3,515.1,122.8,849.0,421.3,449.3,662.8,381.5,708.2,383.5,140.6,734.9,378.6,113.9,495.4,406.9,151.8,139.9,155.4,440.0,419.3,840.2,410.3,230.3,575.3,474.2,778.3,785.8,442.8,72.9,573.1,670.2,462.7,585.7,222.9,256.0,80.9,773.4,420.4,727.0,352.7,689.5,472.5,456.3,446.9,259.3,726.0,767.9,290.6,178.8,127.7,153.1,353.6,451.2,218.2,388.8,130.4,824.5,456.2,390.0,199.9,147.2,387.2,352.5,605.9,651.8,59.8,820.6,83.0,204.9,127.6,195.1,420.1,823.3,603.6,334.3,680.4,355.8,154.8,643.9,3212.4,250.4,532.7,452.3,169.5,324.1,379.5,223.3,487.6,642.3,452.1,672.8,650.4,187.1,414.8,389.2,345.3,657.7,343.5,0.0,445.3,720.3,328.5,664.6
ZP,469.6,306.2,327.4,421.6,460.7,448.6,78.0,452.1,479.9,550.7,482.1,435.5,254.0,547.1,509.9,130.6,187.1,443.2,348.1,338.3,250.2,192.4,589.3,489.4,330.4,368.2,536.1,325.1,373.8,290.7,449.3,531.1,427.5,451.2,386.5,439.1,316.0,361.7,446.2,353.6,160.4,368.3,535.8,221.3,454.7,361.2,264.5,261.7,325.3,590.0,192.9,59.4,409.4,80.7,452.4,203.3,401.8,484.2,170.7,411.5,242.0,81.3,494.1,513.9,530.9,242.9,188.5,586.8,284.5,355.0,321.9,297.0,524.9,532.4,344.7,470.4,319.7,420.5,209.3,332.3,463.9,337.8,382.7,520.0,94.8,473.6,129.5,436.1,54.3,11.0,220.5,595.1,472.6,514.5,371.6,374.8,495.7,369.0,127.2,197.1,458.6,300.6,439.9,571.1,197.2,368.9,409.9,513.3,86.4,325.5,352.5,392.8,435.9,561.6,454.7,329.6,320.6,478.5,282.7,569.9,347.8,307.3,423.8,222.5,552.3,390.5,3248.0,439.9,279.3,193.3,377.3,115.7,252.4,489.4,234.2,388.9,287.4,419.4,397.0,504.5,222.3,486.2,196.7,404.3,91.1,445.1,0.0,461.3,334.6,411.2
ZU,713.3,152.8,571.1,166.7,607.9,97.5,449.8,170.3,627.1,299.3,725.8,679.2,553.0,694.3,657.1,371.1,336.5,60.4,144.3,111.4,411.0,336.4,736.5,238.0,148.9,113.3,284.7,573.0,663.6,461.8,596.5,678.3,149.1,9.4,57.2,107.0,559.7,559.3,146.6,597.3,440.3,168.8,683.0,426.4,217.8,604.9,505.3,422.5,569.0,284.5,452.3,447.6,172.5,434.5,144.6,481.2,645.5,20.1,448.6,655.2,391.4,439.5,668.0,716.0,678.1,468.3,417.1,335.4,474.0,598.7,137.5,523.5,270.0,281.0,515.8,714.1,166.0,51.0,378.1,128.5,611.1,581.5,626.4,268.6,453.0,72.5,501.6,157.7,441.5,457.1,479.9,742.3,206.0,134.3,623.5,618.5,693.2,612.7,386.6,458.2,605.8,452.4,683.6,319.7,358.0,537.9,653.6,692.5,440.2,553.6,157.1,80.5,679.6,310.2,698.4,573.3,564.3,625.7,560.6,238.7,137.9,588.1,41.8,500.4,796.0,135.6,2990.3,587.1,168.3,354.1,621.0,362.3,522.5,636.6,395.0,90.5,512.8,141.0,118.6,651.7,489.9,633.4,415.6,149.4,376.1,688.8,446.1,0.0,591.2,134.9
ZV,260.8,540.8,165.1,656.2,104.2,683.2,259.0,690.9,123.4,785.3,274.3,184.8,78.4,217.0,225.6,331.2,421.7,677.8,582.7,572.9,375.9,338.2,259.2,724.0,565.0,602.8,770.7,83.6,121.5,139.9,119.2,213.3,662.1,685.8,621.1,673.7,153.7,27.0,680.8,163.4,177.7,602.9,251.5,233.9,689.3,186.9,201.2,473.6,189.6,824.6,259.1,351.1,644.0,293.2,689.4,183.3,164.1,716.1,188.0,202.7,476.6,323.8,164.3,216.6,178.2,183.9,289.5,821.4,113.5,101.8,556.5,218.1,759.5,767.0,68.1,261.6,554.3,651.4,443.9,566.9,179.6,204.6,257.2,754.6,337.3,708.2,226.9,670.7,365.0,358.1,232.5,310.8,707.2,749.1,53.5,187.7,189.5,141.5,292.0,258.1,107.5,169.6,179.8,805.7,357.4,49.5,126.2,194.5,298.9,56.0,587.1,627.4,298.3,796.2,245.9,127.2,194.4,148.4,160.8,729.0,584.8,65.8,658.4,166.9,343.5,625.1,2952.2,155.6,513.9,405.2,134.3,305.3,123.4,205.5,359.9,623.5,220.2,654.0,631.6,153.4,199.0,227.8,326.5,638.9,324.7,304.0,347.1,695.9,0.0,645.8
ZY,680.3,119.8,538.1,31.7,574.9,37.3,416.8,62.6,594.1,178.8,692.8,646.2,520.0,661.3,624.1,341.3,303.5,123.0,78.4,121.5,378.0,297.5,703.5,117.5,218.1,194.5,164.2,540.0,630.6,428.8,563.5,645.3,231.5,144.7,156.0,27.8,526.7,526.3,229.0,564.3,405.3,238.0,650.0,393.4,82.8,571.9,472.3,389.5,536.0,218.1,419.3,414.6,37.5,401.5,41.1,448.2,612.5,115.9,415.6,622.2,358.4,406.5,635.0,683.0,645.1,435.3,384.1,214.9,441.0,565.7,104.5,490.5,135.0,160.5,482.8,681.1,132.6,154.7,345.1,94.4,578.1,548.5,593.4,148.1,420.0,62.3,468.6,240.1,408.5,424.1,446.9,709.3,100.7,117.4,590.5,585.5,660.2,579.7,353.6,425.2,572.8,419.4,650.6,199.2,325.0,507.0,620.6,659.5,407.2,520.6,191.6,188.7,646.6,189.7,665.4,540.3,531.3,592.7,527.6,198.0,160.7,555.1,136.6,467.4,763.0,216.8,2906.8,554.1,237.5,321.1,588.0,329.3,489.5,603.6,362.0,172.9,479.8,202.6,180.2,618.7,456.9,600.4,382.6,230.6,343.1,655.8,413.1,135.3,558.2,0.0
