from_stop,AC,AG,AJ,AK,AQ,AV,AZ,BA,BF,BH,BI,BL,BN,BS,BT,BU,BY,BZ,CF,CG,CH,CN,CP,CQ,CU,DC,DG,DO,DV,DW,DY,EG,EH,EK,ET,EU,EY,FE,FN,FU,FW,GI,GO,GP,GQ,GW,GZ,HF,HG,HI,HT,IG,IN,IO,IU,JH,JP,JQ,JU,JV,KA,KK,KL,KQ,KR,KX,KY,KZ,LA,LH,LL,LQ,MC,MM,NC,NG,NJ,NP,NV,NW,NX,OJ,OP,OS,OT,OX,PA,PC,PD,PH,PL,PP,PX,PY,QH,QM,QN,QV,RF,RK,RS,RY,SD,SE,SI,SK,SM,SO,SP,SU,SW,SX,SZ,TD,TH,TL,TM,TS,UA,UB,UC,UD,UF,UG,VF,VJ,VK,VO,VS,WM,WN,WT,WY,WZ,XB,XM,XU,XX,YD,YE,YF,YN,YP,YS,YT,YU,YW,ZA,ZN,ZO,ZP,ZS,ZT,ZX
VJ,927.7,492.9,787.9,888.5,982.5,1103.1,949.6,519.4,947.5,663.3,928.6,816.0,964.2,349.9,789.5,834.3,1089.1,705.9,848.4,660.3,744.4,447.7,667.3,916.2,506.4,508.6,776.3,409.0,680.6,616.2,864.7,601.4,402.9,563.7,1011.2,749.1,1140.1,522.4,842.6,957.9,906.7,523.3,983.2,796.8,866.3,950.5,685.4,665.8,626.2,780.0,657.4,878.2,845.4,975.2,716.7,861.5,817.0,883.4,1012.5,839.5,955.0,919.0,550.6,160.4,11.6,494.4,1137.9,940.4,701.0,828.9,429.0,651.7,558.1,923.9,682.5,685.2,1006.3,842.3,658.4,852.9,757.3,882.9,762.9,858.0,887.7,718.6,474.9,694.5,871.3,864.5,808.4,827.2,961.3,1145.4,1028.6,557.5,453.3,873.6,833.3,734.8,994.2,1032.1,712.7,796.1,855.5,651.8,1064.7,635.9,391.1,825.3,950.9,1041.0,912.3,523.3,701.8,858.2,666.9,987.4,698.4,918.5,895.7,849.7,692.9,780.2,842.9,0.0,1107.0,847.1,937.2,949.2,958.5,109.2,692.9,800.2,1162.4,1192.5,738.4,2005.2,972.6,666.5,829.3,517.9,1052.1,822.7,934.2,962.7,626.2,801.2,496.6,830.6,847.1,975.7,647.3,770.8
VK,621.8,852.3,392.3,429.8,665.3,136.7,297.2,1064.8,637.3,526.8,276.2,461.2,202.9,914.0,430.7,479.5,248.5,619.9,343.9,915.7,435.2,993.1,548.8,310.6,1051.8,917.4,663.5,884.2,751.7,497.7,230.3,526.5,930.9,755.0,694.0,636.3,290.4,1067.8,404.7,232.9,234.0,778.7,250.3,442.0,511.5,654.0,566.9,921.2,734.3,425.2,538.9,263.0,490.6,250.2,658.5,357.0,395.5,378.9,304.2,335.0,644.8,564.2,771.8,784.0,835.0,1039.8,371.6,585.6,804.0,351.3,974.4,722.8,834.7,184.5,785.5,548.7,273.4,390.2,489.6,381.4,569.9,528.1,564.3,433.1,421.5,821.6,1020.3,485.5,447.0,313.0,371.8,468.4,201.4,295.7,74.9,750.9,998.7,298.2,347.7,482.0,311.8,299.2,968.1,437.3,500.7,907.2,339.7,724.6,940.3,495.0,225.9,308.1,320.3,932.1,957.2,503.4,738.0,114.9,953.8,193.5,267.6,378.2,795.9,394.4,615.1,846.7,0.0,501.6,225.4,213.8,152.2,776.3,948.3,445.4,312.7,389.2,379.6,1577.0,247.6,769.5,313.2,759.5,156.0,570.7,261.5,201.4,1035.0,379.7,905.4,488.6,409.2,620.9,902.7,412.0
VO,463.7,636.3,105.5,125.5,518.5,491.5,273.1,848.8,483.5,310.8,252.1,352.0,404.5,698.0,325.5,370.3,421.7,315.6,166.0,699.7,98.3,777.1,332.8,389.1,835.8,613.1,359.2,668.2,447.4,281.7,393.1,244.1,714.9,450.7,547.2,332.0,463.6,851.8,160.2,434.5,435.6,562.7,306.7,332.8,402.3,216.8,350.9,705.2,435.1,316.0,322.9,351.1,381.4,451.8,354.2,179.1,277.6,201.0,505.8,157.1,491.0,455.0,467.5,568.0,611.9,823.8,453.1,476.4,499.7,146.5,758.4,418.5,530.4,386.1,481.2,335.3,329.8,159.9,184.5,170.8,353.9,418.9,348.3,306.7,205.3,517.3,804.3,148.6,142.7,450.7,126.0,363.2,284.8,468.9,417.0,534.9,782.7,191.2,261.2,145.1,317.7,355.6,752.1,332.1,391.5,691.2,541.3,420.3,724.3,190.7,427.5,364.5,224.7,627.8,741.2,394.2,433.7,375.8,737.8,395.1,219.2,167.3,491.6,219.1,399.1,630.7,495.4,0.0,260.7,272.7,353.8,560.3,732.3,336.2,485.9,507.7,274.4,1541.2,449.2,465.2,302.2,543.5,375.6,266.4,463.1,403.0,730.7,293.6,601.1,184.3,164.7,511.7,686.7,306.8
VS,506.7,696.3,166.8,204.3,561.5,230.7,71.7,970.5,474.9,422.2,50.7,395.0,143.7,819.7,368.5,413.3,160.9,394.4,118.4,811.1,209.7,898.8,444.2,251.4,957.5,691.9,438.0,789.9,526.2,393.1,171.1,355.5,836.6,529.5,590.2,410.8,202.8,973.5,179.2,173.7,174.8,674.1,45.9,375.8,445.3,430.6,462.3,816.6,508.8,359.0,434.3,203.8,424.4,191.0,433.0,131.5,138.6,153.4,245.0,109.5,482.4,498.0,546.3,679.4,723.3,945.5,320.4,464.0,578.5,125.8,880.1,497.3,609.2,125.3,560.0,444.1,69.0,164.7,295.9,155.9,465.3,461.9,459.7,164.3,196.0,596.1,926.0,260.0,221.5,253.8,146.3,406.2,24.0,208.1,156.2,646.3,904.4,72.7,122.2,256.5,86.3,94.8,863.5,375.1,434.5,802.6,280.5,499.1,846.0,269.5,166.7,103.7,94.8,706.6,852.6,437.2,512.5,115.0,849.2,134.3,42.1,152.7,570.4,214.7,510.5,742.1,234.6,276.1,0.0,11.9,93.0,671.7,843.7,379.2,225.1,301.6,317.4,1492.3,188.4,544.0,254.0,654.9,114.8,345.2,202.3,142.2,809.5,154.6,679.9,263.1,183.7,496.1,798.1,349.8
WM,501.7,707.9,178.4,215.9,556.5,218.7,83.3,982.1,486.5,433.8,62.3,390.0,131.7,831.3,359.5,408.3,148.9,406.0,130.0,822.7,221.3,910.4,455.8,239.4,969.1,703.5,449.6,801.5,537.8,404.7,159.1,367.1,848.2,541.1,585.2,422.4,190.8,985.1,190.8,161.7,162.8,685.7,36.4,370.8,440.3,442.2,473.9,828.2,525.5,354.0,445.9,191.8,419.4,179.0,444.6,143.1,150.2,165.0,233.0,121.1,494.0,493.0,557.9,691.0,742.0,957.1,320.1,514.4,590.1,137.4,891.7,508.9,620.8,113.3,571.6,458.3,59.5,176.3,307.5,167.8,476.9,456.9,471.3,179.3,207.6,607.7,937.6,271.6,233.1,241.8,157.9,397.2,12.0,196.1,144.2,657.9,916.0,84.3,133.8,268.1,97.9,85.3,875.1,366.1,429.5,814.2,268.5,510.7,857.6,281.1,154.7,94.2,106.4,718.2,864.2,432.2,524.1,103.0,860.8,122.3,53.7,164.3,582.0,226.3,522.1,753.7,222.6,287.7,11.5,0.0,81.0,683.3,855.3,374.2,213.1,289.6,308.4,1503.9,176.4,555.6,242.0,666.5,102.8,356.8,190.3,130.2,821.1,166.2,691.5,274.7,195.3,507.7,809.7,340.8
WN,420.6,700.0,266.9,304.4,475.4,144.5,171.8,912.5,485.0,374.5,150.8,308.9,50.6,761.7,278.4,327.2,114.0,477.0,218.5,763.4,309.8,840.8,396.5,158.3,899.5,773.4,531.1,731.9,608.8,345.4,78.0,374.2,778.6,612.1,504.1,503.9,165.0,915.5,279.3,80.6,81.7,626.4,124.9,289.7,359.2,501.7,414.6,768.9,591.4,272.9,386.6,110.7,338.3,97.9,515.6,231.6,243.2,257.1,151.9,209.6,492.5,411.9,628.9,631.7,675.6,887.5,276.5,433.3,661.1,225.9,822.1,579.9,691.8,32.2,642.6,396.4,148.0,264.8,337.3,256.3,417.6,375.8,412.0,280.8,296.1,678.7,868.0,373.4,321.6,160.7,246.4,316.1,76.0,170.3,70.0,598.6,846.4,172.8,259.5,356.6,186.4,173.8,815.8,285.0,348.4,754.9,187.4,581.7,788.0,369.6,73.6,182.7,194.9,788.1,804.9,351.1,595.1,28.8,801.5,41.2,142.2,252.8,653.0,242.1,462.8,694.4,148.4,376.2,100.0,88.4,0.0,624.0,796.0,293.1,187.3,263.8,227.3,1498.1,95.3,626.6,160.9,607.2,48.6,445.3,109.2,49.1,891.0,227.4,761.4,363.2,283.8,468.6,750.4,259.7
WT,850.7,415.9,710.9,811.5,905.5,1026.1,872.6,442.4,870.5,586.3,851.6,739.0,887.2,272.9,712.5,757.3,1006.5,628.9,771.4,583.3,667.4,370.7,590.3,839.2,429.4,431.6,699.3,332.0,603.6,539.2,787.7,524.4,325.9,486.7,934.2,672.1,1063.1,445.4,765.6,880.9,829.7,446.3,906.2,719.8,789.3,873.5,608.4,588.8,549.2,703.0,580.4,801.2,768.4,898.2,639.7,784.5,740.0,806.4,935.5,762.5,878.0,842.0,473.6,83.4,114.9,417.4,1060.9,863.4,624.0,751.9,352.0,574.7,481.1,846.9,605.5,610.8,929.3,765.3,581.4,776.2,680.3,805.9,685.9,777.6,810.7,641.6,397.9,617.5,794.3,787.5,731.4,750.2,884.3,1068.4,951.6,480.5,376.3,796.6,756.3,657.8,917.2,955.1,635.7,719.1,778.5,574.8,987.7,558.9,314.1,748.3,873.9,964.0,835.3,446.3,624.8,781.2,589.9,910.4,621.4,841.5,818.7,772.7,615.9,703.2,765.9,126.6,1030.0,770.1,860.2,872.2,881.5,0.0,615.9,723.2,1085.4,1115.5,661.4,1928.2,895.6,589.5,752.3,440.9,975.1,745.7,857.2,885.7,549.2,724.2,419.6,753.6,770.1,898.7,570.3,693.8
WY,838.4,330.0,773.5,725.6,893.2,1013.8,860.3,542.5,858.2,574.0,839.3,726.7,874.9,391.7,700.2,745.0,1008.9,543.0,834.0,32.7,655.1,470.8,671.8,826.9,529.5,403.4,613.4,361.9,517.7,526.9,775.4,512.1,408.6,403.1,921.9,586.2,1050.8,545.5,828.2,868.6,817.4,159.7,893.9,707.5,777.0,861.2,645.1,27.2,495.2,690.7,625.3,788.9,756.1,885.9,553.8,847.1,727.7,869.0,923.2,825.1,865.7,829.7,387.7,331.1,382.1,517.5,1048.6,851.1,580.0,814.5,452.1,488.8,452.9,834.6,561.5,598.5,917.0,827.9,569.1,838.8,594.4,793.6,600.0,768.7,873.3,597.6,498.0,605.2,708.4,775.2,794.0,737.9,872.0,1056.1,939.3,310.6,476.4,859.2,744.0,645.5,904.9,942.8,19.7,706.8,766.2,41.2,975.4,500.6,418.0,662.4,861.6,951.7,823.0,418.1,8.8,768.9,504.0,898.1,5.4,829.2,806.4,835.3,571.9,690.9,680.0,393.8,1017.7,845.3,847.9,859.9,869.2,323.4,0.0,710.9,1073.1,1103.2,649.1,1915.9,883.3,545.5,740.0,246.6,962.8,659.8,844.9,873.4,521.0,711.9,391.4,667.7,832.7,886.4,45.7,681.5
WZ,205.5,812.3,579.1,599.1,260.3,556.9,596.5,1024.8,167.7,486.8,575.5,36.2,418.0,874.0,36.8,112.1,535.5,589.3,600.8,875.7,535.6,953.1,508.8,480.1,1011.8,885.7,643.4,844.2,721.1,457.7,404.9,590.4,890.9,724.4,289.0,616.2,577.4,1027.8,661.6,328.8,446.9,738.7,537.3,74.6,86.5,614.0,526.9,881.2,708.8,57.8,498.9,432.5,123.2,391.2,627.9,612.1,463.9,629.1,343.0,591.9,175.2,196.8,741.2,744.0,795.0,999.8,688.9,160.6,773.4,608.2,934.4,692.2,804.1,377.7,754.9,511.3,560.4,647.1,449.6,638.6,529.9,160.7,524.3,504.9,678.4,791.0,980.3,485.7,616.3,404.7,599.6,142.4,488.4,582.7,482.4,710.9,958.7,555.1,480.2,526.0,641.1,586.2,928.1,30.2,75.7,867.2,480.7,694.0,900.3,664.3,335.7,595.1,559.2,900.4,917.2,157.6,707.4,441.2,913.8,368.6,542.6,635.1,765.3,443.7,575.1,806.7,560.8,518.3,584.1,500.8,412.3,736.3,908.3,0.0,599.7,676.2,77.9,1335.7,388.6,738.9,476.2,719.5,461.0,689.8,474.4,416.5,1003.3,448.1,873.7,657.9,666.1,188.9,862.7,108.6
XB,605.2,884.6,376.2,413.7,660.0,322.2,281.1,1097.1,669.6,559.1,260.1,493.5,235.2,946.3,463.0,511.8,74.1,603.8,327.8,948.0,419.1,1025.4,581.1,342.9,1084.1,901.3,647.4,916.5,735.6,530.0,262.6,564.9,963.2,738.9,688.7,620.2,22.2,1100.1,388.6,265.2,266.3,811.0,234.2,474.3,543.8,640.0,599.2,953.5,723.3,457.5,571.2,295.3,522.9,282.5,642.4,340.9,348.0,362.8,336.5,318.9,677.1,596.5,755.7,816.3,867.3,1072.1,134.8,617.9,787.9,335.2,1006.7,706.7,818.6,216.8,769.4,583.6,257.3,374.1,505.3,365.6,602.2,560.4,596.6,377.1,405.4,805.5,1052.6,469.4,430.9,345.3,355.7,500.7,185.3,16.9,247.7,783.2,1031.0,282.1,331.6,465.9,295.7,283.1,1000.4,469.6,533.0,939.5,372.0,708.5,972.6,478.9,258.2,292.0,304.2,916.0,989.5,535.7,721.9,206.5,986.1,225.8,251.5,362.1,779.8,426.7,647.4,879.0,326.1,485.5,209.3,197.7,184.5,808.6,980.6,477.7,0.0,122.1,411.9,1647.9,279.9,753.4,345.5,791.8,206.3,554.6,293.8,233.7,1018.9,364.0,889.3,472.5,393.1,653.2,935.0,444.3
XM,561.9,841.3,332.9,370.4,616.7,278.9,237.8,1053.8,626.3,515.8,216.8,450.2,191.9,903.0,419.7,468.5,116.4,560.5,284.5,904.7,375.8,982.1,537.8,299.6,1040.8,858.0,604.1,873.2,692.3,486.7,219.3,521.6,919.9,695.6,645.4,576.9,85.6,1056.8,345.3,221.9,223.0,767.7,190.9,431.0,500.5,596.7,555.9,910.2,680.0,414.2,527.9,252.0,479.6,239.2,599.1,297.6,304.7,319.5,293.2,275.6,633.8,553.2,712.4,773.0,816.9,1028.8,91.5,574.6,744.6,291.9,963.4,663.4,775.3,173.5,726.1,540.3,214.0,330.8,462.0,322.3,558.9,517.1,553.3,333.8,362.1,762.2,1009.3,426.1,387.6,302.0,312.4,457.4,142.0,90.9,204.4,739.9,987.7,238.8,288.3,422.6,252.4,239.8,957.1,426.3,489.7,896.2,328.7,665.2,929.3,435.6,214.9,248.7,260.9,872.7,946.2,492.4,678.6,163.2,942.8,182.5,208.2,318.8,736.5,383.4,604.1,835.7,282.8,442.2,166.0,154.4,141.2,765.3,937.3,434.4,107.9,0.0,368.6,1604.6,236.6,710.1,302.2,748.5,163.0,511.3,250.5,190.4,975.6,320.7,846.0,429.2,349.8,609.9,891.7,401.0
XU,238.2,792.3,559.1,579.1,293.0,536.9,513.7,1004.8,256.9,466.8,492.7,125.4,398.0,854.0,51.0,144.8,515.5,569.3,518.0,855.7,515.6,933.1,488.8,460.1,991.8,865.7,623.4,824.2,701.1,437.7,384.9,574.7,870.9,704.4,321.7,596.2,557.4,1007.8,578.8,308.8,426.9,718.7,517.3,107.3,175.7,594.0,506.9,861.2,688.8,90.5,478.9,412.5,155.9,371.2,607.9,529.3,381.1,546.3,323.0,509.1,264.4,229.5,721.2,724.0,775.0,979.8,668.9,249.8,753.4,525.4,914.4,672.2,784.1,357.7,734.9,491.3,540.4,564.3,429.6,555.8,509.9,193.4,504.3,422.1,595.6,771.0,960.3,465.7,596.3,384.7,579.6,88.7,468.4,562.7,462.4,690.9,938.7,472.3,397.4,506.0,558.3,566.2,908.1,57.6,164.9,847.2,460.7,674.0,880.3,644.3,315.7,575.1,476.4,880.4,897.2,168.7,687.4,421.2,893.8,348.6,459.8,552.3,745.3,423.7,555.1,786.7,540.8,498.3,501.3,480.8,392.3,716.3,888.3,89.1,579.7,656.2,0.0,1315.7,368.6,718.9,393.4,699.5,441.0,669.8,454.4,396.5,983.3,365.3,853.7,637.9,583.3,286.2,842.7,30.6
XX,1444.7,1603.6,1532.8,1552.8,1488.2,1510.6,1487.4,1816.1,1551.0,1440.5,1466.4,1374.9,1371.7,1665.3,1344.4,1393.2,1489.2,1543.0,1430.6,1667.0,1489.3,1744.4,1462.5,1433.8,1803.1,1677.0,1597.1,1635.5,1674.8,1411.4,1358.6,1440.2,1682.2,1676.7,1516.9,1569.9,1531.1,1819.1,1503.6,1282.5,1400.6,1530.0,1491.0,1355.7,1425.2,1567.7,1480.6,1672.5,1662.5,1338.9,1452.6,1386.2,1404.3,1344.9,1581.6,1416.5,1354.8,1433.5,1296.7,1439.6,1558.5,1477.9,1661.3,1535.3,1579.2,1791.1,1573.7,1499.3,1727.1,1450.2,1725.7,1645.9,1726.5,1331.4,1708.6,1465.0,1514.1,1489.1,1403.3,1480.6,1483.6,1441.8,1478.0,1395.8,1520.4,1744.7,1771.6,1439.4,1570.0,1358.4,1470.7,1382.1,1442.1,1536.4,1436.1,1502.2,1750.0,1432.4,1371.1,1479.7,1532.0,1539.9,1719.4,1351.0,1414.4,1658.5,1434.4,1647.7,1691.6,1618.0,1289.4,1548.8,1380.8,1691.7,1708.5,1417.1,1661.1,1394.9,1705.1,1322.3,1433.5,1477.1,1719.0,1397.4,1528.8,1598.0,1514.5,1472.0,1475.0,1454.5,1366.0,1527.6,1699.6,1359.1,1553.4,1629.9,1293.3,0.0,1342.3,1692.6,1367.1,1510.8,1414.7,1643.5,1428.1,1370.2,1794.6,1339.0,1665.0,1611.6,1508.1,1534.6,1654.0,1325.7
YD,411.3,690.7,356.7,394.2,466.1,234.3,261.6,903.2,475.7,365.2,240.6,299.6,95.4,752.4,269.1,317.9,203.8,467.7,308.3,754.1,414.0,831.5,387.2,186.8,890.2,764.1,521.8,722.6,599.5,336.1,106.5,364.9,769.3,602.8,494.8,494.6,254.8,906.2,369.1,71.3,110.2,617.1,214.7,280.4,349.9,492.4,405.3,759.6,582.1,263.6,377.3,139.2,329.0,28.2,506.3,321.4,271.7,346.9,116.3,299.4,483.2,402.6,619.6,622.4,673.4,878.2,366.3,424.0,651.8,315.7,812.8,570.6,682.5,55.1,633.3,387.1,237.8,354.6,328.0,345.8,408.3,366.5,402.7,312.7,385.9,669.4,858.7,364.1,411.4,189.2,336.2,306.8,165.8,260.1,159.8,589.3,837.1,262.6,288.0,404.4,276.2,263.6,806.5,275.7,339.1,745.6,92.0,572.4,778.7,459.4,64.3,272.5,284.7,778.8,795.6,341.8,585.8,118.6,792.2,46.0,232.0,342.6,643.7,270.6,453.5,685.1,238.2,396.7,189.8,178.2,89.7,614.7,786.7,283.8,277.1,353.6,218.0,1488.8,0.0,617.3,189.4,597.9,138.4,535.1,137.7,93.9,881.7,255.9,752.1,453.0,373.6,459.3,741.1,250.4
YE,676.3,298.1,397.8,349.9,731.1,783.8,565.4,495.5,696.1,368.3,544.4,564.6,696.8,344.7,538.1,582.9,714.0,167.3,458.3,532.5,403.2,423.8,296.1,664.8,482.5,216.9,237.7,314.9,142.0,289.9,613.3,350.0,361.6,145.3,759.8,210.5,755.9,498.5,452.5,726.8,727.9,395.5,599.0,545.4,614.9,624.1,269.4,538.0,38.9,528.6,249.6,626.8,594.0,744.1,178.1,471.4,569.9,493.3,798.1,449.4,703.6,667.6,162.1,450.2,494.1,470.5,745.4,689.0,34.4,438.8,405.1,113.1,134.2,678.4,15.9,392.8,622.1,452.2,489.4,463.1,218.7,631.5,224.3,606.6,497.6,52.0,451.0,453.5,332.7,613.1,418.3,575.8,577.1,761.2,709.3,429.7,429.4,483.5,553.5,450.0,610.0,647.9,584.9,544.7,604.1,524.0,833.6,58.4,371.0,286.7,719.8,656.8,517.0,231.6,574.0,606.8,128.3,668.1,570.6,687.4,511.5,459.6,26.3,528.8,304.3,512.9,787.7,469.6,553.0,565.0,646.1,442.5,565.1,548.8,778.2,800.0,487.0,1753.8,741.5,0.0,577.9,390.1,667.9,284.1,755.4,695.3,334.5,549.8,204.9,292.0,457.0,724.3,519.5,519.4
YF,391.1,625.9,267.5,305.0,445.9,329.2,214.8,838.4,359.3,300.4,193.8,279.4,190.3,687.6,252.9,297.7,307.8,402.9,219.1,689.3,336.8,766.7,322.4,86.8,825.4,699.3,457.0,657.8,534.7,271.3,90.8,300.1,704.5,538.0,474.6,429.8,349.7,841.4,279.9,184.0,132.8,552.3,248.4,260.2,329.7,376.5,340.5,694.8,522.4,243.4,312.5,48.8,308.8,201.3,441.5,230.4,82.2,247.4,255.3,210.2,366.8,382.4,554.8,557.6,608.6,813.4,403.1,348.4,587.0,226.5,748.0,505.8,617.7,150.0,568.5,324.9,271.5,265.4,263.2,256.9,343.5,346.3,337.9,123.2,296.7,604.6,793.9,299.3,322.2,148.4,247.0,290.6,226.5,355.0,254.7,524.5,772.3,173.4,98.5,383.6,259.4,297.3,741.7,259.5,318.9,680.8,290.8,507.6,713.9,370.2,177.0,306.2,177.5,714.0,730.8,321.6,521.0,213.5,727.4,144.6,160.9,253.4,578.9,81.1,388.7,620.3,333.1,280.8,202.4,214.4,184.6,549.9,721.9,263.6,372.0,448.5,201.8,1468.6,198.7,552.5,0.0,533.1,233.3,445.9,160.3,188.8,816.9,66.4,687.3,363.8,284.4,380.5,676.3,234.2
YN,658.7,164.1,607.6,559.7,713.5,834.1,680.6,376.6,678.5,394.3,659.6,547.0,695.2,225.8,520.5,565.3,814.5,377.1,668.1,213.0,475.4,304.9,505.9,647.2,363.6,237.5,447.5,196.0,351.8,347.2,595.7,332.4,242.7,234.9,742.2,420.3,871.1,379.6,662.3,688.9,637.7,76.0,714.2,527.8,597.3,681.5,416.4,218.5,334.1,511.0,459.4,609.2,576.4,706.2,387.9,681.2,548.0,706.7,743.5,659.2,686.0,650.0,221.8,151.4,195.3,351.6,868.9,671.4,414.1,648.6,286.2,322.9,287.0,654.9,395.6,418.8,737.3,662.0,389.4,672.9,428.5,613.9,434.1,585.6,707.4,431.7,332.1,425.5,542.5,595.5,628.1,558.2,692.3,876.4,759.6,66.3,310.5,693.3,564.3,465.8,725.2,763.1,265.4,527.1,586.5,204.5,795.7,334.7,252.1,496.5,681.9,772.0,643.3,252.2,254.5,589.2,338.1,718.4,251.1,649.5,626.7,669.4,406.0,511.2,514.1,214.1,838.0,679.4,668.2,680.2,689.5,143.7,245.6,531.2,893.4,923.5,469.4,1736.2,703.6,379.6,560.3,0.0,783.1,493.9,665.2,693.7,355.1,532.2,225.5,501.8,666.8,706.7,200.0,501.8
YP,455.2,734.6,294.6,332.1,510.0,154.2,199.5,947.1,519.6,409.1,178.5,343.5,85.2,796.3,313.0,361.8,150.8,511.6,246.2,798.0,337.5,875.4,431.1,192.9,934.1,808.0,565.7,766.5,643.4,380.0,112.6,408.8,813.2,646.7,538.7,538.5,192.7,950.1,307.0,115.2,116.3,661.0,152.6,324.3,393.8,536.3,449.2,803.5,631.1,307.5,421.2,145.3,372.9,132.5,550.2,259.3,277.8,281.2,186.5,237.3,527.1,446.5,663.5,666.3,710.2,922.1,304.2,467.9,695.7,253.6,856.7,614.5,726.4,66.8,677.2,433.6,175.7,292.5,371.9,284.0,452.2,410.4,446.6,318.8,323.8,713.3,902.6,408.0,349.3,195.3,274.1,350.7,103.7,198.0,79.7,633.2,881.0,200.5,294.1,384.3,214.1,201.5,850.4,319.6,383.0,789.5,222.0,616.3,822.6,397.3,108.2,210.4,222.6,822.7,839.5,385.7,629.7,38.5,836.1,75.8,169.9,280.5,687.6,276.7,497.4,729.0,158.1,403.9,127.7,116.1,34.5,658.6,830.6,327.7,215.0,291.5,261.9,1532.7,129.9,661.2,195.5,641.8,0.0,473.0,143.8,83.7,925.6,262.0,796.0,390.9,311.5,503.2,785.0,294.3
YS,624.1,413.3,195.9,148.0,678.9,581.9,363.5,687.5,704.3,316.1,342.5,512.4,494.9,536.7,485.9,530.7,512.1,111.4,256.4,647.7,201.3,615.8,243.9,546.4,674.5,408.9,155.0,506.9,243.2,237.7,522.3,297.8,553.6,246.5,707.6,127.8,554.0,690.5,250.6,524.9,526.0,510.7,397.1,493.2,562.7,422.2,217.2,653.2,230.9,476.4,197.4,508.4,541.8,542.2,150.0,269.5,368.0,291.4,596.2,247.5,711.8,615.4,263.3,565.4,609.3,662.5,543.5,636.8,295.5,236.9,597.1,214.3,326.2,476.5,277.0,340.6,420.2,250.3,287.5,261.2,166.5,579.3,172.1,397.1,295.7,313.1,643.0,251.6,130.8,605.0,216.4,523.6,375.2,559.3,507.4,544.9,621.4,281.6,351.6,248.1,408.1,446.0,700.1,492.5,551.9,639.2,631.7,216.1,563.0,84.8,517.9,454.9,315.1,423.6,689.2,554.6,229.5,466.2,685.8,485.5,309.6,257.7,287.4,424.5,252.1,628.1,585.8,267.7,351.1,363.1,444.2,557.7,680.3,496.6,576.3,598.1,434.8,1715.4,539.6,261.0,459.5,505.3,466.0,0.0,553.5,493.4,526.5,384.0,396.9,90.1,255.1,672.1,634.7,467.2
YT,471.9,705.6,399.5,437.0,526.7,277.1,304.4,918.1,490.6,380.1,283.4,360.2,138.2,767.3,329.7,378.5,255.7,482.6,351.1,769.0,428.9,846.4,402.1,137.3,905.1,779.0,536.7,737.5,614.4,351.0,57.0,379.8,784.2,617.7,555.4,509.5,297.6,921.1,411.9,131.9,24.5,632.0,257.5,341.0,410.5,507.3,420.2,774.5,602.1,324.2,392.2,89.7,389.6,149.2,521.2,364.2,222.2,386.1,203.2,342.2,498.1,463.2,634.5,637.3,681.2,893.1,409.1,479.7,666.7,358.5,827.7,585.5,697.4,97.9,648.2,404.6,280.6,397.4,342.9,388.9,423.2,427.1,417.6,263.2,428.7,684.3,873.6,379.0,454.2,139.7,379.0,367.4,208.6,302.9,202.6,604.2,852.0,305.4,238.5,419.3,319.0,306.4,821.4,336.3,399.7,760.5,238.7,587.3,793.6,502.2,124.9,315.3,317.5,793.7,810.5,402.4,600.7,161.4,807.1,92.5,300.9,385.4,658.6,221.1,468.4,700.0,281.0,411.6,232.6,221.0,132.5,629.6,801.6,344.4,319.9,396.4,278.6,1549.4,146.6,632.2,139.9,612.8,181.2,583.1,0.0,136.7,896.6,206.4,767.0,495.8,416.4,511.8,756.0,311.0
YU,436.9,716.3,308.2,345.7,491.7,185.8,213.1,928.8,501.3,390.8,192.1,325.2,1.5,778.0,294.7,343.5,155.3,493.3,259.8,779.7,351.1,857.1,412.8,174.6,915.8,789.7,547.4,748.2,625.1,361.7,94.3,390.5,794.9,628.4,520.4,520.2,206.3,931.8,320.6,96.9,98.0,642.7,166.2,306.0,375.5,518.0,430.9,785.2,607.7,289.2,402.9,127.0,354.6,114.2,531.9,272.9,259.5,298.4,168.2,250.9,508.8,428.2,645.2,648.0,691.9,903.8,317.8,449.6,677.4,267.2,838.4,596.2,708.1,48.5,658.9,412.7,189.3,306.1,353.6,297.6,433.9,392.1,428.3,297.1,337.4,695.0,884.3,389.7,362.9,177.0,287.7,332.4,117.3,211.6,111.3,614.9,862.7,214.1,275.8,397.9,227.7,215.1,832.1,301.3,364.7,771.2,203.7,598.0,804.3,410.9,89.9,224.0,236.2,804.4,821.2,367.4,611.4,70.1,817.8,57.5,183.5,294.1,669.3,258.4,479.1,710.7,189.7,422.3,141.3,129.7,41.2,640.3,812.3,309.4,228.6,305.1,243.6,1514.4,111.6,642.9,177.2,623.5,89.9,486.6,125.5,0.0,907.3,243.7,777.7,404.5,325.1,484.9,766.7,276.0
