from_stop,AO,AR,AS,AT,AW,AX,AY,BB,BD,BG,BH,BT,BW,CB,CK,CW,CZ,DI,DQ,DX,DZ,EA,EE,EG,EK,EO,ER,EU,EY,FA,FI,FM,FR,FS,FZ,GD,GG,GI,GJ,GM,HB,HI,HJ,HO,HR,HV,HW,HZ,IB,IC,IG,IL,IS,IX,JA,JB,JJ,JO,JQ,JU,JW,KH,KM,KR,KU,LG,LH,LI,LK,LM,LN,LU,LW,MF,MH,MV,MW,ND,NH,NN,NQ,NU,OC,OE,OK,ON,OT,OX,OY,OZ,PC,PE,PF,PP,PX,QA,QI,QN,QQ,QT,QX,QY,RB,RE,RJ,RL,RM,RP,RY,SG,SL,SW,SZ,TA,TD,TG,TI,TQ,TS,TU,TY,UB,UD,UE,UH,UJ,UO,UR,US,UU,VF,VQ,WA,WH,WJ,WS,WW,WX,XA,XJ,XY,YH,YJ,YN,ZA,ZE,ZF,ZQ,ZU,ZX
VF,658.7,15.8,477.9,888.2,513.4,381.7,372.5,260.5,554.6,851.4,520.3,815.1,210.1,650.1,472.5,86.7,292.5,733.2,164.4,497.8,669.3,163.5,349.8,751.1,502.6,548.7,754.5,594.3,570.8,589.2,112.7,741.1,20.1,337.8,578.1,290.4,684.4,462.0,496.8,87.8,107.3,578.3,538.1,346.4,309.6,606.8,618.4,446.9,202.2,798.2,309.3,636.3,367.2,414.8,687.8,405.7,390.5,790.1,266.7,426.8,497.5,300.3,367.3,834.6,554.3,565.5,588.2,900.0,340.2,714.0,438.5,571.5,250.3,654.9,579.9,624.7,743.3,635.0,649.0,532.3,853.1,229.1,500.1,190.8,100.5,472.7,775.5,754.8,279.9,427.6,186.3,282.4,681.8,758.8,636.9,544.5,39.3,392.4,526.9,369.1,413.8,768.5,26.2,300.4,2553.7,427.6,183.8,99.9,399.2,538.5,11.4,30.5,427.8,1023.8,805.3,520.2,353.0,89.3,537.7,395.7,441.9,699.3,566.6,596.7,471.3,345.5,413.4,490.9,745.5,292.4,0.0,713.3,646.3,500.6,448.3,822.8,686.2,526.8,378.2,444.8,342.7,729.3,326.1,739.1,347.7,427.9,429.1,640.8,790.3,256.0
VQ,1039.7,719.4,436.5,1251.2,434.4,546.7,537.5,824.4,917.6,1214.4,365.3,1196.1,774.0,1031.1,341.9,625.1,655.5,1114.2,728.3,309.3,1050.3,559.9,514.8,1114.1,304.5,1112.6,1117.5,1069.7,254.6,952.2,599.0,1190.1,723.7,381.9,261.9,430.5,1065.4,705.9,503.5,651.7,810.9,941.3,418.3,578.4,873.5,352.8,364.4,811.0,766.1,1161.2,690.3,81.0,438.1,305.7,1050.8,412.4,954.4,1171.1,830.6,493.9,445.4,864.2,545.0,1215.6,917.3,396.3,334.2,1263.0,703.2,1077.0,477.8,317.5,613.3,1017.9,942.9,1005.7,1124.3,381.0,247.2,176.8,1216.1,793.0,863.1,754.7,804.1,1036.6,1156.5,1135.8,660.9,979.2,549.3,663.4,1062.8,1172.4,258.7,290.5,742.9,636.3,889.9,477.4,776.8,1149.5,729.8,681.4,2934.7,671.5,887.4,611.9,507.5,901.5,715.0,734.1,671.7,1386.8,1272.8,345.7,571.8,792.9,900.7,841.6,953.1,1080.3,250.5,342.7,500.2,892.5,420.1,316.2,1126.5,673.4,703.5,0.0,71.0,1064.5,317.7,1185.8,1067.2,182.3,859.6,807.8,705.7,1092.3,890.0,1102.1,371.8,922.4,492.8,288.0,1230.7,619.0
WA,968.6,648.3,365.4,1180.1,363.3,475.6,466.4,753.3,846.5,1143.3,294.2,1125.0,702.9,960.0,270.8,554.0,584.4,1043.1,657.2,238.2,979.2,488.8,443.7,1043.0,233.4,1041.5,1046.4,998.6,183.5,881.1,527.9,1119.0,652.6,310.8,190.8,359.4,994.3,647.1,432.4,580.6,739.8,870.2,347.2,519.6,802.4,281.7,293.3,739.9,695.0,1090.1,619.2,10.0,367.0,234.6,979.7,341.3,883.3,1100.0,759.5,422.8,374.3,793.1,473.9,1144.5,846.2,325.2,263.1,1191.9,632.1,1005.9,406.7,246.4,542.2,946.8,871.8,934.6,1053.2,309.9,176.1,105.7,1145.0,721.9,792.0,683.6,733.0,965.5,1085.4,1064.7,589.8,908.1,478.2,592.3,991.7,1101.3,187.6,219.4,671.8,577.5,818.8,406.3,705.7,1078.4,658.7,610.3,2863.6,612.7,816.3,540.8,436.4,830.4,643.9,663.0,612.9,1315.7,1201.7,274.6,513.0,721.8,829.6,770.5,882.0,1009.2,179.4,271.6,429.1,821.4,349.0,245.1,1055.4,602.3,632.4,66.9,0.0,993.4,246.6,1114.7,996.1,111.2,788.5,736.7,634.6,1021.2,818.9,1031.0,300.7,851.3,421.7,216.9,1159.6,547.9
WH,970.3,557.2,859.6,751.2,895.1,763.4,754.2,336.2,350.2,714.4,902.0,808.5,301.3,930.6,854.2,468.4,600.5,786.5,400.8,879.5,980.9,545.2,731.5,574.5,884.3,75.5,617.5,121.1,952.5,357.6,494.4,267.9,561.5,719.5,959.8,672.1,836.3,843.7,878.5,441.8,648.7,346.7,919.8,728.1,209.6,988.5,1000.1,440.4,346.5,621.6,691.0,1018.0,748.9,796.5,406.9,787.4,384.0,875.7,342.4,808.5,879.2,293.8,749.0,920.2,322.7,947.2,969.9,723.4,470.4,577.0,820.2,953.2,559.4,439.8,505.1,896.5,992.2,1016.7,977.2,914.0,716.1,463.2,472.3,417.3,641.9,37.8,746.6,765.7,661.6,421.1,637.7,664.1,939.4,285.6,965.1,926.2,580.7,774.1,342.2,750.8,429.4,825.3,567.6,682.1,2513.4,809.3,725.2,481.6,780.9,546.0,552.8,571.9,809.5,847.2,772.8,901.9,734.7,630.7,329.7,389.2,435.4,948.2,948.3,978.4,853.0,339.0,795.1,872.6,867.1,674.1,541.3,1095.0,1028.0,0.0,830.0,685.8,935.1,908.5,371.7,376.9,595.5,552.7,319.6,602.1,729.4,421.4,810.8,1022.5,730.7,553.7
WJ,777.6,457.3,186.6,989.1,172.3,284.6,275.4,562.3,655.5,952.3,71.9,934.0,511.9,769.0,24.1,363.0,393.4,852.1,466.2,85.1,788.2,297.8,252.7,852.0,89.9,850.5,855.4,807.6,158.1,690.1,336.9,928.0,461.6,119.8,165.4,168.4,803.3,456.1,241.4,389.6,548.8,679.2,89.7,328.6,611.4,194.1,205.7,548.9,504.0,899.1,428.2,223.6,176.0,43.6,788.7,150.3,692.3,909.0,568.5,244.0,183.3,602.1,295.1,953.5,655.2,117.1,175.5,1000.9,441.1,814.9,227.9,158.8,351.2,755.8,680.8,743.6,862.2,222.3,200.6,119.6,954.0,530.9,601.0,492.6,542.0,774.5,894.4,873.7,398.8,717.1,287.2,401.3,800.7,910.3,188.5,131.8,480.8,386.5,627.8,215.3,514.7,887.4,467.7,419.3,2672.6,421.7,625.3,349.8,245.4,639.4,452.9,472.0,421.9,1124.7,1010.7,71.8,322.0,530.8,638.6,579.5,691.0,818.2,153.9,184.0,250.3,630.4,158.0,78.2,864.4,411.3,441.4,300.6,233.6,802.4,0.0,923.7,805.1,114.1,597.5,545.7,443.6,830.2,627.9,840.0,109.7,660.3,230.7,228.1,968.6,356.9
WS,406.7,865.6,1007.1,213.1,1042.6,872.8,884.1,858.4,552.4,240.3,1049.5,334.4,823.5,357.1,1001.7,771.3,646.1,312.4,874.5,1027.0,417.3,732.3,909.1,367.5,1031.8,637.0,143.4,589.2,1100.0,587.0,745.2,443.5,869.9,867.0,1107.3,819.6,356.9,881.3,1026.0,797.9,957.1,576.1,1067.3,765.7,805.3,1156.8,1168.4,604.4,868.7,414.6,811.3,1165.5,896.4,944.0,304.2,934.9,813.1,286.1,864.6,956.0,1026.7,731.1,896.5,330.6,552.1,1094.7,1138.2,516.4,516.0,211.7,967.7,1132.7,605.0,271.3,278.5,323.0,471.9,1195.3,1178.2,1061.5,242.0,939.2,357.8,900.9,950.3,713.5,272.5,291.6,782.3,772.6,683.3,630.1,349.8,425.8,1166.1,1105.7,889.1,811.7,497.9,863.7,475.0,351.2,876.0,802.4,2004.9,846.9,1033.6,758.1,883.5,319.4,861.2,880.3,847.1,639.2,298.7,1049.4,772.3,939.1,510.4,635.0,746.5,427.9,1095.8,1114.9,1000.5,685.9,942.6,1020.1,277.5,794.4,849.7,1242.5,1175.5,723.1,977.5,0.0,414.8,1056.0,653.0,442.6,641.1,345.7,756.6,105.7,876.9,715.8,848.4,1170.0,256.6,599.3
WW,130.5,642.4,801.9,520.8,837.4,596.6,607.9,747.4,796.1,407.2,844.3,247.9,697.0,122.5,796.5,548.1,567.4,166.0,651.3,821.8,141.1,509.1,632.9,611.2,826.6,880.7,333.0,832.9,894.8,830.7,522.0,687.2,646.7,661.8,928.0,657.5,117.2,605.1,820.8,574.7,733.9,819.8,862.1,489.5,796.5,880.6,892.2,722.9,689.1,658.3,535.1,960.3,691.2,738.8,547.9,729.7,877.4,262.5,753.6,750.8,821.5,787.2,691.3,307.0,795.8,889.5,862.0,760.1,615.1,455.4,762.5,856.5,525.2,515.0,522.2,97.1,57.0,919.1,973.0,856.3,353.9,716.0,601.5,677.7,727.1,959.6,208.3,187.6,506.1,914.5,490.3,353.9,154.2,669.5,960.9,829.5,665.9,535.5,741.6,587.5,688.7,201.3,652.8,526.2,2026.1,570.7,810.4,534.9,607.3,563.1,638.0,657.1,570.9,675.6,238.1,844.2,496.1,715.9,754.1,753.5,865.0,13.0,890.6,838.7,795.3,832.4,737.4,814.9,217.9,518.2,626.5,1037.3,970.3,987.5,772.3,455.4,0.0,850.8,771.5,686.3,617.6,589.4,813.0,371.7,671.7,834.3,572.2,964.8,223.1,530.9
WX,857.3,537.0,322.0,1068.8,252.0,364.3,355.1,642.0,735.2,1032.0,207.3,1013.7,591.6,848.7,159.5,442.7,473.1,931.8,545.9,141.9,867.9,377.5,332.4,931.7,146.7,930.2,935.1,887.3,72.2,769.8,416.6,1007.7,541.3,199.5,79.5,248.1,883.0,535.8,321.1,469.3,628.5,758.9,225.1,408.3,691.1,170.4,182.0,628.6,583.7,978.8,507.9,109.4,255.7,123.3,868.4,230.0,772.0,988.7,648.2,379.4,263.0,681.8,430.5,1033.2,734.9,252.5,151.8,1080.6,520.8,894.6,363.3,135.1,430.9,835.5,760.5,823.3,941.9,198.6,216.9,5.4,1033.7,610.6,680.7,572.3,618.8,854.2,974.1,953.4,478.5,796.8,366.9,481.0,880.4,990.0,228.4,105.5,560.5,466.2,707.5,295.0,594.4,967.1,547.4,497.6,2752.3,501.4,705.0,429.5,325.1,719.1,532.6,551.7,501.6,1204.4,1090.4,203.2,401.7,610.5,718.3,659.2,770.7,897.9,220.2,160.3,385.7,710.1,237.7,135.0,944.1,491.0,521.1,186.4,119.4,882.1,135.3,1003.4,884.8,0.0,677.2,625.4,523.3,909.9,707.6,919.7,189.4,740.0,310.4,257.7,1048.3,436.6
XA,758.0,486.2,627.7,685.2,663.2,531.5,522.3,205.3,351.6,648.4,670.1,742.5,170.4,749.4,622.3,337.5,266.7,720.5,269.9,647.6,768.6,352.9,499.6,548.1,652.4,391.3,551.5,436.9,720.6,386.2,365.8,583.7,490.5,487.6,727.9,440.2,770.3,629.8,646.6,310.9,577.7,375.3,687.9,514.2,152.2,756.6,768.2,68.6,215.6,595.2,477.1,786.1,517.0,564.6,484.8,555.5,160.0,810.2,211.5,576.6,647.3,78.0,517.1,854.7,351.3,715.3,738.0,697.0,136.6,511.0,588.3,721.3,225.6,451.9,376.9,724.0,926.2,784.8,798.8,682.1,650.1,332.3,297.1,286.4,570.9,315.3,680.6,699.7,447.7,119.5,303.9,450.2,781.1,601.4,786.7,694.3,509.7,560.2,323.9,518.9,210.8,759.3,496.6,468.2,2487.0,595.4,654.2,378.7,549.0,335.5,481.8,500.9,595.6,820.8,706.8,670.0,520.8,559.7,334.7,17.4,93.4,882.2,716.4,746.5,621.1,32.8,563.2,640.7,801.6,460.2,470.3,863.1,796.1,343.2,598.1,619.8,869.1,676.6,0.0,241.8,261.7,526.3,103.5,536.1,497.5,62.7,534.3,790.6,664.7,219.9
XJ,702.5,443.0,584.5,483.4,620.0,488.3,479.1,435.8,109.7,446.6,626.9,540.7,400.9,662.8,579.1,348.7,223.5,518.7,451.9,604.4,713.1,309.7,456.4,346.3,609.2,312.7,349.7,261.8,677.4,144.3,322.6,408.6,447.3,444.4,684.7,397.0,568.5,586.6,603.4,375.3,534.5,133.4,644.7,471.0,382.7,713.4,725.0,181.8,446.1,393.4,433.9,742.9,473.8,521.4,283.0,512.3,390.5,608.4,442.0,533.4,604.1,308.5,473.9,652.9,109.4,672.1,694.8,495.2,93.4,309.2,545.1,678.1,182.4,250.1,171.3,628.7,724.4,741.6,755.6,638.9,448.3,516.6,95.3,478.3,524.8,389.2,478.8,497.9,404.5,350.0,260.7,407.0,672.1,426.3,743.5,648.5,466.5,517.0,105.3,475.7,52.4,557.5,453.4,425.0,2285.2,552.2,611.0,335.5,505.8,133.7,438.6,457.7,552.4,619.0,505.0,626.8,477.6,516.5,92.8,212.4,323.9,680.4,673.2,703.3,577.9,263.3,520.0,597.5,599.8,417.0,427.1,819.9,752.9,398.8,554.9,418.0,667.3,633.4,230.4,0.0,218.5,324.5,334.0,334.3,454.3,293.2,491.1,747.4,462.9,176.7
XY,641.6,369.8,511.3,710.8,546.8,415.1,405.9,474.8,377.2,674.0,553.7,768.1,424.4,633.0,505.9,275.5,89.6,746.1,378.7,531.2,652.2,236.5,383.2,573.7,536.0,580.2,577.1,529.3,604.2,411.8,249.4,649.7,374.1,371.2,611.5,323.8,667.3,513.4,530.2,302.1,461.3,400.9,571.5,397.8,523.9,640.2,651.8,270.6,416.5,620.8,360.7,669.7,400.6,448.2,510.4,439.1,479.3,773.0,481.0,460.2,530.9,397.3,400.7,817.5,376.9,598.9,621.6,722.6,162.8,536.6,471.9,604.9,109.2,477.5,402.5,607.6,726.2,668.4,682.4,565.7,675.7,443.4,322.7,405.1,454.5,687.0,706.2,725.3,331.3,438.8,187.5,333.8,664.7,632.0,670.3,577.9,393.3,443.8,349.5,402.5,236.4,784.9,380.2,351.8,2512.6,479.0,537.8,262.3,432.6,361.1,365.4,384.5,479.2,846.4,732.4,553.6,404.4,443.3,360.3,301.2,412.7,682.2,600.0,630.1,504.7,352.1,446.8,524.3,728.4,343.8,353.9,746.7,679.7,714.9,481.7,645.4,669.1,560.2,319.2,267.4,0.0,551.9,422.8,561.7,381.1,382.0,417.9,674.2,690.3,103.5
YH,594.2,751.0,892.5,410.0,928.0,796.3,787.1,743.8,437.8,373.2,934.9,467.3,708.9,544.6,887.1,656.7,531.5,445.3,759.9,912.4,604.8,617.7,764.4,172.4,917.2,482.8,276.3,435.0,985.4,472.4,630.6,289.3,755.3,752.4,992.7,705.0,544.4,894.6,911.4,683.3,842.5,461.5,952.7,779.0,690.7,1021.4,1033.0,489.8,754.1,219.5,741.9,1050.9,781.8,829.4,150.0,820.3,698.5,473.6,750.0,841.4,912.1,616.5,781.9,518.1,437.5,980.1,1002.8,321.3,401.4,235.8,853.1,986.1,490.4,117.1,163.9,510.5,659.4,1049.6,1063.6,946.9,374.9,824.6,243.2,786.3,835.7,559.3,405.4,424.5,712.5,658.0,568.7,715.0,537.3,271.6,1051.5,959.1,774.5,825.0,383.3,783.7,360.4,484.1,761.4,733.0,2111.3,860.2,919.0,643.5,813.8,204.8,746.6,765.7,860.4,445.1,431.6,934.8,785.6,824.5,395.8,520.4,631.9,615.4,981.2,1011.3,885.9,571.3,828.0,905.5,465.0,725.0,735.1,1127.9,1060.9,568.9,862.9,344.6,602.3,941.4,538.4,328.0,526.5,0.0,642.0,260.9,762.3,601.2,799.1,1055.4,389.5,484.7
YJ,847.2,364.0,666.4,798.6,701.9,570.2,561.0,143.0,465.0,761.8,708.8,855.9,108.1,838.6,661.0,275.2,380.1,833.9,207.6,686.3,857.8,352.0,538.3,661.5,691.1,329.0,664.9,374.6,759.3,499.6,301.2,521.4,368.3,526.3,766.6,478.9,883.7,650.5,685.3,248.6,455.5,488.7,726.6,534.9,89.9,795.3,806.9,182.0,153.3,708.6,497.8,824.8,555.7,603.3,660.4,594.2,64.3,923.6,149.2,615.3,686.0,35.4,555.8,968.1,464.7,754.0,776.7,810.4,250.0,624.4,627.0,760.0,339.0,565.3,490.3,813.2,931.8,823.5,784.0,720.8,763.5,270.0,410.5,224.1,448.7,253.0,794.0,813.1,468.4,101.4,417.3,470.9,870.3,539.1,771.9,733.0,387.5,580.9,437.3,557.6,324.2,872.7,374.4,488.9,2600.4,616.1,532.0,288.4,587.7,448.9,359.6,378.7,616.3,934.2,820.2,708.7,541.5,437.5,448.1,130.8,115.7,887.8,755.1,785.2,659.8,80.6,601.9,679.4,915.0,480.9,348.1,901.8,834.8,280.9,636.8,733.2,874.7,715.3,113.3,355.2,375.1,639.7,0.0,649.5,536.2,151.1,617.6,829.3,778.1,333.3
YN,390.4,759.8,901.3,149.0,936.8,856.5,795.9,752.6,446.6,134.5,943.7,228.6,717.7,345.0,895.9,665.5,540.3,206.6,768.7,921.2,401.0,626.5,773.2,261.7,926.0,531.2,37.6,483.4,994.2,481.2,639.4,337.7,764.1,761.2,1001.5,713.8,256.4,865.0,920.2,692.1,851.3,470.3,961.5,749.4,699.5,1030.2,1041.8,498.6,762.9,308.8,795.0,1059.7,790.6,838.2,198.4,829.1,707.3,274.0,758.8,850.2,920.9,625.3,790.7,318.5,446.3,988.9,1011.6,410.6,410.2,105.9,861.9,994.9,499.2,165.5,172.7,310.9,412.3,1058.4,1072.4,955.7,136.2,833.4,252.0,795.1,844.5,607.7,166.7,185.8,766.0,666.8,577.5,613.8,337.7,320.0,1060.3,967.9,783.3,795.4,392.1,847.4,369.2,245.4,770.2,786.1,1992.8,830.6,927.8,652.3,867.2,213.6,755.4,774.5,830.8,534.4,192.9,943.6,756.0,833.3,404.6,529.2,640.7,368.3,990.0,1020.1,894.7,580.1,836.8,914.3,265.4,778.1,743.9,1136.7,1069.7,617.3,871.7,83.6,355.2,950.2,547.2,336.8,535.3,239.9,650.8,0.0,771.1,610.0,832.1,1064.2,150.8,493.5
ZA,667.8,347.5,287.2,879.3,165.6,174.8,165.6,452.5,545.7,842.5,172.5,824.2,402.1,659.2,124.7,253.2,283.6,742.3,356.4,150.0,678.4,188.0,142.9,742.2,154.8,740.7,745.6,697.8,223.0,580.3,227.1,818.2,351.8,10.0,230.3,58.6,693.5,346.3,149.0,279.8,439.0,569.4,190.3,218.8,501.6,259.0,270.6,439.1,394.2,789.3,318.4,288.5,66.2,67.0,678.9,57.9,582.5,799.2,458.7,344.6,149.7,492.3,264.2,843.7,545.4,217.7,240.4,891.1,331.3,705.1,328.5,223.7,241.4,646.0,571.0,633.8,752.4,287.2,301.2,184.5,844.2,421.1,491.2,382.8,432.2,664.7,784.6,763.9,289.0,607.3,177.4,291.5,690.9,800.5,289.1,196.7,371.0,276.7,518.0,105.5,404.9,777.6,357.9,309.5,2562.8,311.9,515.5,240.0,135.6,529.6,343.1,362.2,312.1,1014.9,900.9,172.4,212.2,421.0,528.8,469.7,581.2,708.4,218.8,248.9,350.9,520.6,65.6,143.1,754.6,301.5,331.6,365.5,298.5,692.6,100.5,813.9,695.3,179.0,487.7,435.9,333.8,720.4,518.1,730.2,0.0,550.5,120.9,293.0,858.8,247.1
ZE,831.6,466.8,701.3,758.8,736.8,605.1,595.9,245.8,425.2,722.0,743.7,816.1,210.9,823.0,695.9,378.0,340.3,794.1,310.4,721.2,842.2,426.5,573.2,621.7,726.0,431.8,625.1,477.4,794.2,459.8,439.4,624.2,471.1,561.2,801.5,513.8,843.9,703.4,720.2,351.4,558.3,448.9,761.5,587.8,192.7,830.2,841.8,142.2,256.1,668.8,550.7,859.7,590.6,638.2,558.4,629.1,100.7,883.8,252.0,650.2,720.9,118.5,590.7,928.3,424.9,788.9,811.6,770.6,210.2,584.6,661.9,794.9,299.2,525.5,450.5,797.6,999.8,858.4,872.4,755.7,723.7,372.8,370.7,326.9,548.6,355.8,754.2,773.3,521.3,56.7,377.5,523.8,854.7,641.9,860.3,765.3,490.3,633.8,397.5,592.5,284.4,832.9,477.2,540.4,2560.6,669.0,634.8,391.2,622.6,409.1,462.4,481.5,669.2,894.4,780.4,743.6,594.4,540.3,408.3,91.0,34.1,955.8,790.0,820.1,694.7,73.3,636.8,714.3,875.2,533.8,450.9,936.7,869.7,383.7,671.7,693.4,942.7,750.2,73.5,315.4,335.3,599.9,144.0,609.7,571.1,0.0,607.9,864.2,738.3,293.5
ZF,606.5,374.1,418.0,905.9,296.4,76.8,67.6,479.1,572.3,869.1,303.3,762.9,428.7,597.9,255.5,279.8,310.2,681.0,383.0,280.8,617.1,214.6,80.8,768.8,285.6,767.3,772.2,724.4,353.8,606.9,253.7,844.8,378.4,120.8,361.1,85.2,632.2,225.3,279.8,306.4,465.6,596.0,321.1,97.8,528.2,389.8,401.4,465.7,420.8,815.9,345.0,419.3,150.2,197.8,705.5,188.7,609.1,737.9,485.3,350.3,280.5,518.9,290.8,782.4,572.0,348.5,371.2,917.7,357.9,731.7,362.0,354.5,268.0,672.6,597.6,572.5,691.1,418.0,432.0,315.3,870.8,447.7,517.8,409.4,458.8,691.3,723.3,702.6,315.6,633.9,204.0,230.2,629.6,827.1,419.9,327.5,397.6,155.7,544.6,15.2,431.5,716.3,384.5,336.1,2501.5,190.9,542.1,266.6,35.0,556.2,369.7,388.8,191.1,1041.5,753.1,303.2,91.2,447.6,555.4,496.3,607.8,647.1,349.6,408.8,481.7,547.2,196.4,273.9,693.3,328.1,358.2,496.3,429.3,719.2,231.3,840.5,634.0,309.8,514.3,462.5,360.4,747.0,544.7,756.8,130.7,577.1,0.0,423.8,738.1,273.7
ZQ,941.4,621.1,312.9,1152.9,336.1,448.4,439.2,726.1,819.3,1116.1,198.2,1097.8,675.7,932.8,175.8,526.8,557.2,1015.9,630.0,112.4,952.0,461.6,416.5,1015.8,107.6,1014.3,1019.2,971.4,279.0,853.9,500.7,1091.8,625.4,283.6,286.3,332.2,967.1,619.9,405.2,553.4,712.6,843.0,221.4,492.4,775.2,315.0,326.6,712.7,667.8,1062.9,592.0,219.9,339.8,207.4,952.5,314.1,856.1,1072.8,732.3,370.3,347.1,765.9,421.4,1117.3,819.0,199.4,296.4,1164.7,604.9,978.7,354.2,279.7,515.0,919.6,844.6,907.4,1026.0,343.2,223.5,240.5,1117.8,694.7,764.8,656.4,705.8,938.3,1058.2,1037.5,562.6,880.9,451.0,565.1,964.5,1074.1,235.0,252.7,644.6,550.3,791.6,379.1,678.5,1051.2,631.5,583.1,2836.4,585.5,789.1,513.6,409.2,803.2,616.7,635.8,585.7,1288.5,1174.5,148.8,485.8,694.6,802.4,743.3,854.8,982.0,53.6,304.9,376.6,794.2,321.8,119.3,1028.2,575.1,605.2,296.9,229.9,966.2,205.1,1087.5,968.9,235.0,761.3,709.5,607.4,994.0,791.7,1003.8,273.5,824.1,394.5,0.0,1132.4,520.7
ZU,239.5,751.4,910.9,297.6,946.4,705.6,716.9,856.4,572.9,184.0,953.3,77.7,806.0,199.8,905.5,657.1,666.6,55.7,760.3,930.8,250.1,618.1,741.9,388.0,935.6,657.5,109.8,609.7,1003.8,607.5,631.0,464.0,755.7,770.8,1037.0,766.5,105.5,714.1,929.8,683.7,842.9,596.6,971.1,598.5,825.8,989.6,1001.2,624.9,798.1,435.1,644.1,1069.3,800.2,847.8,324.7,838.7,833.6,325.3,862.6,859.8,930.5,751.6,800.3,369.8,572.6,998.5,971.0,536.9,536.5,232.2,871.5,965.5,634.2,291.8,299.0,165.7,261.4,1028.1,1082.0,965.3,130.7,825.0,378.3,786.7,836.1,734.0,15.8,34.9,615.1,793.1,599.3,462.9,217.0,446.3,1069.9,938.5,774.9,644.5,518.4,696.5,495.5,94.5,761.8,635.2,2088.9,679.7,919.4,643.9,716.3,339.9,747.0,766.1,679.9,660.7,42.0,953.2,605.1,824.9,530.9,655.5,767.0,217.4,999.6,947.7,904.3,706.4,846.4,923.9,280.7,627.2,735.5,1146.3,1079.3,743.6,881.3,232.2,204.3,959.8,673.5,463.1,661.6,366.2,777.1,148.5,780.7,736.3,681.2,1073.8,0.0,639.9
ZX,538.0,266.2,407.7,632.1,443.2,311.5,302.3,371.2,298.5,595.3,450.1,689.4,320.8,529.4,402.3,171.9,46.7,667.4,275.1,427.6,548.6,132.9,279.6,495.0,432.4,501.5,498.4,450.6,500.6,333.1,145.8,571.0,270.5,267.6,507.9,220.2,563.7,409.8,426.6,198.5,357.7,322.2,467.9,294.2,420.3,536.6,548.2,191.9,312.9,542.1,257.1,566.1,297.0,344.6,431.7,335.5,400.6,669.4,377.4,356.6,427.3,318.6,297.1,713.9,298.2,495.3,518.0,643.9,84.1,457.9,368.3,501.3,5.6,398.8,323.8,504.0,622.6,564.8,578.8,462.1,597.0,339.8,244.0,301.5,350.9,583.4,627.5,646.6,227.7,360.1,83.9,230.2,561.1,553.3,566.7,474.3,289.7,340.2,270.8,298.9,157.7,706.2,276.6,248.2,2433.9,375.4,434.2,158.7,329.0,282.4,261.8,280.9,375.6,767.7,653.7,450.0,300.8,339.7,281.6,222.5,334.0,578.6,496.4,526.5,401.1,273.4,343.2,420.7,624.8,240.2,250.3,643.1,576.1,611.3,378.1,566.7,565.5,456.6,240.5,188.7,128.6,473.2,344.1,483.0,277.5,303.3,314.3,570.6,611.6,0.0
