from_stop,AC,AG,AJ,AT,AV,AW,AY,AZ,BB,BM,BN,BX,BZ,CC,CD,CG,CI,CK,CL,CQ,CS,CY,DB,DM,DN,DT,DZ,ED,EG,EN,EO,EP,ER,ES,FF,FO,FQ,FU,FX,FY,FZ,GC,GD,GE,GF,GI,GJ,GL,GM,GO,HH,HI,HQ,HW,IA,IB,II,IJ,IM,IU,JF,JH,JM,JN,JP,JR,JS,JT,JU,JZ,KE,KH,KJ,KN,KO,KQ,KS,KT,KW,KY,LD,LJ,LL,LX,LZ,MH,MM,MN,MV,NO,NT,NW,NX,NY,OA,OB,OD,OG,OI,OO,OY,PC,PD,PE,PI,PK,PO,PR,PT,PY,QC,QD,QE,QF,QG,QL,QP,QZ,RB,RC,RF,RG,RN,RR,RV,SH,SI,SM,SR,SZ,TA,TE,TM,TU,TY,UB,UE,UL,UN,UP,UR,UV,VB,VF,VH,VL,VM,VN,VT,VU,VW,VX,VY,WF,WH,WS,WT,WW,WY,XE,XM,XQ,XT,XY,YE,YN,YS,YV,YX,YY,YZ,ZB,ZE,ZH,ZK,ZQ,ZU,ZW,ZX
WS,32.9,900.3,272.3,803.2,897.8,1014.3,317.8,376.5,993.8,703.8,887.4,240.5,1023.7,139.8,444.7,108.9,1024.3,807.8,1012.3,1016.6,264.7,210.3,654.8,383.9,843.4,941.7,243.5,348.1,1045.4,493.9,468.4,412.2,640.8,1038.4,394.5,983.1,1075.9,863.5,1018.7,958.3,469.1,709.5,801.1,123.8,261.9,1039.7,928.2,1005.2,175.5,1044.3,978.3,622.9,6.6,878.4,475.9,151.4,343.7,1016.4,1064.5,1034.6,132.6,466.8,704.7,1074.3,821.3,887.0,1068.1,397.0,1081.8,290.3,1066.6,405.7,112.7,1005.4,988.1,246.0,58.1,346.0,442.0,1012.1,294.7,897.9,1005.3,936.0,423.3,400.2,882.0,594.0,500.5,344.7,927.5,904.8,470.5,345.5,128.3,801.5,457.2,517.9,466.3,292.8,162.8,408.8,903.6,1055.4,1054.1,972.2,434.2,924.5,178.5,1023.1,189.0,444.0,1033.3,609.9,275.6,866.4,1003.1,1013.3,156.5,1106.9,474.6,212.1,327.0,1058.0,440.1,716.1,108.0,734.2,505.9,556.4,421.4,1011.3,1004.6,500.2,971.1,381.7,482.7,187.5,369.8,174.2,1007.6,365.9,499.5,334.2,368.7,92.3,171.0,1037.4,1059.1,626.8,997.5,498.7,1084.9,132.4,925.9,0.0,491.7,1053.1,513.3,311.2,696.5,953.9,481.8,419.9,612.8,1076.5,218.7,399.3,1036.9,293.5,1027.8,333.8,336.6,535.4,948.3,371.1,179.5,322.5,429.0
WT,472.4,1045.0,374.9,947.9,1042.5,1132.3,239.9,469.1,1141.4,848.5,1032.1,270.8,1168.4,354.8,60.0,396.3,1169.0,952.5,1131.5,1163.2,251.7,435.3,799.5,530.8,1021.6,1059.7,483.5,457.0,1190.1,640.8,216.4,559.1,785.5,1139.5,169.3,1127.8,1220.6,1008.2,1163.4,1076.3,135.3,854.2,945.8,573.9,461.9,1184.4,1072.9,1123.2,395.7,1189.0,1123.0,767.6,501.7,1023.1,89.7,464.4,229.8,1160.1,1209.2,1179.3,372.6,613.7,849.4,1219.0,954.9,1031.7,1212.8,388.6,1226.5,399.2,1211.3,157.8,435.1,1123.4,1132.8,372.9,553.3,457.5,242.6,1156.8,397.3,1042.6,1150.0,1054.0,515.9,547.1,983.1,338.1,361.0,447.3,1045.5,1049.5,563.1,454.4,450.7,946.2,201.3,100.6,210.4,395.4,333.6,152.9,1004.7,1007.0,1198.8,1111.4,125.4,1069.2,320.1,1124.2,429.0,188.1,1178.0,354.0,378.2,1011.1,1150.9,1158.0,543.6,1251.6,53.4,434.1,320.5,1202.7,587.0,400.2,483.7,878.9,250.0,649.0,364.7,1156.0,1149.3,248.2,1072.2,484.3,61.5,412.5,472.4,398.6,1152.3,458.5,119.1,436.8,407.8,541.4,393.0,1182.1,1203.8,771.5,1098.6,359.2,1229.6,456.8,1070.6,495.1,0.0,1197.8,105.1,413.8,841.2,1098.6,574.4,164.0,356.9,1221.2,452.7,546.2,1181.6,281.5,1172.5,436.4,439.2,395.9,1093.0,518.0,366.9,425.1,521.6
WW,1027.9,248.4,1282.1,239.9,537.9,453.3,1146.1,800.5,114.9,345.2,195.0,1184.4,144.8,1160.3,1226.9,1103.9,348.0,262.3,452.4,176.6,1208.6,1248.8,392.3,674.6,282.4,380.7,1282.0,762.2,218.0,703.7,954.2,646.3,406.3,478.5,1222.8,104.2,197.0,239.3,210.2,397.3,1123.1,392.6,441.2,1047.6,833.7,363.4,252.5,444.2,1196.0,111.1,130.8,540.2,1041.5,164.7,1163.6,938.1,1287.6,176.4,224.5,155.7,1171.1,728.4,427.6,195.4,432.9,527.1,134.9,947.1,202.9,820.3,133.4,1199.3,1107.7,444.4,109.2,899.7,1093.1,1355.8,1075.6,269.0,1304.5,222.2,275.3,375.0,699.1,697.6,320.7,1030.8,911.9,1354.5,366.5,229.1,627.1,738.8,1123.3,461.6,1244.4,1207.7,1253.5,1302.6,1183.3,1179.9,482.7,1445.0,175.2,163.7,1166.9,197.6,1199.0,457.8,1227.5,1231.2,19.7,1135.6,1285.4,783.7,288.5,39.7,1017.3,275.3,1197.0,1179.1,1070.8,4.9,692.2,1138.0,957.4,314.0,1293.1,782.9,854.8,132.4,48.4,986.0,411.2,1391.5,1188.9,1226.0,1379.6,872.3,199.1,752.3,1205.2,1344.0,802.1,1015.1,1122.1,104.2,317.2,544.1,432.2,928.1,176.5,930.5,157.0,1034.9,1257.4,0.0,1212.2,1321.0,501.9,278.2,615.8,1168.8,1094.6,197.6,926.4,659.2,265.4,1237.4,187.8,1343.6,1346.4,964.8,158.1,687.4,1207.6,1332.3,675.3
WY,482.9,1016.8,385.4,919.7,1014.3,1104.1,198.0,440.9,1113.2,820.3,1003.9,282.4,1140.2,365.3,71.6,406.8,1140.8,924.3,1103.3,1135.0,263.3,445.8,771.3,502.6,993.4,1031.5,494.0,428.8,1161.9,612.6,188.2,530.9,757.3,1111.3,127.4,1099.6,1192.4,980.0,1135.2,1048.1,107.1,826.0,917.6,545.7,433.7,1156.2,1044.7,1095.0,406.2,1160.8,1094.8,739.4,512.2,994.9,61.5,436.2,241.4,1131.9,1181.0,1151.1,383.1,585.5,821.2,1190.8,926.7,1003.5,1184.6,360.4,1198.3,371.0,1183.1,115.9,445.6,1095.2,1104.6,344.7,563.8,468.0,214.4,1128.6,407.8,1014.4,1121.8,1025.8,487.7,518.9,954.9,264.8,332.8,457.8,1017.3,1021.3,534.9,426.2,461.2,918.0,212.9,4.5,222.0,405.9,344.1,164.5,976.5,1018.6,1170.6,1083.2,83.5,1041.0,330.6,1096.0,439.5,199.7,1149.8,365.6,388.7,982.9,1122.7,1129.8,515.4,1223.4,41.7,444.6,278.6,1174.5,558.8,372.0,455.5,850.7,261.6,620.8,336.5,1127.8,1121.1,220.0,1044.0,494.8,33.6,423.0,482.9,370.4,1124.1,430.3,13.9,447.3,379.6,513.2,403.5,1153.9,1175.6,743.3,1070.4,331.0,1201.4,428.6,1042.4,505.6,102.1,1169.6,0.0,424.3,813.0,1070.4,546.2,175.6,368.5,1193.0,424.5,518.0,1153.4,293.1,1144.3,446.9,449.7,367.7,1064.8,489.8,377.4,435.6,493.4
XE,266.0,1100.7,102.7,1003.6,1098.2,1188.0,234.0,524.8,1197.1,904.2,1087.8,156.7,1224.1,148.4,360.9,189.9,1224.7,1008.2,1187.2,1218.9,176.5,228.9,855.2,586.5,1077.3,1115.4,277.1,512.7,1245.8,696.5,466.4,614.8,841.2,1195.2,310.7,1183.5,1276.3,1063.9,1219.1,1132.0,385.3,909.9,1001.5,392.6,517.6,1240.1,1128.6,1178.9,189.3,1244.7,1178.7,823.3,295.3,1078.8,392.1,420.2,259.9,1215.8,1264.9,1235.0,166.2,669.4,905.1,1274.7,1010.6,1087.4,1268.5,444.3,1282.2,454.9,1267.0,321.9,228.7,1179.1,1188.5,428.6,346.9,64.7,358.2,1212.5,104.7,1098.3,1205.7,1109.7,571.6,602.8,1038.8,510.2,416.7,65.1,1101.2,1105.2,618.8,510.1,244.3,1001.9,373.4,434.1,382.5,18.3,127.2,325.0,1060.4,1179.1,1254.5,1167.1,350.4,1124.9,113.7,1179.9,222.6,360.2,1233.7,526.1,87.8,1066.8,1206.6,1213.7,425.3,1307.3,390.8,227.7,243.2,1258.4,642.7,632.3,376.8,934.6,422.1,704.7,420.4,1211.7,1205.0,498.2,1127.9,70.4,398.9,206.1,78.8,443.0,1208.0,514.2,415.7,22.9,463.5,361.1,186.6,1237.8,1259.5,827.2,1154.3,414.9,1285.3,401.2,1126.3,288.7,407.9,1253.5,429.5,0.0,896.9,1154.3,630.1,336.1,529.0,1276.9,487.5,601.9,1237.3,209.7,1228.2,43.6,25.3,451.6,1148.7,573.7,160.5,45.6,577.3
XM,685.9,343.7,940.1,246.6,341.2,457.7,804.1,458.5,440.1,147.2,330.8,842.4,467.1,818.3,884.9,761.9,467.7,251.2,456.9,461.9,862.2,906.8,98.2,332.6,286.8,385.1,940.0,420.2,488.8,361.7,612.2,304.3,84.2,482.9,880.8,426.5,519.3,306.9,462.1,401.7,781.1,152.9,244.5,705.6,491.7,483.1,371.6,448.6,854.0,487.7,421.7,198.2,699.5,321.8,821.6,596.1,945.6,458.8,507.9,478.0,829.1,386.4,148.1,517.7,264.7,330.4,511.5,605.1,525.2,478.3,510.0,857.3,765.7,448.8,431.5,557.7,751.1,1022.7,733.6,455.5,962.5,341.3,448.7,379.4,357.1,355.6,325.1,688.8,569.9,1012.5,370.9,348.2,285.1,396.8,781.3,244.9,902.4,865.7,911.5,960.6,841.3,837.9,305.2,1164.8,497.5,410.1,824.9,367.9,857.0,462.2,885.5,889.2,476.7,793.6,943.4,441.7,449.6,456.7,675.3,550.3,855.0,837.1,728.8,501.4,350.2,796.0,615.4,177.6,951.1,440.9,512.8,454.7,448.0,644.0,415.6,1049.5,846.9,884.0,1037.6,530.3,451.0,410.3,863.2,1002.0,460.1,673.1,780.1,480.8,502.5,202.1,436.6,586.1,528.3,588.5,369.3,692.9,915.4,496.5,870.2,979.0,0.0,397.3,273.8,826.8,752.6,519.9,584.4,317.2,480.3,895.4,471.2,1001.6,1004.4,622.8,391.7,345.4,865.6,990.3,333.3
XQ,975.1,302.0,1229.3,187.1,485.1,416.0,1093.3,747.7,248.2,292.4,289.1,1131.6,275.2,1107.5,1174.1,1051.1,100.6,209.5,415.2,270.0,1151.4,1196.0,339.5,621.8,245.1,343.4,1229.2,709.4,296.9,650.9,901.4,593.5,353.5,441.2,1170.0,234.6,327.4,265.2,270.2,360.0,1070.3,339.8,388.4,994.8,780.9,116.0,46.5,406.9,1143.2,390.7,380.0,487.4,988.7,129.9,1110.8,885.3,1234.8,204.8,272.6,286.1,1118.3,675.6,374.8,325.8,395.6,474.3,366.9,894.3,333.3,767.5,368.4,1146.5,1054.9,407.1,239.6,846.9,1040.3,1311.9,1022.8,88.4,1251.7,67.9,81.6,337.7,646.3,644.8,283.4,978.0,859.1,1301.7,329.2,61.0,574.3,686.0,1070.5,408.8,1191.6,1154.9,1200.7,1249.8,1130.5,1127.1,445.4,1407.7,305.6,218.2,1114.1,326.2,1146.2,420.5,1174.7,1178.4,284.8,1082.8,1232.6,730.9,89.1,264.8,964.5,183.2,1144.2,1126.3,1018.0,309.5,639.4,1085.2,904.6,261.2,1240.3,730.1,802.0,262.8,256.1,933.2,373.9,1338.7,1136.1,1173.2,1326.8,819.5,259.1,699.5,1152.4,1291.2,749.3,962.3,1069.3,397.6,142.0,491.3,394.9,875.3,336.4,877.7,327.6,982.1,1204.6,304.6,1159.4,1268.2,449.1,0.0,563.0,1116.0,1041.8,328.0,873.6,606.4,113.2,1184.6,279.3,1290.8,1293.6,912.0,350.0,634.6,1154.8,1279.5,622.5
XT,476.2,470.5,621.6,373.4,468.0,584.5,485.6,184.6,566.9,274.0,457.6,523.9,593.9,608.6,566.4,552.2,594.5,378.0,583.7,588.7,543.7,697.1,225.0,122.9,413.6,511.9,730.3,210.5,615.6,152.0,338.3,94.6,211.0,609.7,562.3,553.3,646.1,433.7,588.9,528.5,462.6,279.7,371.3,495.9,282.0,609.9,498.4,575.4,644.3,614.5,548.5,193.1,489.8,448.6,503.1,386.4,627.1,585.6,634.7,604.8,619.4,176.7,274.9,644.5,391.5,457.2,638.3,331.2,652.0,268.6,636.8,538.8,556.0,575.6,558.3,240.9,541.4,704.2,415.1,582.3,644.0,468.1,575.5,506.2,83.2,145.9,466.5,414.9,296.0,694.0,497.7,475.0,11.2,187.1,571.6,371.7,628.5,547.2,637.6,642.1,631.6,564.0,432.0,890.9,624.3,536.9,506.4,494.7,647.3,589.0,675.8,615.3,603.5,519.7,624.9,436.6,576.4,583.5,465.6,677.1,536.5,627.4,410.3,628.2,140.5,522.1,405.7,304.4,677.2,167.0,238.9,581.5,574.8,370.1,542.4,731.0,528.4,674.3,719.1,320.6,577.8,136.4,544.7,683.5,186.2,463.4,570.4,607.6,629.3,197.0,563.4,312.2,655.1,378.8,496.1,483.2,596.9,623.3,551.7,660.5,266.7,524.1,0.0,552.9,478.7,646.7,374.7,107.5,607.1,576.9,598.0,683.1,685.9,348.9,518.5,135.7,655.9,671.8,59.4
XY,377.5,1004.4,280.0,907.3,1001.9,1091.7,279.9,428.5,1100.8,807.9,991.5,175.9,1127.8,259.9,113.9,301.4,1128.4,911.9,1090.9,1122.6,156.8,340.4,758.9,613.4,981.0,1019.1,388.6,539.6,1149.5,685.9,215.9,628.5,744.9,1098.9,259.7,1087.2,1180.0,967.6,1122.8,1035.7,225.7,813.6,905.2,504.1,544.5,1143.8,1032.3,1082.6,300.8,1148.4,1082.4,727.0,406.8,982.5,180.1,531.7,134.9,1119.5,1168.6,1138.7,277.7,710.6,808.8,1178.4,914.3,991.1,1172.2,471.2,1185.9,481.8,1170.7,248.2,340.2,1082.8,1092.2,455.4,458.4,362.6,325.2,1116.2,302.4,1002.0,1109.4,1013.4,475.3,629.7,942.5,174.0,257.7,352.4,1004.9,1008.9,522.5,537.0,355.8,905.6,75.5,191.0,84.6,300.5,238.7,11.0,964.1,842.9,1158.2,1070.8,215.8,1028.6,225.2,1083.6,334.1,62.3,1137.4,189.9,283.3,970.5,1110.3,1117.4,536.8,1211.0,143.8,339.2,289.1,1162.1,674.4,296.1,488.3,838.3,124.2,608.4,314.0,1115.4,1108.7,182.3,1031.6,389.4,151.9,317.6,377.5,481.2,1111.7,417.9,209.5,341.9,367.2,472.6,298.1,1141.5,1163.2,730.9,1058.0,326.5,1189.0,512.7,1030.0,400.2,160.9,1157.2,195.5,318.9,800.6,1058.0,533.8,0.0,192.8,1180.6,535.3,641.4,1141.0,186.6,1131.9,341.5,344.3,363.2,1052.4,600.6,272.0,330.2,481.0
YE,554.4,922.0,533.5,824.9,919.5,1009.3,347.4,346.1,1018.4,725.5,909.1,435.8,1045.4,513.4,292.9,554.9,1046.0,829.5,1008.5,1040.2,455.6,593.9,676.5,531.0,898.6,936.7,642.1,457.2,1067.1,603.5,133.5,546.1,662.5,1016.5,276.8,1004.8,1097.6,885.2,1040.4,953.3,189.1,731.2,822.8,574.1,462.1,1061.4,949.9,1000.2,554.3,1066.0,1000.0,644.6,568.0,900.1,229.6,464.6,363.0,1037.1,1086.2,1056.3,531.2,628.2,726.4,1096.0,831.9,908.7,1089.8,388.8,1103.5,399.4,1088.3,265.3,593.7,1000.4,1009.8,373.0,619.6,616.1,242.8,1033.8,555.9,919.6,1027.0,931.0,392.9,547.3,860.1,65.1,175.3,605.9,922.5,926.5,440.1,454.6,609.3,823.2,303.6,273.7,312.7,554.0,492.2,239.1,881.7,806.6,1075.8,988.4,232.9,946.2,478.7,1001.2,587.6,290.4,1055.0,123.4,536.8,888.1,1027.9,1035.0,543.8,1128.6,263.0,592.7,322.2,1079.7,592.0,218.8,483.9,755.9,352.3,526.0,231.6,1033.0,1026.3,99.9,949.2,642.9,254.9,571.1,631.0,398.8,1029.3,335.5,271.2,595.4,284.8,541.6,551.6,1059.1,1080.8,648.5,975.6,244.1,1106.6,457.0,947.6,561.4,323.4,1074.8,278.2,572.4,718.2,975.6,451.4,228.0,0.0,1098.2,452.9,559.0,1058.6,488.8,1049.5,595.0,597.8,280.8,970.0,518.2,525.5,583.7,398.6
YN,1081.4,408.3,1335.6,293.4,591.4,522.3,1199.6,854.0,168.5,398.7,395.4,1237.9,81.1,1213.8,1280.4,1157.4,401.5,315.8,521.5,232.0,1257.7,1302.3,445.8,728.1,351.4,449.7,1335.5,815.7,290.4,757.2,1007.7,699.8,459.8,547.5,1276.3,154.9,36.6,371.5,263.7,466.3,1176.6,446.1,494.7,1101.1,887.2,416.9,306.0,513.2,1249.5,318.9,338.6,593.7,1095.0,218.2,1217.1,991.6,1341.1,228.9,278.0,217.4,1224.6,781.9,481.1,30.5,501.9,580.6,342.7,1000.6,54.0,873.8,341.2,1252.8,1161.2,513.4,159.9,953.2,1146.6,1418.2,1129.1,322.5,1358.0,275.7,328.8,444.0,752.6,751.1,389.7,1084.3,965.4,1408.0,435.5,282.6,680.6,792.3,1176.8,515.1,1297.9,1261.2,1307.0,1356.1,1236.8,1233.4,551.7,1514.0,23.5,211.7,1220.4,432.5,1252.5,526.8,1281.0,1284.7,187.9,1189.1,1338.9,837.2,338.9,167.9,1070.8,328.8,1250.5,1232.6,1124.3,212.6,745.7,1191.5,1010.9,367.5,1346.6,836.4,908.3,110.2,159.2,1039.5,480.2,1445.0,1242.4,1279.5,1433.1,925.8,252.6,805.8,1258.7,1397.5,855.6,1068.6,1175.6,312.0,370.7,597.6,501.2,981.6,329.9,984.0,364.8,1088.4,1310.9,207.7,1265.7,1374.5,555.4,331.7,669.3,1222.3,1148.1,0.0,979.9,712.7,318.9,1290.9,241.3,1397.1,1399.9,1018.3,365.9,740.9,1261.1,1385.8,728.8
YS,185.9,786.0,425.3,688.9,783.5,900.0,369.6,262.2,882.4,589.5,773.1,393.5,909.4,292.8,450.4,261.9,910.0,693.5,899.2,904.2,413.3,363.3,540.5,269.6,729.1,827.4,396.5,233.8,931.1,379.6,354.1,297.9,526.5,924.1,446.3,868.8,961.6,749.2,904.4,844.0,346.6,595.2,686.8,205.6,147.6,925.4,813.9,890.9,328.5,930.0,864.0,508.6,199.5,764.1,387.1,96.1,496.7,901.1,950.2,920.3,285.6,352.5,590.4,960.0,707.0,772.7,953.8,282.7,967.5,176.0,952.3,422.8,265.7,891.1,873.8,131.7,251.1,507.9,299.1,897.8,447.7,783.6,891.0,821.7,309.0,285.9,767.7,430.7,364.2,497.7,813.2,790.5,356.2,231.2,281.3,687.2,610.2,431.2,619.3,445.8,315.8,561.8,789.3,941.1,939.8,852.4,390.4,810.2,331.5,908.8,342.0,597.0,919.0,535.5,428.6,752.1,891.9,899.0,175.3,992.6,420.5,365.1,294.3,943.7,325.8,537.9,115.4,619.9,658.9,442.1,307.1,897.0,890.3,385.9,856.8,534.7,412.4,340.5,522.8,59.9,893.3,251.6,428.7,487.2,254.4,173.1,324.0,923.1,944.8,512.5,883.2,330.8,970.6,88.5,811.6,192.9,480.9,938.8,435.7,464.2,582.2,839.6,367.5,572.9,494.5,962.2,0.0,285.0,922.6,446.5,913.5,486.8,489.6,367.5,834.0,256.8,332.5,475.5,314.7
YV,368.6,500.9,622.8,403.8,498.4,614.9,486.8,291.5,594.4,304.4,488.0,525.1,624.3,501.0,567.6,444.6,624.9,408.4,614.0,617.2,544.9,589.5,255.4,15.3,444.0,542.3,622.7,102.9,646.0,94.5,471.3,12.8,241.4,640.1,563.5,583.7,676.5,464.1,619.3,558.9,463.8,310.1,401.7,388.3,174.4,640.3,528.8,605.8,536.7,644.9,578.9,223.5,382.2,479.0,504.3,278.8,628.3,616.0,665.1,635.2,511.8,70.5,305.3,674.9,421.9,487.6,668.7,407.2,682.4,161.0,667.2,540.0,448.4,606.0,588.7,240.4,433.8,696.5,416.3,612.7,645.2,498.5,605.9,536.6,197.8,38.3,497.2,547.9,402.9,695.2,528.1,505.4,125.8,79.5,464.0,402.1,708.9,548.4,718.0,643.3,524.0,660.5,462.4,997.8,654.7,572.8,507.6,525.1,539.7,619.4,568.2,695.7,633.9,652.7,626.1,467.0,603.7,613.9,358.0,707.5,537.7,519.8,411.5,658.6,43.8,655.1,298.1,334.8,757.6,281.6,345.8,611.9,605.2,503.1,572.8,732.2,529.6,566.7,720.3,213.0,608.2,243.3,545.9,684.7,293.1,355.8,462.8,638.0,659.7,227.4,593.8,448.0,685.5,271.2,526.5,375.6,598.1,653.7,552.9,661.7,297.1,554.5,114.5,671.6,611.7,677.1,267.1,0.0,637.5,578.1,628.4,684.3,687.1,484.7,548.9,28.1,548.3,673.0,174.0
YX,1033.2,360.1,1287.4,245.2,543.2,474.1,1151.4,805.8,210.5,350.5,347.2,1189.7,237.5,1165.6,1232.2,1109.2,102.9,267.6,473.3,184.3,1209.5,1254.1,397.6,679.9,303.2,401.5,1287.3,767.5,310.7,709.0,959.5,651.6,411.6,499.3,1228.1,196.9,289.7,323.3,284.0,418.1,1128.4,397.9,446.5,1052.9,839.0,118.3,138.6,465.0,1201.3,378.1,397.8,545.5,1046.8,188.0,1168.9,943.4,1292.9,91.9,159.7,248.4,1176.4,733.7,432.9,288.1,453.7,532.4,380.7,952.4,295.6,825.6,382.2,1204.6,1113.0,465.2,201.9,905.0,1098.4,1370.0,1080.9,23.9,1309.8,126.0,30.2,395.8,704.4,702.9,341.5,1036.1,917.2,1359.8,387.3,119.1,632.4,744.1,1128.6,466.9,1249.7,1213.0,1258.8,1307.9,1188.6,1185.2,503.5,1465.8,267.9,232.0,1172.2,384.3,1204.3,478.6,1232.8,1236.5,247.1,1140.9,1290.7,789.0,58.3,227.1,1022.6,70.3,1202.3,1184.4,1076.1,271.8,697.5,1143.3,962.7,319.3,1298.4,788.2,860.1,225.1,218.4,991.3,432.0,1396.8,1194.2,1231.3,1384.9,877.6,272.9,757.6,1210.5,1349.3,807.4,1020.4,1127.4,371.2,90.1,549.4,453.0,933.4,350.2,935.8,385.7,1040.2,1262.7,266.9,1217.5,1326.3,507.2,108.3,621.1,1174.1,1099.9,290.3,931.7,664.5,0.0,1242.7,193.6,1348.9,1351.7,970.1,408.1,692.7,1212.9,1337.6,680.6
YY,261.8,1030.9,164.3,933.8,1028.4,1118.2,164.2,455.0,1127.3,834.4,1018.0,60.2,1154.3,144.2,172.4,185.7,1154.9,938.4,1117.4,1149.1,45.3,224.7,785.4,516.7,1007.5,1045.6,272.9,442.9,1176.0,626.7,363.6,545.0,771.4,1125.4,240.9,1113.7,1206.5,994.1,1149.3,1062.2,284.2,840.1,931.7,388.4,447.8,1170.3,1058.8,1109.1,185.1,1174.9,1108.9,753.5,291.1,1009.0,238.6,416.0,53.4,1146.0,1195.1,1165.2,162.0,599.6,835.3,1204.9,940.8,1017.6,1198.7,374.5,1212.4,385.1,1197.2,252.1,224.5,1109.3,1118.7,358.8,342.7,246.9,288.4,1142.7,186.7,1028.5,1135.9,1039.9,501.8,533.0,969.0,321.7,405.4,236.7,1031.4,1035.4,549.0,440.3,240.1,932.1,184.9,249.5,194.0,184.8,123.0,136.5,990.6,990.6,1184.7,1097.3,274.3,1055.1,109.5,1110.1,218.4,171.7,1163.9,337.6,167.6,997.0,1136.8,1143.9,421.1,1237.5,202.3,223.5,173.4,1188.6,572.9,443.8,372.6,864.8,233.6,634.9,350.6,1141.9,1135.2,330.0,1058.1,273.7,210.4,201.9,261.8,384.5,1138.2,444.4,268.0,226.2,393.7,356.9,182.4,1168.0,1189.7,757.4,1084.5,345.1,1215.5,397.0,1056.5,284.5,219.4,1183.7,254.0,203.2,827.1,1084.5,560.3,147.6,340.5,1207.1,438.6,532.1,1167.5,0.0,1158.4,225.8,228.6,381.8,1078.9,503.9,156.3,214.5,507.5
YZ,1031.2,358.1,1285.4,243.2,541.2,472.1,1149.4,803.8,140.0,348.5,345.2,1187.7,167.0,1163.6,1230.2,1107.2,263.3,265.6,471.3,14.9,1207.5,1252.1,395.6,677.9,301.2,399.5,1285.3,765.5,240.2,707.0,957.5,649.6,409.6,497.3,1226.1,126.4,219.2,321.3,213.5,416.1,1126.4,395.9,444.5,1050.9,837.0,278.7,299.0,463.0,1199.3,307.6,327.3,543.5,1044.8,168.0,1166.9,941.4,1290.9,90.7,139.8,177.9,1174.4,731.7,430.9,217.6,451.7,530.4,310.2,950.4,225.1,823.6,311.7,1202.6,1111.0,463.2,131.4,903.0,1096.4,1368.0,1078.9,184.3,1307.8,286.4,190.6,393.8,702.4,700.9,339.5,1034.1,915.2,1357.8,385.3,279.5,630.4,742.1,1126.6,464.9,1247.7,1211.0,1256.8,1305.9,1186.6,1183.2,501.5,1463.8,197.4,161.5,1170.2,382.3,1202.3,476.6,1230.8,1234.5,176.6,1138.9,1288.7,787.0,200.7,156.6,1020.6,190.6,1200.3,1182.4,1074.1,201.3,695.5,1141.3,960.7,317.3,1296.4,786.2,858.1,154.6,147.9,989.3,430.0,1394.8,1192.2,1229.3,1382.9,875.6,202.4,755.6,1208.5,1347.3,805.4,1018.4,1125.4,300.7,232.5,547.4,451.0,931.4,279.7,933.8,353.5,1038.2,1260.7,196.4,1215.5,1324.3,505.2,268.7,619.1,1172.1,1097.9,219.8,929.7,662.5,180.7,1240.7,0.0,1346.9,1349.7,968.1,354.6,690.7,1210.9,1335.6,678.6
ZB,268.6,1103.3,105.3,1006.2,1100.8,1190.6,236.6,527.4,1199.7,906.8,1090.4,159.3,1226.7,151.0,363.5,192.5,1227.3,1010.8,1189.8,1221.5,179.1,231.5,857.8,589.1,1079.9,1118.0,279.7,515.3,1248.4,699.1,469.0,617.4,843.8,1197.8,313.3,1186.1,1278.9,1066.5,1221.7,1134.6,387.9,912.5,1004.1,395.2,520.2,1242.7,1131.2,1181.5,191.9,1247.3,1181.3,825.9,297.9,1081.4,394.7,422.8,262.5,1218.4,1267.5,1237.6,168.8,672.0,907.7,1277.3,1013.2,1090.0,1271.1,446.9,1284.8,457.5,1269.6,324.5,231.3,1181.7,1191.1,431.2,349.5,21.0,360.8,1215.1,109.5,1100.9,1208.3,1112.3,574.2,605.4,1041.4,512.8,419.3,108.8,1103.8,1107.8,621.4,512.7,246.9,1004.5,376.0,436.7,385.1,20.9,129.8,327.6,1063.0,1181.7,1257.1,1169.7,353.0,1127.5,116.3,1182.5,225.2,362.8,1236.3,528.7,90.4,1069.4,1209.2,1216.3,427.9,1309.9,393.4,230.3,245.8,1261.0,645.3,634.9,379.4,937.2,424.7,707.3,423.0,1214.3,1207.6,500.8,1130.5,114.1,401.5,208.7,102.2,445.6,1210.6,516.8,418.3,66.6,466.1,363.7,189.2,1240.4,1262.1,829.8,1156.9,417.5,1287.9,403.8,1128.9,291.3,410.5,1256.1,432.1,43.6,899.5,1156.9,632.7,338.7,531.6,1279.5,490.1,604.5,1239.9,212.3,1230.8,0.0,69.0,454.2,1151.3,576.3,163.1,89.3,579.9
