from_stop,AA,AF,AI,AJ,AL,AM,AS,AU,AX,BA,BE,BG,BN,BP,BQ,BV,BW,CP,CR,CT,CV,CW,CY,DK,DU,DZ,EC,EL,EZ,FG,FM,FN,FQ,FS,FT,GI,GJ,GN,GP,GR,GU,GX,GY,HC,HD,HE,HH,HP,HX,ID,IF,IM,IP,IU,IX,JA,JE,JF,JG,JJ,JM,JN,JS,JV,JZ,KE,KI,KK,LG,LH,LK,LM,LV,MM,MT,ND,NM,NO,NP,NU,NW,NZ,OL,OP,OR,OS,OT,OV,OW,OX,OY,PK,PO,PX,QN,QP,QQ,QR,QU,QW,RA,RC,RF,RG,RI,RP,RT,RW,RZ,SD,SE,SL,SM,SO,SQ,TB,TD,TE,TI,TJ,TP,TW,TY,UL,UM,UV,VI,VL,VM,VN,VO,VW,WJ,WS,WU,XA,XB,XF,XH,XV,XW,YB,YC,YG,YM,YO,YU,ZB,ZC,ZJ,ZR,ZV
UV,286.4,229.9,201.5,216.2,249.3,221.3,174.3,208.8,268.2,312.0,196.7,201.5,246.4,262.6,897.2,1345.6,806.7,227.6,123.8,271.5,253.8,17.2,277.4,384.9,90.5,912.1,83.0,260.7,206.5,352.7,190.1,299.9,126.9,215.6,1048.7,89.9,107.9,156.8,1006.0,286.4,888.4,285.4,40.4,165.3,895.6,953.0,370.4,260.8,188.8,779.8,251.2,204.9,266.9,258.5,253.4,208.1,207.6,155.0,334.2,319.4,295.6,242.7,833.3,343.3,241.7,219.5,279.6,150.3,228.5,199.9,232.7,134.1,828.8,832.4,221.2,126.4,238.7,222.7,266.1,852.1,44.1,1005.1,1059.0,905.4,111.3,293.6,234.8,872.5,308.4,280.1,829.6,900.4,277.6,86.3,259.8,209.9,253.1,932.1,310.3,260.1,176.2,238.6,114.7,244.0,266.2,66.6,281.3,234.8,1021.5,392.5,219.7,262.6,225.8,76.6,268.0,780.9,925.1,885.1,181.7,102.8,307.9,227.9,974.8,10.9,83.4,0.0,266.7,1047.2,818.0,228.1,255.4,909.6,352.3,116.7,52.1,341.5,208.7,217.5,122.5,784.0,219.2,270.3,1013.5,81.8,206.1,133.7,74.1,198.5,265.8,840.1,84.6,219.4
VI,96.7,216.0,242.5,223.9,128.3,281.5,336.9,153.0,382.1,337.4,186.2,142.9,220.0,105.5,1017.6,1513.2,927.1,54.8,245.9,80.2,78.5,240.5,341.3,413.7,230.0,1041.8,272.6,297.5,254.8,426.4,227.0,61.8,159.4,107.2,1178.4,182.4,236.7,183.5,1135.7,64.2,1008.8,269.5,232.7,104.8,1025.3,1127.4,356.1,128.2,130.5,900.2,324.7,215.9,324.8,46.4,51.5,213.1,162.7,165.3,414.3,87.5,353.3,41.2,953.7,365.5,63.4,405.1,406.4,218.5,123.3,88.8,394.5,213.8,949.2,952.8,158.7,288.3,107.6,287.1,267.0,972.5,276.1,1134.8,1188.7,1072.7,282.9,172.6,72.4,992.9,392.4,61.0,1024.6,1030.1,82.5,247.1,280.7,308.4,311.3,1127.1,393.4,139.1,178.0,277.8,236.8,405.8,76.5,234.3,384.0,245.8,1151.2,404.9,241.6,260.2,147.8,239.1,65.2,901.3,1045.5,1005.5,272.9,184.1,421.8,227.8,1104.5,281.6,187.7,271.4,0.0,1172.0,959.3,131.5,266.4,1104.6,120.4,296.1,219.1,430.6,227.7,300.4,244.7,951.6,381.0,321.6,1143.2,207.2,109.1,247.7,217.4,142.7,281.7,963.2,253.3,82.3
VL,1153.9,941.6,885.8,901.8,1091.4,1115.5,877.8,1005.3,835.1,945.7,1002.9,1065.0,1118.4,1101.6,250.7,1106.1,382.7,1097.9,957.2,1106.6,1073.4,1002.0,943.9,819.2,922.5,135.2,1043.1,1183.9,1100.7,777.2,1043.7,1181.2,1063.5,1095.0,97.6,1002.1,973.3,1024.5,96.5,1144.5,263.0,914.6,994.2,1055.3,151.5,99.7,857.1,1096.4,1008.4,340.7,1145.4,1125.3,943.5,1078.1,1073.0,1080.1,996.0,978.4,875.2,1140.7,919.7,1113.0,325.7,869.1,1088.5,829.2,850.8,1035.2,1025.1,1089.9,897.7,1032.6,367.0,418.6,1012.3,891.6,1128.8,851.9,895.3,282.9,968.9,45.3,88.4,202.2,1063.8,1046.2,1054.4,270.8,901.5,1138.2,358.8,173.7,1097.2,934.2,889.0,891.1,1147.3,229.2,897.4,1102.2,980.5,1180.0,1008.9,886.4,1132.2,1015.2,913.9,1164.4,76.9,826.8,1147.6,922.0,1089.3,942.0,1126.1,373.1,226.4,283.4,1075.9,1009.2,937.2,1099.9,112.2,1016.6,995.6,1005.6,1127.6,0.0,380.6,1047.7,1142.8,188.4,1147.3,1058.0,980.6,867.1,1137.1,889.3,958.1,432.6,914.2,946.9,33.7,988.1,1067.0,1105.7,968.3,1015.6,876.4,369.3,968.0,1066.1
VM,971.0,724.2,698.6,717.4,904.7,931.1,693.4,820.9,650.7,756.8,788.3,854.9,901.0,917.2,171.4,977.2,54.7,922.5,770.0,922.2,900.8,819.0,722.2,806.0,738.1,289.6,858.7,969.3,916.3,761.2,829.1,992.7,848.9,880.4,420.8,817.7,788.9,809.9,352.8,929.9,162.6,730.2,813.6,881.5,305.9,298.2,843.9,907.9,833.6,56.7,961.0,907.9,706.3,863.5,858.4,865.5,811.6,763.8,706.1,970.6,737.6,937.6,82.6,778.0,915.9,644.8,719.0,820.6,840.7,910.9,672.1,848.2,52.5,153.2,827.9,707.2,914.2,667.5,710.9,126.3,784.5,363.7,411.6,240.4,876.6,859.1,839.8,140.6,680.3,923.6,23.0,279.5,882.6,747.0,704.6,706.7,962.9,214.4,746.9,905.4,793.3,948.4,824.5,683.4,952.1,830.8,668.0,949.8,368.3,813.6,933.0,707.4,874.7,759.1,908.7,103.1,209.4,128.6,891.5,824.8,690.4,885.3,321.6,832.2,811.2,818.4,913.0,404.0,0.0,863.4,928.2,217.6,960.2,873.6,793.4,711.9,901.0,704.9,770.9,64.1,661.8,709.7,373.1,803.7,882.6,818.5,783.9,831.2,723.0,13.5,783.6,881.7
VN,146.7,117.8,199.0,178.5,94.6,265.3,238.6,58.1,283.9,226.8,74.6,102.7,195.5,84.1,919.4,1430.5,828.9,89.2,154.5,89.1,64.7,186.2,243.1,315.5,147.3,943.6,242.1,281.3,238.6,328.2,115.4,165.4,136.5,66.3,1080.2,128.1,136.8,83.6,1037.5,155.1,910.6,203.9,178.4,50.5,927.1,1029.2,257.9,107.9,88.5,802.0,308.5,199.7,226.6,84.2,79.1,157.2,52.1,82.6,316.1,137.0,255.1,108.2,855.5,267.3,79.8,322.4,308.2,106.9,57.7,50.6,255.0,173.6,851.0,854.6,47.1,207.6,138.8,188.9,156.4,874.3,204.0,1036.6,1090.5,974.5,260.0,138.9,80.1,894.7,294.2,148.8,876.3,931.9,111.1,166.4,170.1,200.3,295.1,970.3,295.2,105.4,67.4,261.6,213.2,266.3,125.0,211.4,285.8,229.6,1053.0,306.7,225.4,162.0,122.9,158.4,129.6,803.1,947.3,907.3,256.7,161.2,323.6,177.0,1006.3,227.3,133.4,217.1,133.7,1073.8,861.1,0.0,219.9,995.5,169.9,261.6,164.8,332.4,211.5,192.3,153.3,868.9,241.5,223.4,1045.0,184.3,22.3,231.5,170.5,48.8,183.5,865.0,161.9,63.6
VO,205.5,234.8,328.5,343.2,342.7,38.2,292.9,244.9,407.2,356.8,295.1,140.1,40.4,262.1,1032.9,1525.0,942.4,214.4,254.4,253.6,238.9,214.5,360.1,432.5,241.1,1051.1,197.8,61.9,71.3,470.5,315.0,258.3,154.3,170.6,1187.7,190.9,197.0,211.0,1145.0,260.7,1024.1,325.7,206.7,201.4,1034.6,1074.3,374.9,332.7,241.5,915.5,99.4,76.0,384.7,278.4,281.2,88.3,254.6,279.9,452.0,301.5,372.1,213.2,969.0,384.3,223.8,429.0,397.4,275.2,255.3,186.3,350.5,147.4,964.5,968.1,205.3,244.3,156.0,353.9,306.4,987.8,240.3,1144.1,1198.0,1026.7,224.2,387.0,304.4,1008.2,426.2,266.3,950.9,1039.4,296.9,203.1,300.1,328.5,73.7,1053.4,428.1,353.5,269.9,37.1,158.0,361.8,207.3,199.9,399.1,42.3,1160.5,423.7,58.1,279.0,145.2,195.1,284.4,916.6,1054.3,1020.8,90.7,173.9,440.1,67.9,1113.8,255.6,188.1,245.4,247.6,1181.3,975.3,237.0,0.0,1030.9,334.4,212.7,193.1,484.9,87.8,336.1,253.2,924.7,337.0,388.1,1152.5,172.8,214.6,174.0,165.0,234.6,300.5,963.4,219.4,214.3
VW,1065.9,853.6,797.8,813.8,1003.4,1027.5,789.8,917.3,747.1,857.7,914.9,977.0,1030.4,1013.6,82.1,1065.6,220.3,1009.9,869.2,1018.6,985.4,914.0,855.9,731.2,834.5,115.2,955.1,1095.9,1012.7,689.2,955.7,1093.2,975.5,1007.0,246.4,914.1,885.3,936.5,178.4,1056.5,94.5,826.6,906.2,967.3,131.5,184.8,769.1,1008.4,920.4,178.3,1057.4,1037.3,855.5,990.1,985.0,992.1,908.0,890.4,787.2,1052.7,831.7,1025.0,163.3,781.1,1000.5,741.2,762.8,947.2,937.1,1001.9,809.7,944.6,204.6,256.2,924.3,803.6,1040.8,763.9,807.3,129.3,880.9,189.3,237.2,77.0,975.8,958.2,966.4,108.4,813.5,1050.2,196.4,153.7,1009.2,846.2,801.0,803.1,1059.3,40.7,809.4,1014.2,892.5,1092.0,920.9,798.4,1044.2,927.2,825.9,1076.4,193.9,738.8,1059.6,834.0,1001.3,854.0,1038.1,210.7,57.8,121.0,987.9,921.2,849.2,1011.9,147.2,928.6,907.6,917.6,1039.6,232.4,218.2,959.7,1054.8,0.0,1059.3,970.0,892.6,779.1,1049.1,801.3,870.1,270.2,826.2,858.9,198.7,900.1,979.0,942.9,880.3,927.6,788.4,208.9,880.0,978.1
WJ,188.8,256.6,282.8,264.2,116.2,373.6,377.7,183.3,398.3,290.7,228.5,235.0,312.1,140.9,1033.8,1520.8,943.3,130.0,278.7,104.5,109.0,322.8,357.5,385.4,270.3,1031.5,374.8,389.6,346.9,416.3,269.3,111.8,269.5,208.5,1168.1,261.1,261.0,207.8,1125.4,112.8,1025.0,300.5,315.2,183.5,1015.0,1113.8,396.7,145.7,170.8,916.4,416.8,308.0,341.0,88.7,93.8,305.2,193.0,205.6,443.9,65.4,415.5,145.1,969.9,395.1,120.6,400.0,436.0,260.8,154.3,192.8,369.4,305.9,965.4,969.0,201.0,331.8,199.7,303.3,297.3,988.7,328.2,1124.5,1178.4,1062.4,393.0,146.7,114.7,1009.1,408.6,106.5,990.7,1019.8,66.4,290.6,311.0,339.4,403.4,1084.7,423.0,127.0,184.6,369.9,335.6,380.7,168.6,344.4,400.2,337.9,1140.9,376.6,333.7,300.8,239.9,281.0,94.4,917.5,1061.7,1021.7,365.0,294.2,438.0,319.9,1094.2,360.3,266.4,350.1,133.5,1166.6,978.3,162.0,358.5,1083.4,0.0,388.2,297.8,434.3,319.8,331.4,277.4,976.2,355.9,337.8,1132.9,317.3,164.5,339.8,299.5,173.0,322.3,979.4,286.1,145.6
WS,243.8,257.4,276.3,291.0,323.6,188.4,231.1,263.0,289.3,384.0,271.0,154.9,226.3,306.8,949.2,1375.4,836.5,270.7,205.2,309.9,295.2,104.4,344.9,440.9,164.8,933.2,42.4,240.1,177.7,408.7,264.4,314.6,142.3,202.1,1069.8,144.1,135.2,188.1,1027.1,317.0,928.9,352.9,94.1,219.5,916.7,956.4,426.4,336.9,263.1,809.6,218.3,171.9,322.9,332.8,327.7,188.0,272.7,229.3,379.5,357.8,356.9,257.9,863.1,399.3,280.1,287.0,335.6,224.6,300.0,217.8,288.7,87.5,858.6,862.2,227.9,182.5,209.2,290.2,333.6,881.9,140.0,1026.2,1080.1,908.8,30.2,367.9,309.1,902.3,362.9,322.6,833.0,921.5,351.9,141.3,327.3,266.7,220.2,935.5,366.3,334.4,267.4,209.8,96.2,300.0,222.1,70.1,337.3,218.7,1042.6,448.5,190.9,330.1,179.2,133.3,338.5,810.7,936.4,914.9,148.8,118.2,329.0,195.7,995.9,104.1,137.6,115.1,303.9,1063.4,857.4,268.5,239.3,913.0,390.7,0.0,106.3,362.6,160.1,274.3,206.1,813.8,275.2,326.3,1034.6,97.2,246.1,71.3,103.2,252.7,323.1,845.5,157.6,259.0
WU,234.2,174.4,189.6,204.3,235.3,169.1,154.0,156.6,294.0,304.3,182.7,162.6,194.2,210.4,894.0,1371.4,803.5,175.4,107.9,219.3,204.6,24.9,269.7,363.8,103.3,887.4,77.2,208.5,154.3,331.6,176.1,256.2,91.4,163.4,1024.0,37.7,58.1,104.6,981.3,234.2,885.2,277.7,17.3,113.1,870.9,1026.4,349.3,248.6,174.8,776.6,199.0,168.3,245.8,231.3,236.4,155.9,166.3,141.0,313.1,267.2,287.9,193.7,830.1,322.2,189.5,245.3,258.5,136.3,208.2,147.7,211.6,95.2,825.6,829.2,179.3,105.4,195.8,215.0,270.6,848.9,56.9,980.4,1034.3,975.0,105.5,279.6,220.8,869.3,287.3,227.9,899.2,875.7,249.4,64.2,252.1,189.6,200.9,1001.7,289.2,246.1,162.2,186.4,62.5,222.9,214.0,57.7,264.1,209.8,996.8,371.4,167.5,218.6,186.9,56.2,215.8,777.7,921.9,881.9,129.5,66.0,301.2,175.7,950.1,62.4,31.2,52.2,214.5,1022.5,843.8,176.3,218.6,979.2,300.1,107.8,0.0,320.1,156.5,197.2,106.6,809.8,201.3,249.2,988.8,41.7,153.9,122.3,21.9,146.3,240.1,909.7,80.5,167.2
XA,402.8,174.6,234.9,214.4,387.4,430.0,203.5,281.5,164.3,235.2,251.8,318.4,351.4,363.9,799.8,1266.6,709.3,346.8,280.0,349.6,322.3,329.1,142.5,147.4,248.2,655.7,368.8,432.8,409.7,99.3,292.6,430.1,312.4,343.9,792.3,296.0,299.0,273.4,749.6,393.4,791.0,235.2,323.7,304.2,639.2,738.0,132.9,329.3,257.3,682.4,460.0,358.3,149.2,327.0,321.9,329.0,276.1,227.3,39.7,373.7,118.3,361.9,720.0,88.1,337.4,148.0,67.4,284.1,339.8,338.8,114.3,344.7,731.4,735.0,267.5,217.3,377.7,165.2,192.4,754.7,294.6,748.7,802.6,686.6,373.6,344.6,303.3,775.1,66.0,387.1,756.7,644.0,346.1,259.9,217.1,203.6,473.0,748.4,96.0,388.1,244.7,428.9,334.6,103.0,381.1,340.9,102.6,413.3,765.1,155.0,396.5,170.9,338.2,269.2,359.1,683.5,697.2,787.7,401.6,337.1,113.0,348.8,718.4,326.4,317.2,315.4,376.5,773.8,744.3,296.6,391.7,690.6,429.8,383.7,306.3,0.0,386.0,195.6,280.9,742.2,126.6,152.6,757.1,313.8,319.0,394.4,294.0,291.8,125.3,747.2,293.7,364.9
XB,188.8,218.1,269.8,284.5,326.0,95.8,234.2,230.5,353.2,340.1,262.9,130.2,79.6,245.4,974.2,1471.0,883.7,197.7,191.7,236.9,222.2,155.8,349.9,444.0,182.4,997.1,150.3,123.2,75.2,411.8,256.3,241.6,111.5,153.9,1133.7,121.5,138.3,188.4,1091.0,244.0,965.4,309.0,148.0,187.0,980.6,1024.1,358.2,328.8,255.0,856.8,136.0,11.7,326.0,261.7,264.5,73.9,240.2,221.2,393.3,284.8,368.1,179.4,910.3,402.4,207.1,370.3,338.7,216.5,238.6,169.6,291.8,71.3,905.8,909.4,188.6,185.6,139.3,295.2,289.7,929.1,181.6,1090.1,1144.0,972.7,176.7,370.3,301.0,949.5,367.5,249.6,896.9,985.4,280.2,144.4,283.4,269.8,116.0,999.4,369.4,336.8,242.4,103.5,99.3,303.1,192.9,141.2,344.3,71.5,1106.5,451.6,67.3,262.3,128.5,136.4,251.4,857.9,1000.3,962.1,84.7,106.1,381.4,35.5,1059.8,196.9,111.0,186.7,230.9,1132.2,921.3,220.3,92.1,976.9,317.7,165.2,134.4,400.3,0.0,277.4,190.4,870.7,281.5,329.4,1098.5,114.1,197.9,120.0,106.3,220.2,283.8,907.4,160.7,197.6
XF,258.2,45.9,48.5,25.2,173.2,285.4,46.2,139.9,144.0,136.3,107.2,169.3,222.7,245.4,779.5,1416.1,689.0,202.2,120.9,250.4,177.7,221.2,111.3,215.3,132.9,772.9,257.8,288.2,265.1,251.3,148.0,285.5,167.8,199.3,909.5,167.3,182.0,128.8,866.8,248.8,770.7,105.2,217.6,200.5,756.4,858.5,157.7,186.5,112.7,662.1,315.4,229.6,86.7,182.4,177.3,184.4,130.6,82.7,180.1,245.0,123.3,223.2,715.6,172.9,192.8,207.3,178.2,139.5,175.1,229.9,131.3,200.1,711.1,714.7,146.9,107.5,233.1,67.0,81.5,734.4,187.7,865.9,919.8,838.5,291.3,236.9,158.7,754.8,154.3,242.5,736.4,761.2,201.5,150.1,79.6,7.9,328.5,830.4,139.9,184.0,116.1,284.3,224.8,142.6,236.5,242.7,179.9,268.7,882.3,206.5,251.9,82.4,193.6,157.9,220.0,663.2,807.4,767.4,291.8,192.5,220.9,204.2,835.6,231.9,172.6,220.9,231.9,903.1,721.2,182.4,247.1,864.1,277.9,288.1,204.0,217.3,241.4,0.0,121.8,721.9,117.8,83.5,874.3,215.6,201.6,268.4,184.2,150.2,83.3,725.1,149.0,216.1
XH,242.1,105.1,95.0,99.9,154.3,244.1,139.8,121.9,244.3,222.6,101.7,201.3,217.7,196.3,879.8,1351.1,789.3,183.3,1.2,202.0,158.8,105.3,255.5,349.6,67.9,873.2,164.8,283.2,223.5,317.4,95.1,266.6,127.0,196.5,1009.8,72.1,61.7,78.1,967.1,229.9,871.0,196.0,112.9,147.5,856.7,962.3,245.2,167.6,93.8,762.4,263.7,211.5,231.6,163.5,158.4,179.4,112.6,60.0,298.9,226.1,273.7,198.4,815.9,308.0,173.9,267.3,244.3,55.3,133.5,180.8,197.4,138.4,811.4,815.0,126.2,91.2,253.0,200.8,176.7,834.7,69.2,966.2,1020.1,910.9,193.1,198.6,139.8,855.1,273.1,223.6,835.1,861.5,182.6,50.0,170.4,126.0,264.3,937.6,275.0,165.1,81.2,255.6,127.2,208.7,221.9,133.5,249.9,247.6,982.6,294.0,236.7,149.3,225.6,60.3,211.5,763.5,907.7,867.7,194.2,109.2,287.0,199.2,935.9,118.5,64.1,107.5,213.0,1008.3,826.1,133.1,242.1,915.1,259.0,176.3,95.5,305.9,199.7,133.6,0.0,789.5,187.1,235.0,974.6,106.4,152.5,187.0,86.6,132.2,170.8,825.4,27.1,174.5
XV,962.3,715.5,689.9,705.9,893.2,919.6,681.9,809.4,639.2,749.8,776.8,838.9,892.3,905.7,214.7,1052.4,129.9,913.8,761.3,910.7,889.3,806.1,710.7,794.5,726.6,340.8,812.4,957.8,904.8,752.5,817.6,981.2,837.4,868.9,472.0,806.2,777.4,798.4,404.0,918.4,205.9,718.7,798.3,870.0,357.1,369.6,832.4,898.2,822.1,97.3,949.5,899.2,694.8,852.0,846.9,854.0,800.1,752.3,694.6,959.1,722.7,924.0,150.8,766.5,904.4,633.3,707.5,809.1,829.2,899.4,660.6,836.7,127.7,149.9,816.4,695.7,902.7,656.0,699.4,169.6,773.0,414.9,462.8,273.7,819.2,850.4,828.3,190.0,668.8,912.1,98.2,322.8,871.1,738.3,693.1,695.2,951.4,265.6,738.2,893.9,785.6,936.9,813.0,671.9,940.6,819.3,660.4,938.3,419.5,802.1,921.5,695.9,863.2,746.1,889.6,98.4,242.6,202.6,880.0,813.3,678.9,873.8,372.8,786.0,799.7,809.7,901.5,453.1,75.1,851.9,916.7,271.6,951.5,821.7,784.7,707.4,892.3,693.4,762.2,0.0,647.1,698.2,424.3,792.2,871.1,787.7,772.4,819.7,711.5,86.9,772.1,870.2
XW,387.9,153.2,120.9,141.1,330.9,310.3,72.6,247.1,72.4,183.0,214.5,299.3,330.0,339.2,707.9,1327.2,617.4,299.4,156.2,322.3,274.9,198.2,178.7,165.6,121.5,701.3,237.9,353.9,295.5,130.2,211.2,382.7,228.1,320.0,837.9,201.1,168.1,221.0,795.2,346.0,699.1,160.6,192.8,272.3,684.8,783.6,151.1,281.9,209.9,594.7,340.2,299.0,44.4,279.6,274.5,291.7,237.8,190.0,108.5,346.4,151.3,321.9,648.2,124.0,290.0,109.1,60.3,171.4,266.9,306.9,13.4,227.4,639.5,643.1,254.1,86.4,337.0,93.7,137.1,662.8,163.7,794.3,848.2,766.9,258.6,288.1,255.9,683.2,82.7,339.7,664.8,689.6,298.7,129.0,130.8,112.4,342.1,758.8,91.0,331.6,226.5,327.6,203.7,24.7,362.0,210.0,65.9,351.0,810.7,173.2,308.7,133.6,319.1,138.3,327.6,591.6,740.0,695.8,270.7,204.0,99.8,311.5,764.0,211.4,190.4,200.4,329.1,840.6,652.4,249.2,350.5,792.5,393.4,252.8,179.6,121.9,283.0,115.8,152.9,650.3,0.0,51.0,802.7,182.9,295.4,267.7,163.1,257.4,161.5,655.3,162.8,312.1
YB,422.0,209.7,193.7,213.9,406.6,383.1,145.4,319.9,86.2,258.9,271.0,333.1,386.5,412.0,721.7,1341.0,631.2,366.0,224.8,384.7,341.5,269.6,161.7,200.3,190.1,715.1,310.7,422.5,368.3,168.1,311.8,449.3,300.9,392.8,851.7,269.7,240.9,292.6,809.0,412.6,712.9,229.2,261.8,345.1,698.6,800.7,139.0,350.3,276.5,604.3,413.0,367.6,3.1,346.2,341.1,348.2,310.6,246.5,122.3,408.8,145.7,416.7,657.8,89.3,356.6,131.0,95.0,244.2,339.7,379.7,53.3,300.2,653.3,656.9,286.7,159.2,409.8,166.5,209.9,676.6,236.5,808.1,862.0,780.7,331.4,363.8,322.5,697.0,96.5,406.3,678.6,703.4,365.3,201.8,203.6,181.0,414.9,772.6,56.3,407.3,296.1,400.4,276.5,64.6,400.3,282.8,88.1,423.8,824.5,206.3,381.5,190.1,357.4,209.6,383.8,605.4,749.6,709.6,343.5,276.8,124.9,368.0,777.8,284.2,263.2,273.2,395.7,845.3,663.4,315.8,410.9,806.3,464.9,325.6,248.2,159.5,355.8,188.6,225.7,664.1,43.8,0.0,816.5,255.7,338.2,336.3,235.9,330.2,144.5,667.3,235.6,380.7
YC,1120.2,907.9,852.1,868.1,1057.7,1081.8,844.1,971.6,801.4,912.0,969.2,1031.3,1084.7,1067.9,217.0,1072.4,349.0,1064.2,923.5,1072.9,1039.7,968.3,910.2,785.5,888.8,101.5,1009.4,1150.2,1067.0,743.5,1010.0,1147.5,1029.8,1061.3,91.7,968.4,939.6,990.8,74.1,1110.8,229.3,880.9,960.5,1021.6,117.8,69.3,823.4,1062.7,974.7,307.0,1111.7,1091.6,909.8,1044.4,1039.3,1046.4,962.3,944.7,841.5,1107.0,894.2,1085.2,292.0,835.4,1054.8,795.5,817.1,1001.5,991.4,1056.2,864.0,998.9,333.3,384.9,978.6,857.9,1095.1,818.2,861.6,249.2,935.2,11.6,102.0,168.5,1030.1,1012.5,1020.7,237.1,867.8,1104.5,325.1,140.0,1063.5,900.5,855.3,857.4,1113.6,195.5,863.7,1068.5,947.8,1146.3,975.2,852.7,1098.5,981.5,876.3,1130.7,97.3,793.1,1113.9,888.3,1055.6,908.3,1082.0,339.4,192.7,249.7,1042.2,975.5,903.5,1066.2,78.5,982.9,961.9,971.9,1093.9,28.8,349.5,1014.0,1109.1,154.7,1113.6,1024.3,946.9,859.3,1103.4,855.6,924.4,398.9,880.5,913.2,0.0,954.4,1033.3,1072.0,934.6,981.9,842.7,337.6,934.3,1032.4
YG,214.0,182.8,193.5,208.2,239.2,145.2,157.9,191.9,262.4,312.7,186.6,134.2,178.3,227.7,897.9,1393.5,807.4,192.1,120.8,231.3,216.6,47.4,273.6,367.7,129.4,891.3,65.3,184.6,130.4,335.5,180.0,218.0,45.0,136.9,1027.9,73.0,62.0,114.9,985.2,220.4,889.1,281.6,57.6,148.4,874.8,998.7,353.2,252.5,178.7,780.5,175.1,139.9,249.7,253.8,243.3,140.0,201.6,144.9,317.0,264.4,285.6,160.8,834.0,326.1,201.5,267.4,262.4,140.2,220.9,138.5,215.5,66.8,829.5,833.1,153.3,109.3,171.9,218.9,262.3,852.8,83.0,984.3,1038.2,951.1,75.6,283.5,224.7,873.2,291.2,226.0,875.3,879.6,263.5,68.1,256.0,193.5,177.0,977.8,293.1,250.0,183.0,162.5,38.6,226.8,193.8,27.0,264.1,185.9,1000.7,375.3,143.6,227.0,158.5,60.1,246.2,781.6,978.7,885.8,105.6,20.9,305.1,159.8,954.0,84.5,62.5,78.3,207.3,1021.5,899.7,189.2,185.4,955.3,312.1,87.7,49.3,349.9,128.1,201.1,121.7,831.9,202.0,253.1,992.7,0.0,166.8,98.4,30.0,181.6,248.5,887.8,84.4,179.9
YM,124.3,134.9,218.2,197.7,117.0,242.9,257.8,61.6,301.0,246.0,97.0,80.3,179.1,66.6,936.5,1452.9,846.0,73.9,157.0,71.6,74.9,163.8,260.2,332.6,169.7,960.7,219.7,258.9,216.2,345.3,137.8,143.0,114.1,43.9,1097.3,105.7,139.3,86.1,1054.6,132.7,927.7,224.0,156.0,28.1,944.2,1046.3,275.0,130.3,107.7,819.1,286.1,177.3,243.7,96.4,101.5,140.8,71.3,105.0,333.2,119.5,272.2,85.8,872.6,284.4,66.5,387.8,325.3,129.3,77.8,28.2,316.3,151.2,868.1,871.7,69.5,210.1,116.4,206.0,175.6,891.4,199.4,1053.7,1107.6,991.6,237.6,161.3,102.5,911.8,311.3,126.4,893.4,949.0,114.9,168.9,189.3,219.5,272.7,987.4,312.3,127.8,86.6,239.2,190.8,327.6,102.6,189.0,302.9,207.2,1070.1,323.8,203.0,179.1,100.5,160.9,112.5,820.2,964.4,924.4,234.3,138.8,340.7,189.2,1023.4,204.9,111.0,194.7,113.0,1090.9,878.2,22.3,227.8,1012.6,152.4,239.2,142.4,349.5,189.1,211.5,155.8,891.3,302.8,240.5,1062.1,161.9,0.0,209.1,148.1,51.3,200.6,882.1,164.4,49.1
YO,205.4,234.7,268.7,283.4,342.6,160.0,233.1,219.2,233.1,352.2,261.8,158.0,163.5,262.0,893.0,1350.9,773.3,214.3,196.0,253.5,238.8,120.7,348.8,418.7,180.9,877.0,76.1,199.4,139.4,386.5,255.2,258.2,138.2,170.5,1013.6,134.8,137.2,190.1,970.9,260.6,872.7,325.6,124.1,210.2,860.5,904.0,386.2,325.9,253.9,746.4,177.1,122.1,324.9,278.3,281.1,132.4,233.2,220.1,323.3,301.4,401.9,196.0,799.9,371.7,223.7,324.0,346.9,215.4,255.2,186.2,290.7,105.9,795.4,799.0,205.2,184.5,155.9,294.1,306.3,818.7,152.7,970.0,1023.9,852.6,83.5,386.9,299.9,839.1,306.7,266.2,776.8,865.3,296.8,143.3,300.0,268.7,179.0,879.3,359.6,353.4,241.3,171.5,98.2,302.0,195.3,104.9,328.3,152.0,986.4,426.3,147.8,278.9,145.1,133.7,268.0,747.5,880.2,851.7,107.6,114.1,272.8,134.0,939.7,137.8,128.3,148.0,247.5,1012.1,801.2,236.9,172.6,856.8,334.3,53.2,119.0,306.4,115.6,276.3,196.9,750.6,280.4,328.3,978.4,109.9,214.5,0.0,105.2,243.4,300.4,787.3,159.6,214.2
