from_stop,AA,AB,AI,AK,AM,AP,AZ,BB,BC,BD,BK,BQ,BW,BY,CC,CR,CT,CV,CW,CY,DD,DV,DX,EB,EC,EE,EI,EM,FB,FL,FW,FY,GB,GC,GJ,GK,GM,GN,GW,GX,HA,HB,HD,HF,HP,HS,HZ,IC,IK,IO,IR,IT,IU,IW,IX,JA,JB,JC,JH,JS,JU,KB,KH,KI,KJ,KP,KV,KW,LD,LP,LQ,LY,MA,MC,MD,MG,MI,MJ,MY,NA,NG,NM,NN,NQ,NU,NW,OA,OE,OI,OP,OQ,OW,OZ,PA,PB,PD,PJ,PN,PQ,PS,PV,QC,QD,QH,QJ,QL,QT,QW,RI,RQ,RS,RV,RX,SB,SE,SF,SK,SM,SR,SS,TD,TG,TI,TS,TZ,UD,UJ,UO,UT,UY,UZ,VD,VI,VK,VM,VQ,VR,VX,WB,WD,WE,WK,XC,XG,XJ,XK,XP,XQ,XV,XZ,YB,YK,YL,YQ,YX,ZA,ZH,ZX
UD,321.9,318.4,111.4,210.6,191.7,257.8,170.9,121.6,193.0,215.7,315.2,190.1,143.7,233.0,312.4,880.2,408.0,295.3,349.9,847.3,271.6,204.0,201.6,292.5,211.0,186.2,926.1,548.4,937.7,238.9,188.0,155.2,190.6,880.2,827.6,225.7,212.0,305.1,229.4,212.2,139.7,225.7,304.2,224.6,223.4,156.0,181.4,194.8,126.9,187.0,442.6,862.1,146.0,185.2,180.2,342.2,179.5,206.1,223.3,243.2,737.4,211.6,823.0,875.6,248.9,162.2,869.2,75.6,159.7,773.0,152.2,134.5,323.5,160.6,196.1,210.0,185.2,233.4,132.8,811.4,961.6,143.6,895.9,170.7,410.1,177.0,311.8,214.2,430.3,285.3,449.6,171.7,181.9,470.5,223.6,304.8,304.4,198.3,220.1,131.4,121.4,184.1,515.9,169.0,850.0,251.4,253.2,224.8,187.2,901.5,242.6,84.8,212.1,255.2,163.4,158.3,253.0,238.6,190.0,878.6,146.0,873.6,218.9,180.5,272.7,0.0,213.1,129.6,927.3,240.1,219.7,27.2,127.5,227.7,202.3,531.1,200.2,160.4,244.5,308.6,32.5,158.9,822.5,179.7,896.4,909.7,538.6,165.9,230.0,217.0,140.4,905.1,246.8,191.9,1071.1,835.0,134.3,442.7
UJ,343.7,340.2,140.8,232.4,218.9,119.5,192.7,148.8,220.2,237.5,176.9,217.3,202.3,260.2,174.1,902.0,453.2,322.5,371.7,869.1,133.3,241.7,132.9,157.8,256.2,263.5,947.9,593.6,959.5,266.1,234.9,60.4,25.0,902.0,849.4,252.9,248.2,332.3,235.7,17.1,188.0,263.0,331.4,72.2,224.8,231.9,203.2,253.4,172.1,232.2,487.8,883.9,191.2,243.8,225.4,203.9,152.9,236.9,85.0,265.0,759.2,93.5,844.8,897.4,270.7,220.8,891.0,133.1,128.8,794.8,229.5,83.2,185.2,187.8,254.7,89.7,243.8,260.6,160.0,833.2,983.4,211.3,917.7,229.3,455.3,204.2,333.6,259.4,475.5,312.5,494.8,85.8,203.7,515.7,283.1,326.6,166.1,80.2,84.8,184.0,125.2,205.9,561.1,214.2,871.8,127.5,114.9,296.7,95.7,923.3,186.8,123.0,233.9,187.9,71.2,76.3,304.0,43.5,231.9,900.4,173.2,888.1,240.7,228.4,299.9,219.3,0.0,151.4,949.1,267.3,246.9,193.2,91.5,195.2,247.5,576.3,227.4,206.3,120.6,170.3,186.8,180.7,844.3,35.9,918.2,931.5,583.8,208.3,186.2,252.2,199.0,926.9,253.1,219.1,979.2,856.8,192.9,487.9
UO,192.2,188.7,83.1,80.9,177.6,259.5,70.6,129.3,178.9,86.0,316.9,188.9,100.7,218.9,314.1,750.5,415.2,281.2,220.2,717.6,273.3,203.7,206.7,297.8,218.2,175.5,796.4,555.6,808.0,224.8,195.2,86.9,122.3,750.5,697.9,224.5,206.9,291.0,236.6,160.8,36.5,197.6,290.1,147.2,230.6,161.8,81.1,121.7,134.1,194.2,449.8,732.4,153.2,124.2,187.4,343.9,186.7,208.5,225.0,113.5,607.7,93.1,693.3,745.9,119.2,101.2,739.5,63.0,166.9,643.3,141.5,66.2,302.1,159.4,123.0,217.2,112.1,241.6,131.6,681.7,831.9,141.2,766.2,127.7,417.3,175.8,182.1,221.4,437.5,271.2,456.8,103.4,81.6,477.7,241.8,175.1,306.1,108.3,224.8,102.7,73.1,54.4,523.1,176.2,720.3,267.5,254.9,258.7,95.2,771.8,249.8,52.9,70.7,262.4,170.6,165.5,152.5,175.9,80.4,748.9,144.8,736.6,89.2,190.4,258.6,149.2,147.4,0.0,797.6,238.9,205.6,123.1,59.2,234.9,209.5,538.3,199.6,168.3,260.6,310.3,116.7,29.2,692.8,111.4,766.7,780.0,545.8,56.8,237.2,214.2,79.4,775.4,254.0,190.7,952.8,705.3,73.3,449.9
UT,587.2,498.6,654.8,488.8,645.1,792.3,569.1,656.6,646.4,483.7,822.5,585.0,617.1,686.4,844.8,86.5,634.2,748.7,615.2,124.8,893.8,732.8,797.8,819.0,702.2,682.9,47.6,734.7,447.6,692.3,695.6,658.6,694.0,170.4,139.6,659.5,674.4,758.5,737.0,732.5,597.3,607.2,757.6,718.9,731.0,733.5,557.6,644.8,689.8,678.2,668.8,372.0,742.2,635.1,716.5,822.3,777.8,643.5,854.2,510.3,247.3,664.8,159.9,114.8,516.0,658.1,379.1,634.7,731.3,164.9,671.3,637.9,779.9,670.7,622.8,833.5,611.9,667.2,644.0,121.6,34.2,712.9,67.1,639.3,636.3,687.1,577.1,659.7,656.5,738.7,675.8,675.1,588.6,696.7,731.1,570.1,810.7,680.0,829.1,662.9,644.8,515.3,702.2,729.5,162.0,799.5,875.4,720.2,666.9,207.0,750.2,624.6,527.9,762.8,735.0,729.9,652.3,747.6,580.2,190.6,630.7,110.1,525.8,670.8,726.1,755.9,719.1,571.6,0.0,673.9,673.1,694.8,630.9,784.1,709.8,717.4,667.1,757.3,806.4,794.8,723.4,540.5,152.6,683.1,117.5,116.0,701.0,604.3,737.6,714.2,640.2,100.8,754.4,625.7,1217.9,344.9,634.1,629.0
UY,362.4,358.9,213.4,251.1,117.4,297.5,272.9,124.7,121.0,256.2,354.9,72.0,173.8,122.2,352.1,829.4,472.4,170.9,390.4,796.5,311.3,209.0,241.3,332.2,275.4,191.2,875.3,612.8,886.9,128.1,252.4,257.2,277.9,829.4,776.8,14.3,151.8,180.7,293.8,251.9,194.6,117.7,179.8,307.0,287.8,275.7,283.4,112.9,184.6,251.4,507.0,811.3,207.8,165.8,224.3,381.9,219.2,62.6,263.0,283.7,686.6,313.6,772.2,824.8,289.4,188.4,818.4,177.6,199.4,722.2,139.4,236.5,363.2,138.8,153.5,249.7,122.3,63.4,112.1,760.6,910.8,263.3,845.1,229.7,474.5,155.2,352.3,278.6,494.7,160.9,514.0,273.7,283.9,534.9,131.5,345.3,344.1,300.3,259.8,131.0,225.3,224.6,580.3,212.9,803.4,291.1,292.9,289.2,289.2,850.7,307.0,186.8,240.9,281.3,203.1,198.0,216.4,278.3,219.7,827.8,98.8,822.8,259.4,244.9,148.3,224.0,252.8,231.6,876.5,0.0,129.7,217.0,229.5,267.4,152.8,595.5,135.2,250.9,284.2,348.3,191.5,244.4,771.7,288.8,845.6,858.9,603.0,220.8,258.4,160.8,153.6,854.3,311.2,38.3,1173.1,784.2,159.4,507.1
UZ,343.4,339.9,220.6,232.1,37.9,296.5,263.1,123.7,65.7,237.2,353.9,90.6,154.8,43.5,351.1,848.0,407.3,105.8,371.4,815.1,310.3,136.9,256.3,334.8,210.3,172.2,893.9,547.7,905.5,49.4,187.3,264.4,276.9,848.0,795.4,126.2,72.3,115.6,228.7,250.9,206.4,136.8,114.7,306.0,222.7,282.9,251.6,93.9,161.6,186.3,441.9,829.9,102.0,146.8,159.2,380.9,236.3,99.9,262.0,264.7,705.2,320.8,790.8,843.4,270.4,169.8,837.0,184.8,198.4,740.8,120.4,243.7,362.2,123.5,134.5,248.7,103.3,66.2,111.1,779.2,929.4,262.3,863.7,210.7,409.4,108.2,333.3,213.5,429.6,95.8,448.9,280.9,291.1,469.8,66.4,326.3,343.1,307.5,261.8,130.0,230.6,205.6,515.2,128.1,817.8,291.2,291.9,250.8,296.4,869.3,241.9,194.0,221.9,254.5,202.1,197.0,197.4,277.3,200.7,846.4,97.8,834.1,240.4,182.5,83.2,231.2,251.8,238.8,895.1,129.7,0.0,224.2,236.7,284.5,87.7,530.4,86.4,145.8,301.3,347.3,198.7,211.9,790.3,287.8,864.2,877.5,537.9,224.8,229.3,41.0,152.6,872.9,246.1,92.4,1166.2,802.8,158.4,442.0
VD,294.9,291.4,84.4,183.6,183.8,249.9,143.9,113.7,185.1,188.7,307.3,182.2,116.7,225.1,304.5,853.2,400.1,287.4,322.9,820.3,263.7,196.1,191.6,288.2,203.1,178.3,899.1,540.5,910.7,231.0,180.1,128.2,163.6,853.2,800.6,217.8,204.1,297.2,221.5,204.3,112.7,243.7,296.3,197.6,215.5,128.7,154.4,167.8,119.0,179.1,434.7,835.1,138.1,158.2,172.3,334.3,171.6,201.8,215.4,216.2,710.4,184.6,796.0,848.6,221.9,135.2,842.2,48.6,151.8,746.0,144.3,107.5,315.6,152.7,169.1,202.1,158.2,225.5,124.9,784.4,934.6,108.1,868.9,143.7,402.2,169.1,284.8,206.3,422.4,277.4,441.7,144.7,154.9,462.6,215.7,277.8,296.5,171.3,215.2,136.7,94.4,157.1,508.0,161.1,823.0,243.5,245.3,243.6,160.2,874.5,234.7,57.8,185.1,247.3,155.5,150.4,226.0,226.3,163.0,851.6,138.1,839.3,191.9,175.3,264.8,27.2,188.7,102.6,900.3,232.2,211.8,0.0,100.5,219.8,194.4,523.2,192.3,153.2,236.6,300.7,59.8,131.9,795.5,152.7,869.4,882.7,530.7,138.9,222.1,199.1,113.4,878.1,238.9,184.0,1044.1,808.0,107.3,434.8
VI,252.1,248.6,49.2,140.8,177.4,207.7,101.1,107.3,178.7,145.9,265.1,175.8,110.7,218.7,262.3,810.4,393.7,281.0,280.1,777.5,221.5,189.7,185.2,246.0,196.7,171.9,856.3,534.1,867.9,224.6,173.7,27.6,63.0,810.4,757.8,211.4,197.7,290.8,215.1,105.3,96.4,211.4,289.9,97.0,209.1,140.3,111.6,161.8,112.6,172.7,428.3,792.3,131.7,152.2,165.9,292.1,165.2,195.4,173.2,173.4,667.6,84.0,753.2,808.5,179.1,129.2,799.4,41.5,145.4,703.2,137.9,6.9,273.4,146.3,163.1,177.9,152.2,219.1,118.5,741.6,891.8,119.7,826.1,137.7,395.8,162.7,242.0,199.9,416.0,271.0,435.3,44.1,112.1,456.2,209.3,235.0,254.3,70.7,173.0,117.1,33.6,114.3,501.6,154.7,780.2,215.7,203.1,237.2,59.6,831.7,228.3,31.4,142.3,240.9,149.1,144.0,212.4,125.7,140.3,808.8,131.7,796.5,149.1,168.9,258.4,127.7,88.1,59.8,857.5,225.8,205.4,101.6,0.0,213.4,188.0,516.8,185.9,146.8,208.8,258.5,95.2,89.1,752.7,52.1,826.6,839.9,524.3,116.7,215.7,192.7,107.4,835.3,232.5,177.6,1001.3,765.2,101.3,428.4
VK,426.9,423.4,216.4,315.6,214.4,177.9,275.9,144.3,215.7,320.7,219.1,212.8,248.7,255.7,216.3,858.8,372.2,300.8,454.9,825.9,175.5,211.5,82.2,200.0,175.2,252.0,904.7,512.6,916.3,261.6,117.5,246.6,211.2,858.8,806.2,248.4,232.4,310.6,113.5,185.2,243.1,258.5,309.7,240.3,107.5,278.7,286.4,234.1,128.8,151.2,406.8,840.7,183.6,259.9,182.1,246.1,62.2,232.4,127.2,348.2,716.0,279.7,801.6,856.9,353.9,236.9,847.8,180.6,123.5,751.6,218.0,269.4,227.4,183.3,272.2,201.0,243.5,256.1,155.5,790.0,940.2,258.1,874.5,275.7,374.3,199.7,416.8,178.4,394.5,290.8,413.8,272.0,286.9,434.7,207.7,409.8,208.3,266.4,143.2,179.5,226.4,289.1,480.1,152.9,828.6,79.1,157.1,197.7,281.9,880.1,77.7,189.8,317.1,59.3,162.5,167.6,337.6,211.6,293.4,857.2,168.7,844.9,323.9,129.4,278.2,227.0,186.1,234.6,905.9,262.8,242.4,220.0,232.5,0.0,186.4,495.3,222.9,198.7,72.5,212.5,194.5,263.9,801.1,222.1,875.0,888.3,502.8,269.3,36.4,227.4,202.1,883.7,130.9,214.6,1103.7,813.6,207.9,406.9
VM,392.8,389.3,182.3,281.5,95.4,289.5,241.8,128.2,123.2,286.6,330.7,148.1,212.3,88.4,327.9,806.1,319.5,114.3,420.8,773.2,287.1,64.2,181.8,311.6,122.5,217.9,852.0,459.9,863.6,82.5,99.5,226.1,261.5,806.1,753.5,161.3,98.7,124.1,140.9,238.8,210.6,194.3,123.2,293.9,134.9,244.6,252.3,151.4,73.8,98.5,354.1,788.0,75.4,204.3,86.5,356.8,161.8,123.0,238.8,314.1,663.3,282.5,748.9,801.5,319.8,218.0,795.1,146.5,186.3,698.9,177.9,205.4,314.4,167.2,192.0,236.6,160.8,89.3,139.4,737.3,887.5,224.0,821.8,241.6,321.6,165.7,382.7,125.7,341.8,104.3,361.1,242.6,252.8,382.0,21.2,375.7,319.9,269.2,254.8,163.1,192.3,255.0,427.4,75.1,775.9,203.4,268.7,163.0,258.1,827.4,154.1,155.7,283.0,166.7,190.0,184.9,254.9,265.2,258.2,804.5,152.6,792.2,289.8,94.7,91.7,192.9,239.7,200.5,853.2,152.8,107.7,185.9,198.4,188.0,0.0,442.6,143.9,119.2,210.3,324.1,160.4,229.8,748.4,250.6,822.3,835.6,450.1,236.8,141.5,93.7,183.2,831.0,158.3,141.0,1078.4,760.9,189.0,354.2
VQ,619.1,615.6,408.6,507.8,415.6,402.6,468.1,354.5,425.9,512.9,432.8,423.0,440.9,408.6,455.1,768.5,169.6,434.5,647.1,735.6,504.1,350.6,408.1,429.3,312.5,444.2,814.4,12.2,826.0,402.7,305.9,452.4,487.8,768.5,715.9,458.6,418.5,444.3,347.3,465.1,436.9,468.7,443.4,520.2,341.3,470.9,478.6,458.8,300.1,288.5,204.2,750.4,352.5,467.3,326.8,432.6,388.1,442.6,464.5,540.4,625.7,508.8,711.3,763.9,546.1,444.3,757.5,372.8,412.6,661.3,410.2,431.7,390.2,393.5,479.6,443.8,468.2,409.5,365.7,699.7,849.9,450.3,784.2,467.9,246.6,409.9,609.0,270.0,108.3,424.5,211.2,468.9,479.1,232.1,341.4,602.0,421.0,495.5,439.4,389.4,418.6,481.3,16.4,339.8,738.3,409.8,485.7,330.5,484.4,789.8,360.5,382.0,509.3,373.1,416.3,411.2,550.2,491.5,487.2,766.9,378.9,754.6,516.1,281.1,411.9,419.2,466.0,426.8,815.6,473.0,427.9,412.2,424.7,394.4,320.1,0.0,433.1,367.6,416.7,405.1,386.7,456.1,710.8,476.9,784.7,798.0,71.0,463.1,347.9,413.5,409.5,793.4,364.7,424.8,1154.2,723.3,415.3,86.4
VR,339.1,335.6,175.0,227.8,40.1,259.1,234.5,86.3,21.9,232.9,316.5,86.3,150.5,81.4,313.7,843.7,427.3,143.7,367.1,810.8,272.9,174.2,200.8,297.4,230.3,167.9,889.6,567.7,901.2,87.3,207.3,218.8,239.5,843.7,791.1,121.9,69.4,153.5,248.7,213.5,156.2,132.5,152.6,268.6,242.7,237.3,245.0,89.6,146.2,206.3,461.9,825.6,125.4,142.5,189.5,343.5,180.8,105.9,224.6,260.4,700.9,275.2,786.5,841.8,266.1,150.0,832.7,139.2,161.0,736.5,116.1,198.1,324.8,37.1,130.2,211.3,99.0,104.1,73.7,774.9,925.1,216.7,859.4,206.4,429.4,21.8,329.0,233.5,449.6,133.7,468.9,235.3,245.5,489.8,104.3,322.0,305.7,261.9,224.4,92.6,185.0,201.3,535.2,151.5,813.5,252.7,254.5,270.8,250.8,865.0,261.3,148.4,217.6,242.9,164.7,159.6,193.1,239.9,196.4,842.1,65.8,829.8,236.1,202.5,121.1,185.6,214.4,193.2,890.8,136.3,68.1,178.6,191.1,229.0,125.6,550.4,0.0,169.2,245.8,309.9,153.1,206.0,786.0,250.4,859.9,873.2,557.9,182.4,220.0,109.2,115.2,868.6,266.1,88.1,1134.7,798.5,121.0,462.0
VX,355.2,351.7,144.7,243.9,140.1,246.8,204.2,90.6,168.5,249.0,304.2,159.1,177.0,166.5,301.4,857.2,370.6,219.6,383.9,824.3,260.6,107.0,182.7,281.5,173.6,180.3,903.1,511.0,914.7,172.4,150.6,188.5,223.9,857.2,804.6,194.7,100.8,229.4,192.0,201.2,173.0,204.8,228.5,256.3,186.7,207.0,214.7,194.9,89.5,149.6,405.2,839.8,34.8,203.4,121.6,331.2,159.9,178.7,212.3,276.5,714.4,244.9,800.0,856.0,282.2,180.4,846.2,108.9,148.7,750.0,146.3,167.8,312.5,129.6,215.7,199.0,204.3,189.2,101.8,788.4,938.6,194.6,872.9,204.0,372.7,146.0,345.8,176.8,392.9,209.6,412.2,205.0,215.2,433.1,126.5,338.1,293.4,231.6,209.1,125.2,156.6,220.6,478.5,83.6,831.2,232.5,242.2,187.4,220.5,878.5,198.8,118.8,245.4,217.8,153.2,147.3,286.3,227.6,223.3,856.3,115.0,850.6,252.2,143.1,197.0,155.3,202.1,162.9,904.3,209.1,136.9,148.3,160.8,208.1,100.3,493.7,169.2,0.0,224.9,297.6,122.8,192.2,799.5,208.7,873.4,886.7,501.2,199.9,192.6,105.8,145.6,882.1,209.4,160.9,1104.4,812.0,151.4,405.3
WB,433.7,430.2,223.2,322.4,221.2,105.3,282.7,151.1,222.5,327.5,146.5,219.6,255.5,262.5,143.7,891.1,404.5,324.8,461.7,858.2,102.9,218.3,34.9,127.4,207.5,258.8,937.0,544.9,948.6,268.4,136.9,174.0,138.6,891.1,838.5,255.2,239.2,334.6,115.0,112.6,249.9,265.3,333.7,167.7,104.1,285.5,293.2,240.9,135.6,183.5,439.1,873.0,190.4,266.7,188.9,173.5,54.9,239.2,54.6,355.0,748.3,207.1,833.9,889.2,360.7,243.7,880.1,187.4,104.9,783.9,224.8,196.8,154.8,190.1,279.0,128.4,250.3,262.9,162.3,822.3,972.5,264.9,906.8,282.5,406.6,206.5,423.6,210.7,426.8,314.8,446.1,199.4,293.7,467.0,238.5,416.6,135.7,193.8,70.6,186.3,238.8,295.9,512.4,159.7,860.9,6.8,84.5,230.0,209.3,912.4,66.1,196.6,323.9,67.2,89.9,95.0,344.4,139.0,300.2,889.5,175.5,877.2,330.7,161.7,302.2,233.8,113.5,241.4,938.2,269.6,249.2,226.8,205.1,82.5,212.3,527.6,229.7,205.5,0.0,139.9,201.3,270.7,833.4,149.5,907.3,920.6,535.1,276.1,88.2,234.2,208.9,916.0,132.4,221.4,1031.1,845.9,214.7,439.2
WD,497.4,493.9,307.2,386.1,305.2,95.1,364.4,235.1,306.5,391.2,27.6,303.6,339.5,346.5,80.2,884.1,397.5,408.8,525.4,851.2,107.2,328.6,152.2,63.9,337.0,342.8,930.0,537.9,941.6,352.4,254.2,243.7,208.3,884.1,831.5,339.2,334.5,418.6,255.0,182.3,341.7,349.3,417.7,237.4,244.1,369.5,374.9,324.9,252.9,313.0,432.1,866.0,277.5,350.7,306.2,27.4,172.2,323.2,105.2,418.7,741.3,276.8,826.9,882.2,424.4,327.7,873.1,271.4,205.3,776.9,308.8,266.5,14.8,274.1,363.0,136.3,334.3,346.9,246.3,815.3,965.5,348.9,899.8,366.5,399.6,290.5,487.3,340.2,419.8,398.8,439.1,269.1,375.4,460.0,355.8,480.3,72.2,263.5,131.9,270.3,308.5,359.6,505.4,277.0,853.9,146.8,88.8,366.8,279.0,905.4,206.1,280.6,375.9,207.2,157.5,162.6,428.4,208.7,385.6,882.5,259.5,870.2,394.4,298.5,386.2,317.8,183.2,305.1,931.2,353.6,333.2,310.8,274.8,214.5,329.6,520.6,313.7,292.6,139.9,0.0,285.3,334.4,826.4,219.2,900.3,913.6,528.1,362.0,205.5,351.5,292.9,909.0,272.4,305.4,925.5,838.9,298.7,432.2
WE,289.4,285.9,78.9,178.1,159.2,225.3,138.4,89.1,160.5,183.2,282.7,157.6,111.2,200.5,279.9,847.7,375.5,262.8,317.4,814.8,239.1,171.5,167.0,263.6,178.5,153.7,893.6,515.9,905.2,206.4,155.5,122.7,158.1,847.7,795.1,193.2,179.5,272.6,196.9,179.7,107.2,193.2,271.7,192.1,190.9,141.2,148.9,162.3,94.4,154.5,410.1,829.6,113.5,152.7,147.7,309.7,147.0,177.2,190.8,210.7,704.9,179.1,790.5,843.1,216.4,129.7,836.7,43.1,127.2,740.5,119.7,102.0,291.0,128.1,163.6,177.5,152.7,200.9,100.3,778.9,929.1,120.6,863.4,138.2,377.6,144.5,279.3,181.7,397.8,252.8,417.1,139.2,149.4,438.0,191.1,272.3,271.9,165.8,190.6,98.9,88.9,151.6,483.4,136.5,817.5,218.9,220.7,219.0,154.7,869.0,210.1,52.3,179.6,222.7,130.9,125.8,220.5,206.1,157.5,846.1,113.5,833.8,186.4,150.7,240.2,32.5,180.6,97.1,894.8,207.6,187.2,59.8,95.0,195.2,169.8,498.6,167.7,128.6,212.0,276.1,0.0,126.4,790.0,147.2,863.9,877.2,506.1,133.4,197.5,174.5,107.9,872.6,214.3,159.4,1038.6,802.5,101.8,410.2
WK,162.9,159.4,114.2,51.6,148.3,290.6,82.6,149.5,149.6,56.7,348.0,164.7,88.0,189.6,345.2,721.2,446.3,251.9,190.9,688.3,304.4,234.8,237.8,328.9,249.3,153.8,767.1,586.7,778.7,195.5,226.3,118.0,153.4,721.2,668.6,200.3,177.6,261.7,267.7,191.9,56.7,168.3,260.8,178.3,261.7,192.9,71.1,92.4,165.2,225.3,480.9,703.1,184.3,106.0,218.5,375.0,217.8,184.3,256.1,84.2,578.4,124.2,664.0,716.6,89.9,129.0,710.2,94.1,198.0,614.0,131.9,97.3,333.2,191.9,93.7,248.3,82.8,212.3,165.2,652.4,802.6,172.3,736.9,110.2,448.4,192.1,152.8,252.5,468.6,241.9,487.9,134.5,112.7,508.8,212.5,145.8,337.2,139.4,255.9,122.9,104.2,25.1,554.2,207.3,691.0,298.6,286.0,289.8,126.3,742.5,280.9,84.0,41.4,293.5,201.7,196.6,123.2,207.0,51.1,719.6,151.9,707.3,59.9,221.5,229.3,180.3,178.5,31.0,768.3,214.7,176.3,154.2,90.3,266.0,233.8,569.4,170.3,199.4,291.7,341.4,147.8,0.0,663.5,142.5,737.4,750.7,576.9,75.2,268.3,217.4,99.6,746.1,285.1,166.5,983.9,676.0,93.5,481.0
XC,634.3,545.7,790.5,535.9,692.2,784.5,616.2,736.4,693.5,530.8,814.7,632.1,664.2,790.5,837.0,165.5,626.4,816.4,662.3,79.2,886.0,732.5,790.0,811.2,694.4,730.0,165.2,726.9,329.4,784.6,687.8,705.7,741.1,165.5,112.9,706.6,721.5,826.2,729.2,779.6,644.4,654.3,825.3,766.0,723.2,780.6,604.7,691.9,682.0,670.4,661.0,253.8,734.4,682.2,708.7,814.5,770.0,690.6,846.4,557.4,129.1,711.9,54.9,160.9,563.1,705.2,260.9,754.7,794.5,58.3,718.4,685.0,772.1,775.4,669.9,825.7,659.0,714.3,691.1,43.3,200.7,760.0,181.2,686.4,628.5,791.8,624.2,651.9,648.7,806.4,668.0,722.2,635.7,688.9,723.3,617.2,802.9,727.1,821.3,710.0,691.9,562.4,694.4,721.7,135.3,791.7,867.6,712.4,714.0,186.8,742.4,671.7,575.0,755.0,798.2,793.1,699.4,794.7,627.3,163.9,677.8,141.7,572.9,663.0,793.8,801.1,766.2,618.7,166.4,721.0,720.2,794.1,678.0,776.3,702.0,709.6,714.2,749.5,798.6,787.0,768.6,587.6,0.0,730.2,128.3,195.0,693.2,651.4,729.8,795.4,687.3,190.4,746.6,672.8,1210.1,226.7,681.2,621.2
XG,307.7,304.2,104.8,196.4,233.0,155.5,156.7,162.9,240.8,201.5,212.9,227.1,166.3,274.3,210.1,866.0,449.3,336.6,331.4,833.1,169.3,245.3,171.1,190.2,252.3,227.5,911.9,589.7,923.5,280.2,225.0,24.4,10.8,866.0,813.4,267.0,253.3,346.4,270.7,57.4,152.0,267.0,345.5,70.5,260.8,195.9,162.9,217.4,168.2,228.3,483.9,843.6,187.3,207.8,221.5,239.9,188.9,246.7,121.0,229.0,723.2,57.5,808.8,864.1,234.7,184.8,850.7,97.1,164.8,754.5,193.5,47.2,225.5,201.9,218.7,125.7,207.8,274.7,174.1,797.2,947.4,183.5,881.7,193.3,451.4,218.3,297.6,255.5,471.6,322.3,490.9,49.8,167.7,511.8,264.9,290.6,202.1,44.2,117.8,172.4,89.2,173.1,552.9,210.3,840.0,163.5,150.9,266.1,59.7,887.3,229.2,82.7,197.9,223.9,106.4,112.3,268.0,79.5,195.9,864.4,187.3,859.4,204.7,221.8,314.0,179.0,35.9,115.4,913.1,281.4,261.0,157.2,55.5,231.2,243.6,572.4,241.5,201.7,156.6,206.3,150.8,144.7,808.3,0.0,882.2,895.5,579.9,168.0,222.2,258.3,163.0,890.9,288.1,233.2,1015.2,816.5,156.9,484.0
XJ,574.5,485.9,642.1,476.1,632.4,779.6,556.4,643.9,633.7,471.0,809.8,572.3,604.4,673.7,832.1,121.1,621.5,736.0,602.5,91.3,881.1,720.1,785.1,806.3,689.5,670.2,100.9,722.0,414.1,679.6,682.9,645.9,681.3,137.7,106.9,646.8,661.7,745.8,724.3,719.8,584.6,594.5,744.9,706.2,718.3,720.8,544.9,632.1,677.1,665.5,656.1,338.5,729.5,622.4,703.8,809.6,765.1,630.8,841.5,497.6,213.8,652.1,126.4,116.5,503.3,645.4,345.6,622.0,718.6,132.2,658.6,625.2,767.2,658.0,610.1,820.8,599.2,654.5,631.3,88.1,136.4,700.2,136.8,626.6,623.6,674.4,564.4,647.0,643.8,726.0,663.1,662.4,575.9,684.0,718.4,557.4,798.0,667.3,816.4,650.2,632.1,502.6,689.5,716.8,129.3,786.8,862.7,707.5,654.2,174.3,737.5,611.9,515.2,750.1,722.3,717.2,639.6,734.9,567.5,157.9,618.0,77.4,513.1,658.1,713.4,743.2,706.4,558.9,102.1,661.2,660.4,682.1,618.2,771.4,697.1,704.7,654.4,744.6,793.7,782.1,710.7,527.8,119.1,670.4,0.0,150.6,688.3,591.6,724.9,701.5,627.5,146.0,741.7,613.0,1205.2,311.4,621.4,616.3
XK,629.5,540.9,697.1,531.1,687.4,834.6,611.4,698.9,688.7,526.0,864.8,627.3,659.4,728.7,887.1,41.9,676.5,791.0,657.5,185.1,936.1,782.6,840.1,861.3,744.5,725.2,144.5,777.0,456.7,734.6,737.9,700.9,736.3,164.6,133.8,701.8,716.7,800.8,779.3,774.8,639.6,649.5,799.9,761.2,773.3,775.8,599.9,687.1,732.1,720.5,711.1,381.1,784.5,677.4,758.8,864.6,820.1,685.8,896.5,552.6,256.4,707.1,215.6,83.9,558.3,700.4,388.2,677.0,773.6,159.1,713.6,680.2,822.2,713.0,665.1,875.8,654.2,709.5,686.3,181.9,130.2,755.2,51.3,681.6,678.6,729.4,619.4,702.0,698.8,781.0,718.1,717.4,630.9,739.0,773.4,612.4,853.0,722.3,871.4,705.2,687.1,557.6,744.5,771.8,156.2,841.8,917.7,762.5,709.2,201.2,792.5,666.9,570.2,805.1,777.3,772.2,694.6,789.9,622.5,184.8,673.0,114.1,568.1,713.1,768.4,798.2,761.4,613.9,108.1,716.2,715.4,737.1,673.2,826.4,752.1,759.7,709.4,799.6,848.7,837.1,765.7,582.8,212.9,725.4,177.8,0.0,743.3,646.6,779.9,756.5,682.5,32.3,796.7,668.0,1260.2,354.0,676.4,671.3
