from_stop,AF,AL,AS,AT,AV,AW,BS,BU,BZ,CD,CF,CJ,CN,CQ,CY,DD,DG,DH,DM,DN,DQ,DS,DT,DU,DZ,EA,EC,ED,EG,EI,EJ,EL,EP,EV,EW,EX,EZ,FF,FI,FL,FZ,GC,GH,GO,GY,HH,HJ,HO,HX,HY,IB,ID,IG,IJ,IQ,IR,IW,JE,JF,JH,JJ,JM,JN,JV,JX,KA,KF,KH,KT,KU,KW,LL,LN,LQ,LU,LV,MD,MF,MP,MR,NC,NG,NQ,NS,NT,NW,NY,OB,OC,OF,OI,OP,OR,OT,PB,PF,PH,PJ,PM,PR,PY,QE,QG,QJ,QX,RB,RJ,RY,RZ,SE,SU,SW,TE,TJ,TZ,UC,UG,UH,UN,UQ,UZ,VB,VG,VH,VO,VR,WD,WE,WF,WN,WQ,WS,WW,WZ,XB,XD,XW,XY,XZ,YB,YH,YN,YP,YS,YW,ZF,ZG,ZK,ZW,ZX
WS,47.9,45.4,436.7,849.7,970.0,163.3,740.7,383.6,239.3,282.4,260.2,458.0,292.7,216.2,30.7,261.1,456.3,260.0,200.4,416.7,479.2,734.4,189.8,17.9,389.5,948.4,402.3,350.5,732.3,328.2,50.7,638.0,996.6,432.9,423.0,587.7,616.7,261.0,494.7,318.2,547.8,498.3,167.8,77.4,530.4,195.7,267.4,626.0,234.8,871.0,976.7,377.6,817.6,293.1,331.9,557.6,319.9,597.1,599.9,191.3,305.2,603.5,294.1,210.5,145.2,688.8,303.5,321.1,218.0,325.4,732.1,351.3,832.6,773.1,422.1,516.4,290.0,553.0,402.9,179.6,77.3,821.7,281.2,206.4,618.2,316.0,734.3,580.5,656.9,270.9,576.7,321.3,561.8,754.9,324.4,568.6,717.6,264.1,317.7,155.2,291.8,316.9,708.0,205.1,538.8,99.7,1890.2,939.5,348.5,799.6,333.4,343.6,229.1,329.2,388.4,164.6,857.4,646.3,179.8,295.0,317.9,707.4,284.5,387.2,363.7,356.8,42.1,221.7,410.8,739.0,707.0,0.0,844.7,50.4,621.1,286.8,276.0,517.5,46.2,354.7,674.9,426.6,277.8,797.9,139.1,138.7,744.2,250.4,473.4,392.5
WW,815.6,909.1,602.6,132.4,287.7,961.7,185.6,549.5,730.3,773.4,1058.6,519.1,783.7,1019.0,894.4,703.9,822.9,1058.4,998.8,582.6,520.2,337.5,664.4,845.6,854.3,266.1,867.1,841.5,177.2,819.2,855.3,436.3,314.3,473.9,588.9,350.9,839.6,752.0,781.9,809.2,474.9,433.0,966.2,941.1,457.5,686.7,758.4,553.1,1033.2,59.2,294.4,842.4,65.5,784.1,822.9,806.0,810.9,453.6,419.5,989.7,796.2,447.2,785.1,701.5,943.6,288.2,794.5,806.9,709.0,635.6,375.1,842.3,82.1,90.8,588.0,443.5,781.0,825.8,869.9,722.0,907.1,71.2,577.5,748.8,378.7,780.8,202.3,853.3,286.6,588.0,419.9,812.3,499.5,208.3,815.4,841.4,320.7,755.1,808.7,643.6,782.8,807.9,311.1,747.5,447.9,898.1,1409.5,86.8,832.1,45.1,824.4,834.6,1030.3,820.2,879.4,653.0,12.6,338.7,978.2,786.0,808.9,189.2,740.9,553.1,829.7,821.6,899.5,764.1,901.8,192.4,178.4,863.6,0.0,880.2,401.9,683.5,622.0,790.3,903.6,845.7,357.4,592.5,768.8,99.5,734.8,937.1,354.8,798.0,532.4,857.3
WZ,74.5,57.2,467.0,880.0,1000.3,203.8,771.0,413.9,269.6,312.7,300.7,490.4,323.0,261.1,71.2,291.4,486.6,300.5,240.9,447.0,509.5,764.7,220.1,44.5,419.8,978.7,432.6,380.8,762.6,358.5,77.3,668.3,1026.9,463.2,453.3,618.0,647.0,291.3,525.0,348.5,578.1,528.6,208.3,70.9,560.7,226.0,297.7,656.3,275.3,901.3,1007.0,407.9,847.9,323.4,362.2,587.9,350.2,627.4,630.2,231.8,335.5,633.8,324.4,240.8,185.7,715.4,333.8,346.2,248.3,355.7,761.4,381.6,862.9,803.4,452.4,546.7,320.3,583.3,435.4,209.9,26.8,852.0,311.5,236.7,648.5,346.3,764.6,610.8,687.2,301.2,541.1,351.6,602.7,785.2,354.7,598.9,747.9,294.4,348.0,184.3,322.1,347.2,738.3,235.4,569.1,140.2,1920.5,969.8,371.4,829.9,363.7,373.9,272.4,359.5,418.7,191.2,887.7,676.6,220.3,325.3,348.2,737.7,310.3,417.5,395.2,387.1,82.6,252.0,441.1,769.3,737.3,40.4,875.0,0.0,651.4,317.1,306.3,547.8,86.7,385.0,705.2,456.9,308.1,828.2,169.4,179.2,782.0,285.9,503.7,422.8
XB,605.2,698.7,392.2,371.1,485.8,751.9,262.1,339.1,519.9,563.0,848.2,308.7,573.3,808.6,684.0,493.5,608.0,848.0,788.4,372.2,309.8,192.0,454.0,635.2,643.9,464.2,656.7,631.1,253.7,608.8,644.9,167.9,494.4,263.5,378.5,82.5,624.7,541.6,567.0,598.8,158.3,197.0,755.8,730.7,140.9,476.3,548.0,253.9,822.8,392.4,498.1,632.0,363.4,573.7,612.5,591.1,600.5,185.2,220.7,779.3,585.8,178.8,574.7,491.1,733.2,142.7,584.1,596.5,498.6,425.2,204.8,631.9,354.0,294.5,377.6,178.0,570.6,610.9,659.5,511.6,696.7,343.1,367.1,538.4,40.1,570.4,301.0,638.4,112.8,377.6,209.5,601.9,209.7,256.3,605.0,626.5,175.2,544.7,598.3,433.2,572.4,597.5,165.6,537.1,237.5,687.7,1559.3,460.9,621.7,345.4,614.0,624.2,819.9,609.8,669.0,442.6,403.2,62.8,767.8,575.6,598.5,286.3,530.5,342.7,619.3,611.2,689.1,553.7,691.4,240.4,207.8,653.2,390.5,669.8,0.0,473.1,411.6,575.4,693.2,635.3,53.7,382.1,558.4,319.3,524.4,726.7,209.3,587.6,322.0,646.9
XD,236.3,329.8,274.1,687.1,807.4,382.4,578.1,221.0,151.0,194.1,479.3,297.5,204.4,439.7,315.1,124.6,341.8,479.1,419.5,254.1,316.6,571.8,85.1,266.3,275.0,785.8,287.8,262.2,569.7,239.9,276.0,475.4,834.0,270.3,260.4,425.1,502.2,172.7,380.2,229.9,385.2,361.3,386.9,361.8,367.8,107.4,179.1,463.4,453.9,708.4,814.1,263.1,655.0,204.8,243.6,443.1,231.6,434.5,437.3,410.4,216.9,440.9,205.8,122.2,364.3,522.5,215.2,227.6,129.7,162.8,568.5,263.0,670.0,610.5,259.5,353.8,201.7,438.5,290.6,142.7,327.8,659.1,118.6,169.5,455.6,201.5,571.7,466.0,494.3,108.3,348.2,233.0,409.8,592.3,236.1,454.1,555.0,175.8,229.4,98.5,203.5,228.6,545.4,168.2,376.2,318.8,1727.6,776.9,252.8,637.0,245.1,255.3,451.0,240.9,300.1,107.9,694.8,483.7,398.9,206.7,229.6,544.8,161.6,224.6,250.4,242.3,320.2,184.8,322.5,576.4,544.4,284.3,682.1,300.9,458.5,0.0,113.4,403.0,324.3,266.4,512.3,264.0,189.5,635.3,155.5,357.8,589.1,218.7,310.8,278.0
XW,244.4,337.9,191.5,604.5,724.8,390.5,495.5,138.4,159.1,202.2,487.4,214.9,212.5,447.8,323.2,132.7,349.9,487.2,427.6,171.5,234.0,489.2,93.2,274.4,283.1,703.2,295.9,270.3,487.1,248.0,284.1,392.8,751.4,187.7,177.8,342.5,510.3,180.8,388.3,238.0,302.6,253.1,395.0,369.9,285.2,115.5,187.2,380.8,462.0,625.8,731.5,271.2,572.4,212.9,251.7,451.2,239.7,351.9,354.7,418.5,225.0,358.3,213.9,130.3,372.4,439.9,223.3,235.7,137.8,80.2,485.9,271.1,587.4,527.9,176.9,271.2,209.8,446.6,298.7,150.8,335.9,576.5,36.0,177.6,373.0,209.6,489.1,474.1,411.7,25.7,265.6,241.1,327.2,509.7,244.2,462.2,472.4,183.9,237.5,72.4,211.6,236.7,462.8,176.3,293.6,326.9,1645.0,694.3,260.9,554.4,253.2,263.4,459.1,249.0,308.2,81.8,612.2,401.1,407.0,214.8,237.7,462.2,169.7,142.0,258.5,250.4,328.3,192.9,330.6,493.8,461.8,292.4,599.5,309.0,375.9,112.3,0.0,411.1,332.4,274.5,429.7,181.4,197.6,552.7,163.6,365.9,506.5,226.8,228.2,286.1
XY,486.4,579.9,416.3,736.1,781.7,632.5,627.1,363.2,361.5,404.6,729.4,364.5,332.8,689.8,565.2,422.4,130.7,729.2,669.6,396.3,383.6,620.8,346.5,516.4,324.4,760.1,337.2,263.3,618.7,450.4,526.1,524.4,790.3,337.3,402.6,474.1,136.7,383.2,89.7,249.0,434.2,384.7,637.0,611.9,416.8,349.0,389.6,512.4,704.0,757.4,846.1,312.5,704.0,415.3,454.1,77.6,442.1,483.5,486.3,660.5,427.4,489.9,416.3,332.7,614.4,571.5,333.2,307.2,315.8,449.3,617.5,473.5,719.0,659.5,401.7,402.8,412.2,73.0,340.0,392.8,577.9,708.1,391.2,419.6,533.3,250.9,620.7,100.5,543.3,401.7,397.2,443.5,458.8,689.9,446.6,88.6,604.0,304.2,221.6,379.6,257.1,282.3,594.4,418.3,425.2,568.9,1776.6,825.9,271.9,686.0,455.6,289.9,701.1,451.4,510.6,372.7,743.8,532.7,649.0,335.1,440.1,593.8,249.7,366.8,299.8,291.7,570.3,434.9,386.6,674.0,593.4,534.4,731.1,551.0,536.2,448.1,435.7,0.0,574.4,268.8,590.0,406.2,400.0,684.3,405.6,607.9,638.1,468.8,377.8,327.4
XZ,101.3,107.3,453.4,866.4,986.7,180.6,757.4,400.3,256.0,299.1,276.9,474.7,309.4,232.9,92.6,277.8,473.0,276.7,217.1,433.4,495.9,751.1,206.5,71.3,406.2,965.1,419.0,367.2,749.0,344.9,104.1,654.7,1013.3,449.6,439.7,604.4,633.4,277.7,511.4,334.9,564.5,515.0,184.5,139.3,547.1,212.4,284.1,642.7,251.5,887.7,993.4,394.3,835.7,309.8,348.6,574.3,336.6,613.8,616.6,208.0,321.9,620.2,310.8,227.2,161.9,705.5,320.2,337.8,234.7,342.1,748.8,368.0,849.3,789.8,438.8,533.1,306.7,569.7,419.6,196.3,130.7,838.4,297.9,223.1,634.9,332.7,751.0,597.2,673.6,287.6,593.4,338.0,578.5,771.6,341.1,585.3,734.3,280.8,334.4,186.2,308.5,333.6,724.7,221.8,555.5,116.4,1906.9,956.2,365.2,816.3,350.1,360.3,248.6,345.9,405.1,195.6,874.1,663.0,196.5,311.7,334.6,724.1,301.2,403.9,380.4,373.5,3.6,238.4,427.5,755.7,723.7,53.3,861.4,103.8,637.8,303.5,292.7,534.2,0.0,371.4,691.6,443.3,294.5,814.6,155.8,155.4,768.4,272.3,490.1,409.2
YB,290.9,384.4,423.0,836.0,956.3,437.0,727.0,369.9,166.0,209.1,533.9,446.4,71.9,494.3,369.7,247.4,194.5,533.7,474.1,403.0,465.5,720.7,176.1,320.9,205.8,934.7,218.6,5.4,718.6,254.9,330.6,624.3,1039.7,419.2,409.3,574.0,354.9,187.7,232.9,65.6,534.1,484.6,441.5,416.4,516.7,153.5,194.1,612.3,508.5,857.3,963.0,193.9,803.9,219.8,258.6,295.8,246.6,583.4,586.2,465.0,231.9,589.8,220.8,137.2,418.9,671.4,83.0,78.0,120.3,311.7,717.4,278.0,818.9,759.4,408.4,502.7,216.7,291.2,221.4,197.3,382.4,808.0,267.5,224.1,604.5,132.3,720.6,318.7,643.2,257.2,497.1,248.0,558.7,741.2,251.1,306.8,703.9,108.7,47.1,261.0,53.7,78.9,694.3,222.8,525.1,373.4,1876.5,925.8,65.5,785.9,260.1,52.2,505.6,255.9,315.1,254.1,843.7,632.6,453.5,91.5,244.6,693.7,109.8,373.5,181.2,173.1,374.8,239.4,136.4,725.3,693.3,338.9,831.0,355.5,607.4,273.1,262.3,255.7,378.9,0.0,661.2,412.9,204.5,784.2,210.1,412.4,738.0,273.3,459.7,208.8
YH,656.6,750.1,443.6,346.9,467.2,802.7,237.9,390.5,571.3,614.4,899.6,358.0,624.7,860.0,735.4,544.9,671.0,899.4,839.8,423.6,361.2,167.8,505.4,686.6,695.3,445.6,708.1,682.5,229.5,660.2,696.3,174.8,493.8,314.9,429.9,89.4,687.7,593.0,630.0,650.2,209.7,248.4,807.2,782.1,192.3,527.7,599.4,305.3,874.2,368.2,473.9,683.4,339.2,625.1,663.9,654.1,651.9,192.1,227.6,830.7,637.2,185.7,626.1,542.5,784.6,122.2,635.5,653.1,550.0,476.6,206.4,683.3,329.8,270.3,429.0,229.4,622.0,673.9,708.7,563.0,748.1,318.9,418.5,589.8,103.1,621.8,276.8,701.4,88.6,429.0,330.6,653.3,250.5,232.1,656.4,689.5,151.0,602.0,649.7,484.6,623.8,648.9,141.4,588.5,288.9,739.1,1622.3,436.7,680.5,321.2,665.4,675.6,868.5,661.2,720.4,494.0,379.0,37.1,819.2,627.0,649.9,262.1,590.3,394.1,669.5,662.6,737.7,605.1,742.8,216.2,183.6,704.6,366.3,721.2,62.9,524.5,463.0,638.4,744.6,686.7,0.0,433.5,609.8,295.1,575.8,778.1,185.1,633.8,373.4,698.3
YN,406.9,500.4,10.0,586.9,707.2,553.0,477.9,58.8,321.6,364.7,649.9,197.3,375.0,610.3,485.7,295.2,512.4,649.7,590.1,54.1,216.4,471.6,255.7,436.9,445.6,685.6,458.4,432.8,469.5,410.5,446.6,375.2,733.8,170.1,3.5,324.9,535.8,343.3,550.8,400.5,285.0,235.5,557.5,532.4,267.6,278.0,349.7,363.2,624.5,608.2,713.9,433.7,554.8,375.4,414.2,613.7,402.2,334.3,337.1,581.0,387.5,340.7,376.4,292.8,534.9,422.3,385.8,398.2,300.3,226.9,468.3,433.6,569.8,510.3,48.7,253.6,372.3,609.1,461.2,313.3,498.4,558.9,168.8,340.1,355.4,372.1,471.5,636.6,394.1,179.3,248.0,403.6,309.6,492.1,406.7,624.7,454.8,346.4,400.0,234.9,374.1,399.2,445.2,338.8,276.0,489.4,1627.4,676.7,423.4,536.8,415.7,425.9,621.6,411.5,470.7,244.3,594.6,383.5,569.5,377.3,400.2,444.6,332.2,39.4,421.0,412.9,490.8,355.4,493.1,476.2,444.2,454.9,581.9,471.5,358.3,274.8,213.3,573.6,494.9,437.0,412.1,0.0,360.1,535.1,326.1,528.4,488.9,389.3,210.6,448.6
YP,213.2,306.7,345.3,758.3,878.6,359.9,649.3,292.2,53.1,39.2,456.2,366.6,161.7,416.6,292.0,169.7,325.3,456.0,396.4,325.3,387.8,643.0,98.4,243.2,258.5,857.0,271.3,219.5,640.9,133.5,252.9,546.6,905.2,400.9,331.6,496.3,485.7,16.7,363.7,187.2,456.4,432.5,363.8,338.7,439.0,75.8,34.9,534.6,430.8,779.6,885.3,246.6,727.6,98.4,119.2,426.6,42.0,505.7,508.5,387.3,92.5,512.1,112.6,60.6,341.2,593.7,172.5,184.9,87.0,234.0,640.7,169.8,741.2,681.7,330.7,425.0,77.3,422.0,271.9,119.6,304.7,730.3,189.8,146.4,526.8,185.0,642.9,449.5,565.5,179.5,489.1,139.8,481.0,663.5,111.7,437.6,626.2,139.0,186.7,195.3,160.8,185.9,616.6,145.1,447.4,289.5,1798.8,848.1,217.5,708.2,138.4,212.6,425.1,86.4,206.9,204.7,766.0,554.9,375.8,164.0,105.2,616.0,153.5,295.8,232.7,225.8,297.1,161.7,279.8,647.6,615.6,261.2,753.3,277.8,529.7,195.4,184.6,386.5,301.2,223.7,583.5,335.2,0.0,706.5,132.4,334.7,652.8,195.6,382.0,261.5
YS,851.5,945.0,638.5,81.4,201.7,997.6,124.4,585.4,766.2,809.3,1094.5,555.0,819.6,1054.9,930.3,739.8,823.8,1094.3,1034.7,618.5,556.1,276.3,700.3,881.5,890.2,180.1,903.0,877.4,116.0,855.1,891.2,375.1,228.3,509.8,624.8,289.7,840.5,787.9,782.8,845.1,410.0,443.3,1002.1,977.0,392.6,722.6,794.3,505.6,1069.1,73.0,208.4,878.3,118.5,820.0,858.8,806.9,846.8,392.4,427.9,1025.6,832.1,386.0,821.0,737.4,979.5,227.0,830.4,842.8,744.9,671.5,313.9,878.2,34.6,34.7,623.9,429.7,816.9,826.7,905.8,757.9,943.0,23.7,613.4,784.7,317.5,816.7,141.1,854.2,225.4,623.9,455.8,848.2,461.4,147.1,851.3,842.3,259.5,791.0,844.6,682.0,818.7,843.8,249.9,783.4,483.8,934.0,1464.2,141.5,868.0,100.5,860.3,870.5,1066.2,856.1,915.3,688.9,91.9,277.5,1014.1,821.9,844.8,128.0,776.8,589.0,865.6,857.5,935.4,800.0,937.7,131.2,117.2,899.5,79.5,916.1,340.7,719.4,657.9,791.2,939.5,881.6,296.2,628.4,804.7,0.0,770.7,973.0,293.6,833.9,568.3,893.2
YW,80.7,174.2,297.5,710.5,830.8,226.8,601.5,244.4,100.1,143.2,323.7,320.9,153.5,284.1,159.5,121.9,317.1,323.5,263.9,277.5,340.0,595.2,50.6,110.7,250.3,809.2,263.1,211.3,593.1,189.0,120.4,498.8,857.4,293.7,283.8,448.5,477.5,121.8,355.5,179.0,408.6,384.7,231.3,206.2,391.2,56.5,128.2,486.8,298.3,731.8,837.5,238.4,678.4,153.9,192.7,418.4,180.7,457.9,460.7,254.8,166.0,464.3,154.9,71.3,208.7,545.9,164.3,176.7,78.8,186.2,591.9,212.1,693.4,633.9,282.9,377.2,150.8,413.8,265.9,40.4,172.2,682.5,142.0,67.2,479.0,176.8,595.1,441.3,517.7,131.7,371.6,182.1,433.2,615.7,185.2,429.4,578.4,124.9,178.5,147.5,152.6,177.7,568.8,65.9,399.6,163.2,1751.0,800.3,201.9,660.4,194.2,204.4,295.4,190.0,249.2,156.9,718.2,507.1,243.3,155.8,178.7,568.2,140.8,248.0,225.7,217.6,164.6,82.5,271.6,599.8,567.8,128.7,705.5,145.3,481.9,147.6,136.8,378.3,168.7,215.5,535.7,287.4,138.6,658.7,0.0,202.2,612.5,116.4,334.2,253.3
ZF,168.7,212.7,499.8,912.8,1033.1,34.8,803.8,446.7,302.4,345.5,121.4,523.2,355.8,81.8,198.0,324.2,519.4,121.2,61.6,479.8,542.3,797.5,252.9,176.7,452.6,1011.5,465.4,413.6,795.4,391.3,208.4,701.1,1059.7,496.0,486.1,650.8,679.8,324.1,557.8,381.3,610.9,561.4,39.3,244.7,593.5,258.8,330.5,689.1,96.0,934.1,1039.8,440.7,880.7,356.2,395.0,620.7,383.0,660.2,663.0,62.8,368.3,666.6,357.2,273.6,16.7,748.2,366.6,379.0,281.1,388.5,794.2,414.4,895.7,836.2,485.2,579.5,353.1,616.1,468.2,242.7,236.1,884.8,344.3,269.5,681.3,379.1,797.4,643.6,720.0,334.0,573.9,384.4,635.5,818.0,387.5,631.7,780.7,327.2,380.8,152.3,354.9,380.0,771.1,268.2,601.9,48.9,1953.3,1002.6,404.2,862.7,396.5,406.7,103.4,392.3,451.5,161.7,920.5,709.4,44.9,358.1,381.0,770.5,343.1,450.3,428.0,419.9,184.2,284.8,473.9,802.1,770.1,158.7,907.8,209.2,684.2,349.9,339.1,580.6,188.3,417.8,738.0,489.7,340.9,861.0,202.2,0.0,814.8,318.7,536.5,455.6
ZG,748.9,842.4,535.9,327.4,447.7,889.3,218.4,482.8,657.9,706.7,986.2,450.3,717.0,947.9,827.7,637.2,756.2,992.2,932.1,515.9,453.5,56.1,597.7,778.9,787.6,426.1,800.4,774.8,210.0,752.5,788.6,267.1,474.3,466.6,522.2,176.0,772.9,685.3,715.2,742.5,302.0,360.6,899.5,874.4,284.6,620.0,691.7,397.6,960.8,348.7,448.7,775.7,321.1,717.4,756.2,739.3,744.2,284.4,319.9,923.0,729.5,278.0,718.4,634.8,876.9,71.7,727.8,745.4,642.3,568.9,144.6,775.6,319.6,250.8,521.3,321.7,714.3,759.1,795.3,655.3,840.4,299.4,505.1,682.1,209.5,714.1,257.3,786.6,117.4,521.3,419.1,745.6,342.8,212.6,748.7,769.0,89.2,694.3,736.3,576.9,716.1,741.2,50.5,680.8,381.2,825.2,1582.9,417.2,772.8,301.7,757.7,767.9,960.8,753.5,812.7,586.3,359.5,169.5,911.5,713.6,742.2,242.6,676.9,486.4,761.8,754.9,830.0,697.4,835.1,196.7,164.1,796.9,346.8,813.5,232.7,616.8,555.3,723.6,836.9,779.0,188.2,525.8,696.4,275.6,668.1,870.4,0.0,726.1,465.7,790.6
ZK,179.4,272.9,362.9,775.9,896.2,320.3,666.9,309.8,160.3,208.6,417.2,384.2,218.9,378.4,258.2,187.3,382.5,417.5,362.6,342.9,405.4,660.6,116.0,209.4,315.7,874.6,328.5,276.7,658.5,254.4,219.1,564.2,922.8,418.5,349.2,513.9,537.7,187.2,420.9,244.4,474.0,450.1,330.0,304.9,456.6,121.9,193.6,552.2,391.8,797.2,897.7,303.8,745.2,219.3,258.1,483.8,246.1,523.3,526.1,353.5,231.4,529.7,220.3,136.7,307.4,615.0,229.7,242.1,144.2,251.6,658.3,277.5,768.1,699.3,348.3,442.6,216.2,479.2,329.1,82.0,270.9,747.9,202.2,59.1,544.4,242.2,660.5,506.7,577.9,197.1,502.9,247.5,488.0,681.1,250.6,489.6,643.8,196.2,243.9,210.2,218.0,243.1,634.2,52.6,465.0,255.7,1816.4,865.7,274.7,725.8,259.6,269.8,391.3,255.4,314.6,222.3,783.6,572.5,342.0,216.0,244.1,633.6,205.5,313.4,289.9,283.0,260.5,43.8,337.0,665.2,633.2,227.4,770.9,244.0,547.3,213.0,202.2,443.7,267.4,280.9,601.1,352.8,204.0,724.1,98.6,300.9,670.4,0.0,399.6,318.7
ZW,445.8,539.3,232.8,570.6,690.9,592.5,461.6,179.7,360.5,403.6,688.8,77.8,413.9,649.2,524.6,334.1,551.3,688.6,629.0,212.8,168.4,455.3,294.6,475.8,484.5,669.3,497.3,471.7,453.2,449.4,485.5,358.9,793.7,122.1,219.1,308.6,487.8,382.2,430.1,439.4,268.7,219.2,596.4,571.3,251.3,316.9,388.6,346.9,663.4,591.9,697.6,472.6,538.5,414.3,453.1,454.2,441.1,318.0,320.8,619.9,426.4,324.4,415.3,331.7,573.8,406.0,424.7,437.1,339.2,265.8,452.0,472.5,553.5,494.0,218.2,237.3,411.2,474.0,500.1,352.2,537.3,542.6,207.7,379.0,339.1,411.0,455.2,501.5,377.8,218.2,231.7,442.5,293.3,475.8,445.6,489.6,438.5,385.3,438.9,273.8,413.0,438.1,428.9,377.7,259.7,528.3,1611.1,660.4,462.3,520.5,454.6,464.8,660.5,450.4,509.6,283.2,578.3,367.2,608.4,416.2,439.1,428.3,371.1,183.3,459.9,451.8,529.7,394.3,532.0,459.9,427.9,493.8,565.6,510.4,342.0,313.7,252.2,438.5,533.8,475.9,395.8,222.7,399.0,518.8,365.0,567.3,472.6,428.2,0.0,487.5
ZX,351.0,444.5,462.6,875.6,995.9,497.1,766.6,409.5,226.1,269.2,594.0,486.0,197.4,554.4,429.8,287.0,235.8,593.8,534.2,442.6,505.1,760.3,211.1,381.0,94.0,974.3,9.8,206.0,758.2,315.0,390.7,663.9,1081.0,458.8,448.9,613.6,396.2,247.8,274.2,188.1,573.7,524.2,501.6,476.5,556.3,213.6,254.2,651.9,568.6,896.9,1002.6,14.8,843.5,279.9,318.7,337.1,306.7,623.0,625.8,525.1,292.0,629.4,280.9,197.3,479.0,711.0,208.2,211.7,180.4,351.3,757.0,338.1,858.5,799.0,448.0,542.3,276.8,332.5,109.6,257.4,442.5,847.6,307.1,284.2,644.1,79.6,760.2,360.0,682.8,296.8,536.7,308.1,598.3,780.8,311.2,348.1,743.5,168.8,164.3,52.1,161.7,186.8,733.9,282.9,564.7,433.5,1916.1,965.4,211.0,825.5,320.2,229.0,565.7,316.0,375.2,45.2,883.3,672.2,513.6,199.7,304.7,733.3,114.3,413.1,69.4,61.3,434.9,299.5,315.5,764.9,732.9,399.0,870.6,415.6,647.0,312.7,301.9,297.0,439.0,211.5,700.8,452.5,264.6,823.8,270.2,472.5,777.6,333.4,499.3,0.0
