from_stop,AF,AP,AV,BC,BE,BF,BH,BK,BM,BP,BV,BY,BZ,CC,CE,CG,CI,CJ,CR,CT,CU,CZ,DA,DE,DK,DO,DS,DW,EC,EI,EP,EQ,ES,EW,EZ,FA,FE,FH,FI,FJ,FO,FW,FZ,GA,GC,GN,GR,GW,HF,HG,HH,HT,IF,II,IL,IR,IS,IT,IV,IY,IZ,JC,JH,KJ,KS,KU,KV,KW,LE,LN,LT,LU,MC,MH,MI,MJ,MK,MM,MO,MR,NA,NF,NL,NN,NP,NU,NX,OE,OJ,OT,OW,PP,QE,QH,QJ,QR,QV,QW,RE,RJ,RZ,SJ,SM,SN,ST,SU,TF,TG,TH,TN,TO,TP,TQ,TR,TS,TV,TW,UH,UJ,UQ,US,UT,UX,VG,VI,VM,VR,VS,VW,VZ,WD,WI,WK,WL,WM,WX,XE,XF,XL,XP,XS,XX,YC,YH,YL,YM,YP,YW,ZA,ZH,ZJ,ZK,ZP
UX,469.0,424.0,968.7,1114.7,966.6,292.8,247.5,652.9,1004.7,444.7,352.5,1107.3,392.1,666.1,889.9,437.0,307.6,440.9,692.9,848.8,282.9,955.3,820.9,1049.0,1044.5,1027.1,691.4,361.5,739.9,415.8,927.4,399.9,910.2,673.4,381.6,691.8,483.0,834.0,627.3,323.3,811.7,712.3,460.8,697.4,318.0,438.0,672.1,857.8,705.4,12.0,1068.6,449.7,289.2,387.2,1043.4,705.4,389.9,876.5,921.5,81.1,458.7,392.1,695.3,320.0,43.0,979.9,474.7,466.4,365.0,323.3,387.2,907.0,355.1,449.9,1366.4,1008.7,404.4,386.5,364.1,307.4,946.3,396.4,824.2,1259.4,923.2,359.9,629.8,844.6,340.0,728.6,920.8,914.8,653.1,767.9,372.1,351.3,685.8,802.4,715.6,321.4,405.0,997.3,799.0,1007.7,891.6,409.9,928.1,849.6,1384.9,776.4,760.3,804.4,359.2,1063.8,887.2,762.3,777.5,941.1,876.1,352.5,749.9,930.3,0.0,202.9,846.3,468.7,358.9,396.7,997.3,1164.7,303.8,1017.6,292.8,429.8,852.5,252.5,633.9,973.7,435.3,800.0,953.2,342.5,86.5,717.9,383.2,1120.7,739.0,691.2,860.8,895.5,437.7,270.1,434.4
VG,342.0,249.4,914.5,1060.5,912.4,165.8,120.5,635.4,950.5,322.1,225.5,1053.1,265.1,648.6,835.7,310.0,218.8,313.9,565.9,794.6,155.9,901.1,766.7,994.8,990.3,972.9,615.4,272.7,612.9,288.8,873.2,301.4,856.0,655.9,281.8,674.3,356.0,779.8,609.8,196.3,757.5,694.8,333.8,679.9,229.2,311.0,545.1,803.6,578.4,173.6,1014.4,275.1,162.2,276.5,1030.0,578.4,262.9,822.3,867.3,180.9,331.7,265.1,677.8,117.0,140.5,925.7,347.7,339.4,241.8,196.3,260.2,852.8,152.1,327.3,1312.2,954.5,278.5,288.0,237.1,180.4,892.1,269.4,770.0,1205.2,869.0,271.1,502.8,790.4,251.2,601.6,866.6,860.6,635.6,640.9,273.6,262.5,668.3,748.2,588.6,118.4,278.0,943.1,744.8,953.5,837.4,244.6,873.9,795.4,1330.7,649.4,633.3,750.2,232.2,1009.6,833.0,708.1,650.5,886.9,821.9,225.5,622.9,876.1,186.9,0.0,792.1,341.7,270.1,266.7,943.1,1110.5,176.8,963.4,165.8,302.8,798.3,49.5,616.4,919.5,308.3,745.8,899.0,215.5,166.5,590.9,298.6,1066.5,612.0,673.7,806.6,841.3,286.4,67.1,307.4
VI,913.0,986.4,476.2,669.8,345.3,852.8,807.5,732.3,569.2,1004.7,912.5,524.9,952.1,689.4,307.5,997.0,849.6,837.6,934.5,266.4,842.9,372.9,238.5,466.6,570.5,534.6,642.5,903.5,664.0,903.4,434.9,959.9,311.4,716.9,941.6,715.1,1043.0,251.6,610.4,883.3,160.7,735.6,887.0,731.4,860.0,933.2,913.7,225.9,947.0,822.4,670.0,1012.1,849.2,929.2,413.5,947.0,949.9,294.1,339.1,829.7,923.3,952.1,718.6,880.0,789.3,539.9,871.4,1026.4,907.0,883.3,947.2,324.6,915.1,1009.9,1069.6,539.8,964.4,946.5,924.1,867.4,363.9,956.4,241.4,982.0,329.4,901.9,809.9,181.0,882.0,970.2,338.4,287.4,574.8,688.4,932.1,893.3,709.1,220.0,659.7,881.4,970.1,504.8,50.3,515.2,309.2,951.9,345.7,226.4,1107.5,720.5,636.6,44.7,923.8,594.9,285.1,111.3,692.7,448.6,277.3,912.5,991.5,437.8,835.7,762.9,0.0,971.3,900.9,956.7,504.8,611.7,863.8,582.1,852.8,989.8,245.6,812.5,720.0,339.5,870.3,217.6,370.8,902.5,816.4,959.5,943.2,639.4,634.9,714.5,253.9,296.7,1023.4,830.1,922.0
VM,49.8,339.0,1093.0,1238.8,847.9,312.1,341.4,466.3,1138.2,341.7,442.8,988.6,413.5,484.5,816.0,169.7,385.3,116.6,510.9,877.2,376.8,990.7,849.3,930.3,1144.6,1151.4,509.8,426.4,531.3,97.7,1051.7,296.9,852.0,498.7,278.6,510.2,215.7,792.5,445.7,417.2,944.0,530.7,91.9,515.8,382.9,42.7,490.1,965.8,523.4,469.1,1239.0,365.2,352.4,388.4,975.0,523.4,122.6,841.0,956.9,476.4,36.0,413.5,513.7,454.6,436.0,1108.9,76.4,199.1,353.7,341.5,68.6,942.4,463.2,346.9,1477.0,1108.8,349.8,283.5,157.1,401.3,981.7,78.3,852.6,1249.2,804.5,424.8,447.8,970.6,404.9,546.6,802.1,862.7,471.5,555.7,269.1,416.2,504.2,837.8,533.6,481.1,50.8,1121.6,931.3,1192.9,772.9,356.5,963.5,878.0,1387.9,594.4,503.9,936.7,184.4,1163.9,893.6,894.6,595.5,1065.4,901.4,442.8,567.9,1054.6,482.4,337.3,978.6,0.0,410.5,293.7,1208.7,1180.7,322.0,1151.1,312.1,162.5,880.9,386.9,452.3,855.0,117.0,828.4,834.5,420.8,462.0,535.9,328.6,1208.4,502.2,509.6,889.2,895.9,334.7,404.5,116.3
VR,441.1,169.0,1076.2,1222.2,1074.1,324.9,355.3,772.2,1112.2,241.7,460.3,1214.8,427.4,734.3,997.4,409.1,82.3,408.3,598.8,956.3,390.7,1062.8,928.4,1156.5,1152.0,1134.6,639.4,33.8,636.9,387.9,1034.9,217.9,1017.7,761.8,199.6,760.0,455.1,941.5,655.3,431.1,919.2,780.5,436.5,776.3,30.8,410.1,578.0,965.3,611.3,353.3,1176.1,194.7,366.3,28.2,1054.0,611.3,362.0,984.0,1029.0,360.6,430.8,427.4,763.5,242.3,320.2,1087.4,452.1,438.5,56.7,355.4,359.3,1014.5,250.9,246.9,1487.1,1116.2,198.1,204.5,313.5,415.2,1053.8,368.5,931.7,1328.2,1030.7,32.2,535.7,952.1,12.3,634.5,1028.3,1022.3,669.1,664.9,190.1,23.6,754.0,909.9,612.6,268.8,377.1,1104.8,906.5,1115.2,999.1,72.1,1035.6,957.1,1466.9,673.4,657.3,911.9,308.6,1171.3,994.7,869.8,674.5,1048.6,983.6,460.3,655.8,1037.8,366.6,310.1,953.8,440.8,0.0,186.3,1104.8,1296.4,335.9,1125.1,324.9,401.9,960.0,287.6,764.9,1081.2,413.6,907.5,1060.7,434.7,346.2,623.8,218.2,1228.2,636.0,759.4,968.3,1003.0,206.0,249.6,406.5
VS,315.4,63.7,1116.2,1262.2,998.7,217.2,247.6,622.1,1152.2,99.6,352.6,1139.4,319.7,635.3,966.8,283.4,182.3,300.6,552.6,996.3,283.0,1141.5,968.4,1081.1,1223.0,1174.6,602.1,207.3,599.6,262.2,1074.9,68.0,1002.8,642.6,15.0,661.0,329.4,943.3,596.5,323.4,959.2,681.5,310.8,666.6,158.5,284.4,531.8,1005.3,565.1,375.3,1216.1,71.4,258.6,156.2,1016.7,565.1,236.3,991.8,1107.7,382.6,305.1,319.7,664.5,222.4,342.2,1127.4,326.4,312.8,121.5,247.7,233.6,1093.2,231.0,104.8,1513.9,1187.2,92.8,54.6,205.8,307.5,1132.5,242.8,971.7,1290.9,955.3,205.7,489.5,992.1,185.8,588.3,952.9,1013.5,622.3,627.6,24.5,197.1,655.0,988.6,575.3,248.9,251.4,1144.8,946.5,1155.2,923.7,124.3,1114.3,997.1,1429.6,636.1,620.0,951.9,200.9,1242.3,1034.7,909.8,637.2,1088.6,1023.6,352.6,609.6,1077.8,388.6,243.5,993.8,315.1,178.3,0.0,1144.8,1259.1,228.2,1165.1,217.2,276.2,1000.0,267.7,603.1,1005.8,287.9,947.5,985.3,327.0,368.2,577.6,112.9,1286.8,598.7,660.4,1008.3,1043.0,53.9,229.7,280.8
VW,1051.0,1161.8,269.1,280.0,396.5,1128.1,1082.8,904.0,111.2,1175.3,1187.8,613.4,1227.4,866.1,529.7,1133.1,1124.9,995.6,834.9,550.3,1118.2,726.8,531.3,555.1,183.4,246.4,771.2,1178.8,768.7,1023.1,178.2,1130.5,455.0,893.6,1112.2,891.8,1179.1,501.7,787.1,1158.6,580.7,912.3,1015.5,908.1,1135.3,1052.9,814.1,645.9,847.4,1097.7,262.4,1198.8,1124.5,1204.5,294.2,847.4,1086.0,509.0,693.0,1105.0,1061.3,1227.4,895.3,1155.3,1064.6,86.4,1029.4,1162.5,1176.5,1158.6,1052.5,678.5,1190.4,1180.5,1256.4,147.6,1142.2,1117.1,1120.5,1142.7,717.8,1042.8,528.0,1028.6,382.4,1177.2,710.3,601.0,1157.3,870.6,441.8,440.6,747.6,796.7,1102.7,1168.6,885.8,573.9,744.4,1156.7,1070.3,225.9,516.5,132.2,412.6,1179.3,699.6,592.7,1167.3,805.2,789.1,521.9,1102.8,202.7,468.2,531.3,806.3,173.6,479.3,1187.8,891.9,112.6,1111.0,1038.2,500.1,1091.3,1176.2,1127.3,0.0,344.1,1139.1,124.1,1128.1,1125.9,604.8,1087.8,896.7,403.6,990.0,542.2,459.3,1177.8,1090.6,859.9,1121.0,259.6,767.8,891.2,613.1,523.2,1168.3,1105.4,1041.7
VZ,1151.2,1321.1,252.0,164.7,441.1,1191.9,1146.6,944.7,199.0,1334.6,1251.6,658.0,1291.2,906.8,574.3,1292.4,1188.7,1075.8,994.2,594.9,1182.0,771.4,575.9,599.7,205.4,226.4,859.9,1242.6,881.4,1182.4,337.5,1289.8,499.6,934.3,1271.5,932.5,1338.4,546.3,827.8,1222.4,657.7,953.0,1125.2,948.8,1199.1,1212.2,973.4,722.9,1006.7,1161.5,164.9,1358.1,1188.3,1268.3,355.3,1006.7,1245.3,553.6,737.6,1168.8,1161.5,1291.2,936.0,1219.1,1128.4,223.8,1109.6,1321.8,1246.1,1222.4,1211.8,723.1,1254.2,1339.8,1196.1,184.8,1301.5,1276.4,1263.2,1206.5,762.4,1202.1,572.6,968.3,427.0,1241.0,869.6,674.0,1221.1,1029.9,486.4,485.2,792.2,905.8,1262.0,1232.4,926.5,618.5,877.1,1220.5,1229.6,265.6,593.5,182.7,457.2,1291.0,744.2,637.3,1107.0,937.9,854.0,598.9,1258.3,178.1,512.8,608.3,910.1,299.0,523.9,1251.6,1051.2,271.9,1174.8,1102.0,577.1,1250.6,1240.0,1286.6,272.2,0.0,1202.9,186.1,1191.9,1285.2,614.7,1151.6,937.4,448.2,1149.3,586.8,503.9,1241.6,1154.4,1019.2,1280.3,182.3,852.3,931.9,623.0,567.8,1327.6,1169.2,1201.0
WD,313.5,268.5,1070.2,1302.0,983.5,91.3,101.3,606.9,1201.4,289.2,194.3,1124.2,150.2,620.1,951.6,281.5,314.8,285.4,537.4,1012.8,194.2,1126.3,984.9,1065.9,1207.8,1128.6,586.9,355.9,584.4,260.3,1028.9,244.4,987.6,627.4,226.1,645.8,327.5,928.1,581.3,234.6,913.2,666.3,305.3,651.4,312.4,282.5,516.6,959.3,549.9,329.3,1302.2,294.2,54.7,317.9,1001.5,549.9,234.4,976.6,1092.5,336.6,303.2,150.2,649.3,314.6,296.2,1172.1,319.2,310.9,283.2,103.3,231.7,1078.0,349.7,294.4,1503.5,1172.0,248.9,231.0,208.6,218.7,1117.3,240.9,988.2,1275.7,940.1,354.3,474.3,946.1,334.4,573.1,937.7,998.3,607.1,612.4,216.6,345.7,639.8,973.4,560.1,316.0,249.5,1098.8,900.5,1109.2,908.5,286.0,1099.1,1013.6,1414.4,620.9,604.8,905.9,203.7,1227.1,1025.9,863.8,622.0,1042.6,1037.0,194.3,594.4,1031.8,342.6,197.5,947.8,313.2,340.0,241.2,1098.8,1243.9,0.0,1214.3,91.3,274.3,1016.5,247.1,587.9,990.6,279.8,964.0,970.1,157.5,322.2,562.4,227.7,1271.6,583.5,645.2,1024.8,1031.5,282.2,264.7,278.9
WI,1064.6,1175.4,273.2,185.9,410.1,1141.7,1096.4,917.6,12.8,1188.9,1201.4,627.0,1241.0,879.7,543.3,1146.7,1138.5,1009.2,848.5,563.9,1131.8,740.4,544.9,568.7,119.1,247.6,784.8,1192.4,782.3,1036.7,191.8,1144.1,468.6,907.2,1125.8,905.4,1192.7,515.3,800.7,1172.2,594.3,925.9,1029.1,921.7,1148.9,1066.5,827.7,659.5,861.0,1111.3,186.1,1212.4,1138.1,1218.1,307.8,861.0,1099.6,522.6,706.6,1118.6,1074.9,1241.0,908.9,1168.9,1078.2,37.6,1043.0,1176.1,1190.1,1172.2,1066.1,692.1,1204.0,1194.1,1160.7,83.3,1155.8,1130.7,1134.1,1156.3,731.4,1056.4,541.6,950.4,396.0,1190.8,723.9,614.6,1170.9,884.2,455.4,454.2,761.2,810.3,1116.3,1182.2,899.4,587.5,758.0,1170.3,1083.9,239.5,530.1,73.0,426.2,1192.9,713.2,606.3,1089.1,818.8,802.7,535.5,1116.4,138.4,481.8,544.9,819.9,187.2,492.9,1201.4,905.5,126.2,1124.6,1051.8,513.7,1104.9,1189.8,1140.9,137.4,206.4,1152.7,0.0,1141.7,1139.5,618.4,1101.4,910.3,417.2,1003.6,555.8,472.9,1191.4,1104.2,873.5,1134.6,195.3,781.4,904.8,626.7,536.8,1181.9,1119.0,1055.3
WK,282.8,226.2,1027.9,1259.7,941.2,0.0,157.0,559.6,1160.2,246.9,146.1,1081.9,105.6,577.8,909.3,241.4,272.5,243.1,495.1,970.5,174.0,1084.0,942.6,1023.6,1160.4,1086.3,544.6,313.6,542.1,218.0,986.6,202.1,945.3,592.0,183.8,603.5,285.2,885.8,539.0,259.7,870.9,624.0,264.1,609.1,270.1,240.2,474.3,917.0,507.6,287.0,1259.9,251.9,110.4,275.6,959.2,507.6,192.1,934.3,1050.2,294.3,260.9,105.6,607.0,272.3,253.9,1129.8,276.9,268.6,240.9,30.4,189.4,1035.7,307.4,252.1,1461.2,1129.7,206.6,188.7,166.3,243.8,1075.0,198.6,945.9,1233.4,897.8,312.0,432.0,903.8,292.1,536.1,895.4,956.0,564.8,570.1,174.3,303.4,597.5,931.1,517.8,273.7,212.3,1056.5,858.2,1066.9,866.2,243.7,1056.8,971.3,1372.1,578.6,562.5,863.6,166.0,1184.8,986.9,821.5,579.7,1000.3,994.7,146.1,552.1,989.5,300.3,155.2,905.5,272.0,297.7,198.9,1056.5,1201.6,80.0,1172.0,0.0,232.0,974.2,204.8,545.6,948.3,237.5,921.7,927.8,112.9,281.0,520.1,185.4,1229.3,541.2,602.9,982.5,989.2,239.9,222.4,236.6
WL,178.7,296.0,1176.4,1255.0,931.3,268.0,298.4,554.7,1154.4,298.7,403.4,1072.0,370.5,567.9,899.4,22.8,342.3,229.9,490.4,960.6,333.8,1074.1,932.7,1013.7,1160.8,1307.6,539.9,383.4,537.4,125.5,1135.1,253.9,935.4,575.2,235.6,593.6,65.6,875.9,529.1,374.2,1027.4,614.1,174.1,599.2,339.9,147.7,469.6,1049.2,502.9,426.1,1255.2,322.2,309.4,345.4,954.5,502.9,57.7,924.4,1040.3,433.4,168.4,370.5,597.1,411.6,393.0,1125.1,189.7,52.2,310.7,298.5,96.9,1025.8,420.2,303.9,1456.5,1125.0,304.0,240.5,96.1,358.3,1065.1,106.1,936.0,1228.7,887.9,381.8,427.3,1054.0,361.9,526.1,885.5,946.1,554.9,565.4,226.1,373.2,587.6,921.2,513.1,438.1,114.7,1287.1,1014.7,1209.1,856.3,313.5,1046.9,961.4,1367.4,573.9,557.8,1020.1,125.3,1180.1,973.7,978.0,575.0,1234.8,984.8,403.4,547.4,1173.8,439.4,294.3,1074.5,178.4,367.5,250.7,1224.9,1196.9,279.0,1167.3,268.0,0.0,964.3,343.9,535.7,938.4,151.2,911.8,917.9,377.8,419.0,515.4,282.8,1224.6,536.5,593.0,972.6,979.3,291.7,361.5,144.1
WM,858.1,1014.0,568.6,661.2,206.5,880.4,835.1,651.6,560.6,1032.3,940.1,449.2,979.7,613.7,231.8,958.5,877.2,782.7,858.8,122.5,870.5,332.0,115.2,390.9,567.0,713.8,566.8,931.1,588.3,848.5,527.3,987.5,126.3,641.2,969.2,639.4,1004.5,175.9,534.7,910.9,173.2,659.9,832.1,655.7,887.6,878.3,838.0,178.6,871.3,850.0,661.4,1039.7,876.8,956.8,404.9,871.3,911.4,163.8,298.2,857.3,868.4,979.7,642.9,907.6,816.9,531.3,816.5,987.9,934.6,910.9,877.9,283.7,942.7,1037.5,1162.0,531.2,992.0,974.1,951.7,895.0,323.0,868.2,72.7,1099.5,190.6,929.5,734.2,130.0,909.6,894.5,249.8,130.9,499.1,612.7,959.7,920.9,633.4,179.1,584.0,909.0,895.7,693.3,263.6,615.3,233.5,979.5,304.8,102.1,1238.2,644.8,560.9,258.0,946.8,586.3,103.3,152.8,617.0,641.0,92.2,940.1,915.8,580.0,863.3,790.5,213.3,916.4,928.5,984.3,631.1,603.1,891.4,573.5,880.4,951.3,0.0,840.1,644.3,200.7,815.4,62.4,295.1,930.1,842.9,883.8,970.8,630.8,559.2,638.8,8.3,111.6,1051.0,857.7,867.1
WX,415.2,230.5,987.7,1133.7,985.6,239.0,193.7,708.6,1023.7,303.2,298.7,1126.3,338.3,721.8,908.9,383.2,277.6,387.1,639.1,867.8,229.1,974.3,839.9,1068.0,1063.5,1046.1,688.6,308.7,686.1,362.0,946.4,282.5,929.2,729.1,262.9,747.5,429.2,853.0,683.0,269.5,830.7,768.0,407.0,753.1,259.9,384.2,618.3,876.8,651.6,246.8,1087.6,256.2,235.4,257.6,1103.2,651.6,336.1,895.5,940.5,254.1,404.9,338.3,751.0,98.1,213.7,998.9,420.9,412.6,222.9,269.5,333.4,926.0,133.2,308.4,1385.4,1027.7,259.6,269.1,310.3,253.6,965.3,342.6,843.2,1278.4,942.2,307.1,576.0,863.6,287.2,674.8,939.8,933.8,708.8,714.1,254.7,298.5,741.5,821.4,661.8,101.0,351.2,1016.3,818.0,1026.7,910.6,225.7,947.1,868.6,1403.9,722.6,706.5,823.4,305.4,1082.8,906.2,781.3,723.7,960.1,895.1,298.7,696.1,949.3,260.1,73.1,865.3,414.9,279.7,247.8,1016.3,1183.7,250.0,1036.6,239.0,376.0,871.5,0.0,689.6,992.7,381.5,819.0,972.2,288.7,239.7,664.1,279.7,1139.7,685.2,746.9,879.8,914.5,267.5,99.8,380.6
XE,417.3,637.9,963.7,1007.7,616.8,616.0,569.6,32.4,907.1,679.3,674.6,757.5,714.2,59.9,584.9,507.3,611.7,331.5,473.7,646.1,605.0,759.6,618.2,699.2,913.5,1060.3,181.7,665.6,203.2,397.3,1010.1,634.5,620.9,64.8,616.2,100.4,553.3,561.4,117.6,645.4,712.9,120.9,380.9,81.9,622.1,427.1,452.9,734.7,486.2,584.5,1007.9,702.8,611.3,691.3,795.9,486.2,460.2,609.9,725.8,591.8,417.2,714.2,103.9,642.1,551.4,877.8,365.3,536.7,669.1,645.4,426.7,711.3,677.2,684.5,1297.9,877.7,618.3,621.1,494.7,629.5,750.6,417.0,621.5,1070.1,573.4,664.0,349.1,739.5,644.1,514.7,571.0,631.6,143.4,227.6,606.7,655.4,94.4,606.7,198.9,643.5,444.5,1039.8,700.2,961.8,541.8,655.4,732.4,646.9,1208.8,259.7,175.8,705.6,520.4,932.8,662.5,663.5,289.6,987.5,670.3,674.6,530.7,926.5,597.8,525.0,747.5,465.2,663.0,631.3,977.6,949.6,625.9,920.0,616.0,500.1,649.8,574.6,0.0,623.9,364.2,597.3,603.4,664.6,577.4,498.7,597.1,977.3,174.1,98.8,658.1,664.8,672.3,592.2,415.9
XF,843.9,1138.7,574.8,499.5,5.7,1005.1,959.8,637.4,398.9,1157.0,1064.8,350.7,1104.4,599.5,356.5,944.3,1001.9,768.5,892.8,247.2,995.2,456.7,239.9,292.4,405.3,552.1,552.6,1055.8,574.1,834.3,501.9,1112.2,107.5,627.0,1093.9,625.2,990.3,300.6,520.5,1035.6,309.2,645.7,817.9,641.5,1012.3,864.1,872.0,314.6,905.3,974.7,499.7,1164.4,1001.5,1081.5,243.2,905.3,897.2,288.5,422.9,982.0,854.2,1104.4,628.7,1032.3,941.6,369.6,802.3,973.7,1059.3,1035.6,863.7,408.4,1067.4,1162.2,1165.2,369.5,1116.7,1098.8,931.7,1019.7,447.7,854.0,197.4,1062.2,87.5,1054.2,768.2,306.8,1034.3,928.5,179.1,72.3,484.9,598.5,1084.4,1045.6,619.2,303.8,569.8,1033.7,881.5,531.6,377.9,453.6,149.9,1104.2,429.5,226.8,1200.9,630.6,546.7,372.3,960.9,424.6,99.9,288.8,602.8,479.3,111.0,1064.8,949.8,418.3,988.0,915.2,327.6,902.2,1053.2,1109.0,469.4,441.4,1016.1,411.8,1005.1,937.1,213.3,964.8,630.1,0.0,801.2,187.1,196.6,1054.8,967.6,917.8,1095.5,469.1,545.0,624.6,221.6,175.7,1175.7,982.4,852.9
XL,59.9,312.3,1025.1,1170.9,780.0,284.3,314.7,403.4,1070.3,315.0,416.1,920.7,386.8,416.6,748.1,145.2,358.6,78.6,425.3,809.3,350.1,922.8,781.4,862.4,1076.7,1083.5,441.9,399.7,463.4,33.0,983.8,270.2,784.1,430.8,251.9,442.3,189.0,724.6,377.8,390.5,876.1,462.8,22.8,447.9,356.2,78.2,404.5,897.9,437.8,442.4,1171.1,338.5,325.7,361.7,889.4,437.8,95.9,773.1,889.0,449.7,70.2,386.8,445.8,427.9,409.3,1041.0,38.4,172.4,327.0,314.8,62.4,874.5,436.5,320.2,1391.4,1040.9,323.1,256.8,130.4,374.6,913.8,52.7,784.7,1163.6,736.6,398.1,362.2,902.7,378.2,466.3,734.2,794.8,403.6,500.3,242.4,389.5,436.3,769.9,448.0,454.4,80.2,1053.7,863.4,1125.0,705.0,329.8,895.6,810.1,1302.3,508.8,436.0,868.8,156.1,1096.0,825.7,826.7,509.9,997.5,833.5,416.1,482.3,986.7,455.7,310.6,910.7,116.6,383.8,267.0,1140.8,1112.8,295.3,1083.2,284.3,135.8,813.0,360.2,384.4,787.1,0.0,760.5,766.6,394.1,435.3,450.3,301.9,1140.5,434.3,441.7,821.3,828.0,308.0,377.8,51.6
XP,795.6,951.5,551.6,636.9,190.3,817.9,772.6,589.1,536.3,969.8,877.6,386.7,917.2,551.2,169.3,896.0,814.7,720.2,796.3,73.9,808.0,269.5,52.7,328.4,542.7,689.5,504.3,868.6,525.8,786.0,639.3,925.0,110.1,578.7,906.7,576.9,942.0,113.4,472.2,848.4,131.9,597.4,769.6,593.2,825.1,815.8,775.5,137.3,808.8,787.5,637.1,977.2,814.3,894.3,380.6,808.8,848.9,108.3,235.7,794.8,805.9,917.2,580.4,845.1,754.4,507.0,754.0,925.4,872.1,848.4,815.4,221.2,880.2,975.0,1180.2,506.9,929.5,911.6,889.2,832.5,260.5,805.7,24.1,1037.0,174.4,867.0,671.7,142.1,847.1,832.0,200.2,114.7,436.6,550.2,897.2,858.4,570.9,116.6,521.5,846.5,833.2,669.0,198.5,591.0,171.0,917.0,242.3,49.5,1175.7,582.3,498.4,203.9,884.3,562.0,87.1,111.5,554.5,616.7,76.0,877.6,853.3,555.7,800.8,728.0,231.5,853.9,866.0,921.8,606.8,578.8,828.9,549.2,817.9,888.8,52.4,777.6,581.8,184.5,752.9,0.0,232.6,867.6,780.4,821.3,908.3,606.5,496.7,576.3,60.7,95.4,988.5,795.2,804.6
XS,798.9,1101.1,657.9,582.6,191.7,967.5,922.2,592.4,482.0,1071.3,1027.2,171.9,1066.8,554.5,222.0,899.3,964.3,723.5,799.6,242.6,957.6,419.1,223.6,113.6,488.4,635.2,507.6,1018.2,529.1,789.3,585.0,1026.5,195.8,582.0,1008.2,580.2,945.3,194.0,475.5,998.0,372.6,600.7,772.9,596.5,974.7,819.1,778.8,378.0,812.1,937.1,582.8,1126.8,963.9,1043.9,326.3,812.1,852.2,201.3,385.3,944.4,809.2,1066.8,583.7,994.7,904.0,452.7,757.3,928.7,1021.7,998.0,818.7,370.8,1029.8,1076.5,1268.1,452.6,1010.3,1013.1,886.7,982.1,410.1,809.0,220.3,1040.3,148.3,1016.6,675.0,382.8,996.7,835.3,145.9,206.5,439.9,553.5,998.7,1008.0,574.2,266.2,524.8,996.1,836.5,614.7,359.7,536.7,116.7,1066.6,391.9,290.2,1179.0,585.6,501.7,365.1,915.9,507.7,234.1,352.2,557.8,562.4,245.2,1027.2,856.6,501.4,950.4,877.6,435.4,857.2,1015.6,1023.3,552.5,524.5,978.5,494.9,967.5,892.1,293.1,927.2,585.1,198.8,756.2,234.5,0.0,1017.2,930.0,824.6,989.1,552.2,500.0,579.6,301.4,239.7,1064.3,944.8,807.9
XX,386.6,341.6,1084.8,1230.8,1056.6,121.5,132.8,680.0,1120.8,362.3,36.7,1197.3,49.5,693.2,1024.7,354.6,387.9,358.5,610.5,964.9,62.1,1199.4,937.0,1139.0,1280.9,1143.2,660.0,429.0,657.5,333.4,1043.5,317.5,1060.7,700.5,299.2,718.9,400.6,1001.2,654.4,146.7,927.8,739.4,378.4,724.5,385.5,355.6,589.7,973.9,623.0,343.9,1184.7,367.3,174.5,391.0,1074.6,623.0,307.5,1049.7,1165.6,351.2,376.3,49.5,722.4,329.2,310.8,1096.0,392.3,384.0,356.3,81.0,304.8,1151.1,364.3,367.5,1482.5,1245.1,322.0,304.1,281.7,130.8,1190.4,314.0,940.3,1348.8,1013.2,427.4,547.4,960.7,407.5,646.2,1010.8,1071.4,680.2,685.5,289.7,418.8,712.9,1046.5,633.2,330.6,322.6,1113.4,915.1,1123.8,981.6,359.1,1172.2,965.7,1487.5,694.0,677.9,920.5,276.8,1300.2,1003.3,878.4,695.1,1057.2,992.2,36.7,667.5,1046.4,357.2,212.1,962.4,386.3,413.1,314.3,1113.4,1317.0,151.8,1133.7,121.5,347.4,968.6,261.7,661.0,1063.7,352.9,916.1,1043.2,0.0,336.8,635.5,300.8,1344.7,656.6,718.3,976.9,1011.6,355.3,279.3,352.0
