from_stop,AI,AJ,AP,AS,AT,AV,AX,BA,BB,BH,BM,BS,CB,CF,CG,CK,CO,CP,CZ,DA,DL,DM,DS,DX,EA,EB,EC,ED,EE,EJ,ER,ET,EY,FB,FE,FI,FP,FQ,FY,GC,GE,GH,GJ,GL,GS,GU,GW,GY,HK,HM,HS,HT,IK,IN,IO,IS,IT,IX,IY,IZ,JA,JL,JR,JS,JU,KL,KM,KQ,KY,LD,LF,LL,LT,LV,LW,MK,MS,MT,MX,NA,ND,NJ,NK,NM,NW,OA,OE,OG,OI,OL,OQ,OW,PA,PD,PE,PF,PN,PO,PY,PZ,QI,QO,QU,QV,QY,QZ,RC,RF,RI,RL,SF,SH,SM,SN,SP,SU,SY,TF,TH,TN,TS,TZ,UH,UM,UO,UV,UW,VA,VC,VD,VG,VJ,VO,VR,VW,VX,VZ,WA,WR,WS,XF,XQ,XW,XX,YI,YJ,YO,YQ,YW,YX,ZE,ZH,ZI,ZO,ZQ,ZR,ZS,ZW,ZX
VX,854.8,451.3,714.8,397.1,486.1,756.6,374.4,477.1,2315.7,314.2,770.0,694.3,377.2,525.8,472.3,697.9,437.2,686.8,646.7,596.4,442.1,702.4,630.1,524.6,381.1,745.0,691.0,449.5,410.6,680.1,521.6,606.8,414.2,392.7,89.6,859.6,711.5,787.3,4.9,522.6,680.5,644.5,137.9,804.0,490.0,544.9,540.2,370.7,601.4,709.1,566.2,505.8,642.0,746.3,368.4,684.1,530.9,273.0,484.1,545.0,510.2,738.5,521.7,697.0,486.8,488.7,675.6,498.6,584.3,432.7,338.4,414.5,875.5,549.1,515.1,307.2,689.4,648.2,460.3,521.5,361.3,480.0,584.3,721.5,519.6,483.1,682.6,776.8,331.1,80.0,505.8,479.7,715.3,684.5,680.5,288.2,486.9,471.4,629.4,382.7,353.0,626.5,378.1,738.0,822.2,469.3,352.4,530.2,463.8,553.7,644.8,744.4,598.2,325.8,595.3,641.0,534.2,931.6,784.5,550.8,514.5,505.7,432.9,316.5,778.1,688.3,603.0,260.7,758.3,339.1,728.0,596.1,498.8,502.2,540.3,0.0,644.8,338.5,595.1,801.4,757.2,550.7,363.3,415.0,77.3,416.8,346.7,664.0,420.1,585.3,626.6,766.4,543.5,720.4,354.4,390.8,454.6,332.2,747.6
VZ,495.3,750.4,517.8,696.2,635.5,415.1,651.6,776.2,2587.0,591.4,428.5,352.8,654.4,824.9,771.4,500.9,736.3,345.3,305.2,473.4,741.2,360.9,288.6,668.3,658.3,397.8,349.5,593.2,554.3,427.3,228.3,265.3,713.3,669.9,622.5,507.8,370.0,440.1,625.1,672.0,339.0,748.8,532.1,462.5,783.4,844.0,638.8,669.8,705.7,367.6,466.2,804.9,282.5,399.1,667.5,324.6,189.4,422.4,783.2,649.3,596.5,379.0,820.8,355.5,785.9,789.0,115.9,792.0,448.1,726.1,615.6,691.7,529.4,848.2,135.0,450.9,347.9,301.8,759.4,558.2,638.5,773.4,688.6,408.6,160.1,782.2,335.4,435.3,630.2,558.4,579.6,629.1,442.7,344.7,340.8,535.8,634.8,770.5,287.9,659.9,630.2,435.2,655.3,396.5,476.1,618.7,651.5,596.0,762.9,852.8,297.6,402.9,434.2,603.0,51.1,299.5,833.3,585.5,443.0,535.0,197.4,804.8,726.3,593.7,436.6,403.5,707.3,537.9,416.8,638.2,386.5,100.8,797.0,800.1,839.4,630.6,0.0,489.4,486.7,455.3,425.8,827.9,634.8,564.4,567.0,715.9,597.0,62.7,579.4,225.8,730.9,406.9,692.9,371.4,631.6,668.0,753.7,609.4,406.1
WA,713.8,440.0,494.1,385.8,272.6,595.2,341.2,465.8,2316.0,281.0,608.6,532.9,344.0,514.5,461.0,477.2,425.9,558.3,505.7,377.2,429.3,573.9,489.1,305.4,347.9,596.8,562.5,228.8,189.9,466.6,380.6,465.8,402.9,359.5,312.1,640.4,581.5,640.6,314.7,309.1,552.0,431.0,221.7,663.0,473.0,532.1,321.0,359.4,387.9,580.6,352.7,494.5,501.0,610.6,357.1,543.1,389.9,57.7,472.8,331.5,296.7,597.5,510.4,568.5,475.5,477.4,534.6,480.1,370.8,414.2,305.2,381.3,662.0,537.8,374.1,88.0,560.9,507.2,449.0,308.0,328.1,461.5,369.3,508.0,378.6,471.8,546.9,651.0,319.8,248.0,285.1,266.2,501.8,556.0,467.0,226.6,271.9,460.1,488.4,349.5,319.8,413.0,344.9,576.6,608.7,255.8,341.1,315.2,452.5,542.4,496.6,583.0,384.7,292.6,454.3,500.0,522.9,718.1,623.1,337.3,373.5,494.4,414.4,283.3,649.6,473.3,389.5,227.5,617.3,327.8,566.6,455.1,487.5,490.9,529.0,327.0,503.8,0.0,381.6,586.4,543.7,517.5,322.9,201.5,256.6,404.0,286.6,523.0,205.1,442.8,413.1,625.4,330.0,506.9,321.2,357.6,443.3,299.0,619.1
WR,684.5,699.0,173.3,644.8,273.9,272.9,600.2,724.8,2575.0,540.0,286.3,210.6,603.0,773.5,720.0,156.4,684.9,236.0,335.5,13.3,689.8,251.6,345.7,208.3,606.9,306.5,240.2,150.1,189.0,144.3,399.5,254.8,661.9,618.5,571.1,318.1,260.7,348.8,573.7,212.0,229.7,262.0,480.7,371.2,732.0,792.6,152.0,618.4,218.9,258.3,27.7,753.5,471.7,289.8,616.1,513.8,279.0,318.2,731.8,162.5,109.7,568.2,769.4,246.2,734.5,737.6,485.3,740.6,48.5,674.7,564.2,640.3,339.7,796.8,324.8,289.7,238.6,366.7,708.0,71.4,587.1,722.0,201.8,185.7,349.3,730.8,226.1,328.7,578.8,507.0,92.8,154.2,179.5,235.4,144.7,484.4,174.8,719.1,237.4,608.5,578.8,90.7,603.9,254.3,286.4,257.1,600.1,109.2,711.5,801.4,362.5,260.7,62.4,551.6,405.0,364.4,781.9,395.8,300.8,48.2,368.6,753.4,674.9,542.3,327.3,152.5,220.5,486.5,325.5,586.8,244.3,405.8,745.6,748.7,788.0,579.2,454.5,365.5,0.0,265.6,221.4,776.5,583.4,178.9,515.6,664.5,545.6,473.7,217.8,415.0,244.1,596.1,240.5,184.6,580.2,616.6,702.3,558.0,296.8
WS,664.1,899.7,280.0,845.5,474.6,221.9,800.9,925.5,2737.8,740.7,235.3,159.6,803.7,974.2,920.7,263.1,885.6,215.6,315.1,235.6,890.5,231.2,325.3,457.3,807.6,217.5,219.8,350.8,389.7,189.5,379.1,234.4,862.6,819.2,771.8,52.4,240.3,254.7,774.4,461.0,209.3,511.0,681.4,272.1,932.7,993.3,401.0,819.1,467.9,237.9,228.4,954.2,451.3,269.4,816.8,493.4,258.6,518.9,932.5,411.5,358.7,547.8,970.1,225.8,935.2,937.1,464.9,941.3,210.3,875.4,764.9,841.0,74.0,997.5,304.4,490.4,218.2,346.3,908.7,320.4,787.8,922.7,450.8,163.0,328.9,931.5,205.7,189.4,779.5,707.7,341.8,403.2,77.1,213.3,158.2,687.8,425.3,919.8,217.0,809.2,779.5,197.4,804.6,115.0,20.8,457.8,800.8,358.2,912.2,1002.1,342.1,209.7,196.4,752.3,384.6,344.0,982.6,130.1,161.5,297.2,348.2,954.1,875.6,743.0,306.9,148.4,469.5,687.2,231.4,787.5,193.3,385.4,946.3,949.4,988.7,786.7,434.1,564.7,248.9,0.0,34.1,977.2,784.1,379.6,716.3,865.2,746.3,453.3,408.6,394.6,493.1,575.7,489.5,125.8,780.9,817.3,903.0,758.7,276.4
XF,624.6,861.7,245.8,807.5,440.4,182.4,762.9,887.5,2698.3,702.7,195.8,120.1,765.7,936.2,882.7,228.9,847.6,176.1,275.6,201.4,852.5,191.7,285.8,423.1,769.6,178.0,180.3,316.6,355.5,155.3,339.6,194.9,824.6,781.2,733.8,96.6,200.8,215.2,736.4,426.8,169.8,476.8,643.4,232.6,894.7,955.3,366.8,781.1,433.7,198.4,194.2,916.2,411.8,229.9,778.8,453.9,219.1,484.7,894.5,377.3,324.5,508.3,932.1,186.3,897.2,900.3,425.4,903.3,176.1,837.4,726.9,803.0,118.2,959.5,264.9,456.2,178.7,306.8,870.7,286.2,749.8,884.7,416.6,123.5,289.4,893.5,166.2,149.9,741.5,669.7,307.6,369.0,42.9,175.5,118.7,647.1,389.6,881.8,177.5,771.2,741.5,163.2,766.6,75.5,64.9,423.6,762.8,324.0,874.2,964.1,302.6,170.2,162.2,714.3,345.1,304.5,944.6,174.3,122.0,263.0,308.7,916.1,837.6,705.0,267.4,114.2,435.3,649.2,191.9,749.5,153.8,345.9,908.3,911.4,950.7,741.9,394.6,532.0,214.7,44.1,0.0,939.2,746.1,345.4,678.3,827.2,708.3,413.8,384.3,355.1,458.9,536.2,455.3,86.3,742.9,779.3,865.0,720.7,236.9
XQ,1014.7,609.7,869.0,555.5,646.0,916.5,344.9,635.5,2474.1,302.7,929.9,854.2,365.7,684.2,630.7,852.1,595.6,846.7,806.6,750.6,600.5,862.3,790.0,678.8,369.6,899.2,850.9,603.7,564.8,840.0,681.5,766.7,572.6,126.4,481.8,1013.8,871.4,941.5,484.4,682.5,840.4,804.4,391.4,963.9,642.7,703.3,694.4,529.1,761.3,869.0,726.1,664.2,801.9,900.5,526.8,844.0,690.8,432.9,642.5,704.9,670.1,898.4,680.1,856.9,645.2,648.3,835.5,651.3,744.2,585.4,326.9,109.0,1035.4,707.5,675.0,461.4,849.3,803.2,618.7,681.4,349.8,632.7,744.2,881.4,679.5,641.5,836.8,936.7,489.5,417.7,660.0,639.6,875.2,846.1,840.4,445.4,645.3,629.8,789.3,353.2,341.5,786.4,348.6,897.9,982.1,629.2,510.8,690.1,622.2,712.1,799.0,904.3,758.1,274.7,755.2,800.9,692.6,1091.5,944.4,706.9,674.4,664.1,585.6,287.0,938.0,848.2,762.9,249.2,918.2,497.5,887.9,756.0,656.3,659.4,698.7,489.9,804.7,499.9,755.0,961.3,917.1,0.0,346.1,574.9,426.3,575.2,506.6,823.9,589.9,745.2,786.5,926.3,703.4,880.3,342.9,379.3,613.0,320.7,907.5
XW,882.5,477.5,736.8,423.3,513.8,784.3,91.2,503.3,2341.9,103.4,797.7,722.0,44.4,552.0,498.5,719.9,463.4,714.5,674.4,618.4,468.3,730.1,657.8,546.6,48.3,767.0,718.7,471.5,432.6,707.8,549.3,634.5,440.4,269.0,349.6,881.6,739.2,809.3,352.2,550.3,708.2,672.2,259.2,831.7,510.5,571.1,562.2,396.9,629.1,736.8,593.9,532.0,669.7,768.3,394.6,711.8,558.6,300.7,510.3,572.7,537.9,766.2,547.9,724.7,513.0,514.9,703.3,519.1,612.0,453.2,141.2,290.8,903.2,575.3,542.8,329.2,717.1,675.9,486.5,549.2,46.4,500.5,612.0,749.2,547.3,509.3,704.6,804.5,357.3,285.5,527.8,507.4,743.0,712.2,708.2,315.9,513.1,497.6,657.1,84.2,155.8,654.2,114.2,765.7,849.9,497.0,378.6,557.9,490.0,579.9,666.8,772.1,625.9,159.9,623.0,668.7,560.4,959.3,812.2,578.5,542.2,531.9,453.4,149.4,805.8,716.0,630.7,106.7,786.0,365.3,755.7,623.8,524.1,528.4,566.5,364.5,672.5,366.2,622.8,829.1,784.9,427.0,0.0,442.7,294.1,443.0,374.4,691.7,447.8,613.0,654.3,794.1,571.2,748.1,80.2,31.2,480.8,121.4,775.3
XX,805.2,520.0,294.0,465.8,94.9,393.6,421.2,545.8,2396.0,361.0,407.0,331.3,424.0,594.5,541.0,277.1,505.9,356.7,456.2,175.6,510.8,372.3,466.4,103.8,427.9,427.2,360.9,28.7,10.1,265.0,460.6,375.5,482.9,439.5,392.1,438.8,381.4,469.5,394.7,107.5,350.4,229.4,301.7,491.9,553.0,613.6,119.4,439.4,186.3,379.0,151.1,574.5,592.4,410.5,437.1,634.5,399.7,139.2,552.8,129.9,95.1,688.9,590.4,366.9,555.5,558.6,606.0,561.6,169.2,495.7,385.2,461.3,460.4,617.8,445.5,110.7,359.3,487.4,529.0,106.4,408.1,543.0,169.2,306.4,470.0,551.8,346.8,449.4,399.8,328.0,85.0,64.6,300.2,356.1,265.4,305.4,70.3,540.1,358.1,429.5,399.8,211.4,424.9,375.0,407.1,78.1,421.1,115.1,532.5,622.4,483.2,381.4,183.1,372.6,525.7,485.1,602.9,516.5,421.5,131.9,453.5,574.4,495.9,363.3,448.0,273.2,187.9,307.5,446.2,407.8,365.0,526.5,566.6,569.7,609.0,400.2,575.2,186.5,180.0,386.3,342.1,597.5,404.4,0.0,336.6,485.5,366.6,594.4,38.8,535.7,211.5,716.8,136.0,305.3,401.2,437.6,523.3,379.0,417.5
YI,783.1,379.6,637.4,325.4,414.4,684.9,302.7,405.4,2244.0,242.5,698.3,622.6,305.5,454.1,400.6,620.5,365.5,615.1,575.0,519.0,370.4,630.7,558.4,447.2,309.4,667.6,619.3,372.1,333.2,608.4,449.9,535.1,342.5,321.0,55.4,782.2,639.8,709.9,58.0,450.9,608.8,572.8,66.2,732.3,412.6,473.2,462.8,299.0,529.7,637.4,494.5,434.1,570.3,668.9,296.7,612.4,459.2,201.3,412.4,473.3,438.5,666.8,450.0,625.3,415.1,417.0,603.9,421.2,512.6,355.3,266.7,342.8,803.8,477.4,443.4,229.8,617.7,576.5,388.6,449.8,289.6,402.6,512.6,649.8,447.9,411.4,605.2,705.1,259.4,8.3,428.4,408.0,643.6,612.8,608.8,216.5,413.7,399.7,557.7,311.0,281.3,554.8,306.4,666.3,750.5,397.6,280.7,458.5,392.1,482.0,567.4,672.7,526.5,254.1,523.6,569.3,462.5,859.9,712.8,475.3,442.8,434.0,355.5,244.8,706.4,616.6,531.3,189.0,686.6,267.4,656.3,524.4,426.2,429.3,468.6,70.3,573.1,266.8,523.4,729.7,685.5,479.0,285.9,343.3,0.0,345.1,275.0,592.3,348.4,513.6,554.9,694.7,471.8,648.7,282.7,319.1,382.9,260.5,675.9
YJ,950.0,47.8,804.3,270.9,581.3,851.8,469.6,350.9,2045.2,409.4,865.2,789.5,472.4,174.2,120.7,787.4,20.3,782.0,741.9,685.9,284.2,797.6,725.3,614.1,476.3,834.5,786.2,539.0,500.1,775.3,616.8,702.0,201.2,487.9,398.6,949.1,806.7,876.8,401.2,617.8,775.7,739.7,308.2,899.2,290.4,351.0,629.7,127.8,696.6,804.3,661.4,292.8,737.2,835.8,155.4,779.3,626.1,368.2,271.1,640.2,605.4,833.7,308.7,792.2,69.9,98.2,770.8,299.0,679.5,23.5,433.6,509.7,970.7,355.2,610.3,396.7,784.6,738.5,43.4,616.7,456.5,57.4,679.5,816.7,614.8,66.2,772.1,872.0,228.8,334.5,595.3,574.9,810.5,779.7,775.7,383.4,580.6,80.9,724.6,477.9,448.2,721.7,473.3,833.2,917.4,564.5,226.2,625.4,250.8,202.1,734.3,839.6,693.4,421.0,690.5,736.2,117.3,1026.8,879.7,642.2,609.7,154.1,214.2,411.7,873.3,783.5,698.2,355.9,853.5,277.2,823.2,691.3,284.9,149.4,327.3,413.5,740.0,433.7,690.3,896.6,852.4,645.9,452.8,510.2,343.1,0.0,441.9,759.2,515.3,680.5,721.8,861.6,638.7,815.6,449.6,486.0,52.2,427.4,842.8
YO,858.2,483.5,712.5,429.3,489.5,760.0,384.7,509.3,2347.9,324.5,773.4,697.7,387.5,558.0,504.5,695.6,469.4,690.2,650.1,594.1,474.3,705.8,633.5,522.3,391.4,742.7,694.4,447.2,408.3,683.5,525.0,610.2,446.4,403.0,355.6,857.3,714.9,785.0,358.2,526.0,683.9,647.9,265.2,807.4,516.5,577.1,537.9,402.9,604.8,712.5,569.6,538.0,645.4,744.0,400.6,687.5,534.3,276.4,516.3,548.4,513.6,741.9,553.9,700.4,519.0,522.1,679.0,525.1,587.7,459.2,348.7,424.8,878.9,581.3,518.5,304.9,692.8,646.7,492.5,524.9,371.6,506.5,587.7,724.9,523.0,515.3,680.3,780.2,363.3,291.5,503.5,483.1,718.7,689.6,683.9,72.7,488.8,503.6,632.8,393.0,363.3,629.9,388.4,741.4,825.6,472.7,384.6,533.6,496.0,585.9,642.5,747.8,601.6,336.1,598.7,644.4,566.4,935.0,787.9,550.4,517.9,537.9,459.4,326.8,781.5,691.7,606.4,271.0,761.7,371.3,731.4,599.5,530.1,533.2,572.5,363.7,648.2,343.4,598.5,804.8,760.6,561.0,367.9,418.4,300.1,449.0,0.0,667.4,433.4,588.7,630.0,769.8,546.9,723.8,364.7,401.1,486.8,342.5,751.0
YQ,523.4,778.5,545.9,724.3,663.6,443.2,679.7,804.3,2615.1,619.5,456.6,380.9,682.5,853.0,799.5,529.0,764.4,373.4,333.3,501.5,769.3,389.0,316.7,696.4,686.4,425.9,377.6,621.3,582.4,455.4,256.4,293.4,741.4,698.0,650.6,535.9,398.1,468.2,653.2,700.1,367.1,776.9,560.2,490.6,811.5,872.1,666.9,697.9,733.8,395.7,494.3,833.0,310.6,427.2,695.6,352.7,217.5,450.5,811.3,677.4,624.6,407.1,848.9,383.6,814.0,817.1,144.0,820.1,476.2,754.2,643.7,719.8,557.5,876.3,163.1,479.0,376.0,329.9,787.5,586.3,666.6,801.5,716.7,436.7,188.2,810.3,363.5,463.4,658.3,586.5,607.7,657.2,470.8,372.8,368.9,563.9,662.9,798.6,316.0,688.0,658.3,463.3,683.4,424.6,504.2,646.8,679.6,624.1,791.0,880.9,325.7,431.0,462.3,631.1,79.2,327.6,861.4,613.6,471.1,563.1,225.5,832.9,754.4,621.8,464.7,431.6,735.4,566.0,444.9,666.3,414.6,128.9,825.1,828.2,867.5,658.7,41.6,517.5,514.8,483.4,453.9,856.0,662.9,592.5,595.1,744.0,625.1,0.0,607.5,253.9,759.0,435.0,721.0,399.5,659.7,696.1,781.8,637.5,434.2
YW,788.9,515.1,333.0,460.9,65.9,432.6,416.3,540.9,2391.1,356.1,446.0,370.3,419.1,589.6,536.1,316.1,501.0,395.7,495.2,214.6,505.9,411.3,505.4,142.8,423.0,466.2,399.9,67.7,28.8,304.0,455.7,414.5,478.0,434.6,387.2,477.8,420.4,508.5,389.8,146.5,389.4,268.4,296.8,530.9,548.1,608.7,158.4,434.5,225.3,418.0,190.1,569.6,576.1,449.5,432.2,618.2,438.7,134.3,547.9,168.9,134.1,672.6,585.5,405.9,550.6,552.5,645.0,556.7,208.2,490.8,380.3,456.4,499.4,612.9,484.5,105.8,398.3,526.4,524.1,145.4,403.2,538.1,208.2,345.4,453.7,546.9,385.8,488.4,394.9,323.1,124.0,103.6,339.2,393.4,304.4,303.2,109.3,535.2,397.1,424.6,394.9,250.4,420.0,414.0,446.1,49.1,416.2,154.1,527.6,617.5,522.2,420.4,222.1,367.7,564.7,524.1,598.0,555.5,460.5,170.9,448.6,569.5,491.0,358.4,487.0,312.2,226.9,302.6,485.2,402.9,404.0,565.5,561.7,564.8,604.1,395.3,614.2,180.1,219.0,425.3,381.1,592.6,399.5,38.9,331.7,480.6,361.7,633.4,0.0,519.4,250.5,700.5,123.3,344.3,396.3,432.7,518.4,374.1,456.5
YX,269.4,709.6,452.6,655.4,594.7,349.9,610.8,735.4,2411.5,550.6,363.3,287.6,613.6,784.1,730.6,435.7,695.5,280.1,240.0,408.2,700.4,295.7,223.4,627.5,617.5,332.6,284.3,523.4,513.5,362.1,187.5,200.1,672.5,629.1,581.7,442.6,304.8,374.9,584.3,631.2,273.8,683.6,491.3,397.3,742.6,803.2,573.6,629.0,640.5,302.4,401.0,764.1,56.6,333.9,626.7,98.7,124.2,381.6,742.4,584.1,531.3,153.1,780.0,290.3,745.1,747.0,255.3,751.2,382.9,685.3,574.8,650.9,464.2,807.4,94.8,410.1,282.7,241.5,718.6,493.0,597.7,732.6,623.4,343.4,64.2,741.4,270.2,370.1,589.4,517.6,514.4,575.8,377.5,277.8,275.6,497.7,594.0,729.7,222.7,619.1,589.4,370.0,614.5,331.3,410.9,577.9,610.7,530.8,722.1,812.0,232.4,337.7,369.0,562.2,175.0,234.3,792.5,520.3,377.8,465.8,156.6,764.0,685.5,552.9,371.4,338.3,642.1,497.1,351.6,597.4,321.3,175.8,756.2,760.5,798.6,596.6,224.5,448.6,421.5,390.1,360.6,787.1,594.0,523.6,526.2,675.1,556.2,243.7,528.7,0.0,665.7,181.0,652.1,306.2,590.8,627.2,712.9,568.6,340.9
ZE,926.7,709.7,415.5,655.5,284.6,515.1,610.9,735.5,2585.7,550.7,528.5,452.8,613.7,784.2,730.7,398.6,695.6,478.2,577.7,255.4,700.5,493.8,587.9,235.8,617.6,548.7,482.4,160.8,199.7,386.5,641.7,497.0,672.6,629.2,581.8,560.3,502.9,591.0,584.4,239.5,471.9,17.8,491.4,613.4,742.7,803.3,124.0,629.1,15.8,500.5,269.9,764.2,713.9,532.0,626.8,756.0,521.2,328.9,742.5,134.5,137.2,810.4,780.1,488.4,745.2,748.3,727.5,751.3,290.7,685.4,574.9,651.0,581.9,807.5,567.0,300.4,480.8,608.9,718.7,168.5,597.8,732.7,27.8,427.9,591.5,741.5,468.3,570.9,589.5,517.7,147.1,181.7,421.7,477.6,386.9,495.1,202.3,729.8,479.6,619.2,589.5,332.9,614.6,496.5,528.6,267.8,610.8,177.2,722.2,812.1,604.7,502.9,304.6,562.3,647.2,606.6,792.6,638.0,543.0,194.0,610.8,764.1,685.6,553.0,569.5,394.7,147.9,497.2,567.7,597.5,486.5,648.0,756.3,759.4,798.7,589.9,696.7,376.2,242.1,507.8,463.6,787.2,594.1,189.6,526.3,675.2,556.3,715.9,228.5,657.2,0.0,838.3,268.0,426.8,590.9,627.3,713.0,568.7,539.0
ZH,224.9,881.2,624.2,827.0,766.3,521.5,782.4,907.0,2569.2,722.2,534.9,459.2,785.2,955.7,902.2,607.3,867.1,451.7,411.6,579.8,872.0,467.3,395.0,799.1,789.1,504.2,455.9,695.0,685.1,533.7,359.1,371.7,844.1,800.7,753.3,614.2,476.4,546.5,755.9,802.8,445.4,855.2,662.9,568.9,914.2,974.8,745.2,800.6,812.1,474.0,572.6,935.7,154.9,505.5,798.3,256.4,295.8,553.2,914.0,755.7,702.9,108.6,951.6,461.9,916.7,919.8,426.9,922.8,554.5,856.9,746.4,822.5,635.8,979.0,266.4,581.7,454.3,408.2,890.2,664.6,769.3,904.2,795.0,515.0,235.8,913.0,441.8,541.7,761.0,689.2,686.0,747.4,549.1,451.1,447.2,666.6,765.6,901.3,394.3,790.7,761.0,541.6,786.1,502.9,582.5,749.5,782.3,702.4,893.7,983.6,404.0,509.3,540.6,733.8,346.6,405.9,964.1,691.9,549.4,641.4,328.2,935.6,857.1,724.5,543.0,509.9,813.7,668.7,523.2,769.0,492.9,347.4,927.8,930.9,970.2,761.4,396.1,620.2,593.1,561.7,532.2,958.7,765.6,695.2,697.8,846.7,727.8,415.3,710.2,171.5,837.3,0.0,823.7,477.8,762.4,798.8,884.5,740.2,512.5
ZI,901.0,627.2,407.9,573.0,52.0,507.5,528.4,653.0,2503.2,468.2,520.9,445.2,531.2,701.7,648.2,391.0,613.1,470.6,570.1,249.2,618.0,486.2,580.3,33.4,535.1,541.1,474.8,142.6,123.8,378.9,567.8,489.4,590.1,546.7,499.3,552.7,495.3,583.4,501.9,29.0,464.3,303.3,408.9,605.8,660.2,720.8,193.3,546.6,260.2,492.9,263.7,681.7,688.2,524.4,544.3,730.3,513.6,246.4,660.0,186.6,126.0,784.7,697.6,480.8,662.7,665.8,719.9,668.8,283.1,602.9,492.4,568.5,574.3,725.0,559.4,217.9,473.2,601.3,636.2,162.3,515.3,650.2,243.1,420.3,565.8,659.0,460.7,563.3,507.0,435.2,140.9,83.7,414.1,470.0,379.3,412.6,63.3,647.3,472.0,536.7,507.0,325.3,532.1,488.9,521.0,66.6,528.3,171.0,639.7,729.6,597.1,495.3,297.0,479.8,639.6,599.0,710.1,630.4,535.4,187.8,560.7,681.6,603.1,470.5,561.9,387.1,261.8,414.7,560.1,515.0,478.9,640.4,673.8,676.9,716.2,507.4,689.1,293.7,235.9,500.2,456.0,704.7,511.6,113.7,443.8,592.7,473.8,708.3,102.1,631.5,285.4,812.6,0.0,419.2,508.4,544.8,630.5,486.2,531.4
ZO,570.3,807.4,217.9,753.2,412.5,128.1,708.6,833.2,2644.0,648.4,141.5,65.8,711.4,881.9,828.4,201.0,793.3,121.8,221.3,173.5,798.2,137.4,231.5,395.2,715.3,179.6,126.0,288.7,327.6,127.4,285.3,140.6,770.3,726.9,679.5,188.4,146.5,216.8,682.1,398.9,115.5,448.9,589.1,234.2,840.4,901.0,338.9,726.8,405.8,144.1,166.3,861.9,357.5,175.6,724.5,399.6,164.8,456.8,840.2,349.4,296.6,454.0,877.8,132.0,842.9,846.0,371.1,849.0,148.2,783.1,672.6,748.7,210.0,905.2,210.6,428.3,124.4,252.5,816.4,258.3,695.5,830.4,388.7,37.1,235.1,839.2,111.9,151.5,687.2,615.4,279.7,341.1,93.3,121.2,64.4,592.8,361.7,827.5,123.2,716.9,687.2,135.3,712.3,77.1,156.7,395.7,708.5,296.1,819.9,909.8,248.3,115.9,134.3,660.0,290.8,250.2,890.3,266.1,123.6,235.1,254.4,861.8,783.3,650.7,213.1,32.0,407.4,594.9,193.5,695.2,99.5,291.6,854.0,857.1,896.4,687.6,340.3,504.1,186.8,135.9,106.4,884.9,691.8,317.5,624.0,772.9,654.0,359.5,356.4,300.8,431.0,481.9,427.4,0.0,688.6,725.0,810.7,666.4,182.6
ZQ,849.3,444.3,703.6,390.1,480.6,751.1,163.4,470.1,2308.7,105.8,764.5,688.8,114.7,518.8,465.3,686.7,430.2,681.3,641.2,585.2,435.1,696.9,624.6,513.4,118.6,733.8,685.5,438.3,399.4,674.6,516.1,601.3,407.2,235.8,316.4,848.4,706.0,776.1,319.0,517.1,675.0,639.0,226.0,798.5,477.3,537.9,529.0,363.7,595.9,703.6,560.7,498.8,636.5,735.1,361.4,678.6,525.4,267.5,477.1,539.5,504.7,733.0,514.7,691.5,479.8,482.9,670.1,485.9,578.8,420.0,130.0,257.6,870.0,542.1,509.6,296.0,683.9,637.8,453.3,516.0,116.7,467.3,578.8,716.0,514.1,476.1,671.4,771.3,324.1,252.3,494.6,474.2,709.8,680.7,675.0,280.0,479.9,464.4,623.9,156.4,144.6,621.0,186.4,732.5,816.7,463.8,345.4,524.7,456.8,546.7,633.6,738.9,592.7,162.3,589.8,635.5,527.2,926.1,779.0,541.5,509.0,498.7,420.2,139.6,772.6,682.8,597.5,73.5,752.8,332.1,722.5,590.6,490.9,494.0,533.3,324.5,639.3,334.5,589.6,795.9,751.7,393.8,70.2,409.5,260.9,409.8,341.2,658.5,424.5,579.8,621.1,760.9,538.0,714.9,0.0,103.4,447.6,123.8,742.1
ZR,895.7,490.7,750.0,436.5,527.0,797.5,59.9,516.5,2355.1,134.7,810.9,735.2,75.7,565.2,511.7,733.1,476.6,727.7,687.6,631.6,481.5,743.3,671.0,559.8,79.6,780.2,731.9,484.7,445.8,721.0,562.5,647.7,453.6,282.2,362.8,894.8,752.4,822.5,365.4,563.5,721.4,685.4,272.4,844.9,523.7,584.3,575.4,410.1,642.3,750.0,607.1,545.2,682.9,781.5,407.8,725.0,571.8,313.9,523.5,585.9,551.1,779.4,561.1,737.9,526.2,529.3,716.5,532.3,625.2,466.4,172.5,304.0,916.4,588.5,556.0,342.4,730.3,684.2,499.7,562.4,77.7,513.7,625.2,762.4,560.5,522.5,717.8,817.7,370.5,298.7,541.0,520.6,756.2,727.1,721.4,326.4,526.3,510.8,670.3,52.9,187.1,667.4,82.9,778.9,863.1,510.2,391.8,571.1,503.2,593.1,680.0,785.3,639.1,191.2,636.2,681.9,573.6,972.5,825.4,587.9,555.4,545.1,466.6,118.1,819.0,729.2,643.9,119.9,799.2,378.5,768.9,637.0,537.3,540.4,579.7,370.9,685.7,380.9,636.0,842.3,798.1,440.2,31.2,455.9,307.3,456.2,387.6,704.9,470.9,626.2,667.5,807.3,584.4,761.3,93.4,0.0,494.0,152.7,788.5
