from_stop,AE,AG,AJ,AM,AR,AT,AW,BA,BR,CF,CG,CN,CP,CR,CS,CT,CW,CX,DA,DF,DG,DH,DI,DJ,DL,DN,DO,DQ,DU,DZ,EG,EI,EK,EM,ET,EV,FA,FG,FP,FU,FW,GD,GQ,GR,GT,GU,GV,HE,HH,HK,HO,HZ,IA,IF,IN,IO,IV,IW,IY,JA,JD,JG,JR,JU,JW,KE,KG,KH,KJ,KK,KO,KQ,KU,KW,KZ,LE,LK,LX,MB,MG,MM,MP,MT,MW,NF,NL,NS,NW,NZ,OA,OC,OE,OG,OH,OJ,OO,OT,OU,OW,PB,PG,PM,PO,PR,PT,PW,QC,QD,QI,QN,QT,QU,QV,RB,RI,RO,RT,RY,RZ,SA,ST,SX,TC,TE,TL,TT,TZ,UD,UF,UG,UI,UM,UN,UP,UZ,VA,VJ,VM,VW,VX,VZ,WH,WJ,WZ,XD,XE,XI,XN,XO,XS,XY,YA,YG,YH,YP,YV,ZB,ZG,ZI,ZN,ZR,ZS,ZT
UI,202.4,409.0,305.4,785.7,38.9,454.0,272.8,209.1,804.2,761.1,324.2,745.5,342.0,164.0,139.0,130.7,93.2,334.7,339.4,65.0,871.0,255.4,269.8,397.3,325.8,688.2,138.1,70.0,104.3,1913.2,267.7,205.4,670.2,302.7,158.6,259.2,269.8,761.7,205.4,843.8,404.0,283.3,269.7,353.9,358.0,722.1,35.2,291.7,135.0,99.5,735.9,281.0,203.2,459.9,347.6,297.7,530.1,211.3,628.1,17.7,482.7,615.1,273.8,115.4,94.2,114.9,177.6,225.6,260.7,82.5,342.0,380.6,319.8,787.7,817.8,280.3,604.7,732.4,340.5,101.2,261.1,274.4,236.2,72.7,345.6,129.2,850.7,323.9,177.2,313.0,264.4,743.6,365.4,441.1,284.1,180.7,343.3,378.2,424.3,634.8,286.2,302.0,104.7,274.3,379.1,380.9,776.9,491.9,21.2,218.9,38.4,840.4,272.7,32.2,843.5,874.1,252.3,165.4,589.5,171.0,757.4,195.6,244.7,304.9,288.6,259.9,840.4,866.7,248.6,322.1,0.0,309.8,316.5,214.3,652.2,295.2,683.9,81.5,637.9,443.1,215.0,207.1,53.0,255.8,545.9,329.7,318.4,303.3,83.1,98.1,84.9,817.1,176.6,230.2,784.9,366.8,711.7,280.0,795.4,358.9,359.9,328.4,219.8
UM,369.8,137.8,74.9,613.4,365.4,182.8,459.0,166.5,533.0,489.9,510.4,474.3,528.2,355.4,352.8,283.0,378.1,520.9,525.6,296.8,650.0,427.7,441.7,238.3,496.3,417.0,270.4,350.8,377.6,1900.9,56.7,357.7,399.0,143.7,372.4,431.5,442.1,691.3,419.2,572.6,132.8,455.6,140.8,194.9,544.2,666.6,318.9,477.9,408.3,398.3,464.7,136.7,417.0,188.7,533.8,470.0,258.9,115.1,356.9,310.0,211.5,343.9,426.1,388.7,399.4,318.9,349.9,445.2,128.3,363.5,528.2,221.6,506.0,512.0,561.3,75.6,333.5,720.1,115.5,341.7,210.7,446.7,408.5,299.5,531.8,281.5,629.7,118.5,391.0,154.0,135.5,472.4,537.6,169.9,456.4,117.6,33.4,548.7,153.1,363.6,458.5,488.2,409.9,136.3,220.1,567.1,505.7,220.7,349.5,371.2,343.6,619.4,425.0,337.4,622.5,633.1,404.6,361.6,577.2,130.5,745.1,409.4,417.0,477.2,440.9,412.2,599.4,625.7,420.9,508.3,335.7,0.0,91.5,386.6,381.0,129.6,412.7,308.3,366.7,284.1,121.5,379.4,358.2,408.1,274.7,35.5,504.6,489.5,273.6,311.9,311.7,596.1,372.5,382.5,513.7,553.0,699.4,170.6,524.2,199.9,200.9,514.6,115.1
UN,410.7,99.8,3.6,575.4,401.4,144.8,495.0,169.0,495.0,445.4,546.4,436.3,564.2,391.4,388.8,319.0,414.1,556.9,561.6,332.8,612.0,463.7,478.1,197.8,532.3,379.0,306.4,386.8,413.6,1966.1,139.4,393.7,361.0,103.2,408.4,467.5,478.1,653.3,455.2,534.6,105.1,491.6,223.5,154.4,580.2,624.1,354.9,513.9,444.3,434.3,426.7,108.1,453.0,150.7,569.8,506.0,220.9,197.8,318.9,346.0,173.5,305.9,462.1,424.7,435.4,354.9,379.4,481.2,105.2,416.9,564.2,181.1,542.0,478.5,523.3,158.3,305.8,679.4,44.2,377.7,176.0,482.7,444.5,335.5,567.8,335.5,591.7,47.2,427.0,113.5,218.2,434.4,571.9,131.9,492.4,200.3,47.7,584.7,115.1,325.6,494.5,524.2,441.5,191.8,179.6,603.1,467.7,193.0,385.5,407.2,379.6,581.4,461.0,373.4,584.5,595.1,440.6,397.6,642.4,213.2,694.1,445.4,453.0,513.2,476.9,448.2,561.4,589.7,456.9,544.3,371.7,82.6,0.0,422.6,343.0,89.1,374.7,344.3,328.7,243.6,154.9,415.4,394.2,444.1,236.7,82.0,540.6,525.5,309.6,347.9,347.7,568.4,408.5,418.5,475.7,589.0,668.8,130.1,486.2,159.4,160.4,550.6,137.3
UP,11.2,488.8,385.2,748.1,292.9,533.8,368.5,288.9,884.0,840.9,419.9,825.3,437.7,264.9,280.3,192.5,305.6,430.4,435.1,224.3,775.1,70.9,84.9,477.1,405.8,768.0,199.9,278.3,305.1,1993.0,347.5,267.2,750.0,382.5,299.9,74.7,119.7,841.5,350.1,923.6,483.8,68.9,349.5,433.7,453.7,796.8,246.4,387.4,335.8,325.8,815.7,348.9,330.1,539.7,443.3,107.1,609.9,291.1,707.9,237.5,562.5,694.9,335.6,316.2,326.9,246.4,211.9,389.5,340.5,301.0,437.7,460.4,415.5,863.0,739.9,360.1,684.5,812.2,420.3,269.2,340.9,89.9,21.8,227.0,441.3,191.0,754.8,403.7,335.4,392.8,344.2,823.4,447.1,520.9,99.6,260.5,423.1,458.2,504.1,717.2,103.3,397.7,337.4,354.1,458.9,476.6,856.7,571.7,277.0,280.7,271.1,744.5,334.5,264.9,747.6,748.6,314.1,271.1,669.3,250.8,837.2,351.0,60.2,96.2,350.4,321.7,714.9,741.2,34.2,417.8,263.2,389.6,388.9,0.0,732.0,381.6,763.7,235.8,717.7,522.9,294.8,22.6,285.7,317.6,625.7,405.4,414.1,399.0,198.3,239.4,239.2,721.2,282.0,292.0,864.7,462.5,791.5,359.8,875.2,438.7,439.7,424.1,299.6
UZ,741.6,335.8,346.0,290.8,737.2,265.5,830.8,511.4,232.0,167.3,882.2,151.7,900.0,727.2,724.6,654.8,749.9,892.7,897.4,668.6,327.4,799.5,813.5,540.2,868.1,197.5,642.2,722.6,749.4,2140.2,428.5,729.5,179.5,445.6,744.2,803.3,813.9,368.7,791.0,250.0,330.8,827.4,512.6,496.8,916.0,344.0,690.7,849.7,780.1,770.1,245.2,438.6,788.8,201.8,905.6,841.8,254.6,486.9,137.4,681.8,156.4,124.4,797.9,760.5,771.2,690.7,721.7,817.0,430.2,745.3,900.0,523.5,877.8,189.4,238.7,441.1,114.0,384.5,386.6,713.5,518.4,818.5,780.3,671.3,903.6,653.3,307.1,389.6,762.8,455.9,507.3,252.9,909.4,367.9,828.2,489.4,336.8,920.5,317.1,81.4,830.3,860.0,781.7,508.1,522.0,938.9,183.1,146.8,721.3,743.0,715.4,296.8,796.8,709.2,299.9,310.5,776.4,733.4,522.0,502.3,409.5,781.2,788.8,849.0,812.7,784.0,276.8,303.1,792.7,880.1,707.5,371.7,342.3,758.4,0.0,438.1,193.2,680.1,147.2,586.0,493.3,751.2,730.0,779.9,92.7,375.2,876.4,861.3,642.6,683.7,683.5,273.5,744.3,754.3,212.7,924.8,384.2,472.5,201.6,501.8,502.8,886.4,479.7
VA,376.7,193.8,90.2,669.4,372.3,238.8,465.9,139.9,589.0,539.4,517.3,530.3,535.1,362.3,359.7,289.9,385.0,527.8,532.5,303.7,706.0,434.6,448.6,182.1,503.2,473.0,277.3,357.7,384.5,1937.0,182.1,364.6,455.0,87.5,379.3,438.4,449.0,785.5,426.1,628.6,188.8,462.5,221.1,138.7,551.1,722.6,325.8,484.8,415.2,405.2,520.7,67.1,423.9,244.7,540.7,476.9,314.9,195.4,412.9,316.9,267.5,399.9,433.0,395.6,406.3,325.8,356.8,452.1,58.7,370.4,535.1,165.4,512.9,568.0,617.3,201.0,389.5,756.2,125.3,348.6,146.9,453.6,415.4,306.4,538.7,288.4,685.7,108.7,397.9,97.8,215.8,528.4,544.5,225.9,463.3,186.1,138.8,555.6,209.1,419.6,465.4,495.1,416.8,162.7,163.9,574.0,561.7,276.7,356.4,378.1,350.5,675.4,431.9,344.3,678.5,689.1,411.5,368.5,613.3,194.8,781.2,416.3,423.9,484.1,447.8,419.1,655.4,681.7,427.8,515.2,342.6,157.4,101.3,393.5,437.0,0.0,468.7,315.2,422.7,227.9,125.8,386.3,365.1,415.0,330.7,114.5,511.5,496.4,280.5,318.8,318.6,652.1,379.4,389.4,569.7,559.9,735.5,101.0,580.2,143.7,144.7,521.5,108.2
VJ,786.4,380.6,390.8,241.3,782.0,310.3,875.6,556.2,120.2,208.8,927.0,193.2,944.8,772.0,769.4,699.6,794.7,937.5,942.2,713.4,277.9,844.3,858.3,585.0,912.9,50.2,687.0,767.4,794.2,2090.7,473.3,774.3,188.7,490.4,789.0,848.1,858.7,319.2,835.8,200.5,375.6,872.2,557.4,541.6,960.8,294.5,735.5,894.5,824.9,814.9,51.9,483.4,833.6,246.6,950.4,886.6,299.4,531.7,146.6,726.6,201.2,133.6,842.7,805.3,816.0,735.5,766.5,856.0,475.0,790.1,944.8,568.3,922.6,173.9,189.2,485.9,80.5,335.0,431.4,758.3,563.2,863.3,825.1,716.1,948.4,698.1,257.6,434.4,807.6,500.7,552.1,59.6,954.2,412.7,873.0,534.2,381.6,965.3,361.9,158.0,875.1,904.8,826.5,552.9,566.8,983.7,133.6,191.6,766.1,787.8,760.2,247.3,841.6,754.0,250.4,261.0,821.2,778.2,472.5,547.1,360.0,826.0,833.6,893.8,857.5,828.8,227.3,253.6,837.5,924.9,752.3,416.5,387.1,803.2,186.3,482.9,0.0,724.9,114.9,630.8,538.1,796.0,774.8,824.7,137.5,420.0,921.2,906.1,687.4,728.5,728.3,224.0,789.1,799.1,100.9,969.6,334.7,517.3,152.1,546.6,547.6,931.2,524.5
VM,204.2,415.7,312.1,792.4,133.7,460.7,236.5,215.8,810.9,767.8,287.9,752.2,305.7,127.7,102.7,137.4,130.7,298.4,303.1,53.5,877.7,262.1,276.1,404.0,289.5,694.9,172.1,109.1,127.5,1919.9,274.4,198.7,676.9,309.4,122.3,265.9,276.5,768.4,169.1,850.5,410.7,290.0,276.4,360.6,321.7,723.7,50.8,255.4,158.2,138.6,742.6,275.8,166.9,466.6,311.3,304.4,536.8,218.0,634.8,82.9,489.4,621.8,229.8,138.6,171.1,68.8,184.3,195.1,267.4,105.8,305.7,387.3,283.5,789.9,824.5,287.0,611.4,739.1,347.2,91.6,267.8,281.1,242.9,12.3,309.3,135.9,857.4,330.6,140.9,319.7,271.1,750.3,330.8,447.8,290.8,187.4,350.0,341.9,431.0,644.1,292.9,265.7,181.6,281.0,385.8,344.6,783.6,498.6,99.9,227.2,115.3,847.1,228.7,109.1,850.2,880.8,218.3,129.1,596.2,177.7,764.1,159.3,251.4,311.6,244.6,215.9,847.1,873.4,255.3,285.8,94.7,316.5,315.8,221.0,658.9,308.5,690.6,0.0,644.6,449.8,221.7,213.8,129.9,211.8,552.6,332.3,282.1,267.0,89.8,61.8,3.3,823.8,140.3,196.2,791.6,330.5,718.4,286.7,802.1,365.6,366.6,292.1,226.5
VW,749.7,343.9,354.1,345.6,745.3,273.6,838.9,519.5,224.5,258.5,890.3,242.9,908.1,735.3,732.7,662.9,758.0,900.8,905.5,676.7,382.2,807.6,821.6,548.3,876.2,108.5,650.3,730.7,757.5,2195.0,436.6,737.6,152.0,453.7,752.3,811.4,822.0,423.5,799.1,304.8,338.9,835.5,520.7,504.9,924.1,398.8,698.8,857.8,788.2,778.2,156.2,446.7,796.9,209.9,913.7,849.9,262.7,495.0,109.9,689.9,164.5,96.9,806.0,768.6,779.3,698.8,729.8,825.1,438.3,753.4,908.1,531.6,885.9,280.6,293.5,449.2,43.8,439.3,394.7,721.6,526.5,826.6,788.4,679.4,911.7,661.4,361.9,397.7,770.9,464.0,515.4,163.9,917.5,376.0,836.3,497.5,344.9,928.6,325.2,121.3,838.4,868.1,789.8,516.2,530.1,947.0,237.9,154.9,729.4,751.1,723.5,351.6,804.9,717.3,354.7,365.3,784.5,741.5,576.8,510.4,464.3,789.3,796.9,857.1,820.8,792.1,331.6,357.9,800.8,888.2,715.6,379.8,350.4,766.5,149.6,446.2,104.2,688.2,0.0,594.1,501.4,759.3,738.1,788.0,100.8,383.3,884.5,869.4,650.7,691.8,691.6,328.3,752.4,762.4,205.2,932.9,439.0,480.6,256.4,509.9,510.9,894.5,487.8
VX,531.0,314.7,211.1,790.3,526.6,359.7,620.2,294.2,709.9,666.8,671.6,651.2,689.4,516.6,514.0,444.2,539.3,682.1,686.8,458.0,826.9,588.9,602.9,74.1,657.5,593.9,431.6,512.0,538.8,2091.3,335.1,518.9,575.9,159.6,533.6,592.7,603.3,868.2,580.4,749.5,309.7,616.8,375.4,201.4,705.4,843.5,480.1,639.1,569.5,559.5,641.6,221.4,578.2,365.6,695.0,631.2,435.8,349.7,533.8,471.2,388.4,520.8,587.3,549.9,560.6,480.1,511.1,600.6,213.0,534.7,689.4,228.1,667.2,688.9,738.2,347.7,510.4,884.0,246.2,502.9,301.2,607.9,569.7,460.7,693.0,442.7,806.6,229.6,552.2,156.7,370.1,649.3,698.8,346.8,617.6,340.4,259.7,709.9,330.0,543.1,619.7,649.4,571.1,317.0,57.4,728.3,682.6,397.6,510.7,532.4,504.8,796.3,586.2,498.6,799.4,810.0,565.8,522.8,767.6,349.1,909.0,570.6,578.2,638.4,602.1,573.4,776.3,802.6,582.1,669.5,496.9,278.3,214.8,547.8,557.9,220.9,589.6,469.5,543.6,0.0,280.1,540.6,519.4,569.3,451.6,231.3,665.8,650.7,432.0,473.1,472.9,773.0,533.7,543.7,690.6,714.2,889.8,255.3,701.1,78.2,76.1,675.8,262.5
VZ,299.7,257.9,159.2,718.5,295.3,302.9,388.9,44.9,653.1,610.0,440.3,594.4,458.1,285.3,282.7,212.9,308.0,450.8,455.5,226.7,770.1,357.6,371.6,251.1,426.2,537.1,200.3,280.7,307.5,1846.0,77.9,287.6,519.1,156.5,302.3,361.4,372.0,694.5,349.1,692.7,252.9,385.5,95.2,207.7,474.1,649.8,248.8,407.8,338.2,328.2,584.8,122.9,346.9,308.8,463.7,399.9,379.0,69.5,477.0,239.9,331.6,464.0,356.0,318.6,329.3,248.8,279.8,369.3,114.5,303.4,458.1,234.4,435.9,632.1,681.4,90.5,453.6,665.2,194.3,271.6,114.9,376.6,338.4,229.4,461.7,211.4,749.8,177.7,320.9,166.8,89.9,592.5,467.5,290.0,386.3,60.2,153.5,478.6,273.2,486.3,388.4,418.1,339.8,101.5,232.9,497.0,625.8,340.8,279.4,301.1,273.5,739.5,354.9,267.3,742.6,753.2,334.5,291.5,522.3,73.1,690.2,339.3,346.9,407.1,370.8,342.1,719.5,745.8,350.8,438.2,265.6,120.0,162.9,316.5,501.1,155.6,532.8,238.2,486.8,296.9,0.0,309.3,288.1,338.0,394.8,155.6,434.5,419.4,200.7,241.8,241.6,716.2,302.4,312.4,633.8,482.9,644.5,133.8,644.3,212.7,213.7,444.5,73.6
WH,13.7,461.2,357.6,720.5,265.3,506.2,340.9,261.3,856.4,813.3,392.3,797.7,410.1,237.3,252.7,164.9,278.0,402.8,407.5,196.7,747.5,48.2,62.2,449.5,378.2,740.4,172.3,250.7,277.5,1965.4,319.9,239.6,722.4,354.9,272.3,52.0,97.0,813.9,322.5,896.0,456.2,99.5,321.9,406.1,426.1,769.2,218.8,359.8,308.2,298.2,788.1,321.3,302.5,512.1,415.7,90.5,582.3,263.5,680.3,209.9,534.9,667.3,308.0,288.6,299.3,218.8,189.2,361.9,312.9,273.4,410.1,432.8,387.9,835.4,712.3,332.5,656.9,784.6,392.7,241.6,313.3,67.2,52.4,199.4,413.7,163.4,727.2,376.1,307.8,365.2,316.6,795.8,419.5,493.3,76.9,232.9,395.5,430.6,476.5,689.6,80.6,370.1,309.8,326.5,431.3,449.0,829.1,544.1,249.4,253.1,243.5,716.9,306.9,237.3,720.0,721.0,286.5,243.5,641.7,223.2,809.6,323.4,37.5,97.7,322.8,294.1,687.3,713.6,64.8,390.2,235.6,362.0,361.3,30.5,704.4,354.0,736.1,208.2,690.1,495.3,267.2,0.0,258.1,290.0,598.1,377.8,386.5,371.4,170.7,211.8,211.6,693.6,254.4,264.4,837.1,434.9,763.9,332.2,847.6,411.1,412.1,396.5,272.0
WJ,224.9,436.4,332.8,813.1,82.2,481.4,300.2,236.5,831.6,788.5,351.6,772.9,369.4,191.4,166.4,158.1,66.3,362.1,366.8,92.4,898.4,282.8,296.8,424.7,353.2,715.6,165.5,73.7,104.7,1940.6,295.1,232.8,697.6,330.1,186.0,286.6,297.2,789.1,232.8,871.2,431.4,310.7,297.1,381.3,385.4,744.4,80.6,319.1,116.3,107.3,763.3,296.5,230.6,487.3,375.0,325.1,557.5,238.7,655.5,45.1,510.1,642.5,301.2,93.6,41.1,132.5,205.0,258.8,288.1,55.6,369.4,408.0,347.2,810.6,845.2,314.0,632.1,759.8,367.9,143.1,288.5,301.8,263.6,118.1,373.0,156.6,878.1,351.3,204.6,340.4,291.8,771.0,392.8,468.5,311.5,208.1,370.7,405.6,451.7,664.8,313.6,329.4,51.6,301.7,406.5,408.3,804.3,519.3,66.6,246.3,14.0,867.8,300.1,20.5,870.9,901.5,279.7,192.8,616.9,198.4,784.8,223.0,272.1,332.3,316.0,287.3,867.8,896.1,276.0,349.5,43.2,337.2,336.5,241.7,679.6,322.6,711.3,126.9,665.3,470.5,242.4,234.5,0.0,283.2,573.3,353.0,345.8,330.7,113.3,125.5,130.3,844.5,204.0,257.6,812.3,394.2,739.1,307.4,822.8,386.3,387.3,355.8,247.2
WZ,297.4,548.9,445.3,925.6,284.9,593.9,88.2,349.0,944.1,901.0,104.5,885.4,136.4,148.9,164.7,143.1,226.7,181.9,224.5,222.9,1010.9,355.3,369.3,537.2,88.1,828.1,184.0,211.4,187.5,2053.1,407.6,171.2,810.1,442.6,144.1,359.1,369.7,901.6,150.2,983.7,543.9,383.2,409.6,493.8,243.1,856.9,202.0,138.9,218.2,232.5,875.8,409.0,132.7,599.8,232.7,397.6,670.0,351.2,768.0,216.1,622.6,755.0,17.9,198.6,305.5,141.3,277.5,178.9,400.6,252.2,136.4,520.5,204.9,923.1,957.7,420.2,744.6,872.3,480.4,151.6,401.0,374.3,336.1,202.6,230.7,144.6,990.6,463.8,124.8,452.9,404.3,883.5,129.4,581.0,384.0,320.6,483.2,140.5,564.2,777.3,386.1,138.1,316.0,414.2,519.0,266.0,916.8,631.8,251.1,155.6,249.7,980.3,16.8,243.5,983.4,1014.0,146.7,140.3,729.4,310.9,897.3,140.4,344.6,404.8,84.8,111.1,980.3,1006.6,348.5,169.3,245.9,449.7,449.0,314.2,792.1,441.7,823.8,211.4,777.8,583.0,354.9,307.0,264.3,0.0,685.8,465.5,98.7,150.5,213.5,148.5,214.8,957.0,117.8,124.6,924.8,204.5,851.6,419.9,935.3,498.8,499.8,175.6,359.7
XD,648.8,243.0,253.2,338.6,644.4,172.7,738.0,418.6,258.2,208.6,789.4,199.5,807.2,634.4,631.8,562.0,657.1,799.9,804.6,575.8,375.2,706.7,720.7,447.4,775.3,142.2,549.4,629.8,656.6,2179.9,335.7,636.7,124.2,352.8,651.4,710.5,721.1,416.5,698.2,297.8,238.0,734.6,419.8,404.0,823.2,387.3,597.9,756.9,687.3,677.3,189.9,345.8,696.0,109.0,812.8,749.0,161.8,394.1,82.1,589.0,63.6,69.1,705.1,667.7,678.4,597.9,628.9,724.2,337.4,642.5,807.2,430.7,785.0,241.7,286.5,354.6,58.7,432.3,293.8,620.7,425.6,725.7,687.5,578.5,810.8,560.5,354.9,296.8,670.0,363.1,414.5,197.6,816.6,275.1,735.4,396.6,244.0,827.7,224.3,88.8,737.5,767.2,688.9,415.3,429.2,846.1,230.9,54.0,628.5,650.2,622.6,344.6,704.0,616.4,347.7,358.3,683.6,640.6,569.8,409.5,457.3,688.4,696.0,756.2,719.9,691.2,324.6,352.9,699.9,787.3,614.7,278.9,249.5,665.6,106.2,338.7,137.9,587.3,91.9,493.2,400.5,658.4,637.2,687.1,0.0,282.4,783.6,768.5,552.6,590.9,590.7,321.3,651.5,661.5,238.9,832.0,432.0,379.7,249.4,409.0,410.0,793.6,386.9
XE,415.6,132.7,69.8,608.3,406.3,177.7,499.9,173.9,527.9,478.3,551.3,465.1,569.1,396.3,393.7,323.9,419.0,561.8,566.5,337.7,644.9,468.6,483.0,202.7,537.2,411.9,311.3,391.7,418.5,1947.9,103.7,398.6,393.9,108.1,413.3,472.4,483.0,686.2,460.1,567.5,123.6,496.5,187.8,163.4,585.1,657.0,359.8,518.8,449.2,439.2,459.6,113.0,457.9,183.6,574.7,510.9,249.7,162.1,351.8,352.9,202.3,338.8,467.0,429.6,440.3,359.8,384.3,480.3,96.8,406.4,569.1,186.0,546.9,511.4,556.2,122.6,328.4,697.9,106.3,382.6,185.0,487.6,449.4,340.4,572.7,340.4,624.6,113.4,431.9,118.4,182.5,467.3,576.8,160.7,497.3,164.6,28.3,589.6,148.0,358.5,499.4,529.1,446.4,183.3,184.5,608.0,496.5,211.5,390.4,412.1,384.5,614.3,465.9,378.3,617.4,628.0,445.5,402.5,624.2,177.5,727.0,450.3,457.9,518.1,481.8,453.1,594.3,622.6,461.8,549.2,376.6,42.8,86.4,427.5,375.9,98.1,407.6,349.2,361.6,248.5,159.8,420.3,401.1,449.0,265.5,0.0,545.5,530.4,314.5,352.8,352.6,586.9,413.4,423.4,508.6,593.9,701.7,139.1,519.1,164.3,169.4,555.5,146.3
XI,418.6,650.5,546.9,1027.2,386.5,695.5,58.0,450.6,1045.7,1002.6,26.7,987.0,124.2,265.2,209.1,259.4,328.3,151.7,203.5,324.5,1112.5,471.6,485.6,638.8,75.9,929.7,300.3,313.0,289.1,2136.9,509.2,287.5,911.7,544.2,188.5,475.4,486.0,1003.2,194.6,1085.3,645.5,499.5,511.2,595.4,229.9,963.6,303.6,108.7,319.8,334.1,977.4,522.5,210.4,701.4,190.2,513.9,771.6,452.8,869.6,317.7,724.2,856.6,142.4,300.2,407.1,242.9,393.8,217.5,502.2,325.7,124.2,622.1,191.7,1024.7,1059.3,528.1,846.2,973.9,582.0,253.2,502.6,490.6,452.4,304.2,196.1,288.8,1092.2,565.4,169.2,554.5,505.9,985.1,115.5,682.6,500.3,422.2,584.8,128.3,665.8,876.3,502.4,119.0,417.6,515.8,620.6,238.8,1018.4,733.4,352.7,271.9,351.3,1081.9,113.4,345.1,1085.0,1115.6,263.0,256.6,831.0,412.5,998.9,184.8,460.9,521.1,164.9,180.9,1081.9,1108.2,464.8,139.1,347.5,551.3,558.0,430.5,893.7,536.7,925.4,313.0,879.4,684.6,456.5,423.3,365.9,131.0,787.4,571.2,0.0,120.3,329.8,250.1,316.4,1058.6,234.1,240.9,1026.4,174.3,953.2,521.5,1036.9,600.4,601.4,145.4,461.3
XN,372.4,609.2,505.6,985.9,345.2,654.2,68.5,409.3,1004.4,961.3,119.9,945.7,123.1,223.9,167.8,218.1,287.0,16.2,78.1,283.2,1071.2,430.3,444.3,597.5,121.5,888.4,259.0,271.7,247.8,2101.0,467.9,246.2,870.4,502.9,147.2,434.1,444.7,961.9,153.3,1044.0,604.2,458.2,469.9,554.1,117.7,917.2,262.3,17.7,278.5,292.8,936.1,469.3,169.1,660.1,115.1,472.6,730.3,411.5,828.3,276.4,682.9,815.3,168.0,258.9,365.8,201.6,352.5,176.2,460.9,312.5,123.1,580.8,128.2,983.4,1018.0,480.5,804.9,932.6,540.7,211.9,461.3,449.3,411.1,262.9,70.7,219.6,1050.9,524.1,127.9,513.2,464.6,943.8,162.8,641.3,459.0,380.9,543.5,173.9,624.5,837.6,461.1,83.1,376.3,474.5,579.3,148.4,977.1,692.1,311.4,230.6,310.0,1040.6,139.0,303.8,1043.7,1074.3,221.7,215.3,789.7,371.2,957.6,143.5,419.6,479.8,169.5,163.4,1040.6,1066.9,423.5,13.7,306.2,510.0,509.3,389.2,852.4,502.0,884.1,271.7,838.1,643.3,415.2,382.0,324.6,156.6,746.1,525.8,114.1,0.0,288.5,208.8,275.1,1017.3,192.8,199.6,985.1,48.9,911.9,480.2,995.6,559.1,560.1,78.5,420.0
XO,162.5,369.1,265.5,745.8,117.8,414.1,239.0,169.2,764.3,714.7,290.4,705.6,308.2,130.2,105.2,77.7,130.5,300.9,305.6,49.2,831.1,215.5,229.9,357.4,292.0,648.3,67.1,103.2,130.0,1873.3,227.8,152.4,630.3,262.8,124.8,219.3,229.9,721.8,171.6,803.9,364.1,243.4,229.8,314.0,324.2,682.2,71.3,257.9,160.7,150.7,696.0,241.1,169.4,420.0,313.8,257.8,490.2,171.4,588.2,65.2,442.8,578.0,218.0,141.1,151.8,71.3,131.2,200.4,220.8,115.9,308.2,340.7,288.8,747.8,777.9,246.7,564.8,692.5,300.6,94.1,224.0,234.5,196.3,51.9,311.8,94.2,810.8,284.0,143.4,273.1,224.5,703.7,331.6,401.2,244.2,140.8,303.4,344.4,384.4,594.9,246.3,268.2,157.9,234.4,339.2,347.1,737.0,452.0,101.9,165.9,96.0,800.5,219.7,89.8,803.6,834.2,199.3,131.6,549.6,131.1,717.5,161.8,204.8,265.0,235.6,206.9,800.5,828.8,208.7,288.3,88.1,272.7,276.6,174.4,612.3,258.1,644.0,60.7,598.0,403.2,175.1,167.2,113.4,202.8,506.0,289.8,284.6,269.5,0.0,64.3,64.1,777.2,142.8,177.2,745.0,333.0,671.8,240.1,755.5,319.0,320.0,294.6,179.9
XS,188.8,400.3,296.7,777.0,136.3,445.3,174.6,200.4,795.5,752.4,226.0,736.8,243.8,100.1,40.8,122.0,90.1,236.5,241.2,74.3,862.3,246.7,260.7,388.6,227.6,679.5,129.4,62.8,65.6,1904.5,259.0,171.1,661.5,294.0,60.4,250.5,261.1,753.0,107.2,835.1,395.3,274.6,261.0,345.2,259.8,708.3,53.4,193.5,96.3,110.3,727.2,260.4,105.0,451.2,249.4,289.0,521.4,202.6,619.4,67.5,474.0,606.4,167.9,76.7,156.9,6.9,168.9,133.2,252.0,105.7,243.8,371.9,221.6,774.5,809.1,271.6,596.0,723.7,331.8,29.7,252.4,265.7,227.5,54.0,247.4,120.5,842.0,315.2,79.0,304.3,255.7,734.9,268.9,432.4,275.4,172.0,334.6,280.0,415.6,628.7,277.5,203.8,167.4,265.6,370.4,282.7,768.2,483.2,102.5,165.3,101.1,831.7,166.8,94.9,834.8,865.4,156.4,101.5,580.8,162.3,748.7,97.4,236.0,296.2,182.7,154.0,831.7,858.0,239.9,223.9,97.3,301.1,300.4,205.6,643.5,293.1,675.2,62.8,629.2,434.4,206.3,198.4,115.7,149.9,537.2,316.9,220.2,205.1,74.4,0.0,66.2,808.4,127.5,134.3,776.2,268.6,703.0,271.3,786.7,350.2,351.2,230.2,211.1
