from_stop,AC,AF,AI,AJ,AK,AQ,AR,AX,AY,BC,BJ,BK,BP,BW,BZ,CG,CI,CN,CV,CZ,DF,DH,DL,DR,DS,DT,DV,DW,DY,DZ,EB,ED,EU,EW,FB,FF,FG,FJ,GE,GN,GT,HK,HO,HU,HV,HW,IF,IP,IR,IS,IW,IY,JG,JL,JN,JS,JY,KC,KF,KG,KI,KO,KT,KV,KX,KY,KZ,LB,LI,LM,LN,LP,LV,ME,MI,MK,MO,MQ,NA,NJ,NO,NQ,NY,OL,ON,OS,OY,PF,PK,PL,PN,PO,PP,PS,PT,QA,QF,QH,QM,QR,QU,QZ,RD,RK,RQ,RV,RY,SA,SC,SE,SH,SI,SJ,SM,SP,SW,SY,TB,TC,TG,TI,TL,TU,UG,UI,UJ,UL,UN,UP,UX,VR,VT,VY,WA,WF,WG,WZ,XD,XF,XH,XJ,XZ,YC,YQ,YR,ZF,ZJ,ZO,ZQ,ZR,ZV
UX,827.8,278.7,97.7,805.7,534.2,624.5,67.1,829.0,717.8,427.1,309.7,227.5,368.8,202.5,495.6,205.4,804.1,635.0,447.5,759.5,846.7,555.6,453.7,254.5,704.7,828.1,688.4,762.6,1004.9,851.4,473.7,494.2,713.8,852.1,391.6,573.4,85.1,169.9,799.7,692.1,649.6,341.8,779.2,251.1,800.0,493.3,256.8,193.7,608.8,435.5,907.1,643.3,602.4,425.6,718.9,91.8,619.4,515.8,634.5,22.6,505.7,359.7,538.4,469.8,627.1,682.7,739.7,347.5,514.9,502.0,796.4,359.1,490.3,593.1,737.1,844.8,514.2,654.8,673.5,695.1,518.0,152.5,483.6,137.0,603.3,803.4,735.4,794.1,677.5,669.7,681.2,481.8,621.2,788.4,889.5,188.8,486.9,736.5,447.6,318.4,675.4,667.6,672.5,506.9,495.7,800.8,385.2,720.5,517.2,516.5,719.1,761.2,830.9,679.4,445.2,741.3,848.0,114.9,432.3,371.9,589.4,825.9,416.7,536.8,649.2,821.0,713.8,550.7,234.1,0.0,772.4,473.5,792.4,100.8,392.7,754.4,752.9,693.8,366.2,597.6,893.9,414.7,740.4,520.6,446.6,81.0,99.2,566.5,425.1,571.7,395.7
VR,75.1,728.4,685.6,484.6,921.8,303.4,667.6,507.9,396.7,814.7,697.3,677.2,699.4,590.1,734.8,494.6,364.2,313.9,835.1,44.1,246.6,755.1,841.3,642.1,85.3,186.4,101.6,322.7,683.8,209.7,861.3,516.5,273.9,412.2,648.0,961.0,611.1,619.6,197.6,371.0,189.7,791.5,173.8,700.8,158.3,880.9,541.0,506.4,421.7,763.4,307.0,322.2,281.3,682.0,397.8,652.9,298.3,903.4,313.4,665.6,762.1,809.4,491.1,726.2,163.8,361.6,418.6,735.1,495.3,889.6,356.5,689.7,877.9,272.0,416.0,203.1,674.3,134.3,352.4,374.0,757.2,540.1,871.2,586.7,282.2,50.7,295.5,203.1,356.4,348.6,360.1,738.2,523.4,348.5,174.1,544.8,743.3,71.5,835.2,706.0,1063.0,346.5,351.4,667.0,655.8,159.1,772.8,124.6,778.6,904.1,398.0,119.5,115.5,1067.0,701.6,76.3,95.3,578.4,819.9,759.5,637.3,184.2,673.1,924.4,1036.8,499.9,273.9,938.3,683.8,699.7,0.0,861.1,357.7,593.9,780.3,433.3,313.0,372.7,753.8,276.5,232.5,597.1,419.3,777.0,834.2,668.9,678.5,954.1,733.6,514.5,726.3
VT,962.2,384.9,426.8,940.1,293.4,758.9,476.4,963.4,852.2,134.9,145.8,299.3,476.7,239.4,603.5,338.1,938.5,769.4,206.7,893.9,981.1,663.5,212.9,295.3,839.1,960.8,822.8,897.0,1139.3,985.8,150.9,623.6,848.2,991.5,499.5,250.6,377.9,342.6,866.0,826.5,784.0,449.7,913.6,419.1,934.4,168.8,331.7,326.7,741.5,543.4,1041.5,777.7,736.8,533.5,851.6,461.7,753.8,193.0,768.9,432.4,613.6,467.6,577.2,577.7,761.5,817.1,874.1,160.9,642.6,179.2,930.8,467.0,167.5,725.8,869.8,979.2,696.6,787.5,806.2,829.5,624.2,292.7,213.3,327.9,737.7,936.1,868.1,860.4,811.9,802.4,813.9,588.0,658.3,920.7,1023.9,353.6,594.8,870.9,124.8,137.6,352.6,800.3,805.5,673.9,678.1,935.2,140.2,856.9,625.1,275.7,853.5,895.6,965.3,356.6,553.1,875.7,982.4,345.2,107.8,131.1,718.8,960.3,524.6,296.0,326.4,955.4,848.2,85.7,384.3,466.5,906.8,0.0,926.8,360.7,100.5,883.9,887.3,826.5,172.3,732.0,958.2,619.4,874.8,628.5,123.8,410.1,487.3,243.7,533.0,610.5,503.6
VY,405.3,699.2,732.2,711.5,953.6,520.0,714.2,734.8,623.6,846.5,729.1,646.2,511.2,636.7,546.6,541.2,699.6,530.5,866.9,426.4,561.0,566.9,873.1,688.7,324.5,290.6,340.8,658.1,910.7,374.6,893.1,328.3,609.3,747.6,459.8,992.8,657.7,666.2,190.4,597.9,430.1,762.3,350.5,643.6,359.2,912.7,587.6,553.0,336.6,575.2,621.4,549.1,508.2,493.8,614.4,699.5,525.2,935.2,540.3,712.2,573.9,780.2,302.9,538.0,404.2,588.5,645.5,766.9,307.1,921.4,691.9,501.5,909.7,498.9,632.6,421.6,486.1,374.7,569.0,590.6,569.0,586.7,903.0,633.3,509.1,380.9,581.0,184.8,583.3,575.5,587.0,550.0,335.2,683.9,504.5,591.4,555.1,408.0,867.0,737.8,1094.8,573.4,578.3,478.8,467.6,319.6,804.6,409.0,590.4,935.9,624.9,269.9,466.2,1098.8,513.4,412.8,425.5,625.0,851.7,791.3,449.1,349.1,484.9,956.2,1068.6,726.8,609.3,970.1,730.4,746.3,382.2,892.9,0.0,640.5,812.1,660.2,648.4,589.3,785.6,503.4,284.6,408.9,635.9,588.8,866.0,715.5,725.1,985.9,545.4,326.3,538.1
WA,726.9,239.9,99.8,704.8,433.3,523.6,149.7,728.1,616.9,326.2,208.8,188.7,330.0,101.6,456.8,104.5,703.2,534.1,346.6,658.6,745.8,516.8,352.8,153.6,603.8,728.7,587.5,661.7,904.0,750.5,372.8,476.9,612.9,751.2,352.8,472.5,17.1,131.1,701.0,591.2,548.7,303.0,678.3,212.3,699.1,392.4,98.1,92.8,507.9,396.7,806.2,542.4,501.5,386.8,618.0,174.4,518.5,414.9,533.6,71.6,466.9,320.9,499.6,431.0,526.2,581.8,638.8,246.6,497.6,401.1,695.5,320.3,389.4,492.2,636.2,743.9,549.9,553.9,572.6,594.2,479.2,51.6,382.7,98.2,502.4,702.5,634.5,695.4,576.6,568.8,580.3,443.0,582.4,687.5,788.6,118.3,448.1,635.6,346.7,217.5,574.5,566.7,571.6,527.2,531.4,699.9,284.3,619.6,478.4,415.6,618.2,660.3,730.0,578.5,406.4,640.4,747.1,14.1,331.4,271.0,572.1,725.0,377.9,435.9,548.3,720.1,612.9,449.8,195.3,105.7,671.5,372.6,691.5,0.0,291.8,653.5,652.0,592.9,265.3,496.7,773.3,472.7,639.5,481.8,345.7,83.1,175.3,465.6,386.3,532.9,356.9
WF,909.8,334.2,374.4,887.7,241.0,706.5,424.0,911.0,799.8,34.3,93.4,246.9,424.3,187.0,551.1,287.4,886.1,717.0,154.3,841.5,928.7,611.1,160.5,242.9,786.7,910.1,770.4,844.6,1086.9,933.4,108.4,571.2,795.8,934.1,447.1,208.1,325.5,290.2,813.6,774.1,731.6,397.3,861.2,366.7,882.0,128.0,281.0,275.7,690.8,491.0,989.1,725.3,684.4,481.1,800.9,409.3,701.4,151.2,716.5,380.0,561.2,415.2,524.8,525.3,709.1,764.7,821.7,108.5,591.9,136.7,878.4,414.6,125.0,675.1,819.1,926.8,644.2,736.8,755.5,777.1,573.5,242.0,162.6,275.5,685.3,885.4,817.4,808.0,759.5,751.7,763.2,537.3,607.6,870.4,971.5,301.2,542.4,818.5,83.0,85.2,310.1,749.6,754.5,621.5,625.7,882.8,89.5,802.5,572.7,223.3,801.1,843.2,912.9,314.1,500.7,823.3,930.0,292.8,67.0,78.7,666.4,907.9,472.2,243.6,283.9,903.0,795.8,186.1,331.9,414.1,854.4,108.9,874.4,308.3,0.0,836.4,834.9,775.8,119.9,679.6,907.8,567.0,822.4,576.1,81.3,357.7,434.9,201.2,480.6,558.1,451.2
WG,529.5,836.7,793.9,92.4,1030.1,326.2,775.9,122.6,41.6,923.0,805.6,785.5,926.8,698.4,1053.6,602.9,505.8,336.7,943.4,461.2,548.4,1113.6,949.6,750.4,406.4,529.8,390.1,464.3,409.4,553.1,969.6,859.9,415.5,558.8,949.6,1069.3,719.4,727.9,541.0,72.2,351.3,899.8,480.9,809.1,501.7,984.3,649.3,615.1,530.0,993.5,608.8,144.1,199.1,983.6,420.6,761.2,134.9,1011.7,231.2,773.9,1063.7,917.7,834.5,1027.8,328.8,279.4,51.9,843.4,833.8,997.9,498.1,917.1,986.2,184.9,433.9,546.5,1017.7,356.5,370.3,396.8,1076.0,648.4,979.5,695.0,154.5,505.1,432.2,546.5,274.2,266.4,201.4,1034.9,866.8,488.0,591.2,653.1,1044.9,438.2,943.5,814.3,1171.3,264.3,168.7,1010.4,999.2,502.5,881.1,424.2,1075.2,1012.4,315.8,462.9,532.6,1175.3,1003.2,443.0,549.7,686.7,928.2,867.8,980.7,527.6,974.7,1032.7,1145.1,114.6,415.5,1041.7,792.1,808.0,474.1,967.7,701.1,702.2,888.6,0.0,454.6,395.5,862.1,194.3,573.9,976.0,442.1,1078.6,942.5,777.2,786.8,1062.4,983.1,857.9,953.7
WZ,353.1,713.6,670.8,469.8,907.0,195.2,652.8,493.1,381.9,799.9,682.5,662.4,803.7,575.3,930.5,479.8,176.8,153.3,820.3,284.8,372.0,922.1,826.5,627.3,230.0,353.4,213.7,135.3,669.0,376.7,846.5,683.5,86.5,156.1,826.5,946.2,596.3,604.8,364.6,356.2,156.9,776.7,304.5,686.0,325.3,866.1,526.2,491.6,406.9,870.4,432.4,307.4,266.5,860.5,259.7,638.1,283.5,888.6,298.6,650.8,940.6,794.6,658.1,904.7,152.4,346.8,403.8,720.3,662.3,874.8,100.4,794.0,863.1,257.2,301.9,370.1,841.3,180.1,214.3,259.9,952.9,525.3,856.4,571.9,267.4,328.7,95.5,370.1,341.6,333.8,345.3,916.7,690.4,161.1,414.8,530.0,921.8,261.8,820.4,691.2,1048.2,331.7,336.6,834.0,822.8,326.1,758.0,245.8,952.1,889.3,383.2,286.5,356.2,1052.2,880.1,266.6,373.3,563.6,805.1,744.7,804.3,351.2,851.6,909.6,1022.0,485.1,53.1,923.5,669.0,684.9,297.7,846.3,524.7,579.1,765.5,418.5,0.0,258.6,739.0,261.7,399.5,764.1,281.2,955.5,819.4,654.1,663.7,939.3,860.0,681.5,830.6
XD,400.6,658.8,616.0,464.0,852.2,72.0,598.0,487.3,376.1,745.1,627.7,607.6,748.9,520.5,875.7,425.0,306.4,95.0,765.5,332.3,419.5,935.7,771.7,572.5,277.5,400.9,261.2,264.9,663.2,424.2,791.7,731.0,216.1,321.8,771.7,891.4,541.5,550.0,412.1,350.4,222.4,721.9,352.0,631.2,372.8,811.3,471.4,436.8,352.1,815.6,479.9,301.6,260.7,805.7,28.0,583.3,277.7,833.8,292.8,596.0,885.8,739.8,705.6,849.9,199.9,341.0,398.0,665.5,709.8,820.0,266.1,739.2,808.3,251.4,59.9,417.6,897.6,227.6,67.8,46.7,898.1,470.5,801.6,517.1,261.6,376.2,152.9,417.6,335.8,328.0,339.5,861.9,737.9,288.6,462.3,475.2,867.0,309.3,765.6,636.4,993.4,325.9,329.4,890.3,879.1,373.6,703.2,293.3,897.3,834.5,377.4,334.0,403.7,997.4,825.3,314.1,420.8,508.8,750.3,689.9,851.8,398.7,796.8,854.8,967.2,479.3,183.5,868.7,614.2,630.1,345.2,789.8,535.7,524.3,710.7,412.7,222.6,0.0,684.2,255.9,445.0,798.1,83.2,900.7,764.6,599.3,608.9,884.5,805.2,729.0,775.8
XF,811.9,319.3,276.5,789.8,421.6,608.6,326.1,813.1,701.9,314.5,197.1,268.1,409.4,89.1,536.2,189.5,788.2,619.1,334.9,743.6,830.8,596.2,341.1,122.9,688.8,812.2,672.5,746.7,989.0,835.5,361.1,556.3,697.9,836.2,432.2,460.8,227.6,210.5,786.0,676.2,633.7,382.4,763.3,291.7,784.1,380.7,183.1,177.8,592.9,476.1,891.2,627.4,586.5,466.2,703.0,311.4,603.5,403.2,618.6,282.1,546.3,400.3,579.0,510.4,611.2,666.8,723.8,234.9,577.0,389.4,780.5,399.7,377.7,577.2,721.2,828.9,625.7,638.9,657.6,679.2,558.6,144.1,371.0,177.6,587.4,787.5,719.5,780.4,661.6,653.8,665.3,522.4,661.8,772.5,873.6,203.3,527.5,720.6,335.0,205.8,562.8,651.7,656.6,606.6,607.2,784.9,272.6,704.6,557.8,403.9,703.2,745.3,815.0,566.8,485.8,725.4,832.1,194.9,319.7,259.3,651.5,810.0,457.3,424.2,536.6,805.1,697.9,438.1,274.7,316.2,756.5,360.9,776.5,210.4,280.1,738.5,737.0,677.9,0.0,581.7,858.3,526.2,724.5,561.2,334.0,259.8,337.0,453.9,465.7,612.3,436.3
XH,343.8,651.0,608.2,262.4,844.4,140.5,590.2,285.7,174.5,737.3,619.9,599.8,741.1,512.7,867.9,417.2,320.1,151.0,757.7,275.5,362.7,927.9,763.9,564.7,220.7,344.1,204.4,278.6,407.2,367.4,783.9,674.2,229.8,368.1,763.9,883.6,533.7,542.2,355.3,148.8,165.6,714.1,295.2,623.4,316.0,803.5,463.6,429.0,344.3,807.8,423.1,100.0,4.7,797.9,234.9,575.5,76.1,826.0,36.8,588.2,878.0,732.0,648.8,842.1,143.1,85.0,196.4,657.7,653.0,812.2,312.4,731.4,800.5,4.4,253.1,360.8,832.0,170.8,189.5,211.1,890.3,462.7,793.8,509.3,59.2,319.4,251.4,360.8,79.8,72.0,83.5,854.1,681.1,304.4,405.5,467.4,859.2,252.5,757.8,628.6,985.6,69.9,77.0,824.7,813.5,316.8,695.4,236.5,889.5,826.7,121.4,277.2,346.9,989.6,817.5,257.3,364.0,501.0,742.5,682.1,795.0,341.9,789.0,847.0,959.4,277.7,229.8,860.9,606.4,622.3,288.4,783.7,515.4,516.5,702.9,211.1,268.9,209.8,676.4,0.0,390.2,790.3,256.4,892.9,756.8,591.5,601.1,876.7,797.4,672.2,768.0
XJ,259.4,821.1,780.1,579.1,1016.3,397.9,762.1,602.4,491.2,909.2,791.8,771.7,625.6,684.6,661.0,587.3,458.7,408.4,929.6,280.5,415.1,681.3,935.8,736.6,178.6,192.9,194.9,417.2,778.3,216.2,955.8,442.7,368.4,511.7,574.2,1055.5,705.6,714.1,123.8,465.5,284.2,886.0,246.0,758.0,194.8,973.6,633.7,601.3,514.4,689.6,473.7,416.7,375.8,608.2,490.5,747.4,392.8,997.9,407.9,760.1,688.3,903.9,417.3,652.4,258.3,456.1,513.1,829.6,419.7,984.1,451.0,615.9,972.4,364.7,508.7,84.7,600.5,227.0,445.1,468.5,681.6,632.8,963.9,681.2,376.7,233.2,388.2,129.3,450.9,441.3,452.8,664.4,449.6,440.9,358.6,639.3,669.5,262.1,929.7,800.5,1157.5,441.0,444.5,593.2,582.0,165.6,865.5,216.1,704.8,998.6,492.5,124.0,320.3,1161.5,626.0,266.9,279.6,672.9,912.6,854.0,563.5,190.7,599.3,1018.9,1131.3,594.4,368.4,1032.8,778.3,794.2,236.3,953.9,283.9,688.4,874.8,522.9,407.5,465.4,848.3,371.0,0.0,523.3,513.8,703.2,928.7,763.4,773.0,1048.6,659.8,440.7,652.5
XZ,599.8,369.1,479.1,909.5,739.8,728.3,315.9,932.8,821.6,632.7,515.3,316.1,197.5,427.2,159.9,423.5,799.1,738.8,653.1,620.9,755.5,180.2,659.3,479.2,519.0,533.3,535.3,757.6,1108.7,556.6,679.3,79.4,708.8,847.1,146.1,779.0,448.2,346.1,384.9,795.9,624.6,432.2,586.4,313.5,535.2,698.9,378.1,411.8,534.6,261.5,815.9,747.1,706.2,180.1,822.7,301.2,723.2,721.4,738.3,404.0,188.0,450.1,206.9,177.2,598.7,786.5,843.5,553.1,100.1,707.6,791.4,187.8,695.9,696.9,840.9,530.0,99.4,569.2,777.3,798.9,182.3,377.2,689.2,423.8,707.1,575.4,730.4,379.3,781.3,773.5,785.0,165.0,239.2,783.4,699.0,310.1,238.7,602.5,653.2,524.0,881.0,771.4,776.3,92.1,80.9,506.0,590.8,560.3,203.7,722.1,822.9,464.4,660.7,885.0,199.7,607.3,620.0,415.5,637.9,577.5,174.6,531.1,171.2,742.4,854.8,924.8,708.8,756.3,387.8,384.4,576.7,679.1,393.4,431.0,598.3,858.2,747.9,797.6,571.8,701.4,479.1,0.0,844.2,272.4,652.2,462.4,326.8,772.1,231.7,230.3,224.4
YC,419.2,743.7,700.9,482.6,937.1,152.5,682.9,505.9,394.7,830.0,712.6,692.5,833.8,605.4,960.6,509.9,334.4,123.0,850.4,350.9,438.1,1020.6,856.6,657.4,296.1,419.5,279.8,292.9,681.8,442.8,876.6,749.6,244.1,349.8,856.6,976.3,626.4,634.9,430.7,369.0,241.0,806.8,370.6,716.1,391.4,896.2,556.3,521.7,437.0,900.5,498.5,320.2,279.3,890.6,70.0,668.2,296.3,918.7,311.4,680.9,970.7,824.7,724.2,934.8,218.5,359.6,416.6,750.4,728.4,904.9,294.1,824.1,893.2,270.0,148.1,436.2,982.5,246.2,71.7,115.7,983.0,555.4,886.5,602.0,280.2,394.8,180.9,436.2,354.4,346.6,358.1,946.8,756.5,318.7,480.9,560.1,951.9,327.9,850.5,721.3,1078.3,344.5,349.4,975.2,964.0,392.2,788.1,313.9,982.2,919.4,396.0,352.6,422.3,1082.3,910.2,332.7,439.4,593.7,835.2,774.8,870.4,417.3,881.7,939.7,1052.1,497.9,211.5,953.6,699.1,715.0,363.8,876.4,620.6,609.2,795.6,431.3,250.6,88.1,769.1,274.5,465.6,883.0,0.0,985.6,849.5,684.2,693.8,969.4,890.1,747.6,860.7
YQ,795.6,377.6,505.5,1105.3,748.3,924.1,577.1,1128.6,1017.4,641.2,523.8,324.6,143.9,463.9,109.7,505.9,994.9,934.6,661.6,816.7,951.3,169.7,667.8,515.9,714.8,729.1,731.1,953.4,1304.5,752.4,687.8,275.2,904.6,1042.9,138.2,787.5,508.9,354.6,580.7,991.7,820.4,440.7,782.2,322.0,731.0,707.4,499.5,494.2,730.4,153.5,1011.7,942.9,902.0,104.2,1018.5,562.4,919.0,729.9,934.1,513.3,119.8,458.6,402.7,83.9,794.5,982.3,1039.3,561.6,295.9,716.1,987.2,153.6,704.4,892.7,1036.7,725.8,229.4,765.0,973.1,994.7,113.3,460.5,697.7,388.9,902.9,771.2,926.2,575.1,977.1,969.3,980.8,95.9,435.0,979.2,894.8,571.3,30.3,798.3,661.7,532.5,889.5,967.2,972.1,180.1,242.7,701.8,599.3,754.1,95.6,730.6,1018.7,660.2,856.5,893.5,84.6,803.1,815.8,538.7,646.4,586.0,370.4,726.9,113.1,750.9,863.3,1120.6,904.6,764.8,396.3,547.4,772.5,687.6,589.2,524.6,606.8,1054.0,943.7,993.4,580.3,897.2,674.9,261.1,1040.0,0.0,660.7,488.8,588.0,780.6,88.0,426.1,117.0
YR,972.3,396.7,436.9,950.2,303.5,769.0,486.5,973.5,862.3,55.8,155.9,309.4,486.8,249.5,613.6,349.9,948.6,779.5,216.8,904.0,991.2,673.6,223.0,305.4,849.2,972.6,832.9,907.1,1149.4,995.9,27.0,633.7,858.3,996.6,509.6,126.7,388.0,352.7,876.1,836.6,794.1,459.8,923.7,429.2,944.5,46.6,343.5,338.2,753.3,553.5,1051.6,787.8,746.9,543.6,863.4,471.8,763.9,112.3,779.0,442.5,623.7,477.7,587.3,587.8,771.6,827.2,884.2,171.0,654.4,55.3,940.9,477.1,43.6,737.6,881.6,989.3,706.7,799.3,818.0,839.6,636.0,304.5,225.1,338.0,747.8,947.9,879.9,870.5,822.0,814.2,825.7,599.8,670.1,932.9,1034.0,363.7,604.9,881.0,44.1,147.7,228.7,812.1,817.0,684.0,688.2,945.3,152.0,865.0,635.2,285.8,863.6,905.7,975.4,232.7,563.2,885.8,992.5,355.3,14.0,141.2,728.9,970.4,534.7,306.1,202.5,965.5,858.3,218.0,394.4,476.6,916.9,140.8,936.9,370.8,96.1,898.9,897.4,838.3,182.4,742.1,970.3,629.5,884.9,638.6,0.0,420.2,497.4,119.8,543.1,620.6,513.7
ZF,801.6,216.5,16.7,779.5,508.0,598.3,141.4,802.8,691.6,400.9,283.5,165.3,306.6,176.3,433.4,179.2,777.9,608.8,421.3,733.3,820.5,493.4,427.5,228.3,678.5,801.9,662.2,736.4,978.7,825.2,447.5,453.5,687.6,825.9,329.4,547.2,58.9,107.7,759.0,665.9,623.4,279.6,753.0,188.9,773.8,467.1,172.8,167.5,582.6,373.3,880.9,617.1,576.2,363.4,692.7,166.1,593.2,489.6,608.3,63.3,443.5,297.5,476.2,407.6,600.9,656.5,713.5,321.3,474.2,475.8,770.2,296.9,464.1,566.9,710.9,818.6,526.5,628.6,647.3,668.9,455.8,126.3,457.4,74.8,577.1,777.2,709.2,753.4,651.3,643.5,655.0,419.6,559.0,762.2,863.3,263.1,424.7,710.3,421.4,292.2,649.2,641.4,646.3,503.8,508.0,774.6,359.0,696.3,455.0,490.3,692.9,735.0,804.7,653.2,383.0,715.1,821.8,88.7,406.1,345.7,548.7,799.7,354.5,510.6,623.0,794.8,687.6,524.5,171.9,97.4,746.2,447.3,766.2,74.6,366.5,728.2,726.7,667.6,340.0,571.4,853.2,449.3,714.2,458.4,420.4,0.0,167.0,540.3,362.9,509.5,333.5
ZJ,943.8,373.4,195.4,903.4,566.8,722.2,39.8,926.7,815.5,459.7,342.3,322.2,463.5,235.1,503.9,303.1,901.8,732.7,480.1,857.2,944.4,524.2,486.3,287.1,802.4,877.3,786.1,860.3,1102.6,900.6,506.3,423.4,811.5,949.8,486.3,606.0,182.8,264.6,728.9,789.8,747.3,436.5,876.9,345.8,879.2,525.9,186.0,291.4,706.5,530.2,1004.8,741.0,700.1,520.3,816.6,21.0,717.1,548.4,732.2,120.3,532.0,454.4,550.9,521.2,724.8,780.4,837.4,380.1,444.1,534.6,894.1,453.8,522.9,690.8,834.8,874.0,443.4,752.5,771.2,792.8,526.3,185.1,516.2,231.7,701.0,919.4,833.1,723.3,775.2,767.4,778.9,509.0,583.2,886.1,1043.0,118.0,581.6,834.2,480.2,351.0,708.0,765.3,770.2,436.1,424.9,850.0,417.8,818.2,547.7,549.1,816.8,808.4,928.6,712.0,539.9,839.0,964.0,212.6,464.9,404.5,518.6,875.1,511.4,569.4,681.8,918.7,811.5,583.3,328.8,107.3,920.7,506.1,737.4,198.5,425.3,852.1,850.6,791.5,398.8,695.3,823.1,343.9,838.1,615.3,479.2,178.7,0.0,599.1,519.8,574.3,490.4
ZO,1085.2,509.6,549.8,1063.1,416.4,881.9,599.4,1086.4,975.2,168.7,268.8,422.3,599.7,362.4,726.5,462.8,1061.5,892.4,329.7,1016.9,1104.1,786.5,335.9,418.3,962.1,1085.5,945.8,1020.0,1262.3,1108.8,114.2,746.6,971.2,1109.5,622.5,6.9,500.9,465.6,989.0,949.5,907.0,572.7,1036.6,542.1,1057.4,66.4,456.4,451.1,866.2,666.4,1164.5,900.7,859.8,656.5,976.3,584.7,876.8,225.2,891.9,555.4,736.6,590.6,700.2,700.7,884.5,940.1,997.1,283.9,767.3,58.3,1053.8,590.0,130.8,850.5,994.5,1102.2,819.6,912.2,930.9,952.5,748.9,417.4,338.0,450.9,860.7,1060.8,992.8,983.4,934.9,927.1,938.6,712.7,783.0,1045.8,1146.9,476.6,717.8,993.9,157.0,260.6,158.3,925.0,929.9,796.9,801.1,1058.2,264.9,977.9,748.1,398.7,976.5,1018.6,1088.3,162.3,676.1,998.7,1105.4,468.2,126.9,254.1,841.8,1083.3,647.6,419.0,132.1,1078.4,971.2,330.9,507.3,589.5,1029.8,253.7,1049.8,483.7,209.0,1011.8,1010.3,951.2,295.3,855.0,1083.2,742.4,997.8,751.5,112.8,533.1,610.3,0.0,656.0,733.5,626.6
ZQ,742.9,289.5,417.4,1052.6,660.2,871.4,534.3,1075.9,964.7,553.1,435.7,236.5,55.8,375.8,130.6,417.8,942.2,881.9,573.5,764.0,898.6,190.3,579.7,427.8,662.1,676.4,678.4,900.7,1251.8,699.7,599.7,222.5,851.9,990.2,85.5,699.4,420.8,266.5,528.0,939.0,767.7,352.6,729.5,233.9,678.3,619.3,411.4,406.1,677.7,65.4,959.0,890.2,849.3,68.8,965.8,519.6,866.3,641.8,881.4,425.2,148.9,370.5,350.0,113.0,741.8,929.6,986.6,473.5,243.2,628.0,934.5,65.5,616.3,840.0,984.0,673.1,250.0,712.3,920.4,942.0,109.7,372.4,609.6,300.8,850.2,718.5,873.5,522.4,924.4,916.6,928.1,125.0,382.3,926.5,842.1,528.5,78.9,745.6,573.6,444.4,801.4,914.5,919.4,200.7,263.3,649.1,511.2,701.4,92.0,642.5,966.0,607.5,803.8,805.4,88.4,750.4,763.1,450.6,558.3,497.9,317.7,674.2,59.9,662.8,775.2,1067.9,851.9,676.7,308.2,459.3,719.8,599.5,536.5,436.5,518.7,1001.3,891.0,940.7,492.2,844.5,622.2,218.3,987.3,111.7,572.6,400.7,545.2,692.5,0.0,373.4,28.9
ZR,528.2,495.2,700.5,837.9,705.1,656.7,537.3,861.2,750.0,598.0,480.6,442.2,323.6,581.5,359.0,667.6,727.5,667.2,618.4,549.3,683.9,379.3,624.6,633.5,447.4,461.7,463.7,686.0,1037.1,485.0,644.6,140.7,637.2,775.5,272.2,744.3,669.6,472.2,313.3,724.3,553.0,558.3,514.8,439.6,463.6,664.2,599.5,611.8,463.0,387.6,744.3,675.5,634.6,306.2,751.1,522.6,651.6,686.7,666.7,625.4,386.3,576.2,54.4,350.4,527.1,714.9,771.9,518.4,119.5,672.9,719.8,313.9,661.2,625.3,769.3,458.4,298.5,497.6,705.7,727.3,381.4,598.6,654.5,506.5,635.5,503.8,658.8,307.7,709.7,701.9,713.4,362.4,107.3,711.8,627.4,531.5,367.5,530.9,618.5,489.3,846.3,699.8,704.7,291.2,280.0,434.4,556.1,488.7,402.8,687.4,751.3,392.8,589.1,850.3,325.8,535.7,548.4,636.9,603.2,542.8,261.5,459.5,297.3,707.7,820.1,853.2,637.2,721.6,513.9,605.8,505.1,644.4,321.8,652.4,563.6,786.6,676.3,726.0,537.1,629.8,407.5,221.3,772.6,401.2,617.5,683.8,548.2,737.4,357.8,0.0,350.5
ZV,736.2,260.5,388.4,1045.9,631.2,864.7,527.6,1069.2,958.0,524.1,406.7,207.5,26.8,346.8,152.5,388.8,935.5,875.2,544.5,757.3,891.9,212.5,550.7,398.8,655.4,669.7,671.7,894.0,1245.1,693.0,570.7,215.8,845.2,983.5,91.7,670.4,391.8,237.5,521.3,932.3,761.0,323.6,722.8,204.9,671.6,590.3,382.4,377.1,671.0,36.4,952.3,883.5,842.6,82.5,959.1,512.9,859.6,612.8,874.7,396.2,162.6,341.5,343.3,126.7,735.1,922.9,979.9,444.5,236.5,599.0,927.8,36.5,587.3,833.3,977.3,666.4,272.2,705.6,913.7,935.3,139.1,343.4,580.6,271.8,843.5,711.8,866.8,515.7,917.7,909.9,921.4,138.7,375.6,919.8,835.4,521.8,108.3,738.9,544.6,415.4,772.4,907.8,912.7,222.9,270.3,642.4,482.2,696.7,121.4,613.5,959.3,600.8,797.1,776.4,102.1,743.7,756.4,421.6,529.3,468.9,311.0,667.5,73.6,633.8,746.2,1061.2,845.2,647.7,279.2,430.3,713.1,570.5,529.8,407.5,489.7,994.6,884.3,934.0,463.2,837.8,615.5,211.6,980.6,141.1,543.6,371.7,538.5,663.5,29.3,366.7,0.0
